,measure_number,beat_number,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
100,34,1,37.407346999999994,39.507346999999996,42.067347,41.807347,37.527347,40.067347,38.967347,41.627347,35.747347,32.178672999999996,42.427347,37.387347,37.487347,45.407346999999994,37.847347,35.527347,49.587346999999994,50.727346999999995,34.127347,38.227346999999995,40.827346999999996,48.867346999999995,39.967347,43.327346999999996,36.327346999999996,40.387347,39.267346999999994,40.947347,41.867346999999995,48.127347,42.347347,30.447346999999997,43.787347,41.507346999999996,36.227346999999995,37.207347,42.047346999999995,36.707347,45.087346999999994,36.867346999999995,38.267346999999994,44.787347,35.527347,39.987347,42.567347
101,34,2,37.730204,39.910204,42.430203999999996,42.190204,37.870204,40.410204,39.310204,42.010203999999995,36.090204,32.510203999999995,42.850204,37.670204,37.830203999999995,45.750204,38.190204,35.855051,49.950204,51.110203999999996,34.470203999999995,38.610203999999996,41.170204,49.230204,40.310204,43.690204,36.670204,40.730408000000004,39.610203999999996,41.430203999999996,42.210204,48.470203999999995,42.670068,30.706041,44.130204,41.850204,36.530204,37.570204,42.510203999999995,36.950204,45.450408,37.270204,38.690204,45.150203999999995,35.870204,40.330203999999995,42.875051
102,35,0,37.975918,40.195918,42.735918,42.475918,38.075918,40.735918,39.522959,42.315917999999996,36.362959000000004,32.642959000000005,43.122959,37.951972999999995,38.075918,46.235918,38.422959000000006,36.042959,50.235918,51.555918,34.755918,38.882959,41.495917999999996,49.855918,40.595918,43.975918,36.815917999999996,41.055918,39.895918,41.715918,42.492959,48.855918,42.911972999999996,30.935918,44.332959,42.195918,36.778639,37.855918,42.79148,37.195918,45.835918,37.542959,38.995917999999996,45.422959000000006,36.075918,40.615918,43.102959000000006
103,35,1,38.393060999999996,40.653061,43.153061,42.873061,38.493061,41.153061,39.893060999999996,42.693061,36.713060999999996,32.913061,43.553061,38.313061,38.393060999999996,46.673061,38.753060999999995,36.371531,50.693061,51.973061,35.073060999999996,39.193061,41.913061,50.253060999999995,41.053061,44.376121999999995,37.073060999999996,41.413061,40.273061,42.105765000000005,42.853061,49.373061,43.293061,31.233061,44.713060999999996,42.573060999999996,37.093061,38.173061,43.093061,37.533061,46.233061,37.873061,39.373061,45.853061,36.413061,41.013061,43.445765
104,35,2,38.760408,41.020408,43.520408,43.240408,38.780408,41.500408,40.160408000000004,43.140408,37.100408,33.200408,43.880408,38.700408,38.740408,47.040408,39.080408,36.660408000000004,51.037602,52.420408,35.420408,39.640408,42.280408,50.620408000000005,41.420408,44.780408,37.360408,41.760408,40.580408,42.460408,43.260408,49.780408,43.740408,31.500408,44.980408000000004,42.940408000000005,37.375204,38.500408,43.460408,37.840408000000004,46.640408,38.195204,39.740408,46.280408,36.760408,41.360408,43.740408
105,36,0,39.327346999999996,41.687346999999995,44.307347,43.887347,39.307347,42.307347,40.607347,43.687346999999995,37.767346999999994,33.887347,44.338673,39.207347,39.267346999999994,47.607347,39.707347,36.947347,51.467347,53.107347,36.107347,40.267346999999994,43.067347,51.327346999999996,41.967347,45.507346999999996,38.007346999999996,42.407346999999994,41.187346999999995,42.987347,43.827346999999996,50.627347,44.447347,31.867347,45.707347,43.627347,37.827346999999996,39.007346999999996,44.227346999999995,38.487347,47.507346999999996,38.747347,40.447347,46.967347,37.387347,41.907346999999994,44.187346999999995
106,36,1,39.649419,42.242449,44.862449,44.442448999999996,39.802448999999996,42.862449,41.082449,44.342449,38.322449,34.442448999999996,44.762449,39.75415,39.782449,48.142449,40.262449,37.502449,51.877493,53.662449,36.498622,40.842449,43.622448999999996,52.062449,42.522449,46.082449,38.642449,42.922449,41.742449,43.462449,44.682449,51.302448999999996,45.102449,32.38049,46.282449,44.182449,38.382449,39.355438,44.902449,39.042449,48.062449,39.122448999999996,41.002449,47.702449,37.942448999999996,42.383207,44.742449
107,36,2,40.156735,42.676735,45.116735,44.956734999999995,40.276734999999995,43.116735,41.463469,44.856735,38.636734999999994,34.792245,45.276734999999995,40.036735,39.956734999999995,48.656735,40.316734999999994,37.536735,52.216735,54.296735,36.676735,41.356735,43.871684,52.596734999999995,43.036735,46.736734999999996,39.156735,43.276734999999995,41.876735,43.976735,45.216735,51.816734999999994,45.816734999999994,32.656735,46.796735,44.523469,38.576735,39.613367,45.416734999999996,39.483469,48.556734999999996,39.596734999999995,41.456734999999995,48.216735,38.556734999999996,42.676735,45.076735
108,37,0,40.737551,43.117551,45.437551,45.477551,40.717551,43.437551,41.977551,45.437551,39.097551,35.097551,45.757551,40.477551,40.277551,49.217551,40.717551,37.857551,52.577551,54.977551,37.097551,41.877551000000004,44.197551000000004,53.357551,43.477551,47.325102,39.917551,43.817551,42.317551,44.697551000000004,45.977551,52.637551,46.517551,33.117551,47.417551,45.077551,39.177551,39.945102,45.917551,39.937551,49.157551,40.037551,42.057551000000004,48.757551,38.997551,43.077551,45.465102
109,37,1,41.114694,43.554694,45.834694,45.934694,41.234694,43.834694,42.394694,45.894694,39.494694,35.397449,46.254694,40.914694,40.674694,49.674694,41.094694,38.274694000000004,53.01469399999999,55.554694,37.522346999999996,42.242346999999995,44.634694,53.954693999999996,43.934694,47.874694,40.381173,44.454694,42.694694,45.124897999999995,46.474694,53.214693999999994,46.974694,33.481173,47.874694,45.414694,39.564898,40.374694,46.374694,40.374694,49.614694,40.494694,42.514694,49.314694,39.374694,43.474694,45.954694
110,37,2,41.445714,43.965714,46.325714000000005,46.301429,41.605714,44.325714000000005,42.745714,46.465714,39.845714,35.685714000000004,46.605714,41.421428999999996,41.045714000000004,50.085714,41.465714,38.625714,53.425714,56.005714000000005,37.865714000000004,42.585714,45.085714,54.605714,44.285714,48.425714,40.705714,44.865714000000004,43.025714,45.465714,46.857143,53.625714,47.325714000000005,33.805714,48.225714,45.745714,39.865714000000004,40.725714,46.725714,40.745714,50.025714,40.845714,42.845714,49.761429,39.725714,43.921428999999996,46.405714
111,38,0,41.752245,44.332245,46.672245000000004,46.672245000000004,41.932245,44.672245000000004,43.072245,46.792245,40.172245000000004,35.957415000000005,46.992245000000004,41.752245,41.372245,50.412245,41.832245,38.952245,53.792244999999994,56.452245,38.192245,42.952245,45.432245,55.112244999999994,44.612245,48.832245,41.032245,45.192245,43.341122,45.792245,47.192245,53.992245,47.652245,34.072245,48.552245,46.052245,40.152245,41.052245,47.152245,41.072245,50.392245,41.172245000000004,43.172245000000004,50.192245,40.152245,44.312245000000004,46.792245
112,38,1,42.171428999999996,44.691429,47.031428999999996,47.031428999999996,42.351428999999996,45.031428999999996,43.431429,47.211428999999995,40.591429,36.271429,47.391428999999995,42.131429,41.732857,50.771429,42.191429,39.371429,54.251429,56.858571,38.531428999999996,43.331429,45.811429,55.491429000000004,44.971429,49.397143,41.411429,45.551429,43.671428999999996,46.151429,47.591429,54.611429,48.051429,34.410476,48.972857,46.471429,40.471429,41.431429,47.655714,41.491429,50.851428999999996,41.591429,43.531428999999996,50.751428999999995,40.531428999999996,44.711428999999995,47.351428999999996
113,38,2,42.449796,45.129591999999995,47.429796,47.449796,42.669796000000005,45.429796,43.769796,47.729592,40.949796,36.489948999999996,47.749796,42.669796000000005,42.069796000000004,51.149796,42.509796,39.689796,54.929795999999996,57.40979599999999,38.829796,43.649796,46.209796000000004,55.969795999999995,45.289796,50.109796,41.949796,45.889796000000004,43.989796000000005,46.489796000000005,47.989592,55.069796,48.509796,34.689796,49.369796,46.769796,40.769796,41.749796,48.209796000000004,41.829796,51.249796,42.069796000000004,44.069796000000004,51.189796,41.029796000000005,45.129796,47.909796
114,39,0,42.784490000000005,45.56449,47.76449,47.824490000000004,42.98449,45.76449,44.104490000000006,48.12449,41.38449,36.80449,48.08449,43.06449,42.424490000000006,51.52449,42.847245,40.02449,55.26449,57.86449,39.21483,43.98449,46.54449,56.464490000000005,45.62449,50.56449,42.54449,46.22449,44.30449,46.80449,48.424490000000006,55.44449,48.90449,35.02449,49.88449,47.12449,41.06449,42.08449,48.784490000000005,42.26449,51.644490000000005,42.54449,44.40449,51.62449,41.338621999999994,45.54449,48.424490000000006
115,39,1,43.123673,45.963673,48.123673,48.303672999999996,43.463673,46.196837,44.436837,48.483672999999996,41.743673,37.063673,48.463673,43.423673,42.783673,51.883672999999995,43.183673,40.323673,55.643673,58.343672999999995,39.543673,44.343672999999995,46.923673,56.963673,45.983672999999996,51.063673,42.963673,46.583673,44.663672999999996,47.116837,48.783673,55.863673,49.223673,35.296837,50.263673,47.463673,41.396837,42.443673,49.223673,42.683673,52.063673,42.923673,44.763673,52.103673,41.663672999999996,45.903673,48.883672999999995
116,39,2,43.459184,46.419184,48.539184000000006,48.759184000000005,43.819184,46.539184000000006,44.799184000000004,49.079184000000005,42.199184,37.379184,48.839184,43.899184000000005,43.179184,52.359184,43.619184000000004,40.779184,56.039184,58.819184,39.919184,44.739184,47.299184000000004,57.488367000000004,46.359184,51.559184,43.419184,46.979184000000004,44.979184000000004,47.479184000000004,49.219184000000006,56.248367,49.639184,35.619184000000004,50.619184000000004,47.839184,41.739184,42.819184,49.639184,43.079184000000005,52.479184,43.299184000000004,45.139184,52.597551,42.039184000000006,46.359184,49.459184
117,40,0,43.753060999999995,46.813061,48.913061,49.073060999999996,44.113061,46.913061,45.093061,49.493061,42.593061,37.673061,49.193061,44.213060999999996,43.516121999999996,52.713060999999996,43.913061,41.136122,56.513061,59.253060999999995,40.273061,45.113061,47.733061,57.916121999999994,46.653061,51.973061,43.753060999999995,47.273061,45.293061,47.813061,49.633061,56.616122,50.033061,35.913061,50.973061,48.193061,42.033061,43.113061,50.053061,43.433061,52.973061,43.593061,45.473061,53.013061,42.393060999999996,46.653061,50.033061
118,40,1,44.178367,47.198367,49.578367,49.558367,44.598366999999996,47.598366999999996,45.458366999999996,50.178367,43.158367,38.098366999999996,49.698367,44.678367,44.058367,53.138367,44.338367,41.778366999999996,56.978367000000006,59.818367,40.658367,45.618367,48.398367,58.618367000000006,47.118367,52.638367,44.298367,47.858367,45.758367,48.278366999999996,50.198367,57.458367,50.558367,36.378367,51.458366999999996,48.698367,42.478367,43.638366999999995,50.678367,43.958366999999996,53.498367,43.998367,45.998367,53.658367000000005,42.878367,47.118367,50.738367
119,40,2,44.563673,47.723673,50.123673,50.163672999999996,45.063673,48.143673,45.823673,51.163672999999996,43.783673,38.563673,50.163672999999996,45.163672999999996,44.543673,53.683673,44.726836999999996,42.523672999999995,57.883672999999995,60.623673,41.123673,46.163672999999996,48.943673,59.403673,47.583673,53.483672999999996,45.103673,48.523672999999995,46.243673,48.803672999999996,50.863673,58.103673,51.423673,36.943673,52.123673,49.323673,43.163672999999996,44.377347,51.323673,44.503673,54.263673,44.463673,46.543673,54.443673,43.684694,47.783673,51.643673
120,41,0,44.8439,48.4839,51.0039,50.8239,45.8039,48.9839,46.1639,52.0439,44.554633,39.13695,50.9439,45.8239,45.0439,54.5039,45.3439,43.5839,58.8039,61.4439,41.6239,46.9639,49.7639,60.7839,48.3239,54.6439,46.1439,49.5639,46.8239,49.6039,51.6439,58.9239,52.6439,38.0239,53.0839,50.1039,43.9039,45.7439,52.3439,45.4639,55.2839,44.9839,47.3239,55.2639,44.2839,48.5839,53.0839
121,41,1,45.239048,48.997143,51.637143,51.237142999999996,46.337143,49.717143,46.537143,52.811429000000004,45.097143,39.617143,51.497143,46.197143,45.397143,55.057143,45.837143,43.966786,60.157143000000005,61.89714300000001,42.037143,47.617143,50.437143,61.417143,48.857143,55.277143,46.797143,50.457143,47.277143,50.217143,52.137143,59.53714300000001,53.35714300000001,38.557142999999996,53.89714300000001,50.557142999999996,44.537143,46.297143,53.017143000000004,46.097143,55.917143,45.347429,47.757143,55.917143,44.917142999999996,49.177143,53.697143000000004
122,41,2,45.645261,49.465261,52.105261,51.705261,46.745261,50.185261,47.005261,53.385261,45.565261,39.95763,52.065261,46.785261,45.805261,55.465261,46.29763,44.345261,60.625261,62.285261,42.34763,48.185261,50.945261,61.905260999999996,49.325261,55.745261,47.265260999999995,51.205261,47.61763,50.685261,52.605261,60.165261,54.020522,39.085260999999996,54.380522,51.005261,45.005261,46.785261,53.645261,46.605261,56.585260999999996,45.725260999999996,48.225260999999996,56.385261,45.565261,49.605261,54.205261
123,42,0,45.957959,49.857959,52.557959,52.125918,47.117959,50.557959000000004,47.377959000000004,53.801837,45.937959,40.277959,52.457958999999995,47.197959000000004,46.137959,55.857958999999994,46.705918,44.677959,61.277958999999996,62.657959,42.677959,48.653673,51.317959,62.397959,49.697959000000004,56.237959,47.577959,51.677959,47.917959,51.117959,53.017959,60.593878000000004,54.457958999999995,39.457959,54.757959,51.257959,45.537959,47.157959000000005,54.137958999999995,47.077959,57.057959,46.057959000000004,48.657959000000005,56.917958999999996,45.957959,50.005918,54.577959
124,42,1,46.300816,50.200815999999996,53.000816,52.54081600000001,47.340816,50.980816,47.720816,54.300816000000005,46.360816,40.580816,52.940816000000005,47.540816,46.480816,56.200816,47.140816,44.926939000000004,61.660816000000004,63.080816000000006,42.980816,49.080816,51.740815999999995,62.740816,50.040816,56.660816000000004,47.920815999999995,52.140816,48.260816,51.460815999999994,53.360816,61.000816,54.860816,39.746939000000005,55.080816000000006,51.640816,45.800816,47.500816,54.720816000000006,47.420815999999995,57.400816000000006,46.420815999999995,49.060815999999996,57.260816000000005,46.300816,50.440816,55.04081600000001
125,42,2,46.607347,50.807347,53.447347,52.907346999999994,47.647346999999996,51.447347,48.087346999999994,54.807347,46.747347,40.907346999999994,53.287347,48.007346999999996,46.807347,56.508672999999995,47.527347,45.199558,62.007346999999996,63.467347,43.287347,49.567347,52.227346999999995,63.307347,50.367346999999995,57.087346999999994,48.267346999999994,52.807347,48.607347,51.927347,53.767346999999994,61.567347,55.227346999999995,40.067347,55.627347,51.967347,46.108672999999996,47.808673,55.227346999999995,47.847347,57.767346999999994,46.767346999999994,49.487347,57.827346999999996,46.727346999999995,50.867346999999995,55.447347
126,43,0,46.926531,51.166531,53.80653100000001,53.286531000000004,47.986531,51.806531,48.426531,55.206531000000005,47.126531,41.166531,53.666531000000006,48.366531,47.106531,56.846531000000006,47.886531,45.506531,62.386531000000005,63.903061,43.626531,49.946531,52.58653100000001,63.666531000000006,50.726531,57.539592000000006,48.546531,53.22653100000001,48.966530999999996,52.246531,54.12653100000001,61.966531,55.58653100000001,40.406531,56.003060999999995,52.266531,46.446531,48.126531,55.659592,48.206531,58.12653100000001,47.126531,49.966530999999996,58.223061,47.106531,51.263061,55.80653100000001
127,43,1,47.192245,51.492245000000004,54.15224499999999,53.65224499999999,48.252245,52.132245000000005,48.712245,55.612244999999994,47.472245,41.432245,54.032244999999996,48.672245000000004,47.392245,57.112244999999994,48.232245,45.772245,62.712244999999996,64.31224499999999,43.892245,50.292245,52.952245,63.992245,51.012245,57.852244999999996,48.872245,53.712244999999996,49.252245,52.572244999999995,54.452245,62.27449,55.932244999999995,40.672245000000004,56.33224499999999,52.55224499999999,46.732245,48.412245,56.05224499999999,48.532245,58.472244999999994,47.452245,50.332245,58.632245,47.392245,51.592245,56.212244999999996
128,43,2,47.526939,51.826939,54.486939,54.006939,48.54898,52.466939,49.066939,55.963878,47.806939,41.689235,54.386939,49.066939,47.726939,57.466939,48.606939000000004,46.088469,63.046939,64.806939,44.166939,50.626939,53.246939000000005,64.326939,51.346939,58.186939,49.206939,54.046939,49.586939,52.906939,54.786939000000004,62.626939,56.266939,40.986939,56.666939,52.886939,47.066939,48.726939,56.446939,48.886939,58.806939,47.786939000000004,50.666939,59.006939,47.726939,51.966939,56.526939
129,44,0,47.825815999999996,52.281633,54.841632999999995,54.433265000000006,48.901633000000004,52.821633,49.521633,56.533265,48.141633,42.001633,54.801632999999995,49.513265000000004,48.101633,57.873265,49.081633000000004,46.381633,63.821633,65.26163299999999,44.501633,50.981633,53.60163299999999,64.701633,51.681633000000005,58.653265000000005,49.701633,54.581633,50.024898,53.381632999999994,55.181633,63.144898,56.801632999999995,41.356531,57.06163299999999,53.373265,47.421633,49.061633,56.92163299999999,49.221633000000004,59.321633,48.121633,51.061633,59.441632999999996,48.181633000000005,52.441632999999996,57.041633
130,44,1,48.180816,52.81163299999999,55.340816000000004,54.840816000000004,49.220816,53.320816,49.940816,57.100816,48.620816,42.280815999999994,55.260816000000005,49.880815999999996,48.500816,58.240816,49.580816,46.700272,64.68081600000001,65.68081600000001,44.860816,51.520815999999996,54.100816,65.080816,52.040816,59.080816000000006,50.300816,55.320816,50.540816,53.880816,55.740816,63.620816000000005,57.560816,41.760816,57.460816,53.880816,47.860816,49.420815999999995,57.700816,49.720816,59.980816000000004,48.500816,51.460815999999994,59.860816,48.760816,53.000816,57.740816
131,44,2,48.56449,53.30449,55.76449,55.30449,49.604490000000006,53.76449,50.324490000000004,57.65898000000001,49.004490000000004,42.632464,55.65898000000001,50.30449,48.88449,58.644490000000005,49.964490000000005,47.06449,65.10449,66.18449,45.233622,51.98449,54.54449,65.46449,52.424490000000006,59.464490000000005,50.88449,55.824490000000004,51.004490000000004,54.44449,56.284490000000005,64.14449,58.48449,42.26449,58.24449,54.48449,48.44449,49.90449,58.48449,50.324490000000004,60.48449,48.88449,51.84449,60.26449,49.24449,53.44449,58.38449
132,45,0,49.011327,53.711327000000004,56.151327,55.752653,49.992653000000004,54.172653000000004,50.601327000000005,58.292653,49.331327,42.812653000000005,56.112653,50.632653000000005,49.201327,59.012653,50.332653,47.392653,65.512653,66.772653,45.452653000000005,52.350884,54.932653,65.912653,52.832653,59.832653,51.281327000000005,56.292653,51.392653,54.852653000000004,56.792653,64.552653,59.412653000000006,42.672653000000004,58.652653,54.912653000000006,48.952653000000005,50.271327,59.032653,50.872653,60.911327,49.291327,52.252653,60.652653,49.712653,53.852653000000004,58.832653
133,45,1,49.340816,54.120816000000005,56.54081600000001,56.140816,50.360816,54.520816,50.900816,58.820816,49.740815999999995,43.060815999999996,56.520816,50.960815999999994,49.500816,59.360816,50.720816,47.605408000000004,65.900816,67.18081600000001,45.820816,52.780816,55.320816,66.440816,53.240816,60.240816,51.580816,56.780816,51.680816,55.240816,57.200816,64.940816,59.820816,43.100815999999995,59.060816,55.280816,49.340816,50.540816,59.720816000000006,51.380815999999996,61.300816000000005,49.680816,52.720816000000006,61.060816,50.200815999999996,54.240816,59.280816
134,45,2,49.639184,54.479184,56.879183999999995,56.539184,50.659184,54.859184,51.219184000000006,59.339183999999996,50.059184,43.359184,56.899184,51.379184,49.859184,59.799184,51.099184,47.819184,66.219184,67.559184,46.134592,53.119184,55.639184,66.979184,53.559183999999995,60.599183999999994,51.919184,57.279183999999994,51.999184,55.619184,57.579184,65.379184,60.219184,43.419184,59.379183999999995,55.619184,49.659184,50.879184,60.379183999999995,52.039184000000006,61.679184,49.999184,53.119184,61.468367,50.528366999999996,54.639184,59.64836700000001
135,46,0,49.957551,54.877551000000004,57.257551,56.897551,50.957551,55.257551,51.557551000000004,59.777551,50.437551,43.637551,57.297551,51.737551,50.257551,60.257551,51.477551,48.137551,66.797551,67.977551,46.437551,53.465102,56.017551,67.477551,53.877551000000004,61.097551,52.237551,57.737551,52.357551,55.965102,57.937551,65.797551,60.757551,43.737551,59.697551000000004,55.957551,49.997551,51.177551,60.817551,52.497551,62.065102,50.457551,53.457551,61.917551,50.857551,54.957551,60.057551000000004
136,46,1,50.267755,55.34775500000001,57.687755,57.285509999999995,51.247755,55.687755,51.867754999999995,60.22551,50.867754999999995,43.928878000000005,57.62775500000001,52.107755,50.58551,60.607755000000004,51.867754999999995,48.427755,67.447755,68.40775500000001,46.727755,53.927755000000005,56.467755000000004,68.027755,54.187755,61.62775500000001,52.547755,58.34775500000001,52.727755,56.34775500000001,58.36551,66.18775500000001,61.26775500000001,44.067755,60.027755000000006,56.26775500000001,50.387755,51.527755,61.247755000000005,52.967755000000004,62.465509999999995,50.767755,53.80775500000001,62.387755000000006,51.187754999999996,55.387755000000006,60.527755000000006
137,46,2,50.610611999999996,55.870612,58.030612,57.690612,51.590612,56.030612,52.190612,60.690612,51.250612,44.270612,57.990612,52.550612,50.950612,60.970612,52.251224,48.730612,67.790612,68.930612,47.070612,54.330612,56.810612,68.390612,54.530612,62.150612,52.910612,58.690612,53.090612,56.710612,58.810612,66.630612,61.610611999999996,44.410612,60.590612,56.630612,50.790612,51.890612,61.750612,53.690612,62.830612,51.110611999999996,54.230612,62.910612,51.530612,55.810612,60.990612
138,47,0,51.002449,56.282449,58.382449,58.022449,51.962449,56.382449,52.482449,61.042449,51.682449,44.622448999999996,58.402449,52.882449,51.262449,61.342449,52.662449,49.042449,68.362449,69.362449,47.362449,54.782449,57.162449,68.702449,54.922449,62.622448999999996,53.262449,59.082449,53.502449,57.062449,59.262449,67.082449,61.982449,44.682449,60.962449,56.922449,51.274898,52.222449,62.142449,54.142449,63.182449,51.502449,54.662449,63.442448999999996,51.842449,56.162449,61.402449
139,47,1,51.346121999999994,56.666121999999994,58.726122,58.386122,52.386122,56.706122,52.866122,61.426122,52.106122,45.066122,58.846121999999994,53.186122,51.586121999999996,61.726122,53.046122,49.346121999999994,68.746122,69.78612199999999,47.706122,55.326122,57.486121999999995,68.986122,55.306121999999995,63.026121999999994,53.646122,59.486121999999995,53.846121999999994,57.406121999999996,59.666121999999994,67.466122,62.366122,45.082245,61.326122,57.286122,51.786122,52.566122,62.606122,54.546122,63.566122,51.926122,55.046122,63.886122,52.166121999999994,56.546122,61.826122
140,47,2,51.726122,57.266121999999996,59.226122,58.766121999999996,52.806121999999995,57.226122,53.266121999999996,62.066122,52.646122,45.686122,59.386122,53.706122,51.926122,62.386122,53.726122,49.926122,69.386122,70.326122,48.106122,55.966122,57.986121999999995,69.626122,55.706122,63.666121999999994,54.466122,60.006122,54.386122,57.986121999999995,60.346121999999994,68.366122,63.126121999999995,45.666121999999994,62.106122,57.806121999999995,52.526121999999994,53.046122,63.306121999999995,55.226122,64.266122,52.506122,55.646122,64.526122,52.426122,57.166121999999994,62.426122
141,48,0,52.144898,57.784898,59.764897999999995,59.444897999999995,53.304898,57.744898,53.844898,63.664898,53.264897999999995,46.184898,60.004898,54.204898,52.364898,63.024898,54.444897999999995,50.504898,70.664898,70.864898,48.564898,56.644898,58.524898,70.224898,56.244898,64.324898,55.084897999999995,60.744898,54.844898,58.624897999999995,61.054966,69.424898,63.964898,46.244898,62.804898,58.304898,53.041633,53.484898,63.864898,56.024898,64.824898,53.104898,56.304898,65.24489799999999,52.904897999999996,57.824898,63.184898
142,48,1,52.490384999999996,58.430385,60.310385,59.970385,53.970385,58.330385,54.430385,64.490385,54.060193000000005,46.810385,60.570384999999995,54.530193000000004,52.810385,63.670384999999996,55.070384999999995,51.190385,71.950385,71.710385,49.050385,57.330385,59.090385,70.710385,56.810385,65.090385,55.710384999999995,61.430385,55.410385,59.250384999999994,61.590385,70.05038499999999,64.930385,47.130385,63.310385,58.870385,53.590385,54.01019300000001,64.69038499999999,56.630385,65.490385,53.790385,56.970385,65.930385,53.410385,58.670384999999996,64.010385
143,48,2,52.823265,58.983265,60.683265000000006,60.463265,54.501088,58.832211,55.163265,65.24326500000001,54.566632999999996,47.292772,61.143265,54.972772,53.273024,64.33663299999999,55.603265,51.676105,72.74326500000001,72.543265,49.436633,57.883265,59.632211,71.303265,57.363265000000006,65.88326500000001,56.263265000000004,62.023265,55.933023999999996,59.803265,62.143265,70.575544,65.763265,47.652376000000004,64.203265,59.603265,54.143265,54.512211,65.563265,57.463265,66.203265,54.343265,57.463265,66.66979599999999,53.883265,59.223265000000005,64.563265
144,49,0,53.121474,59.421473999999996,61.081474,61.001474,54.921473999999996,59.061474,55.521474,65.981474,54.945737,47.665737,61.741474,55.401474,53.461474,64.705737,55.981474,52.141474,73.361474,73.201474,49.752295000000004,58.485737,59.913146999999995,71.801474,57.981474,66.381474,56.961474,62.641474,56.061474,60.201474,62.641474,71.12147399999999,66.241474,47.905737,64.561474,60.081474,54.761474,54.881474,66.081474,58.081474,66.821474,54.741474,57.801474,67.241474,54.181474,59.581474,65.141474
145,49,1,53.560816,59.860816,61.360816,61.440816000000005,55.380816,59.400816000000006,55.940816000000005,66.540816,55.300816000000005,47.920815999999995,62.180816,55.740816,53.780816,65.06540799999999,56.380816,52.420815999999995,73.74081600000001,73.671633,50.100815999999995,58.900816000000006,60.200816,72.253265,58.440816000000005,66.840816,57.451632999999994,62.920816,56.380816,60.600816,63.060816,71.520816,66.640816,48.240815999999995,64.905408,60.420816,55.211633,55.160816000000004,66.500816,58.520816,67.280816,55.100816,58.120816000000005,67.700816,54.505407999999996,59.960816,65.60081600000001
146,49,2,53.871735,60.433468999999995,61.793468999999995,61.893468999999996,55.933468999999995,59.77346899999999,56.353469,67.153469,55.713468999999996,48.213469,62.640407999999994,56.173469,54.13346899999999,65.453469,56.793468999999995,52.753468999999996,74.173469,74.253469,50.453469,59.393468999999996,60.55346899999999,72.833469,58.87346899999999,67.333469,57.95346899999999,63.353469,56.73346899999999,60.973468999999994,63.613468999999995,71.973469,67.233469,48.553469,65.27346899999999,60.813469,55.813469,55.55346899999999,67.093469,59.153468999999994,67.873469,55.533469,58.573468999999996,68.253469,54.87346899999999,60.433468999999995,66.13346899999999
147,50,0,54.189795999999994,61.169796,62.209796,62.429795999999996,56.329795999999995,60.189795999999994,56.749795999999996,67.609796,56.069796,48.609796,63.089796,56.609795999999996,54.489796,65.869796,57.22979599999999,53.129796,74.629796,74.829796,50.789796,59.809796,61.009795999999994,73.369796,59.289795999999996,67.74979599999999,58.289958999999996,63.769796,57.069959,61.289795999999996,64.009796,72.609796,67.549796,48.929796,65.74979599999999,61.189898,56.22979599999999,55.869795999999994,67.509796,59.609795999999996,68.38979599999999,55.929795999999996,58.949796,68.729796,55.269796,60.90979599999999,66.58979599999999
148,50,1,54.54898000000001,61.60898,62.528980000000004,62.86898000000001,56.668980000000005,60.528980000000004,57.029830000000004,68.04898,56.42898,48.90898,63.46898,56.90898000000001,54.74898,66.22898,57.58898000000001,53.326496999999996,75.12898,75.34898000000001,51.108979999999995,60.208980000000004,61.308980000000005,73.76898,59.64898,68.10898,58.58898000000001,64.12898,57.40898000000001,61.58898000000001,64.36898000000001,72.98898,67.90898,49.22898,66.12898,61.50898000000001,56.56966,56.168980000000005,67.88898,60.028980000000004,68.76898,56.244744999999995,59.28898,69.16898,55.628980000000006,61.28898,67.04898
149,50,2,54.748163,62.048163,62.839082,63.268163,57.028163,60.868163,57.388163,68.408163,56.788163,49.328163,63.868163,57.268163,55.008163,66.608163,57.968163,53.628163,75.548163,76.066327,51.468163,60.568163,61.628163,74.188163,60.008163,68.528163,58.928163,64.362721,57.768163,61.948163,64.728163,73.348163,68.268163,49.508163,66.488163,61.859081999999994,56.928163,56.488163,68.248163,60.448163,69.148163,56.588163,59.628163,69.568163,55.988163,61.668163,67.608163
