,measure_number,beat_number,pid1263-28,pid610003b-04,pid9048b-04,pid9049-29,pid9050-29,pid9054-29,pid9055-28,pid9058-29,pid9059b-04,pid9060-29,pid9061-29,pid9062b-03,pid9063b-04,pid9066-29,pid9070b-12,pid9072b-04,pid9073b-04,pid9074f-29,pid9093b-03,pid9094-28,pid9097-19,pid9098-08,pid9099b-04,pid9101b-11,pid9104-29,pid9118b-04,pid9130-03,pid9138-29,pid9139-28,pid9153-28,pid9170-28,pid9174-29,pid9192-29
135,46,2,58.031429,59.237143,68.21142900000001,62.591429000000005,59.270476,59.69142900000001,65.771429,57.791429,68.391429,62.131429000000004,66.251429,56.371429000000006,69.031429,69.93142900000001,50.311429,67.71142900000001,59.491429000000004,59.371429000000006,54.391429,57.151429,49.811429,69.171429,67.21142900000001,59.69142900000001,54.51142900000001,55.01142900000001,84.811429,56.51142900000001,62.051429000000006,54.471429,68.911429,54.631429000000004,63.291429
136,47,0,58.503265,59.603265,68.703265,62.983265,59.603265,60.063265,66.276327,58.263265000000004,68.843265,62.643265,66.663265,56.763265000000004,69.60326500000001,70.363265,50.663265,68.203265,59.803265,59.763265000000004,54.823265,57.583265000000004,50.143265,69.563265,67.703265,60.143265,54.883265,55.443265000000004,85.423265,56.903265000000005,62.483265,54.843265,69.31653100000001,55.043265000000005,63.776531000000006
137,47,1,58.922449,59.946224,69.142449,63.342449,59.962449,60.442448999999996,66.662449,58.622448999999996,69.260816,63.322449,67.047483,57.122448999999996,69.942449,70.862449,51.082449,68.622449,60.142449,60.122448999999996,55.322449,58.142449,50.462449,69.922449,68.202449,60.502449,55.262449,55.802448999999996,85.842449,57.302448999999996,62.860816,55.162449,69.802449,55.342449,64.162449
138,47,2,59.236734999999996,60.516735,69.716735,63.856735,60.496735,60.816734999999994,67.216735,59.096734999999995,69.676735,63.716735,67.536735,57.576735,70.416735,71.576735,51.576735,69.096735,60.676735,60.636734999999994,55.716735,58.736734999999996,50.776734999999995,70.39673499999999,68.736735,60.916734999999996,55.636734999999994,56.216735,86.456735,57.696735,63.236734999999996,55.656735,70.39673499999999,55.716735,64.676735
139,48,0,59.693878000000005,60.973878000000006,70.173878,64.113878,61.013878000000005,61.273878,67.673878,59.553878000000005,70.133878,64.173878,67.99387800000001,57.893878,70.873878,71.933878,52.053878000000005,69.553878,61.213878,61.093878000000004,56.173878,59.193878000000005,51.093878000000004,70.753878,69.173878,61.373878000000005,55.933878,56.653878000000006,87.093878,58.113878,63.673878,56.073878,70.873878,56.173878,65.133878
140,48,1,60.210204000000004,61.45020400000001,70.810204,64.530204,61.45020400000001,61.790204,68.450204,60.130204000000006,70.890204,64.61020400000001,68.420102,58.27020400000001,71.350204,72.390204,52.550204,69.950204,61.630204000000006,61.510204,56.670204000000005,59.650204,51.450204,71.170204,69.730204,62.09020400000001,56.350204000000005,57.055051,87.570204,58.550204,64.170204,56.490204000000006,71.490204,56.59020400000001,65.670204
141,48,2,60.629796,61.989796,71.529898,64.969796,62.029796,62.329795999999995,69.529388,60.869592000000004,71.469796,65.069796,68.849796,58.969795999999995,71.80979599999999,73.109796,53.129796,70.509796,62.348571,62.089796,57.169966,60.40979599999999,51.729796,71.769796,70.22997099999999,62.629796,56.90979599999999,57.389796,88.229796,59.029796,64.629796,56.969795999999995,72.069796,57.049898,66.229796
142,49,0,61.165102000000005,62.617551,72.117551,65.397551,62.617551,62.717551,70.277551,61.757551,72.117551,65.457551,69.437551,59.577551,72.545102,73.717551,53.977551,71.257551,62.777551,62.677551,58.097551,60.837551,52.077551,72.397551,70.937551,63.097551,57.197551000000004,57.817551,88.977551,59.397551,65.477551,57.557551000000004,72.657551,57.597551,66.877551
143,49,1,61.879183999999995,63.319184,72.75918399999999,65.879184,63.299184,63.084592,71.03918399999999,62.399184,72.81918399999999,65.999184,69.959184,60.139184,73.219184,74.779184,54.424592000000004,72.059184,63.639184,63.159183999999996,58.799184,61.26459200000001,52.419728000000006,72.879184,71.659184,63.559183999999995,57.719184,58.299184,89.81918399999999,59.859184,66.159184,58.339183999999996,73.499184,58.059183999999995,67.739184
144,49,2,62.663672999999996,63.903673,73.443673,66.303673,63.903673,63.483672999999996,72.343673,63.123673,73.303673,66.743673,70.483673,60.683673,74.00367299999999,76.023673,54.77341800000001,72.943673,64.083673,63.583673,59.843672999999995,61.603673,52.803672999999996,73.443673,72.14367299999999,63.963673,58.423673,58.956837,90.723673,60.523672999999995,66.943673,58.963673,74.64367299999999,58.463673,68.723673
145,50,0,63.081633,64.421633,74.04163299999999,66.781633,64.421633,63.901633,72.801633,63.881632999999994,73.921633,67.241633,70.981633,61.141633,74.68163299999999,76.941633,55.181633,73.561633,64.581633,64.081633,60.661632999999995,62.081633,53.16581600000001,73.941633,72.801633,64.441633,58.941632999999996,59.56163299999999,91.641633,61.001633,67.481633,59.501633,75.32163299999999,59.001633,69.40163299999999
146,50,1,63.663265,65.063265,74.52326500000001,67.263265,64.891474,64.683265,73.283265,63.969551,74.403265,67.723265,71.483265,61.623265,75.163265,77.763265,55.663265,73.94663299999999,64.983324,64.563265,60.963265,62.534752000000005,53.643265,74.903265,73.343265,64.923265,59.423265,60.283265,92.123265,61.483265,68.283265,59.983265,76.263265,59.343265,70.02326500000001
147,50,2,64.033375,65.33398000000001,75.49387800000001,67.81055400000001,65.31398,65.201939,74.793878,65.413878,74.933878,68.21387800000001,71.99387800000001,62.073878,76.512388,78.293878,56.164626,74.37043100000001,65.470969,65.093878,61.493878,62.781939,54.090554000000004,75.414776,73.873878,65.593878,60.273878,60.913878000000004,93.593878,62.313878,68.645969,60.793878,76.777959,60.153878000000006,70.85387800000001
148,51,0,64.28528299999999,65.845283,76.265283,68.125283,65.825283,65.605283,75.425283,66.10641700000001,75.425283,68.685283,72.405283,62.60528299999999,77.025283,78.965283,56.705282999999994,74.805283,65.985283,65.72528299999999,62.145283,63.145283,54.42528299999999,75.94528299999999,74.58528299999999,66.22528299999999,60.885282999999994,61.545283,94.440567,63.045283,69.22528299999999,61.265283,77.325283,60.78528299999999,71.50528299999999
149,51,1,64.809388,66.329388,77.069388,68.529388,66.309388,65.969388,76.329388,66.889388,75.809388,69.189388,72.869388,62.949388,77.469388,79.629388,57.169388,75.169388,66.449388,66.269388,62.649388,63.629388,54.769388,76.309388,75.129388,66.729388,61.249388,61.949388,95.029388,63.689388,69.889388,61.649388,77.809388,61.289388,71.989388
150,51,2,65.084184,66.718367,77.73836700000001,68.778367,66.698367,66.298367,76.938367,67.338367,76.184184,69.518367,73.23836700000001,63.298367000000006,77.89836700000001,80.018367,57.538367,75.49418399999999,66.838367,66.718367,62.998367,63.984184,55.044183999999994,76.578367,75.578367,67.23836700000001,61.598367,62.374184,95.59836700000001,64.09836700000001,70.358367,61.93836700000001,78.17836700000001,61.638367,72.358367
151,52,0,65.45836700000001,67.09836700000001,78.31836700000001,69.158367,67.078367,66.67836700000001,77.39836700000001,67.718367,76.578367,69.918367,73.638367,63.658367000000005,78.298367,80.418367,57.874184,75.838367,67.218367,67.118367,63.378367000000004,64.299456,55.378367000000004,76.95836700000001,75.978367,67.618367,61.93836700000001,62.658367000000005,96.138367,64.498367,70.798367,62.278367,78.578367,61.998367,72.73836700000001
152,52,1,65.81551,67.47551,78.91551,69.45551,67.45551,66.99551,77.77551,68.03551,76.962755,70.27551,74.10101999999999,63.995509999999996,78.71551,80.73550999999999,58.25551,76.15550999999999,67.59551,67.57551,63.69551,64.67551,55.692755000000005,77.29551,76.432755,67.97551,62.23551,63.012755000000006,96.63551,64.83551,71.21551,62.535509999999995,78.91551,62.33551,73.09551
153,52,2,66.13101999999999,67.83051,79.43101999999999,69.81102,67.81102,67.35101999999999,78.19102,68.35101999999999,77.39102,70.69102,74.55102,64.33102,79.15101999999999,81.11102,58.620509999999996,76.53102,67.93101999999999,67.95102,64.01102,64.95102,56.03102,77.64050999999999,76.81102,68.31102,62.551019999999994,63.27101999999999,97.13101999999999,65.17102,71.65101999999999,62.870204,79.29101999999999,62.651019999999995,73.43101999999999
154,53,0,66.498367,68.17836700000001,79.918367,70.118367,68.17836700000001,67.718367,78.59836700000001,68.658367,77.778367,71.058367,74.978367,64.67836700000001,79.578367,81.45836700000001,58.958367,76.858367,68.298367,68.31836700000001,64.298367,65.23836700000001,56.338367000000005,78.018367,77.23836700000001,68.67836700000001,62.89836700000001,63.614183999999995,97.578367,65.45836700000001,72.018367,63.138367,79.638367,63.018367000000005,73.778367
155,53,1,66.833061,68.513061,80.413061,70.533061,68.493061,68.133061,79.113061,69.033061,78.213061,71.473061,75.413061,65.013061,79.993061,81.813061,59.273061,77.273061,68.613061,68.653061,64.573061,65.573061,56.693061,78.413061,77.653061,69.033061,63.233061,63.873061,98.113061,65.753061,72.393061,63.453061,79.993061,63.353061,74.133061
156,53,2,67.224082,68.88408199999999,80.924082,71.04408199999999,68.864082,68.60408199999999,79.784082,69.40408199999999,78.764082,71.90408199999999,75.918163,65.40408199999999,80.60408199999999,82.204082,59.624081999999994,77.804082,68.984082,69.004082,64.90408199999999,66.04408199999999,57.184082,79.38632700000001,78.224082,69.38408199999999,63.584081999999995,64.18408199999999,98.624082,66.064082,72.804082,63.764081999999995,80.364082,63.764081999999995,74.60408199999999
157,54,0,67.752245,69.282449,81.46244899999999,71.502449,69.282449,69.042449,80.402449,69.834898,79.242449,72.422449,76.402449,65.802449,81.302449,82.522449,59.962449,78.322449,69.402449,69.322449,65.242449,66.362449,57.642449,79.942449,78.762449,69.782449,64.022449,64.522449,99.242449,66.382449,73.194898,64.022449,80.722449,64.142449,75.002449
158,54,1,68.173469,69.673469,82.093469,71.93346899999999,69.653469,69.473469,80.99346899999999,70.333469,79.753469,72.873469,77.013469,66.27346899999999,81.93346899999999,82.91346899999999,60.27346899999999,78.85346899999999,69.77346899999999,69.673469,65.593469,66.813469,58.253468999999996,80.460408,79.41346899999999,70.233469,64.513469,64.873469,99.873469,66.753469,73.693469,64.313469,81.173469,64.77346899999999,75.43346899999999
159,54,2,68.52,70.0,82.6,72.26,69.99,69.82,81.34,70.66,80.18,73.2,77.51,66.6,82.4,83.26,60.58,79.21,70.1,70.0,65.88,67.14,58.73,80.84,79.83,70.56,64.86,65.18,100.36,67.08,74.04,64.6,81.59,65.1,75.74
160,55,0,68.846531,70.346531,83.026531,72.606531,70.326531,70.166531,81.70653100000001,70.986531,80.58653100000001,73.56653100000001,77.923061,66.92653100000001,82.766531,83.626531,60.886531000000005,79.606531,70.44653100000001,70.326531,66.186531,67.466531,59.186531,81.22653100000001,80.246531,70.886531,65.186531,65.526531,100.88653000000001,67.36653100000001,74.406531,64.886531,81.94653100000001,65.42653100000001,76.026531
161,55,1,69.20857099999999,70.70857099999999,83.528571,72.948571,70.707143,70.528571,82.02571400000001,71.328571,81.00857099999999,73.908571,78.328571,67.228571,83.088571,83.988571,61.16857099999999,80.028571,70.808571,70.628571,66.448571,67.78857099999999,59.608571,81.64857099999999,80.64857099999999,71.228571,65.528571,65.769643,101.42857,67.668571,74.768571,65.168571,82.34857099999999,65.888571,76.328571
162,55,2,69.57142900000001,71.07142900000001,83.971429,73.251429,71.051429,70.871429,82.411429,71.731429,81.391429,74.451429,78.731429,67.65142900000001,83.49142900000001,84.35142900000001,61.51142900000001,80.471429,71.15142900000001,70.971429,66.811429,68.111429,59.991429000000004,82.07142900000001,81.051429,71.611429,65.891429,66.07142900000001,102.01143,68.051429,75.15142900000001,65.511429,82.751429,66.231429,76.751429
163,56,0,70.067551,71.478776,84.618776,73.618776,71.458776,71.318776,82.878776,72.198776,81.878776,75.018776,79.198776,68.158776,84.078776,84.738776,61.978776,81.058776,71.558776,71.338776,67.218776,68.478776,60.378776,82.598776,81.578776,71.998776,66.27877600000001,66.418776,102.61878,68.418776,75.578776,65.898776,83.118776,66.578776,77.13877600000001
164,56,1,70.42898000000001,71.86898000000001,85.02898,74.06898000000001,71.84898000000001,71.70898000000001,83.22898,72.50898000000001,82.32898,75.46898,79.647959,68.46898,84.56898000000001,85.10898,62.268980000000006,81.44898,71.92898000000001,71.64898000000001,67.52898,68.74898,60.766939,83.04898,82.087959,72.30898,66.58898,66.72898,103.12898,68.66898,75.98898,66.16898,83.50898000000001,66.88898,77.44898
165,56,2,70.77102,72.19102,85.43101999999999,74.37102,72.17102,72.03102,83.55102,72.81102,82.73102,75.83102,80.05102,68.81102,84.91102,85.53102,62.57102,81.81102,72.25102,71.95102,67.79101999999999,69.03102,61.151019999999995,83.45102,82.45102,72.61102,66.89102,67.03102,103.65101999999999,68.95102,76.33102,66.47102,83.87102,67.19102,77.77102
166,57,0,71.089388,72.509388,85.849388,74.689388,72.489388,72.369388,83.80984699999999,73.089388,83.149388,76.149388,80.449388,69.129388,85.229388,85.949388,62.81969399999999,82.269388,72.569388,72.269388,68.04938800000001,69.309388,61.469388,83.769388,82.789388,72.91969399999999,67.169388,67.249388,104.14939,69.199694,76.649388,66.749388,84.249388,67.509388,78.04938800000001
167,57,1,71.469388,72.869388,86.309388,75.089388,72.849388,72.679694,84.129388,73.389388,83.709388,76.509694,80.849388,69.509388,85.649388,86.509388,63.069388000000004,82.709388,72.929388,72.669388,68.329388,69.63969399999999,61.849388,84.169388,83.189388,73.249388,67.529388,67.589388,104.66939,69.469388,77.04938800000001,67.069388,84.649388,67.849388,78.369388
168,57,2,71.824898,73.204898,86.804898,75.444898,73.184898,73.044898,84.444898,73.804898,84.084898,77.004898,81.224898,69.904898,86.044898,87.069592,63.407449,83.204898,73.264898,73.044898,68.60489799999999,69.984898,62.144898,84.60489799999999,83.60489799999999,73.63979599999999,67.844898,67.924898,105.3049,69.784898,77.404898,67.464898,85.24489799999999,68.144898,78.74489799999999
169,58,0,72.359184,73.659184,87.419184,75.959184,73.659184,73.459184,84.979184,74.339184,84.599184,77.599184,81.699184,70.419184,86.61918399999999,87.599184,63.759184,83.779184,73.779184,73.559184,69.01459200000001,70.31918399999999,62.519183999999996,85.139184,84.11918399999999,74.01459200000001,68.379184,68.25918399999999,106.03918,70.139184,77.89918399999999,67.959184,85.89918399999999,68.52153100000001,79.279184
170,58,1,72.73004499999999,74.070045,87.79004499999999,76.45004499999999,74.070045,73.850045,85.350045,74.73004499999999,85.110045,77.990045,82.170091,70.79004499999999,87.050045,88.130045,64.050045,84.23004499999999,74.15004499999999,73.93004499999999,69.29004499999999,70.610045,62.890091000000005,85.530045,84.630045,74.37004499999999,68.750045,68.59004499999999,106.55005,70.45004499999999,78.23004499999999,68.310045,86.37004499999999,68.810045,79.690045
171,58,2,73.064082,74.364082,88.204082,76.764082,74.38408199999999,74.204082,85.624082,75.004082,85.564082,78.364082,82.60408199999999,71.064082,87.38408199999999,88.444082,64.32408199999999,84.60408199999999,74.444082,74.204082,69.52802700000001,70.90408199999999,63.284082,85.96408199999999,85.02408199999999,74.724082,69.04408199999999,68.844082,107.10408000000001,70.724082,78.644082,68.60408199999999,86.864082,69.144082,80.064082
172,59,0,73.417959,74.757959,88.617959,77.117959,74.737959,74.497959,85.93795899999999,75.357959,85.87795899999999,78.737959,82.917959,71.417959,87.817959,88.737959,64.597959,84.997959,74.817959,74.497959,69.80398000000001,71.197959,63.577959,86.37795899999999,85.37795899999999,75.01795899999999,69.37795899999999,69.137959,107.63796,70.977959,78.957959,68.897959,87.237959,69.43795899999999,80.397959
173,59,1,73.829796,75.189796,89.076599,77.52979599999999,75.16979599999999,74.809898,86.469796,75.769796,86.30979599999999,79.289796,83.349796,71.88979599999999,88.289898,89.16979599999999,64.889898,85.429796,75.229796,74.88979599999999,70.099898,71.74979599999999,63.929795999999996,86.789796,85.909796,75.349796,69.80979599999999,69.38979599999999,108.2298,71.369796,79.329796,69.229796,87.709796,69.789796,80.839898
174,59,2,74.162449,75.582449,89.502449,77.862449,75.522449,75.122449,86.762449,76.122449,86.742449,79.722449,83.782449,72.262449,88.722449,89.502449,65.306224,85.842449,75.602449,75.322449,70.426224,72.022449,64.222449,87.242449,86.342449,75.642449,70.102449,69.746224,108.94245,71.682449,79.662449,69.522449,88.142449,70.102449,81.302449
175,60,0,74.58979599999999,75.969796,90.009796,78.289796,75.94979599999999,75.549796,87.549796,76.489796,87.16979599999999,80.149796,84.209796,72.689796,89.229796,89.849796,65.729796,86.269796,76.009796,75.74979599999999,70.709796,72.369796,64.52979599999999,87.66979599999999,86.769796,76.129796,70.489796,70.109796,109.6498,72.109796,80.189796,69.94979599999999,88.549796,70.409796,81.729796
176,60,1,74.938889,76.358889,90.518889,78.667778,76.338889,75.958889,87.91888900000001,76.798889,87.618889,80.618889,84.598889,73.05888900000001,89.818889,90.218889,66.158889,86.69888900000001,76.378889,76.098889,71.038889,72.718889,64.91888900000001,88.138889,87.298889,76.538889,70.878889,70.41888900000001,110.29888999999999,72.478889,80.598889,70.298889,88.978889,70.747778,82.138889
177,60,2,75.21101999999999,76.69102,90.81102,78.93101999999999,76.67102,76.33102,88.21101999999999,77.09102,87.99101999999999,80.93101999999999,84.99101999999999,73.31102,90.19102,90.59102,66.41102,87.05102,76.71101999999999,76.35101999999999,71.29101999999999,72.97102,65.19102,88.45102,87.67102,76.81102,71.13101999999999,70.67102,110.75102,72.81102,80.91102,70.57101999999999,89.31102,71.01102,82.39102
178,61,0,75.57387800000001,77.053878,91.253878,79.273878,77.033878,76.673878,88.633878,77.57387800000001,88.453878,81.293878,85.373878,73.693878,90.593878,91.053878,66.71387800000001,87.513878,77.093878,76.693878,71.593878,73.313878,65.553878,88.913878,88.033878,77.173878,71.453878,71.033878,111.27388,73.233878,81.253878,70.933878,89.753878,71.35387800000001,82.773878
179,61,1,76.058265,77.50653100000001,91.67551,79.766531,77.486531,76.986531,89.046531,78.00653100000001,89.00653100000001,81.72653100000001,85.846531,74.14653100000001,91.14653100000001,91.56653100000001,67.14653100000001,88.026531,77.50826500000001,77.126531,71.94653100000001,73.78653100000001,65.958265,89.546531,88.626531,77.64653100000001,71.886531,71.386531,111.78653,73.70653100000001,81.766531,71.302177,90.20653100000001,71.666531,83.194133
180,61,2,76.360816,77.920816,92.060816,80.18081600000001,77.900816,77.420816,89.420816,78.420816,89.520816,82.24081600000001,86.360816,74.560816,91.620816,92.32081600000001,67.500816,88.560816,77.920816,77.640816,72.365408,74.080816,66.260816,90.040816,89.060816,78.220816,72.18081600000001,71.780816,112.48082,74.18081600000001,82.18081600000001,71.760816,90.720816,72.040816,83.660816
181,62,0,76.826122,78.42612199999999,92.706122,80.706122,78.366122,77.886122,90.186122,78.874031,90.046122,82.866122,86.906122,75.086122,92.42612199999999,92.906122,67.966122,89.386122,78.406122,78.106122,72.826122,74.526122,66.586122,90.542245,89.566122,78.706122,72.538061,72.246122,113.16611999999999,74.686122,82.726122,72.226122,91.546122,72.406122,84.126122
182,62,1,77.208469,78.866939,93.206939,81.40693900000001,78.846939,78.268469,90.62693900000001,79.16846899999999,90.566939,83.346939,87.446939,75.468469,93.086939,93.366939,68.386939,90.006939,78.866939,78.546939,73.158469,74.92898000000001,67.106939,91.186939,90.066939,79.146939,72.806939,72.606939,113.72693999999998,75.066939,83.166939,72.646939,92.066939,72.846939,84.50846899999999
183,62,2,77.546122,79.242245,93.62224499999999,81.726122,79.206122,78.626122,90.946122,79.478061,91.042245,83.726122,87.92224499999999,75.806122,93.566122,93.726122,68.686122,90.386122,79.226122,78.906122,73.42612199999999,75.246122,67.578367,91.602245,90.446122,79.486122,73.166122,72.946122,114.29836999999999,75.406122,83.526122,72.946122,92.566122,73.306122,84.866122
184,63,0,77.872653,79.572653,94.012653,82.192653,79.532653,78.952653,91.232653,79.781327,91.43530600000001,84.072653,88.33265300000001,76.117959,93.912653,94.052653,68.97265300000001,90.812653,79.572653,79.232653,73.672653,75.552653,67.992653,91.932653,90.792653,79.792653,73.47265300000001,73.272653,114.79265,75.652653,83.852653,73.25265300000001,92.912653,73.75265300000001,85.11265300000001
185,63,1,78.198367,79.89836700000001,94.358367,82.53836700000001,79.878367,79.258367,91.546735,80.018367,91.938367,84.478367,88.73836700000001,76.478367,94.198367,94.378367,69.198367,91.31836700000001,79.89836700000001,79.518367,73.918367,75.838367,68.378367,92.378367,91.158367,80.118367,73.718367,73.518367,115.32857,75.95836700000001,84.218367,73.518367,93.23836700000001,74.358367,85.418367
186,63,2,78.600091,80.320091,94.88009100000001,82.900091,80.280091,79.620091,92.000091,80.38009100000001,92.360091,85.02009100000001,89.200091,76.920091,94.640091,94.740091,69.540091,91.720091,80.30009100000001,79.860091,74.235045,76.180091,68.740091,92.920091,91.560091,80.500091,74.100091,73.833364,115.90008999999999,76.340091,84.58009100000001,73.920091,93.700091,74.760091,85.840091
187,64,0,79.015918,80.655918,95.45591800000001,83.25591800000001,80.635918,79.95591800000001,92.635918,80.75591800000001,92.795918,85.53591800000001,89.59591800000001,77.45591800000001,95.09591800000001,95.055918,69.835918,92.235918,80.635918,80.195918,74.515918,76.45591800000001,69.075918,93.25591800000001,91.995918,80.835918,74.435918,74.135918,116.45591999999999,76.67591800000001,84.915918,74.355918,94.03591800000001,75.09591800000001,86.235918
188,64,1,79.387755,81.027755,95.807755,83.62775500000001,81.007755,80.367755,93.387755,81.027755,93.26775500000001,85.987755,90.007755,77.787755,95.527755,95.387755,70.10775500000001,92.747755,81.007755,80.587755,74.82775500000001,76.68775500000001,69.46775500000001,93.787755,92.507755,81.167755,74.747755,74.40775500000001,116.96776000000001,76.90775500000001,85.347755,74.68775500000001,94.447755,75.587755,86.54775500000001
189,64,2,79.727041,81.364082,96.224082,83.984082,81.347041,80.74408199999999,93.82408199999999,81.32408199999999,93.644082,86.40408199999999,90.424082,78.18408199999999,95.924082,95.74408199999999,70.46408199999999,93.144082,81.344082,81.004082,75.064082,77.017041,69.864082,94.204082,92.924082,81.54408199999999,75.10408199999999,74.764082,117.45703999999999,77.32408199999999,85.74408199999999,75.004082,94.864082,75.96408199999999,86.844082
190,65,0,80.075102,81.715102,96.635102,84.315102,81.675102,81.135102,94.25510200000001,81.61510200000001,94.135102,86.735102,90.795102,78.535102,96.25510200000001,96.095102,70.635102,93.575102,81.695102,81.355102,75.315102,77.335102,70.215102,94.61510200000001,93.275102,81.875102,75.45102,74.995102,117.9951,77.52503399999999,86.095102,75.335102,95.215102,76.335102,87.155102
191,65,1,80.392653,82.012653,97.032653,84.73132700000001,81.992653,81.450884,94.552653,81.872653,94.61265300000001,87.061327,91.212653,78.83265300000001,96.592653,96.532653,70.881327,94.190884,81.992653,81.632653,75.572653,77.61265300000001,70.531327,94.952653,93.632653,82.172653,75.65088399999999,75.312653,118.51265,77.772653,86.412653,75.61265300000001,95.512653,76.772653,87.512653
192,65,2,80.703673,82.323673,97.523673,85.063673,82.303673,81.743673,94.903673,82.183673,95.023673,87.543673,91.583673,79.223673,97.063673,96.903673,71.223673,94.563673,82.303673,81.983673,75.823673,77.963673,70.783673,95.437347,94.043673,82.483673,75.923673,75.623673,119.06367,78.123673,86.703673,75.963673,96.00367299999999,77.063673,88.083673
193,66,0,81.26693900000001,82.818469,98.146939,85.686939,82.786939,82.17846899999999,95.606939,82.69846899999999,95.706939,88.186939,92.12693900000001,79.786939,97.706939,97.466939,71.615646,95.12693900000001,82.76693900000001,82.546939,76.25846899999999,78.326939,71.186939,96.146939,94.706939,82.955646,76.426939,76.026939,119.80694,78.466939,87.166939,76.666939,96.686939,77.486939,88.646939
194,66,1,81.635918,83.215918,98.555918,86.25591800000001,83.17591800000001,82.61591800000001,96.015918,83.015918,96.25591800000001,88.67591800000001,92.575918,80.162959,98.135918,98.03591800000001,71.89591800000001,95.59591800000001,83.17591800000001,82.995918,76.495918,78.61591800000001,71.575918,96.61591800000001,95.195918,83.31591800000001,76.735918,76.31591800000001,120.29592,78.735918,87.53591800000001,77.092959,97.155918,77.915918,89.11591800000001
195,66,2,81.93795899999999,83.51795899999999,98.897959,86.57795899999999,83.497959,83.01795899999999,96.29795899999999,83.29795899999999,96.697959,88.997959,92.917959,80.457959,98.457959,98.317959,72.197959,95.93795899999999,83.477959,83.29795899999999,76.757959,78.917959,71.87795899999999,97.01795899999999,95.557959,83.677959,77.037959,76.57795899999999,120.82592,79.01795899999999,87.897959,77.37795899999999,97.57795899999999,78.277959,89.43795899999999
196,67,0,82.31551,83.91551,99.31551,86.91551,83.88101999999999,83.31551,96.63551,83.63551,97.07551,89.38101999999999,93.29551,80.83551,98.87550999999999,98.59551,72.47551,96.35551,83.88101999999999,83.57551,77.03551,79.21551,72.19551,97.59551,96.03551,83.95551,77.31551,76.85551,121.41551000000001,79.25551,88.17551,77.71551,97.96101999999999,78.59551,89.83551
197,67,1,82.751837,84.351837,99.791837,87.351837,84.331837,83.69183699999999,97.071837,84.051837,97.531837,89.911837,93.711837,81.331837,99.431837,99.071837,72.911837,96.811837,84.351837,83.991837,77.35091800000001,79.731837,72.591837,98.211837,96.711837,84.331837,77.751837,77.171837,121.99184,79.611837,88.611837,78.111837,98.451837,79.011837,90.391837
198,67,2,83.06204100000001,84.762041,100.24225,87.662041,84.722041,84.102041,97.48204100000001,84.382041,97.98204100000001,90.362041,94.142041,81.762041,99.782041,99.402041,73.242041,97.182041,84.70204100000001,84.302041,77.662041,80.042041,72.902041,98.742041,97.12204100000001,84.782041,78.022041,77.522041,122.67408,79.942041,88.98204100000001,78.602041,98.962041,79.34204100000001,90.882041
199,68,0,83.462041,85.102041,100.70204,88.002041,85.082041,84.502041,98.282041,84.722041,98.382041,90.762041,94.554082,82.20204100000001,100.34204,99.742041,73.62204100000001,97.582041,85.102041,84.70204100000001,78.022041,80.362041,73.20204100000001,99.242041,97.502041,85.182041,78.382041,77.882041,123.40203999999999,80.34204100000001,89.48204100000001,79.022041,99.362041,79.742041,91.282041
200,68,1,83.893061,85.533061,101.13306,88.413061,85.513061,85.013061,98.673061,85.073061,98.953061,91.23306099999999,95.013061,82.59306099999999,100.93306,100.11306,74.033061,97.993061,85.473061,85.053061,78.413061,80.713061,73.633061,99.813061,98.073061,85.693061,78.773061,78.173061,124.11612,80.793061,89.933061,79.493061,99.813061,80.09306099999999,91.773061
201,68,2,84.187483,85.927483,101.46748000000001,88.767483,85.88748299999999,85.467483,99.287483,85.427483,99.327483,91.547483,95.52748299999999,82.907483,101.32748000000001,100.54748000000001,74.347483,98.44496600000001,85.847483,85.367483,78.72748299999999,81.02748299999999,73.94748299999999,100.14748,98.52748299999999,86.08748299999999,79.048741,78.487483,124.58748,81.247483,90.247483,79.80748299999999,100.18748000000001,80.487483,92.067483
202,69,0,84.517143,86.33714300000001,101.89714000000001,89.27714300000001,86.297143,85.757143,99.71714300000001,85.957143,99.77714300000001,91.91714300000001,95.877143,83.317143,101.73714,100.83714,74.617143,98.99714300000001,86.257143,85.657143,78.977143,81.33714300000001,74.237143,100.75714,98.977143,86.477143,79.317143,78.77714300000001,125.07713999999999,81.63714300000001,90.657143,80.097143,100.63714,80.85714300000001,92.457143
203,69,1,84.925306,86.73765300000001,102.34531,89.785306,86.697653,86.085306,100.26531,86.425306,100.22531,92.32530600000001,96.34530600000001,83.82530600000001,102.32531,101.38531,75.085306,99.585306,86.657653,86.065306,79.275102,81.885306,74.537653,101.76531,99.565306,87.005306,79.725306,79.128827,125.54531000000001,82.12530600000001,91.105306,80.44882700000001,101.06531,81.165306,92.865306
204,69,2,85.33551,87.27551,102.93551,90.31551,87.25551,86.75551,100.89551,86.99551,100.89551,92.81551,96.902755,84.47551,102.91551,102.19551,75.62517,100.35551,87.19551,86.77551,79.87550999999999,82.40137800000001,74.89551,102.59551,100.21551,87.69551,80.15550999999999,79.63551,126.29551000000001,82.65550999999999,91.67551,81.05551,101.81551,81.75551,93.45551
