,measure_number,beat_number,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
108,37,2,56.825306000000005,46.985306,56.52530600000001,53.30530600000001,51.865306,49.745306,53.865306000000004,42.785306,56.465306000000005,53.52530600000001,49.105306,63.145306000000005,67.48530600000001,56.925306000000006,58.265306,61.30530600000001,56.585306,47.885306,48.845306,48.345306,48.025306,61.605306000000006,63.265306,58.84530600000001,57.20530600000001,53.56530600000001,48.545306,51.925306,53.225306,65.305306,55.825306000000005,80.84530600000001,50.605306,48.825306,56.925306000000006,48.845306,60.16530600000001,48.105306,55.88530600000001,65.285306,49.945306,47.105306
109,38,0,57.51224499999999,47.412245,57.092245,53.972244999999994,52.252245,50.172245000000004,54.812245,43.372245,57.172245,54.172245,49.751121999999995,63.852244999999996,67.89224499999999,57.432244999999995,58.952245,62.05224499999999,57.01224499999999,48.452245,49.472245,48.892245,48.672245000000004,62.212244999999996,63.83224499999999,59.532244999999996,58.05224499999999,54.352244999999996,48.952245,52.492245,54.19224499999999,65.832245,56.292244999999994,81.912245,51.152245,49.412245,57.432244999999995,49.492245000000004,60.752244999999995,48.612245,56.73224499999999,65.81224499999999,50.412245,47.692245
110,38,1,58.317958999999995,48.097959,57.677958999999994,54.437959,52.897959,50.757959,55.497958999999994,43.977959000000006,58.017959,54.857958999999994,50.457959,64.817959,68.417959,58.077959,59.777958999999996,62.877959,57.537958999999994,49.277959,50.177959,49.537959,49.277959,62.917958999999996,64.57795899999999,60.277958999999996,58.817958999999995,55.072653,49.47932,53.137958999999995,54.977959,66.43795899999999,57.057959,83.137959,52.037959,50.097959,57.977959,50.197959000000004,61.377959,49.477959000000006,57.377959,66.417959,50.857959,48.417959
111,38,2,58.83224499999999,48.552245,58.412245,55.092245,53.252244999999995,51.272245,56.01224499999999,44.352245,58.532244999999996,55.37224499999999,51.012245,65.39224499999999,69.03224499999999,58.55224499999999,60.472244999999994,63.412245,57.912245,49.792245,50.732245,49.972245,49.758449,63.412245,65.09224499999999,60.852244999999996,59.33224499999999,55.532244999999996,49.972245,53.65224499999999,55.592245,66.95224499999999,57.612244999999994,84.012245,52.55224499999999,50.556915999999994,58.572244999999995,50.752245,61.864081999999996,49.857415,57.932244999999995,66.931122,51.292245,48.772245
112,39,0,59.275351,48.955351,59.175351,55.775351,53.622676,51.682676,56.415351,44.702676000000004,59.075351,55.835351,51.322676,65.815351,69.59535100000001,58.955351,61.155351,63.975351,58.295351000000004,50.155351,51.115351000000004,50.335351,50.072676,63.815351,65.59535100000001,61.435351000000004,59.855351,55.975351,50.335351,54.155351,56.415351,67.45535100000001,58.175351,84.875351,53.015351,50.822676,59.015351,51.135351,62.175351,50.155351,58.442676,67.435351,51.655351,49.122676
113,39,1,59.735102000000005,49.295102,59.575102,56.395102,53.955102000000004,52.015102,56.755102,45.035102,59.535102,56.195102,51.655102,66.275102,69.995102,59.375102000000005,61.815102,64.575102,58.735102000000005,50.492551,51.475102,50.655102,50.415102000000005,64.195102,66.155102,61.935102,60.215102,56.395102,50.675102,54.555102000000005,56.935102,68.075102,58.555102000000005,85.475102,53.382551,51.155102,59.475102,51.495102,62.695102,50.515102,58.835102,68.035102,52.015102,49.475102
114,39,2,60.054286,49.594286,59.914286,56.754286,54.334286,52.394286,57.114286,45.334286,59.914286,56.514286,51.996071,66.794286,70.354286,59.754286,62.274286,64.934286,59.174285999999995,50.814285999999996,51.874286,51.002143,50.758095000000004,64.634286,66.594286,62.474286,60.614286,56.752143000000004,50.954285999999996,54.914286,57.334286,68.434286,58.87214300000001,85.914286,53.734286,51.514286,59.834286,51.814285999999996,63.054286,50.914286,59.174285999999995,68.414286,52.354286,49.814285999999996
115,40,0,60.448980000000006,50.006939,60.246939000000005,57.186939,54.786939000000004,52.826939,57.546939,45.746939000000005,60.32846899999999,56.881388,52.263694,67.226939,70.803878,60.24846899999999,62.806939,65.366939,59.706939,51.185388,52.120463,51.38898,51.046939,64.946939,67.026939,63.006939,61.046939,57.14670600000001,51.346939,55.299234999999996,57.72898000000001,68.946939,59.246939000000005,86.26693900000001,54.166939,51.946939,60.266939,52.146156,63.466939,51.346939,59.426939000000004,68.90693900000001,52.666939,50.15242
116,40,1,61.165714,50.505714000000005,60.765714,57.845714,55.325714000000005,53.461429,58.085714,46.425714,61.025714,57.385714,52.745714,68.485714,71.585714,61.005714000000005,63.345714,66.201429,60.265714,51.685714000000004,52.485714,51.925714,51.665714,65.565714,67.66571400000001,63.545714000000004,61.825714000000005,58.005714000000005,51.885714,55.785714,58.265714,69.685714,59.805714,87.005714,54.801429000000006,52.725714,60.925714,52.505714000000005,64.085714,51.885714,60.145714,69.66571400000001,53.565714,50.685714000000004
117,40,2,61.616327000000005,51.196327000000004,61.276327,58.336327000000004,55.976327000000005,54.196327000000004,58.616327000000005,46.876327,61.676327,57.816327,53.296327000000005,69.396327,72.236327,61.536327,64.634286,66.816327,61.123163,52.116327000000005,52.916327,52.376327,52.165442,66.336327,68.202653,64.256327,62.796327000000005,58.576327,52.756327,56.196327000000004,59.018776,70.276327,60.276327,87.756327,55.296327000000005,53.236327,61.856327,52.936327,64.63632700000001,52.336327000000004,60.676327,70.256327,54.116327000000005,51.236327
118,41,0,62.048163,51.748163,61.726327000000005,58.748163,56.428163,54.588163,59.008163,47.268163,62.168163,58.268163,53.788163,69.888163,73.068163,62.008163,65.208163,67.368163,61.748163,52.568163,53.288163,52.888163,52.568163,66.888163,68.708163,64.728163,63.188163,58.988163,53.208163,56.568163,59.388163,70.728163,60.768163,88.528163,55.808163,53.608163,62.386327,53.328163,65.068163,52.908163,61.128163,70.688163,54.628163,51.708163
119,41,1,62.479184,52.159184,62.14836700000001,59.159183999999996,56.904592,54.95918399999999,59.359184,47.539184000000006,62.659183999999996,58.619184,54.139184,70.53918399999999,73.659184,62.45918399999999,65.728367,67.89918399999999,62.099183999999994,52.919183999999994,53.699183999999995,53.119184,52.95918399999999,67.368367,69.099184,65.159184,63.45918399999999,59.299184,53.539184,56.859184,59.719184,71.328367,61.299184,89.099184,56.159183999999996,53.95918399999999,62.819184,53.719184,65.588367,53.259184,61.559183999999995,71.17918399999999,54.939184,51.999184
120,41,2,62.984081999999994,52.56408199999999,62.804081999999994,59.644082,57.538163,55.464082,60.004082,47.924082,63.264081999999995,58.964082,54.784082,71.364082,74.828571,62.92408199999999,66.484082,68.85081600000001,62.448027,53.327041,54.16408199999999,53.684082,53.364081999999996,68.124082,69.644082,65.68408199999999,64.064082,59.66408199999999,53.84408199999999,57.124081999999994,60.16408199999999,72.158163,62.02408199999999,90.204082,56.717041,54.624081999999994,63.368027000000005,54.169155,66.18408199999999,54.104082,62.029155,72.118163,55.427041,52.444081999999995
121,42,0,63.600816,52.920816,63.54081600000001,60.660816000000004,58.280816,56.060816,60.640816,48.400816,64.000816,59.520816,55.340816000000004,72.220816,75.74081600000001,63.560816,67.140816,69.800816,62.900816000000006,54.020816,54.680816,54.160816000000004,53.955408,68.82081600000001,70.160816,66.331633,64.71163299999999,60.180816,54.320816,57.440816000000005,60.660816000000004,73.160816,62.860816,91.280816,57.280816,55.43360500000001,64.060816,54.700816,67.120816,54.640816,62.480816000000004,73.120816,55.860816,52.940816000000005
122,42,1,64.138367,53.43836700000001,64.126735,61.038367,58.806734999999996,56.798367000000006,61.158367000000005,48.878367,64.578367,60.058367000000004,55.858367,72.978367,76.338367,64.17836700000001,67.778367,70.578367,63.318367,54.538367,55.07836700000001,54.504183999999995,54.458367,69.378367,70.918367,66.915102,65.278367,60.598367,54.838367000000005,57.778367,61.25836700000001,73.838367,63.658367000000005,92.018367,57.778367,55.918367,64.59836700000001,55.098367,68.058367,55.39836700000001,62.958367,73.81836700000001,56.218367,53.298367000000006
123,42,2,64.469796,53.789795999999996,64.58979599999999,61.369795999999994,59.22979599999999,57.169796,61.489796,49.149796,64.969796,60.389796,56.22979599999999,73.329796,77.08979599999999,64.549796,68.289796,70.94979599999999,63.649795999999995,54.849897999999996,55.40979599999999,54.819897999999995,54.769898,69.869796,71.569796,67.30979599999999,65.58979599999999,60.859898,55.209796,58.029796,61.669796,74.209796,64.009796,92.469796,58.149795999999995,56.289795999999996,65.109796,55.429795999999996,68.429796,55.719898,63.389796,74.189796,56.529796,53.559898
124,43,0,65.049796,54.189795999999994,65.169388,61.769796,59.589796,57.529796,61.889796,49.489796000000005,65.409796,60.789795999999996,56.609795999999996,73.829796,77.689796,65.069592,68.92918399999999,71.38979599999999,64.08979599999999,55.209796,55.789592000000006,55.169796,55.169796,70.30979599999999,72.109796,67.769796,65.929796,61.269796,55.649592000000005,58.489796,62.029796,74.629796,64.409796,93.049796,58.529796,56.709796,65.66959200000001,55.809796,68.849796,56.089796,63.849796,74.609796,56.869795999999994,53.90979599999999
125,43,1,65.451837,54.471837,65.571837,62.091837,59.891837,57.851836999999996,62.191837,49.731837,65.711837,61.091837,56.851836999999996,74.19183699999999,78.291837,65.391837,69.411837,71.771837,64.411837,55.46091800000001,56.091837,55.431837,55.511837,70.871837,72.391837,68.091837,66.19183699999999,61.531837,55.891837,58.771837,62.260918000000004,74.951837,64.69183699999999,93.491837,58.851836999999996,56.980458999999996,66.011837,56.111837,69.231837,56.351836999999996,64.111837,74.920918,57.111837,54.211837
126,43,2,66.182404,55.022404,66.102404,62.542404000000005,60.46240400000001,58.322404000000006,62.682404000000005,50.093101000000004,66.222404,61.542404000000005,57.302404,74.74240400000001,78.80240400000001,66.002404,70.262404,72.38240400000001,64.88240400000001,55.902404000000004,56.534135,55.862404000000005,56.002404000000006,71.362404,73.002404,68.682404,66.66240400000001,61.922404,56.28240400000001,59.28240400000001,62.662404,75.422404,65.182404,94.202404,59.342404,57.442404,66.502404,56.542404000000005,69.80240400000001,56.874134999999995,64.66240400000001,75.38240400000001,57.542404000000005,54.662404
127,44,0,66.784082,55.464082,66.60408199999999,63.02408199999999,60.904081999999995,58.647041,63.20408199999999,50.464082,66.664082,61.944081999999995,57.764081999999995,75.24408199999999,79.204082,66.504082,71.04408199999999,72.82408199999999,65.284082,56.284082,56.887041,56.24408199999999,56.464082,71.804082,73.658163,69.304082,67.252245,62.304081999999994,56.74408199999999,59.617041,63.104082,75.96408199999999,65.52408199999999,95.04408199999999,59.784082,57.848027,67.084082,56.904081999999995,70.284082,57.268027000000004,65.238163,75.944082,57.904081999999995,55.144082
128,44,1,67.359592,55.859592000000006,67.039592,63.439592000000005,61.379592,58.974796,63.579592000000005,50.839591999999996,67.099592,62.419592,58.099592,75.719592,79.717959,66.97959200000001,71.618776,73.27959200000001,65.739592,56.699592,57.279592,56.619592000000004,56.939592000000005,72.299592,74.33959200000001,69.859592,67.599592,62.659592,57.159592,59.99959200000001,63.49959200000001,76.63959200000001,65.939592,95.78755100000001,60.199592,58.219592000000006,67.597959,57.299592000000004,70.659592,57.659592,65.659592,76.619592,58.279592,55.539592000000006
129,44,2,67.71346899999999,56.173469,67.49346899999999,63.77346899999999,61.87346899999999,59.253468999999996,63.87346899999999,51.153469,67.453469,62.73346899999999,58.37346899999999,76.13346899999999,80.233469,67.313469,72.033469,73.63346899999999,66.113469,57.033469,57.59346899999999,56.933468999999995,57.313469,72.653469,74.733469,70.193469,67.893469,63.01346899999999,57.493469,60.37346899999999,63.793468999999995,77.513469,66.27346899999999,96.29346899999999,60.533469,58.653468999999994,68.05346899999999,57.613468999999995,70.99346899999999,57.973468999999994,66.033469,77.49346899999999,58.63346899999999,55.893468999999996
130,45,0,68.214286,56.514286,67.914286,64.134286,62.214286,59.559365,64.314286,51.454285999999996,67.874286,63.114286,58.810536,76.754286,80.718571,67.734286,72.53857099999999,74.154286,66.67857099999999,57.352143000000005,57.894286,57.274286,57.714286,73.11428599999999,75.134286,70.634286,68.314286,63.514286,57.754286,60.834286,64.194286,78.074286,66.674286,96.854286,60.894286,58.892143000000004,68.594286,57.914286,71.434286,58.254286,66.434286,78.054286,58.994285999999995,56.234286
131,45,1,68.717959,56.797959,68.337959,64.597959,62.697959,59.817958999999995,64.697959,51.777959,68.257959,63.497958999999994,59.057959,77.197959,81.417959,68.137959,72.957959,74.65795899999999,67.337959,57.657959,58.317958999999995,57.897959,58.257959,73.617959,75.457959,71.15795899999999,68.57795899999999,63.897959,58.037958999999994,61.317958999999995,64.57795899999999,78.697959,67.097959,97.457959,61.297959,59.157959,68.897959,58.377959,71.897959,58.597958999999996,66.737959,78.65795899999999,59.477959,56.837959
132,45,2,69.310612,57.290612,68.890612,65.150612,63.430611999999996,60.370612,65.530612,52.250612,68.810612,64.250612,59.630612,77.990612,82.430612,68.750612,73.730612,75.350612,67.990612,58.110611999999996,59.030612,58.750612,59.030612,74.150612,76.110612,71.930612,69.030612,64.530612,58.750612,62.230612,65.170612,79.830612,67.610612,98.750612,62.110611999999996,59.630612,69.610612,59.050612,72.510612,59.270612,67.410612,79.790612,60.130612,57.690612
133,46,0,70.016327,57.856327,69.536327,65.816327,64.156327,60.656327000000005,66.616327,52.76544200000001,69.436327,64.896327,60.405442,78.776327,82.836327,69.436327,74.476327,76.176327,68.436327,58.656327000000005,59.756327,59.656327000000005,59.776327,74.696327,76.656327,72.656327,69.596327,65.076327,59.416327,62.896327,65.956327,80.716327,68.176327,100.25633,62.816327,60.216327,70.125442,59.78158199999999,73.036327,59.916327,68.076327,80.676327,60.776327,58.516327000000004
134,46,1,70.725306,58.425306000000006,70.505306,66.62530600000001,65.025306,61.445306,67.46530600000001,53.405306,70.305306,65.565306,60.905306,79.805306,83.805306,70.145306,75.365306,77.105306,69.12530600000001,59.48530600000001,60.433827,60.465306000000005,60.535102,75.48530600000001,77.297653,73.725306,70.385306,65.925306,60.185306000000004,63.692187,67.12530600000001,81.68530600000001,68.725306,102.14531,63.505306000000004,61.02530600000001,70.797653,60.453827000000004,74.145306,60.765306,68.785306,81.665306,61.56530600000001,59.225306
135,46,2,71.244762,58.924762,71.124762,67.264762,65.624762,62.004762,67.984762,53.744762,70.784762,65.944762,61.344762,80.504762,84.984762,70.644762,76.204762,77.744762,69.904762,59.884762,60.904762,60.984761999999996,60.964762,76.024762,77.764762,74.444762,70.904762,66.344762,60.664761999999996,64.424762,67.804762,82.424762,69.084762,103.12476,64.044762,61.724762,71.32476199999999,60.924762,74.944762,61.524762,69.184762,82.384762,62.144762,59.69246
136,47,0,71.736531,59.283265,71.543265,67.783265,66.02326500000001,62.403265000000005,68.363265,54.083265000000004,71.24326500000001,66.323265,61.623316,81.016327,85.563265,71.189592,76.803061,78.229796,70.596531,60.263265000000004,61.33653100000001,61.363265000000006,61.383265,76.483265,78.203265,75.02326500000001,71.24326500000001,66.69663299999999,61.063265,64.783265,68.25612199999999,82.943265,69.463265,103.86959,64.423265,62.163265,71.723265,61.356531000000004,75.38326500000001,61.943265000000004,69.563265,82.923265,62.563265,59.983265
137,47,1,72.194286,59.674285999999995,71.914286,68.214286,66.414286,62.814285999999996,68.714286,54.414286,71.694286,66.694286,61.954285999999996,81.47428599999999,85.97428599999999,71.654286,77.414286,78.674286,71.094286,60.614286,61.694286,61.774286,61.734286,76.954286,78.694286,75.454286,71.594286,66.994286,61.534286,65.134286,68.674286,83.494286,69.83428599999999,104.49429,64.854286,62.574286,72.154286,61.714286,75.774286,62.314285999999996,70.014286,83.47428599999999,63.014286,60.394286
138,47,2,72.717959,60.105918,72.07795899999999,68.60398,66.837959,63.257959,69.097959,54.73398,72.197959,67.037959,62.317958999999995,81.977959,86.43795899999999,72.137959,78.257959,79.037959,71.51795899999999,60.977959,62.017959,62.197959,62.113980000000005,77.43795899999999,79.097959,75.957959,72.07795899999999,67.337959,61.917958999999996,65.477959,68.977959,84.197959,70.217959,105.11796000000001,65.257959,62.997958999999994,72.637959,62.037958999999994,76.257959,62.71795899999999,70.457959,84.165918,63.537958999999994,60.797959
139,48,0,73.137041,60.752244999999995,72.724082,69.004082,67.344082,63.74408199999999,69.60408199999999,55.117041,72.778163,67.51234699999999,62.764081999999995,82.518163,86.864082,72.68408199999999,78.837041,79.564082,71.977726,61.382676000000004,62.42408199999999,62.617041,62.504082,77.897041,79.584082,76.52408199999999,72.852245,67.804082,62.34408199999999,65.96408199999999,69.444082,84.96408199999999,70.644082,105.91225,65.673408,63.444081999999995,73.04408199999999,62.444081999999995,76.87224499999999,63.284082,71.064082,84.924082,64.084082,61.253519999999995
140,48,1,73.672449,61.461224,73.22122399999999,69.401224,68.001224,64.241224,70.061224,55.501224,73.36122399999999,67.921224,63.261224,83.201224,87.421224,73.241224,79.521224,80.281224,72.36122399999999,61.881223999999996,62.881223999999996,63.141224,62.941224,78.401224,80.141224,77.241224,73.661224,68.241224,62.841224,66.581224,69.921224,85.681224,71.121224,106.76122,66.021224,63.961224,73.581224,62.881223999999996,77.641224,63.961224,71.741224,85.661224,64.781224,61.721224
141,48,2,74.197551,61.985102000000005,73.777551,69.817551,68.457551,64.90775500000001,70.477551,55.837551,74.017551,68.397551,63.692653,83.797551,88.060204,73.757551,80.017551,80.757551,72.837551,62.357551,63.337551,63.680204,63.377551000000004,78.957551,80.685102,77.737551,74.427755,68.637551,63.317551,67.397551,70.337551,86.477551,71.577551,107.87265,66.437551,64.615306,74.16020400000001,63.357551,78.227755,64.437551,72.397551,86.457551,65.462857,62.297551
142,49,0,74.745306,62.685306000000004,74.511224,70.32530600000001,69.12530600000001,65.605306,71.065306,56.425306000000006,74.645306,68.960612,64.285306,84.661837,88.885306,74.385306,81.246531,81.34530600000001,73.425306,62.945306,63.955918000000004,64.305306,63.865306000000004,79.585306,81.285306,78.32530600000001,75.365306,69.165306,63.905306,68.445306,70.90530600000001,87.70530600000001,72.297143,108.83592,66.885306,65.365306,74.76530600000001,63.97591800000001,79.025306,64.96530600000001,73.12306099999999,87.68530600000001,66.530204,62.88530600000001
143,49,1,75.117959,62.843864,75.01398,70.737959,69.557959,65.957959,71.497959,56.957958999999995,75.117959,69.51795899999999,64.717959,85.261837,89.52979599999999,74.837959,82.021633,82.057959,73.917959,63.337959,64.485918,64.997959,64.29795899999999,80.22551,81.841633,79.057551,75.757959,69.997959,64.317959,68.87795899999999,71.337959,88.933878,72.87795899999999,109.83796000000001,67.357959,65.92591800000001,75.177959,64.50591800000001,79.57795899999999,65.477755,73.917959,88.913878,67.037959,63.82591800000001
144,49,2,76.005306,63.405306,75.69502800000001,71.54530600000001,70.40530600000001,66.46530600000001,72.26530600000001,57.765306,76.085306,70.46530600000001,65.505306,86.26530600000001,90.645306,75.885306,83.065306,82.865306,74.785306,64.105306,65.48530600000001,66.04530600000001,65.26530600000001,81.34530600000001,83.285306,80.285306,76.385306,70.76530600000001,64.96530600000001,69.645306,72.105306,89.725306,73.62530600000001,112.20531000000001,68.18530600000001,66.70530600000001,75.925306,65.505306,80.32530600000001,66.305306,75.725306,89.70530600000001,68.225306,64.70530600000001
145,50,0,76.95043100000001,64.930431,76.130431,72.470431,71.850431,67.15043100000001,73.110431,58.830431000000004,77.330431,71.65043100000001,66.65043100000001,87.51043100000001,91.750431,77.15043100000001,84.390431,84.610431,75.770431,65.190431,66.330431,66.79043100000001,66.070431,82.59043100000001,84.37043100000001,81.59043100000001,77.15043100000001,71.750431,65.95043100000001,70.490431,73.31043100000001,91.350431,74.350431,114.61043000000001,68.890431,67.710431,76.770431,66.350431,82.630431,67.53043100000001,76.490431,91.330431,69.630431,65.480215
146,50,1,77.613469,65.610496,77.35346899999999,73.253469,72.63346899999999,68.153469,73.873469,59.55346899999999,78.113469,72.63346899999999,67.43346899999999,88.313469,92.55346899999999,77.91346899999999,85.693469,85.43346899999999,76.452934,65.93346899999999,66.837588,67.317823,66.513469,83.43346899999999,85.013469,82.313469,77.63346899999999,72.71346899999999,66.63346899999999,70.953469,74.233469,92.113469,74.821924,115.81347,69.673469,68.43346899999999,77.57346899999999,66.85346899999999,83.333469,68.513469,77.21346899999999,92.093469,70.13346899999999,65.91346899999999
147,50,2,78.258367,66.114184,77.95836700000001,73.88346899999999,73.218367,68.978367,74.518367,60.098367,78.89836700000001,73.118367,68.018367,89.026735,93.29209200000001,78.358367,86.338367,85.89836700000001,76.758367,66.578367,67.358367,67.89967299999999,66.998367,84.17836700000001,85.858367,82.878367,78.17836700000001,73.498367,67.09836700000001,71.336046,74.95836700000001,92.638367,75.418367,116.77837,70.298367,69.078367,78.258367,67.378367,83.978367,69.158367,77.798367,92.618367,70.618367,66.298367
148,51,0,78.78540799999999,66.540816,78.480816,74.440816,73.700816,69.351803,75.040816,60.620816000000005,79.46081600000001,73.640816,68.620816,89.560816,93.760816,78.84540799999999,86.940816,86.317704,77.18081600000001,67.160816,67.777704,68.316163,67.43770400000001,84.700816,86.440816,83.400816,78.68081600000001,73.900816,67.493605,71.745408,75.38081600000001,93.10081600000001,75.88081600000001,117.52082,70.78540799999999,69.660816,78.74081600000001,67.805408,84.38081600000001,69.800816,78.300816,93.06540799999999,71.060816,66.677704
149,51,1,79.302449,66.96244899999999,79.022449,74.972245,74.122449,69.742449,75.522449,61.042449,80.074898,74.202449,69.174898,90.062449,94.582449,79.302449,87.92469399999999,86.742449,77.582449,67.622449,68.222449,68.722449,67.842449,85.182449,87.037143,83.922449,79.282449,74.487347,67.942449,72.222449,75.882449,93.642449,76.282449,118.1749,71.242449,70.254898,79.402449,68.242449,84.822449,70.322449,78.722449,93.602449,71.442449,67.022449
150,51,2,79.62449000000001,67.26449000000001,79.40449,75.40449,74.46449,70.04449,75.82449,61.38449,80.50449,74.62449000000001,69.50449,90.44449,94.92449,79.66449,88.40449,87.14449,77.96449,68.00449,68.64449,69.06449,68.18449,85.62449000000001,87.48449000000001,84.28449,79.50449,74.84449000000001,68.30449,72.52449,76.28449,94.02449,76.60449,118.82449,71.56449,70.70449,79.86449,68.66449,85.08449,70.721497,79.16449,93.98449000000001,71.72449,67.28449
151,52,0,80.05054399999999,67.67684799999999,79.816848,75.856848,74.856848,70.376848,76.256848,61.81054399999999,80.956848,75.016848,69.876848,90.89684799999999,95.39684799999999,80.083696,88.936848,87.616848,78.356848,68.443696,69.076848,69.436848,68.596848,86.14369599999999,87.950544,84.75054399999999,79.89684799999999,75.216848,68.716848,72.936848,76.710544,94.516848,77.016848,119.33685,71.963424,71.150544,80.33054399999999,69.096848,85.616848,71.076848,79.596848,94.496848,72.03684799999999,67.576848
152,52,1,80.407347,67.987347,80.127347,76.347347,75.187347,70.687347,76.567347,62.167347,81.267347,75.427347,70.187347,91.207347,95.648673,80.507347,89.24734699999999,87.897469,78.66734699999999,68.787347,69.38734699999999,69.767347,68.907347,86.467347,88.547347,85.087347,80.207347,75.587347,69.02734699999999,73.227347,77.107347,94.927347,77.327347,119.70735,72.227347,71.487347,80.707347,69.407347,85.927347,71.38734699999999,80.007347,94.88734699999999,72.347347,67.808673
153,52,2,80.85142900000001,68.590714,80.671429,76.85142900000001,75.731429,70.99142900000001,77.171429,62.611429,81.911429,75.872857,70.631429,91.871429,96.251429,80.871429,90.531429,88.451429,79.191429,69.310714,69.831429,70.191429,69.310714,87.231429,89.231429,85.57142900000001,80.691429,76.011429,69.511429,73.43142900000001,77.71142900000001,95.591429,77.79142900000001,120.59143,72.831429,72.031429,81.191429,69.871429,86.271429,71.93142900000001,80.57142900000001,95.57142900000001,72.811429,68.370714
154,53,0,81.364059,68.864059,81.024059,77.204059,76.084059,71.260812,77.524059,62.964059,82.264059,76.244059,70.96405899999999,92.224059,96.60405899999999,81.224059,91.224059,88.804059,79.504059,69.60405899999999,70.144059,70.484059,69.60405899999999,87.584059,89.624059,85.904059,81.064059,76.424059,69.794686,73.784059,78.064059,95.944059,78.144059,121.10406,73.064059,72.384059,81.584059,70.164059,86.764059,72.264059,80.924059,95.924059,73.18405899999999,68.594686
155,53,1,81.859546,69.319546,81.619546,77.779546,76.619546,71.619546,77.999546,63.479546,82.899546,76.73954599999999,71.339546,92.79954599999999,97.279546,81.639546,92.079546,89.399546,79.919546,70.09954599999999,70.59954599999999,70.919546,70.039546,88.219546,90.23954599999999,86.619546,81.73954599999999,76.979546,70.219546,74.259546,78.499546,96.619546,78.699546,121.95682,73.479546,72.979546,82.359546,70.619546,87.339546,72.779546,81.479546,96.59954599999999,73.73954599999999,69.039546
156,53,2,82.235102,69.671701,81.982551,78.235102,76.975102,71.935102,78.355102,63.855102,83.315102,77.135102,71.635102,93.195102,97.855102,82.015102,92.555102,89.815102,80.25510200000001,70.575102,70.955102,71.211701,70.39510200000001,88.775102,90.695102,87.035102,82.075102,77.335102,70.542551,74.61510200000001,78.815102,96.978367,79.055102,122.5951,73.835102,73.355102,82.775102,70.975102,87.695102,73.155102,81.875102,96.952551,74.11510200000001,69.362551
157,54,0,82.89673499999999,70.016735,82.436735,78.696735,77.356735,72.336735,78.836735,64.296735,83.796735,77.576735,72.019347,93.75673499999999,98.276735,82.496735,93.276735,90.25673499999999,80.676735,71.25673499999999,71.331684,71.493367,70.816735,89.696735,91.196735,87.576735,82.596735,77.836735,70.956735,75.236735,79.296735,97.416735,79.596735,123.13673999999999,74.316735,73.77336700000001,83.316735,71.356735,88.196735,73.89673499999999,82.296735,97.376735,74.576735,69.61336700000001
158,54,1,83.37469399999999,70.45469399999999,82.87469399999999,79.17469399999999,77.95469399999999,72.81469399999999,79.334694,64.682347,84.394694,78.074694,72.414694,94.274694,98.774694,83.054694,94.09469399999999,90.714694,81.17469399999999,71.774694,71.774694,71.95469399999999,71.17469399999999,90.194694,91.67469399999999,88.214694,82.934694,78.354694,71.494694,75.81469399999999,79.854694,98.074694,80.134694,124.63468999999999,74.81469399999999,74.09469399999999,83.79469399999999,71.79469399999999,88.694694,74.65469399999999,82.754694,98.054694,75.01469399999999,70.099388
159,54,2,83.766531,70.886531,83.36653100000001,79.666531,78.346531,73.378265,79.72653100000001,65.046531,84.966531,78.546531,73.08653100000001,94.86653100000001,99.546531,83.486531,94.986531,91.14653100000001,81.64653100000001,72.306531,72.166531,72.386531,71.58653100000001,90.886531,92.266531,88.732653,83.326531,78.746531,71.986531,76.20653100000001,80.466531,98.486531,80.526531,125.58653000000001,75.406531,74.486531,84.186531,72.186531,89.026531,75.08653100000001,83.406531,98.466531,75.406531,70.58653100000001
160,55,0,84.169388,71.309388,83.789388,80.069388,78.669388,73.709388,80.069388,65.369388,85.349388,78.889388,73.429388,95.269388,99.909388,83.849388,95.709388,91.449388,82.04938800000001,72.689388,72.509388,72.729388,71.949388,91.329388,92.769388,89.129388,83.828776,79.149388,72.369388,76.54938800000001,80.789388,98.869388,80.889388,126.16938999999999,75.789388,74.829388,84.628776,72.529388,89.369388,75.489388,83.749388,98.849388,75.749388,70.90969399999999
161,55,1,84.52040799999999,71.66040799999999,84.230816,80.420408,79.040408,74.02040799999999,80.420408,65.680408,85.80040799999999,79.240408,73.700408,95.66040799999999,100.32122,84.180408,96.110816,91.760408,82.400408,73.140408,72.880408,73.040408,72.28520400000001,91.71081600000001,93.193265,89.621224,84.30040799999999,79.58040799999999,72.680408,76.840408,81.120408,99.22040799999999,81.180408,126.67163000000001,76.140408,75.200408,85.08040799999999,72.920408,89.680408,75.86040799999999,84.100408,99.200408,76.120408,71.200408
