,measure_number,beat_number,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
72,25,2,36.368934,33.508934,35.668934,29.408934000000002,38.568934000000006,42.328934000000004,35.608934000000005,37.828934000000004,38.039467,32.449467,38.888934000000006,35.348934,38.328934000000004,38.748934000000006,34.288934000000005,42.808934,39.608934000000005,38.008934,40.648934000000004,43.188934,32.868934,39.928934000000005,29.134734,34.148934000000004,38.339467,33.588934,40.908934,38.228934,35.288934000000005,33.888934000000006,34.748934000000006,39.248934000000006,40.608934000000005,33.451578000000005,37.208934,38.128934,26.248934000000002,35.648934000000004,36.168934,38.128934,35.328934000000004,37.748934000000006,31.908934000000002,37.208934,36.802978,39.028934,42.688934,46.568934000000006,36.308934,34.948934,37.888934000000006,38.828934000000004,31.388934000000003,36.148934000000004,36.048934,32.168934,36.068934000000006,38.128934,36.788934000000005,37.808934,33.629467,37.088934
73,26,0,37.019546000000005,34.279546,36.347279,29.819546000000003,39.279546,42.999546,36.119546,38.299546,38.659546,33.119546,39.659546,36.139546,39.279546,39.579546,34.859546,43.519546000000005,40.499546,38.799546,41.359546,43.779546,33.299546,40.299546,29.859546,34.999546,39.019546000000005,34.219546,41.859546,38.799546,36.079546,34.609093,35.259546,39.819546,41.239546000000004,33.759546,37.979546,38.839546,26.859546,36.719546,36.939546,38.799546,35.959546,38.659546,32.699546000000005,37.999546,37.339546,39.819546,43.719546,47.479546,37.159546,35.579546,38.679546,39.859546,31.779546000000003,37.159546,36.619546,32.579546,36.759546,38.879546000000005,37.319546,38.819546,34.279546,37.919546000000004
74,26,1,37.790023,35.310023,37.130023,30.630022999999998,39.730022999999996,43.830023,36.970023,39.090022999999995,39.410022999999995,33.950023,40.320011,37.030023,40.670023,40.410022999999995,35.810023,44.630023,41.404289,39.590022999999995,42.450023,44.350023,33.990023,40.910022999999995,30.510022999999997,35.990136,39.870022999999996,34.910022999999995,42.850023,39.590022999999995,36.930023,35.270022999999995,35.930023,40.510023,42.210023,34.370022999999996,38.990023,39.670023,27.550023,37.350023,37.890023,39.690023,36.690023,39.810023,33.430008,39.010045,38.130023,40.610023,44.490023,48.430023,38.190023,36.430023,39.810023,40.770022999999995,32.530023,37.990023,37.310023,33.270022999999995,37.640011,39.850023,38.110023,39.490023,34.930008,39.010023
75,26,2,38.099138,36.039138,37.759138,30.779138,40.359138,44.359138,37.619138,39.619138,40.079138,34.533046,41.159138,37.399138,41.399138,41.068277,36.179138,45.273046,42.008277,40.259138,42.999138,44.879138,34.379138,41.439138,31.139138,36.939138,40.459138,35.479138,43.619138,40.128277000000004,37.759138,35.588642,36.319138,40.979138,42.668277,34.679713,39.668277,40.199138,28.079713,37.719138,38.579138,40.448277000000004,37.219138,40.839138,33.986379,39.699138,38.608277,41.079138,45.299138,49.379138,39.139138,36.819138,40.779138,41.499138,32.999138,38.608277,37.679138,33.599138,38.159138,40.368277,38.588277000000005,39.973046000000004,35.439138,39.599138
76,27,0,38.573423999999996,36.433424,38.216848,31.053424,40.773424,44.756848,38.060272,39.993424,40.500271999999995,34.793424,41.753424,37.853424,41.973424,41.556847999999995,36.533424,45.604475,42.456848,40.653424,43.536848,45.173424,34.793424,41.933424,31.473423999999998,37.336847999999996,40.913424,35.873424,44.093424,40.533424,38.253424,35.973424,36.693424,41.373424,43.133424,35.013424,40.076848,40.613424,28.333424,38.113424,39.156848,40.913424,37.613424,41.353424,34.393423999999996,40.193424,39.153424,41.476848,45.693424,49.953424,39.633424,37.213423999999996,41.573423999999996,41.993424,33.393423999999996,39.033424,38.053424,33.953424,38.537808,40.813424,39.133424,40.313424,35.836847999999996,39.973424
77,27,1,39.0522,36.97055,38.8374,31.3322,41.2522,45.5322,38.6922,40.4322,41.1922,35.1522,42.3774,38.270733,42.6322,42.1722,37.1522,46.0922,42.9922,41.1722,44.3322,45.5722,35.39444,42.6322,31.918440000000004,37.9522,41.4722,36.4111,44.6322,41.0522,38.9522,36.3922,37.2122,41.8322,43.5611,35.5122,40.593171000000005,41.1322,28.6611,38.5322,39.9722,41.4122,38.1322,41.8937,34.9911,40.7122,39.7722,42.03055,46.1722,50.6522,40.2722,37.6711,42.2922,42.7322,33.8722,39.4922,38.3922,34.418440000000004,38.9411,41.3322,39.7522,40.8311,36.3722,40.4522
78,27,2,39.408889,37.368889,39.228889,31.588889,41.708889,45.968889000000004,39.168889,40.828889000000004,41.748889,35.468889000000004,42.768889,38.648889000000004,43.088889,42.628889,37.568889,46.508889,43.408889,41.588889,44.708889,46.108889000000005,35.768889,43.168889,32.288889000000005,38.468889000000004,41.888889,36.808889,45.108889000000005,41.548889,39.508889,36.788889000000005,37.488889,42.148889000000004,44.008889,35.868889,40.928889,41.568889,28.908889000000002,38.867778,40.288889000000005,41.807778000000006,38.528889,42.288889000000005,35.348889,41.108889000000005,40.368889,42.408889,46.628889,51.188889,40.708889,38.088889,42.808889,43.208889,34.348889,39.948889,38.728889,34.789444,39.328889000000004,41.828889000000004,40.348889,41.188889,36.748889,40.848889
79,28,0,39.716689,37.656689,39.536689,31.796689,42.096689000000005,46.396689,39.556689,41.136689000000004,42.096689000000005,35.716689,43.136689000000004,38.936689,43.556689,42.996689,37.936689,46.796689,43.770068,41.876689,45.056689,46.436689,36.203379,43.556689,32.596689000000005,38.743345,42.256689,37.096689000000005,45.476689,41.976689,39.776689000000005,37.136689000000004,37.796689,42.416689,44.476689,36.156689,41.236689,41.916689,29.136689,39.256689,40.576689,42.116689,38.950068,42.750068,35.656689,41.416689,40.916689,42.776689000000005,46.976689,51.616689,41.056689,38.396689,43.156689,43.596689000000005,34.676689,40.256689,39.016689,35.056689,39.636689000000004,42.196689,40.876689,41.516689,37.036689,41.176689
80,28,1,40.177098,38.083549,39.957097999999995,32.186774,42.917097999999996,47.017098,40.037098,41.597097999999995,42.637097999999995,36.117098,43.677098,39.297098,44.237097999999996,43.517098,38.357098,47.257098,44.357098,42.437098,45.617098,46.937098,36.757098,44.337098,33.125699,39.205698999999996,42.837098,37.517098,46.037098,42.537098,40.217098,37.593548999999996,38.337098,42.777097999999995,45.217098,36.637097999999995,41.697098,42.38785,29.517097999999997,39.717098,41.057097999999996,42.577098,39.577098,43.317098,36.057097999999996,41.817098,41.917097999999996,43.477098,47.337098,52.177098,41.577098,38.917097999999996,43.597097999999995,43.997098,35.237097999999996,40.717098,39.526773999999996,35.577098,40.317098,42.857098,41.897098,42.157098,37.437098,41.757098
81,28,2,40.585374,38.505373999999996,40.287687,32.545374,43.465374,47.785374,40.585374,42.045374,43.225374,36.645374,44.145374,39.649229,44.685373999999996,43.965374,38.905374,47.720748,44.948367,42.885374,46.065374,47.265374,37.105374,44.880748,33.505373999999996,39.449422,43.285374,37.905374,46.531496999999995,42.985374,40.665374,37.849537,38.705374,43.185373999999996,45.800748,37.065374,42.145374,42.805374,29.885374,40.165374,41.505373999999996,43.025374,40.025374,43.816122,36.445374,42.245374,42.534490000000005,43.986871,47.725374,52.725374,42.025374,39.365373999999996,44.045374,44.620748,35.547686999999996,41.200748,39.905374,36.125374,40.728458,43.305374,42.51449,42.636122,37.825374,42.205374
82,29,0,41.074875,38.994875,40.774875,32.859431,44.114875,48.434875,41.194875,42.494875,43.754875,37.074875,44.634875,40.094875,45.354875,44.474875,39.394875,48.214875,45.534875,43.374875,46.554875,47.774875,37.594875,45.454875,33.902438000000004,39.902438000000004,43.774875,38.274875,47.034875,43.474875,41.074875,38.334875,39.116219,43.614875,46.494875,37.494875,42.614875,43.294875,30.146807,40.654875,41.954875,43.514875,40.474875,44.262438,36.914875,42.734875,43.114875,44.574875,48.214875,53.334875,42.434875,39.894875,44.574875,45.294875,36.014875,41.694875,40.474875,36.614875,41.194875,43.814875,43.074875,43.134875,38.354875,42.654875
83,29,1,41.386077,39.346077,41.306077,33.166077,44.586077,49.006077000000005,41.626077,42.886077,44.266077,37.426077,45.106077,40.466077,45.926077,44.946077,39.826077000000005,48.666077,46.146077000000005,43.806077,46.966077,48.246077,37.918039,45.966077,34.266077,40.226077000000004,44.326077000000005,38.686077000000004,47.486077,43.906077,41.468039000000005,38.726077000000004,39.494019,43.926077,47.066077,37.866077000000004,43.038039000000005,43.666077,30.446077000000002,41.066077,42.386077,43.946077,40.906077,44.586077,37.286077,43.026077,43.766077,45.066077,48.546077000000004,53.806077,42.826077000000005,40.306077,44.986077,46.086077,36.446077,42.106077,40.886077,37.026077,41.538039000000005,44.286077,43.746077,43.566077,38.766077,43.086077
84,29,2,41.717098,39.657098,41.657098,33.363549,44.957097999999995,49.497098,42.077098,43.177098,44.657098,37.717098,45.397098,40.797098,46.337098,45.357098,40.177098,49.017098,46.477098,44.157098,47.297098,48.797098,38.217098,46.317098,34.517098,40.537098,44.677098,38.977098,47.877098,44.377098,41.737097999999996,39.057097999999996,39.804195,44.217098,47.437098,38.217098,43.377098,44.037098,30.677097999999997,41.337098,42.757098,44.297098,41.237097999999996,44.917097999999996,37.637097999999995,43.377098,44.097097999999995,45.437098,48.917097999999996,54.257098,43.117098,40.697098,45.337098,46.677098,36.797098,42.457097999999995,41.197098,37.337098,41.877098,44.657098,44.077098,43.977098,39.117098,43.377098
85,30,0,42.212608,40.032608,42.152608,33.652608,45.352608000000004,49.932608,42.532608,43.552608,45.072608,38.072608,45.832608,41.252608,46.912608,45.952608000000005,40.572608,49.492608000000004,46.992608000000004,44.512608,47.772608,49.532608,38.632608000000005,46.872608,34.830869,40.892608,45.052608,39.312608000000004,48.332608,44.892608,42.112608,39.532608,40.252608,44.672608000000004,47.952608000000005,38.572608,43.892608,44.472608,30.932608000000002,41.852608000000004,43.132608000000005,44.872608,41.692608,45.332608,38.032608,43.772608,44.452608000000005,45.972608,49.312608000000004,54.772608,43.512608,41.112608,45.792608,47.272608,37.192608,42.912608,41.612608,37.712608,42.452608000000005,45.052608,44.432608,44.472608,39.592608,43.752608
86,30,1,42.825261,40.445261,42.725260999999996,34.065261,45.765260999999995,50.465261,42.985261,44.025261,45.565261,38.405260999999996,46.345261,41.625261,47.525261,46.845261,41.105261,50.005261,47.605261,44.945261,48.365261,50.005261,39.065261,47.371043,35.065261,41.305261,45.425261,39.745261,48.765260999999995,45.405260999999996,42.585260999999996,39.965261,40.685261,45.065261,48.385261,38.917629999999996,44.360521999999996,44.925261,31.225261,42.225260999999996,43.745261,45.505261,42.113052,45.745261,38.425261,44.165261,44.905260999999996,46.645261,49.735087,55.205261,43.885261,41.525261,46.205261,47.665261,37.597052000000005,43.265260999999995,42.045260999999996,38.205261,43.205261,45.505261,44.885261,44.985261,40.025261,44.145261
87,30,2,43.171293,40.831293,43.331293,34.211293,46.111292999999996,50.911293,43.411293,44.651293,46.011293,38.711293,46.831293,42.011293,48.051293,47.131293,41.671293,50.451293,48.251293,45.391293,48.731293,50.431293,39.431293,47.832584999999995,35.431293,41.720646,45.831293,40.211293,49.211293,46.111292999999996,43.131293,40.211293,41.072585,45.491293,48.891293,39.291292999999996,44.892585,45.431293,31.520646000000003,42.591293,44.331293,45.751293,42.451293,46.231293,38.791292999999996,44.591293,45.351293,47.111292999999996,50.150646,55.691293,44.191293,42.031293,46.672585,48.111292999999996,37.951293,43.651293,42.451293,38.591293,43.591293,45.892585,45.331293,45.531293,40.491293,44.511293
88,31,0,43.609751,41.209751000000004,43.809751,34.469751,46.469751,51.389751000000004,43.849751,45.089751,46.489751,39.069751000000004,47.329751,42.409751,48.509751,47.649751,42.089751,50.909751,48.669751,45.789751,49.109751,50.829751,39.789751,48.429751,35.789751,42.049751,46.189751,40.629751,49.689751,46.649751,43.549751,40.669751,41.489751,45.829875,49.449751,39.729751,45.329751,45.849751,31.809751000000002,43.009751,44.729751,46.209751000000004,42.769751,46.569751000000004,39.249751,45.009751,45.889751000000004,47.509751,50.549751,56.149751,44.549751,42.589751,47.289751,48.569751000000004,38.429751,43.989751,42.929751,38.989751,44.009751,46.349751,45.869751,46.029751,40.929751,44.909751
89,31,1,44.008934,41.588934,44.188934,34.748934000000006,46.828934000000004,51.868934,44.308934,45.508934,46.948934,39.448934,47.739467,42.748934000000006,48.948934,48.108934000000005,42.488934,51.348934,49.048934,46.208934,49.508934,51.388934000000006,40.148934000000004,49.008934,36.068934000000006,42.388934000000006,46.608934000000005,41.028934,50.168934,47.108934000000005,43.888934000000006,41.076311,41.928934000000005,46.179466999999995,49.948934,40.188934,45.748934000000006,46.288934000000005,32.108934000000005,43.428934000000005,45.108934000000005,46.628934,43.088934,46.928934000000005,39.668934,45.348934,46.468934000000004,47.888934000000006,51.028934,56.628933999999994,44.868934,43.028934,47.708934,48.948934,38.848934,44.368934,43.408934,39.468934000000004,44.376311,46.848934,46.448934,46.548934,41.308934,45.248934000000006
90,31,2,44.402449,41.942448999999996,44.662449,35.022449,47.282449,52.302448999999996,44.802448999999996,45.902449,47.442448999999996,39.822449,48.102449,43.122448999999996,49.402449,48.602449,42.862449,51.842449,49.462449,46.602449,49.962449,52.442448999999996,40.542449,49.442448999999996,36.342449,42.782449,47.122448999999996,41.422449,50.662449,47.602449,44.262449,41.462449,42.322449,46.522449,50.342449,40.962449,46.122448999999996,46.702449,32.382449,43.722449,45.442448999999996,47.142449,43.502449,47.242449,40.062449,45.722449,46.902449,48.322449,51.582449,57.122448999999996,45.202449,43.402449,48.082449,49.382449,39.222449,44.762449,43.822449,39.862449,44.742449,47.342449,46.882449,47.122448999999996,41.662449,45.682449
91,32,0,44.771791,42.431791,45.233583,35.351791,47.771791,52.831791,45.511790999999995,46.431791,47.991791,40.271791,48.695374,43.551790999999994,50.031791,49.151790999999996,43.473583000000005,52.393583,50.071791,47.071791,50.591791,52.955374,41.051790999999994,49.911791,36.651790999999996,43.291790999999996,47.671791,41.851791,51.231790999999994,48.091791,44.751791,41.920896,42.851791,46.960448,50.831790999999996,41.911791,46.546358000000005,47.273583,32.851791,44.191790999999995,45.971790999999996,48.213583,44.093583,47.651790999999996,40.577264,46.191790999999995,47.715374,48.791790999999996,52.071791,57.671791000000006,45.591791,43.891791,48.531791,49.931791,39.691790999999995,45.291790999999996,44.371790999999995,40.391791,45.251791,47.891791,47.695374,47.851791,42.078827000000004,46.191790999999995
92,32,1,45.379305,42.817914,45.997914,35.917914,48.277914,53.457914,45.944652000000005,47.057914000000004,48.583957,40.837914000000005,49.377914000000004,43.897914,50.677914,49.777914,44.397914,53.117914,50.777914,47.757914,51.217914,53.677914,41.471583,50.397914,36.897914,43.837914000000005,48.277914,42.337914000000005,51.817914,48.657914,45.417914,42.357914,43.457914,47.317914,51.317914,42.453957,47.117914,47.917914,33.237914,44.617914,46.533957,49.017914000000005,44.757914,48.197914000000004,40.977914,46.677914,48.757914,49.337914000000005,52.697914000000004,58.257914,46.057914000000004,44.377914000000004,49.057914000000004,50.337914000000005,40.237914,45.817914,44.937914,41.017914000000005,45.872791,48.497914,48.737914,48.637914,42.483957000000004,46.597914
93,32,2,45.736689,43.245563,46.576689,36.356689,48.776689000000005,53.976689,46.376689,47.596689000000005,49.076689,41.356689,49.836689,44.336689,51.276689000000005,50.256689,45.016689,53.656689,51.556689,48.316689000000004,51.756689,54.356689,41.936689,51.016689,37.356689,44.256689,49.136689000000004,42.796689,52.356689,49.116689,45.996689,42.876689,43.896689,47.656689,51.756689,42.793345,47.616689,48.356689,33.536689,45.176689,46.996689,49.576689,45.253345,48.596689000000005,41.536689,47.016689,49.256689,49.856689,53.456689000000004,58.856689,46.496689,44.916689,49.576689,50.836689,40.646671999999995,46.356689,45.396689,41.356689,46.276689000000005,49.016689,49.236689,49.196689,42.876689,47.056689
94,33,0,46.135782,43.635782,47.155782,36.835782,49.315782,54.475781999999995,46.875782,48.335782,49.755782,41.762890999999996,50.295782,44.815782,51.915782,50.775782,45.435782,54.155781999999995,52.155782,48.735782,52.315782,55.281565,42.355782,51.775782,37.755782,44.735782,49.575782000000004,43.375782,53.015781999999994,49.655782,46.372890999999996,43.235782,44.355782,48.075782000000004,52.45578199999999,43.175782,48.055782,48.835782,33.855782,45.655782,47.595782,50.075782000000004,45.715782,49.035782,41.975782,47.475782,49.835782,50.415782,54.115781999999996,59.59578199999999,46.995782,45.355782,50.175782,51.255782,41.055782,46.935782,45.915782,41.735782,46.835782,49.655782,49.795782,49.755782,43.295782,47.555782
95,33,1,46.635465,44.375465000000005,48.695465000000006,37.715465,50.295465,55.098488,47.575465,48.995465,50.675465,42.275465000000004,50.875465000000005,45.535465,53.215465,51.535465,45.872732,55.115465,53.195465000000006,49.395465,52.995465,56.695465000000006,42.915465000000005,52.555465000000005,38.515465,45.475465,50.395465,44.135465,53.975465,50.475465,47.135465,43.775465000000004,45.015465,48.715465,53.575465,43.601366,48.855465,49.675465,34.475465,46.075465,48.435465,51.055465000000005,46.475465,49.675465,42.695465000000006,48.195465000000006,50.915465000000005,51.255465,55.255465,60.535465,47.795465,46.135465,50.935465,51.815465,41.595465000000004,47.755465,46.655465,42.395465,47.815465,50.435465,50.875465000000005,50.715465,44.015465,48.375465000000005
96,33,2,47.502812,45.042812,49.462812,38.482812,50.722812,56.122811999999996,48.202812,49.782812,51.722812,42.802812,51.602812,46.302812,53.982812,52.582812,46.482812,55.962812,54.122811999999996,50.162812,54.082812,58.242812,43.422812,53.722812,39.282812,46.382812,51.222812,44.962812,54.822812,51.242812,48.002812,44.242812,45.582812,49.282812,54.162812,44.106406,49.842812,50.722812,35.262812,46.622811999999996,49.442811999999996,52.182812,47.242812,50.442811999999996,43.382812,48.862812,52.142812,52.062812,56.142812,61.315624,48.522812,46.622811999999996,51.662812,52.342812,42.222812,48.596406,47.156406,42.822812,48.582812,51.222812,52.102812,51.622811999999996,44.782812,49.022812
97,34,0,48.425261,45.665261,50.125261,39.005261,51.365261,57.025261,49.165261,50.925261,52.365261,43.785261,52.685261,47.005261,55.025261,53.605261,47.105261,56.545260999999996,54.965261,51.065261,55.065261,59.265260999999995,44.185261,54.405260999999996,39.885261,47.265260999999995,51.905260999999996,45.945261,55.865261,52.065261,48.865261,44.845261,46.225260999999996,50.005261,55.285261,44.605261,50.925261,51.625261,35.94763,47.425261,50.575782000000004,53.365261,48.045260999999996,50.965261,44.285261,49.525261,53.105261,52.565261,57.205261,62.420522,49.345261,47.605261,52.565261,53.265260999999995,42.885261,49.325261,47.75763,43.765260999999995,49.445261,52.205261,53.085260999999996,52.325261,45.265260999999995,49.925261
98,34,1,49.249342,46.169342,50.769342,39.569342,51.829342,58.089342,49.869341999999996,51.829342,52.869342,44.629342,53.449342,47.529342,55.909342,54.449342,47.869341999999996,57.089342,55.629342,51.649342,55.929342000000005,60.329342000000004,44.908685,55.369342,40.249342,47.869341999999996,52.509342000000004,46.809342,56.449342,52.729342,49.629342,45.269342,46.969342,50.709342,56.189342,45.209342,51.869341999999996,52.449342,36.509342,47.889342,51.469342,54.289342000000005,48.829342,51.589341999999995,44.749342,50.169342,53.829342000000004,52.98934200000001,57.769342,63.149342000000004,50.189341999999996,48.449342,53.389342000000006,54.02934200000001,43.549341999999996,49.929342,48.209342,44.589341999999995,50.109342,52.949342,53.809342,53.02934200000001,45.849342,50.529342
99,34,2,49.685669,46.705669,51.267834,40.085669,52.225669,58.805668999999995,50.585669,52.405669,53.325669,45.125669,54.005669,47.965669,56.345668999999994,55.005669,48.485669,57.52566899999999,56.10566899999999,52.085669,56.38566899999999,60.74566899999999,45.385669,55.92566899999999,40.625669,48.345669,53.005669,47.265669,56.88566899999999,53.20566899999999,50.045669000000004,45.725669,47.397834,51.145669,56.70566899999999,45.645669,52.385669,52.845668999999994,36.945669,48.285669,51.965669,54.741338,49.385669,51.965669,45.145669,50.685669,54.265668999999995,53.42566899999999,58.185669,63.825669,50.765669,48.905669,53.945668999999995,54.521338,43.985669,50.365669,48.525669,45.225669,50.565669,53.38566899999999,54.24566899999999,53.46566899999999,46.325669,51.005669
100,35,0,50.166484999999994,47.246485,51.688243,40.528242999999996,52.646485,59.526485,51.306484999999995,52.826485,53.728243000000006,45.586484999999996,54.446484999999996,48.366485,56.806484999999995,55.486484999999995,48.986484999999995,57.986484999999995,56.626484999999995,52.546485,56.846484999999994,61.126484999999995,45.886485,56.526485,41.026485,48.806484999999995,53.506485,47.766484999999996,57.326485,53.746485,50.395495000000004,46.126484999999995,47.806484999999995,51.548828,57.186485,46.166484999999994,52.926485,53.306484999999995,37.346484999999994,48.686485,52.506485,55.326485,49.926485,52.406484999999996,45.586484999999996,51.146485,54.786485,53.846484999999994,58.586484999999996,64.486485,51.226485,49.446484999999996,54.446484999999996,55.026485,44.426485,50.826485,48.906484999999996,45.726485,51.046485,53.826485,54.766484999999996,53.946484999999996,46.886485,51.506485
101,35,1,50.509342,47.509781,52.009671000000004,40.849342,53.009342000000004,59.949342,51.709342,53.288685,54.069342000000006,45.929342,54.789342000000005,48.709342,57.20934200000001,55.969342000000005,49.44737,58.329342000000004,57.02934200000001,52.889342000000006,57.089342,61.52934200000001,46.309342,57.068684999999995,41.389342,49.109342,53.969342000000005,48.189341999999996,57.749342000000006,54.109342000000005,50.709342,46.469342,48.149342,51.829342,57.708684999999996,46.469671000000005,53.289342000000005,53.668684999999996,37.629342,48.969342,52.909342,55.609342000000005,50.269342,52.749342000000006,45.829342,51.469342,55.249342000000006,54.149781000000004,58.969342000000005,64.929342,51.609342,49.849342,54.949342,55.309342,44.808685,51.129342,49.189341999999996,46.069342,51.389342,54.309342,55.229342,54.348684999999996,47.249342,51.849342
102,35,2,51.097097999999995,48.037098,52.51542,41.357098,53.477098,60.457097999999995,52.217098,53.713549,54.513549,46.377098,55.397098,49.157098,57.717098,56.537098,49.937098,58.777097999999995,57.637097999999995,53.337098,57.537098,61.957097999999995,46.957097999999995,57.677098,41.832366,49.557097999999996,54.477098,48.697098,58.224194999999995,54.637097999999995,51.317098,46.977098,48.557097999999996,52.257098,58.457097999999995,47.057097999999996,53.777097999999995,54.144194999999996,38.097097999999995,49.417097999999996,53.477098,56.337098,50.717098,53.372585,46.277097999999995,51.896774,55.757098,54.577098,59.417097999999996,65.517098,52.077098,50.317098,55.417097999999996,55.757098,45.297098,51.537098,49.557097999999996,46.557097999999996,51.877098,54.757098,55.717098,54.817098,47.717098,52.317098
103,36,0,51.837415,48.477415,52.897415,41.677415,53.877415,61.037415,52.697415,54.117415,54.897415,46.797415,55.837415,49.497415000000004,58.237415000000006,57.017415,50.417415000000005,59.117415,58.097415000000005,53.777415000000005,57.917415000000005,62.377415,47.557415,58.517415,42.197415,49.917415000000005,54.937415,49.197415,58.697415,55.077415,51.837415,47.397415,48.997415000000004,52.617415,59.117415,47.497415000000004,54.257415,54.637415000000004,38.477415,49.737415000000006,53.917415000000005,56.777415000000005,51.177415,53.957415000000005,46.619138,52.257415,56.417415000000005,54.957415000000005,59.797415,66.017415,52.517415,50.737415000000006,55.917415000000005,56.237415000000006,45.737415000000006,51.917415000000005,49.877415,46.977415,52.317415000000004,55.237415000000006,56.377415,55.277415000000005,48.137415000000004,52.817415000000004
104,36,1,52.223628000000005,48.878407,53.223628000000005,42.158407000000004,54.263628000000004,61.663628,53.263628000000004,54.603628,55.283628,47.123628000000004,56.263628000000004,49.943628000000004,58.783628,57.503628000000006,50.883628,59.503628000000006,58.583628000000004,54.163628,58.303628,62.843628,48.077256,59.063628,42.496814,50.243628,55.366814,49.683628000000006,59.203628,55.523628,52.403628000000005,47.703628,49.443628000000004,52.946814,59.943628000000004,47.847876,54.746814,55.123628000000004,38.826814,50.123628000000004,54.403628000000005,57.204512,51.603628,54.463628,46.923628,52.636814,57.023628,55.323628,60.203628,66.42362800000001,52.923628,51.143628,56.363628000000006,56.623628000000004,46.083628000000004,52.317256,50.178938,47.323628,52.703628,55.723628000000005,57.003628000000006,55.723628000000005,48.523628,53.343628
105,36,2,52.742608,49.242608000000004,53.642607999999996,42.502608,54.782607999999996,62.08260799999999,53.662608,55.062608,55.682607999999995,47.522608,56.662608,50.294203,59.222607999999994,58.042607999999994,51.442608,59.802608,59.26260799999999,54.562608,58.742608,63.242608,48.602608000000004,59.562608,42.882608000000005,50.682608,55.862607999999994,50.122608,59.602608,56.002607999999995,52.842608,48.115215,49.842608,53.342608,60.422608,48.242608000000004,55.142607999999996,55.522608,39.262608,50.522608,54.862607999999994,57.862607999999994,52.002608,54.822607999999995,47.302608,53.022608,57.462607999999996,55.702608,60.602608,66.96260799999999,53.322607999999995,51.582608,56.742608,56.902607999999994,46.462608,52.662608,50.522608,47.722608,53.102608,56.12260799999999,57.422608,56.12260799999999,48.962608,53.76260799999999
106,37,0,53.253243000000005,49.673243,54.013243,42.933243,55.153243,62.533243000000006,54.09324300000001,55.49324300000001,56.053243,47.853243,57.09324300000001,50.653242999999996,59.833243,58.513243,51.893243,60.17324300000001,59.753243000000005,54.973243000000004,59.09324300000001,63.853243000000006,49.133243,60.13324300000001,43.267905,51.113243,56.41324300000001,50.644414000000005,60.016484999999996,56.504414000000004,53.31324300000001,48.533243,50.373243,53.81324300000001,60.91324300000001,48.691621000000005,55.533243000000006,55.99324300000001,39.693243,50.873243,55.333243,58.31324300000001,52.393243,55.233243,47.773243,53.49324300000001,57.833243,56.073243000000005,61.073243000000005,67.433243,53.833243,52.033243,57.193243,57.213243000000006,46.873243,53.13324300000001,50.853243,48.113243,53.45324300000001,56.653243,57.81324300000001,56.533243000000006,49.413243,54.17324300000001
107,37,1,53.717642000000005,50.017641999999995,54.317642000000006,43.257642,55.757642000000004,62.997642000000006,54.557642,55.96528299999999,56.45764200000001,48.297641999999996,57.537642000000005,51.037642,60.357642000000006,59.057642,52.317642,60.537642000000005,60.237642,55.437642000000004,59.577642000000004,64.677642,49.597642,60.617642000000004,43.597642,51.437642,56.77764200000001,51.077642,60.537642000000005,56.897642000000005,53.817642000000006,48.937642,50.777642,54.09764200000001,61.477642,49.057642,55.917642,56.445282999999996,39.977641999999996,51.337641999999995,55.805282999999996,58.77764200000001,52.757642000000004,55.665282999999995,48.037642,53.77764200000001,58.157642,56.417642,61.417642,67.87764200000001,54.13764200000001,52.417642,57.657642,57.517642,47.377642,53.59764200000001,51.217642,48.557642,53.837642,57.257642000000004,58.157642,56.95764200000001,49.897642,54.645283
108,37,2,54.2522,50.5722,54.8122,43.7211,56.4522,63.6922,55.1722,56.5122,56.9922,48.7122,58.1322,51.4722,60.9322,59.6722,52.9122,61.1122,60.9922,55.9522,60.2122,65.6522,50.2122,61.3322,44.2122,51.8922,57.2722,51.6522,61.0522,57.4322,54.3322,49.4722,51.2922,54.5522,62.0322,49.5922,56.5522,57.0322,40.4922,51.8522,56.4922,59.2922,53.2722,56.2922,48.4574,54.2722,58.5922,56.8922,61.8722,68.4922,54.5322,52.8722,58.2522,58.0322,47.8722,54.2922,51.5911,49.0722,54.2722,57.8322,58.5722,57.4522,50.4522,55.2722
