,measure_number,beat_number,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
195,66,0,90.086281,99.02628100000001,105.26628000000001,104.36628,103.86628,110.84628000000001,96.04628100000001,121.46628,95.88628100000001,111.50628,99.16628100000001,99.006281,110.38628,102.32628000000001,114.24628,94.366281,106.30256000000001,117.34628000000001,97.086281,91.506281,100.12628000000001,106.02628,99.88628100000001,109.08628,105.52628,104.02628,92.108141,93.946281,104.42628,117.34628000000001,101.50628,119.64628,109.24628,121.92628,122.14628,102.68628000000001,86.446281,103.14628,99.646281,107.98628000000001,98.60628100000001,96.96628100000001,128.62628,96.626281,102.14628,103.46628,86.46628100000001,89.16628100000001,98.346281,107.36628,99.126281,107.58628,89.766281,98.955427,107.56628
196,66,1,90.48034,99.58034,105.88033999999999,104.90033999999999,104.28034,111.36034,96.62034,121.96033999999999,96.30034,111.96033999999999,99.74034,99.50034000000001,110.86034,102.82034,114.74033999999999,94.86034000000001,106.84034,117.90033999999999,97.50034000000001,91.84034,100.52034,106.48033999999998,100.42034,109.62033999999998,106.10033999999999,104.80034,92.48034,94.32034,104.96033999999999,117.90033999999999,102.06034,120.10033999999999,109.80033999999999,122.44033999999999,122.62033999999998,103.12034,86.82034,103.76034,99.96034,108.40033999999999,99.20034,97.40034,129.21068,97.14034000000001,102.56034,103.96034,86.80034,89.58034,98.76034,107.90033999999999,99.64034000000001,108.08033999999999,90.20034,99.36034000000001,108.04033999999999
197,66,2,90.80990899999999,99.969909,106.24991000000001,105.17996000000001,104.64990999999999,111.72991,97.029909,122.19663999999999,96.609909,112.32991000000001,100.10991,99.899955,111.20991000000001,103.14990999999999,115.16991000000002,95.129909,107.10991000000001,118.26991000000001,97.876636,92.16990899999999,100.82991,106.88991000000001,100.84991,110.04991000000001,106.40991000000001,105.24991000000001,92.80990899999999,94.609909,105.30991000000002,118.26991000000001,102.38991,120.58991,110.12991000000001,122.94991,123.00991,103.50990999999999,87.14997,104.14990999999999,100.32991,108.68991000000001,99.569909,97.769909,129.72991000000002,97.489909,102.90991,104.36991,87.149909,89.849909,99.16990899999999,108.40991000000001,99.989909,108.38991000000001,90.569909,99.66990899999999,108.50991
198,67,0,91.342177,100.48218,106.66218,105.56218,105.12218,112.16218,97.522177,122.57435,97.102177,112.82218,100.65435,100.32218,111.60218,103.60218,115.86306,95.682177,107.58218000000001,118.80218,98.142177,92.562177,101.28218000000001,107.36218000000001,101.30218,110.38218,106.82218,105.82218,93.182177,94.962177,105.76218,118.80218,102.76218,121.10218,110.56218,123.48218,123.54218,103.96218,87.48217700000001,104.62218,100.64218000000001,109.06218,100.12218,98.162177,130.26218,98.022177,103.32218,104.86218000000001,87.522177,90.26217700000001,99.702177,108.84218,100.28218000000001,108.88218,90.98217700000001,100.08218000000001,108.96218
199,67,1,91.691179,101.04177,107.15588000000001,105.85785,105.53353999999999,112.53353999999999,98.033537,123.08176999999999,97.533537,113.29354,101.17785,100.79354000000001,111.93354,104.03354,116.41354,96.173537,108.13354,119.23353999999999,98.533537,92.81117900000001,101.74176999999999,107.73353999999999,101.81354,110.81353999999999,107.17177,106.15785,93.453537,95.281769,106.14177,119.23353999999999,103.10177,121.48177,111.07354,123.95353999999999,123.95353999999999,104.37354,87.813537,105.11588,100.99118,109.39177,100.49785,98.573537,130.75354,98.493537,103.65785,105.23353999999999,87.88176899999999,90.66176899999999,100.05354,109.27354,100.73177,109.39353999999999,91.293537,100.54177,109.33353999999999
200,67,2,91.940159,101.39254,107.36016000000001,106.18016000000001,105.96016000000002,112.88016,98.46015899999999,123.38016,97.900159,113.83753999999999,101.52016,101.22015999999999,112.28016000000001,104.42016,116.92016000000001,96.472032,108.68508,119.54508,99.060159,93.200159,102.10016,108.08016,102.24016,111.28016000000001,107.54016000000001,106.56016000000001,93.760159,95.720159,106.52016,119.55508,103.50016,121.96016000000002,111.44016,124.52016,124.38016,104.80015999999999,88.140159,105.54016000000001,101.32016,109.77338999999999,100.94015999999999,98.925079,131.20016,98.82015899999999,104.00016,105.51508000000001,88.24015899999999,90.96015899999999,100.50016,109.66016,101.26016,109.74016,91.660159,100.86016,109.80016
201,68,0,92.52229,101.79615,107.80228999999999,106.61051,106.44046000000002,113.44228999999999,98.98229,123.88229,98.375229,114.24871999999999,102.02404,101.76046,112.62076,104.94615,117.52228999999998,96.920458,109.34228999999999,120.1141,99.40229000000001,93.54743,102.68229000000001,108.74229,102.92229,111.90229,108.06228999999999,107.01614,94.115104,96.183184,107.10229,120.1141,104.04307,122.32615,111.98228999999999,125.14615,124.84228999999999,105.34076,88.58229,106.11923,101.84123000000001,110.23293999999999,101.64229,99.474358,131.74154,99.39122900000001,104.52046,106.01614,88.643073,91.54307299999999,101.11435999999999,110.38229,101.78229,110.11581000000001,92.038032,101.22229,110.36228999999999
202,68,1,92.653764,102.09376,108.06188,106.71376000000001,106.69376000000001,113.60188000000001,99.553764,124.17376000000002,98.613764,114.67376000000002,102.23376,102.23376,113.01376,105.23376,118.05376000000001,97.333764,109.57376000000001,120.29376,99.824588,93.865941,102.91126,109.09376,103.47376,112.33376000000001,108.65376,107.37376,94.333764,96.613764,107.53376000000002,120.29376,104.39376,122.75376000000001,112.29376,125.73376,124.99376000000001,105.55376000000001,88.773764,106.55376000000001,102.05376,110.36458999999999,101.87376,99.66094100000001,132.05376,99.59376400000001,104.73376,106.51376,88.993764,91.673764,101.33376,110.55376000000001,101.91376,110.47376000000001,92.333764,101.63376,110.81376000000002
203,68,2,93.029138,102.44914,108.42913999999999,107.10914,107.02913999999998,113.98913999999999,100.10914,124.50913999999999,98.969138,115.09638000000001,102.58914,102.78914,113.36913999999999,105.50913999999999,118.54914,97.629138,110.00913999999999,120.78913999999999,100.18914000000001,94.229138,103.24914,109.60914,103.90914000000001,112.72913999999999,108.98913999999999,107.82914,94.729138,96.989138,107.94913999999999,120.78913999999999,104.82914,123.08913999999999,112.66913999999998,126.38914,125.42913999999999,105.88914,89.069138,106.91638,102.44914,110.72913999999999,102.18914000000001,100.00914,132.48914,99.949138,105.08913999999999,106.70993,89.389138,92.00913800000001,101.76914000000001,111.04914,102.33479,110.88914,92.769138,102.10914,111.30913999999999
204,69,0,93.390952,102.87095,108.85095,107.39095,107.31095,114.33095,100.57095,124.99095,99.450952,115.53095,103.00048000000001,103.27095,113.69095,105.89048000000001,119.01095,98.170952,110.33095,121.35095,100.47095,94.570952,103.56365,109.95095,104.39095,112.95095,109.49095,108.25095,95.02826800000001,97.440476,108.37286,121.33095,105.31095,123.51095,113.03095,127.09095,125.89095,106.20523999999999,89.41095200000001,107.35095,102.87095,111.09095,102.49095,100.35095,132.93095,100.31095,105.45095,106.85095,89.730317,92.440476,102.17095,111.45031999999999,102.72365,111.23095,93.070476,102.55095,111.73095
205,69,1,93.834036,103.37404000000001,109.21404,107.97403999999999,107.89403999999999,114.77403999999999,101.11404,125.43404,99.994036,116.05403999999999,103.51404000000001,103.81404,114.07404,106.19403999999999,119.53403999999999,98.611345,110.75403999999999,121.77403999999999,100.89404,95.134036,103.87135,110.43404,104.95403999999999,113.37135,109.99403999999998,108.63202,95.356009,98.07403599999999,108.91403999999999,121.77403999999999,105.89403999999999,124.09403999999999,113.45403999999999,127.71404,126.27403999999999,106.74615,89.674036,107.99403999999998,103.39404,111.51404,103.06201999999999,100.79404,133.55404,100.71404,105.87404,107.13403999999998,90.174036,92.874036,102.59404,111.95403999999999,103.13807,111.61202,93.554036,103.01404000000001,112.25403999999999
206,69,2,94.04297,103.74297,109.52297,108.28296999999999,108.28296999999999,115.16297,101.50296999999999,125.74297,100.38297,116.40297,103.90297,104.22296999999999,114.46297,106.58296999999999,119.98297,98.962971,111.14296999999999,122.12297,101.24297,95.46297,104.18297,110.84297,105.34297,113.70297,110.38297,109.01593999999999,95.642971,98.56297099999999,109.24297,122.10297,106.26297,124.48297,113.82297,128.18296999999998,126.76297,107.20297,90.06296999999999,108.42296999999999,103.70297,111.84297,103.38297,101.18297,133.96296999999998,101.02297,106.20297,107.40297,90.52297,93.142971,102.98297,112.36296999999999,103.54297,111.92296999999999,93.882971,103.32297,112.66297
207,70,0,94.4261,104.2861,109.9261,108.5861,108.7061,115.5461,101.9061,126.1461,100.7261,116.7661,104.4261,104.7861,114.8061,106.9461,120.4983,99.3661,111.5861,122.5461,101.5461,95.8661,104.5661,111.2461,105.7261,114.1861,110.8461,109.4661,95.9861,99.0061,109.7261,122.5261,106.6261,125.0261,114.2861,128.7661,127.2061,107.6061,90.4661,108.8061,104.0461,112.2061,103.7461,101.5661,134.5661,101.4061,106.5861,107.7061,90.9861,93.4861,103.3661,112.7461,103.8661,112.3061,94.2661,103.6661,113.1061
208,70,1,94.74274399999999,104.68274,110.38273999999998,109.02273999999998,109.22273999999999,115.88273999999998,102.42274,126.52273999999998,101.08274,117.32274,104.84274,105.22273999999999,115.20273999999999,107.32274,121.12274,99.782744,112.00273999999999,122.92273999999999,101.96274,96.16274399999999,104.94273999999999,111.70273999999999,106.24274,114.70273999999999,111.26274,109.90274,96.282744,99.402744,110.20273999999999,122.90274,107.02273999999998,125.59548999999998,114.80273999999999,129.50274,127.62274,108.12274,90.80274399999999,109.29637,104.55637,112.66273999999999,104.12274000000001,101.98274,135.10273999999998,101.78274,107.02273999999998,108.06273999999999,91.38274399999999,93.88274399999999,103.74274,113.24274,104.32274,112.64273999999999,94.58274399999999,104.06274,113.60274
209,70,2,95.00265300000001,105.00265,110.70265,109.22265,109.58265,116.22633,102.86265,126.86265,101.36265,117.66265,105.14265,105.60265,115.48265,107.62265,121.58265,100.08265,112.34265,123.20265,102.24265,96.522653,105.28265,112.12265,106.60265,114.98265,111.58265,110.26265,96.522653,99.742653,110.54265,123.20265,107.36265,125.96265,115.20265,130.08265,127.98265,108.48265,91.142653,109.57531000000002,104.84265,113.00265,104.40265,102.30265,135.58265,102.08265,107.34265,108.32088,91.696327,94.142653,104.10265,113.52265,104.56265,112.94265,94.842653,104.36265,113.96265
210,71,0,95.374172,105.47417,111.05417,109.55417,109.99417,116.49417,103.24252,127.23416999999999,101.73416999999999,118.03416999999999,105.61417,105.97417,115.85417,107.99417,121.95416999999999,100.45416999999999,112.61417,123.57417,102.59416999999999,96.77805699999999,105.75835,112.53416999999999,106.97417,115.27417,112.13417,110.69417,96.834172,100.01417,111.07417,123.57417,107.73416999999999,126.35417,115.73416999999999,130.95417,128.41416999999998,108.89416999999999,91.49417199999999,110.01835,105.21417,113.45416999999999,104.77417,102.65417,136.21417,102.45416999999999,107.69417,108.61417,92.054172,94.474172,104.49417,113.89416999999999,104.93417,113.29417,95.174172,104.73416999999999,114.39416999999999
211,71,1,95.725102,105.81755,111.36755,109.8851,110.54551000000001,116.83755,103.7851,127.74755,102.0851,118.5251,105.97755,106.42755,116.21755,108.39755,122.5451,100.84836999999999,112.93503,124.04755,102.9851,97.065102,106.3451,112.94755,107.4651,115.6051,112.6451,111.1251,97.13503399999999,100.40101999999999,111.5451,124.05755,108.2051,126.78755,116.4051,131.5251,128.9051,109.3851,91.837551,110.5451,105.6851,114.0051,105.05755,103.0451,136.83531000000002,102.87755,108.1251,108.9017,92.545102,94.925102,104.9251,114.2651,105.12755,113.63755,95.417551,105.19755,114.8851
212,71,2,96.010181,106.13009,111.67012,110.21036000000001,111.03036000000002,117.25012,104.21036,128.13018,102.47036,119.09036,106.27009,106.91018000000001,116.62018,108.69509,123.09036,101.14206999999999,113.27018000000001,124.42509,103.50018,97.490181,106.67509,113.39036000000002,107.89036000000002,116.00345,113.04345,111.57036000000001,97.460091,100.79009,111.99036000000001,124.47036000000001,108.55036000000001,127.25036000000001,116.83012,132.13036,129.23036000000002,109.89036000000002,92.230363,110.93036000000001,106.05036000000001,114.43036000000001,105.41018000000001,103.45012,137.29036000000002,103.17018,108.44509,109.21036000000001,92.970363,95.110363,105.39036000000002,114.73036,105.45806999999999,113.93018000000001,95.75036300000001,105.53008999999999,115.31036
213,72,0,96.618299,106.6983,112.2183,110.6183,111.6383,117.6783,104.9183,128.9583,102.9183,119.6383,106.8183,107.4983,117.1383,109.15483,123.7983,101.6783,113.6983,124.9183,103.9583,97.898299,107.1183,114.0383,108.5183,116.55277,113.6183,112.0383,97.961037,101.2783,112.9383,124.9183,109.1183,127.9183,117.3583,132.7983,129.8983,110.4983,92.678299,111.4583,106.5783,115.1583,105.9983,103.8383,137.9383,103.5583,108.9583,109.6783,93.398299,95.618299,106.0383,115.2983,105.7983,114.4383,96.118299,105.9183,116.0583
214,72,1,96.856432,107.04003999999999,112.42838,111.14075,111.94075,118.02537,105.38075,129.44075,103.26075,119.94075,107.19306999999999,107.92075,117.48536999999999,109.34692,124.22075,101.96075,113.92075,125.24075,104.28025,98.26074799999999,107.38537,114.50075,109.04075,116.90536999999999,113.98075,112.32075,98.145374,101.62075,113.23721,125.24075,109.42075,128.20075,117.86075,133.32075,130.38075,110.84075,92.945374,111.84075,106.86075,115.46537,106.22691999999999,104.14075,138.38075,103.86075,109.30075,110.09536999999999,93.698458,95.900748,106.30537,115.60075,106.00268999999999,114.72075,96.340748,106.28075,116.50075
215,72,2,97.038057,107.19417,112.67416999999999,111.28301,112.33209,118.31416999999999,105.87835,129.83648,103.61417,120.31416999999999,107.33417,108.41417,117.83209,109.72209,124.77417,102.29805999999999,114.27208999999999,125.73416999999999,104.66209,98.674172,107.71417,114.91417,109.53416999999999,117.33417,114.29417,112.75417,98.49139100000001,101.92472,113.33417,125.73416999999999,109.85806000000001,128.53417,118.17806000000002,134.01417,131.21417,111.22209,93.334172,112.23416999999999,107.19417,115.82208999999999,106.51417,104.49139,138.89417,104.17806,109.68472,110.24275,94.094172,96.234172,106.73416999999999,116.09416999999999,106.35806000000001,115.17416999999999,96.614172,106.77208999999999,116.97417
216,73,0,97.505646,107.58565,113.03782,111.46781999999999,112.80565,118.82565,106.50565,130.18565,104.02188000000001,120.84782,107.74565,109.00565,118.22565,110.06782,125.36565,102.76565,114.56188,126.24565,105.14565,99.18564599999999,108.24781999999999,115.46781999999999,110.08565,117.77781999999999,114.80565,113.22565,98.867823,102.30391,113.87782,126.20782,110.38565,128.98565,118.58782,134.88565,131.70565,111.72565,93.805646,112.78565,107.62565,116.30565,106.88565,104.82781999999999,139.48565,104.54782,110.14565,110.40565,94.547823,96.623912,107.12565,116.62565,106.64565,115.72565,96.96564599999999,107.22565,117.44565
217,73,1,97.933265,107.99326,113.39327,111.85326,113.29326999999999,119.27326000000001,107.01326999999999,130.65327,104.45326999999999,121.13326,108.09326999999999,109.55327,118.71327,110.45326999999999,125.97327,103.25327,114.95326999999999,126.73326999999999,105.63326,99.573265,108.47327,115.95326999999999,110.57327,118.23326999999999,115.27326000000001,113.67327,99.35326500000001,102.75327,114.27326000000001,126.69327,110.91327,129.47326999999999,119.07327,135.43327,132.29326,112.19327,94.333265,113.25327,107.95326999999999,116.97327,107.25327,105.29326999999999,140.05327,104.97327,110.69327,110.73326999999999,95.033265,97.033265,107.59326999999999,117.19327,106.97327,116.17327,97.473265,107.77326000000001,117.97327
218,73,2,98.246735,108.30673999999999,113.72673999999999,112.18347,113.72673999999999,119.64674,107.34347,130.94673,104.90673999999999,121.52673999999999,108.42673,109.90347,119.02673999999999,110.90347,126.46347,103.62674,115.28673,127.16673999999999,105.96347,99.886735,108.78673,116.36674,110.88673999999999,118.66673999999999,115.6202,114.00347,99.666735,103.06673,114.72346999999999,127.14674,111.3402,129.78673,119.40673999999999,135.94673,132.7402,112.64347,94.746735,113.60673999999999,108.24673999999999,117.34674,107.56673,105.64674,140.66347,105.28673,111.02673999999999,111.04673999999999,95.386735,97.413674,107.9402,117.62673999999998,107.28673,116.48674,97.786735,108.12673999999998,118.44673999999999
219,74,0,98.664694,108.74735,114.34468999999999,112.62468999999999,114.24468999999999,120.12468999999999,107.76468999999999,131.30469,105.32468999999999,121.90468999999999,108.90468999999999,110.32468999999999,119.44469,111.42468999999998,127.04468999999999,104.19939000000001,115.84468999999999,127.83939,106.46468999999999,100.26469,109.26468999999999,116.86469,111.30469,119.14469,116.14469,114.42468999999998,100.14469,103.56469,115.24468999999999,127.80469,111.82468999999999,130.76469,119.86469,136.66468999999998,133.30469,113.12468999999999,95.34469399999999,114.04468999999999,108.68468999999999,117.80469,108.06468999999998,106.06468999999998,141.38468999999998,105.68468999999999,111.44469,111.48468999999999,95.824694,97.84469399999999,108.36469,118.10468999999999,107.65735,117.06468999999998,98.244694,108.54468999999999,118.94469
220,74,1,99.312268,109.30645,115.15227,113.29227,114.91226999999999,120.80361,108.43226999999999,131.93454,105.85226999999999,122.7168,109.47888999999999,111.03227,119.99226999999999,112.09227,128.01227,104.97227,116.65227,128.63227,107.13226999999999,100.69227,109.85226999999999,117.61227,111.97227,119.79227,116.95227,115.01227,100.99226999999999,104.29227,115.99226999999999,128.81226999999998,112.55227,132.35227,120.59227,137.37227,134.19227,113.81227,96.452268,114.69227,109.35226999999999,118.45227,108.61227,106.61227,142.39227,107.01227,112.09227,112.15227,96.512268,98.592268,108.95227,118.87227,108.25113,117.95227,98.872268,109.17227,119.81227
221,74,2,99.741837,109.60184,115.60184,113.72183999999999,115.60184,121.34183999999999,108.86183999999999,132.40184,106.26183999999999,123.53939,109.74184,111.46184,120.44183999999998,112.75735,128.52918,105.40183999999999,117.04184,129.06184,107.57366999999999,100.98898,110.28183999999999,118.30183999999998,112.40183999999999,120.14183999999999,117.57366999999999,115.42183999999999,101.44551,104.72184,116.44551000000001,129.24184,112.98183999999999,132.78184,121.04551000000001,137.84184,135.02428,114.51366999999999,97.13653000000001,115.20551,109.82551000000001,118.88184,109.00183999999999,107.04184,143.10183999999998,107.44183999999998,112.52184,112.68101999999999,96.841837,99.041837,109.38184,119.30183999999998,108.66183999999998,118.38184,99.481837,109.60184,120.74184
222,75,0,100.18881999999999,110.04881999999999,116.34881999999999,114.16882,116.08882,121.78882,109.30882,132.96882,106.67376000000002,124.10882,110.18881999999999,111.90881999999999,120.88882,113.24882,129.12882,105.84881999999999,117.40881999999999,129.70882,108.01313999999999,101.32941,110.74882,118.80882,112.84881999999999,120.58882,118.04881999999999,115.76881999999999,102.00882,105.14941,116.94882,129.68882,114.10882,133.48882,121.62881999999999,138.72881999999998,135.88881999999998,115.00882,97.648821,115.68881999999999,110.42882,119.28882,109.32882,107.47941000000002,144.10882,107.88882,112.96882,113.16882,97.288821,99.508821,109.66882,120.12881999999999,109.08882,118.84881999999999,99.928821,110.26881999999999,121.20881999999999
223,75,1,100.79127,110.45127,117.05127,114.97126999999999,116.65127,122.31127,109.85127,133.49127,107.15127,124.55127,110.71127,112.45127,121.47126999999999,113.81127,129.95127,106.29127,117.81127,130.23127,108.39126999999999,101.81381,111.19126999999999,119.35127,113.37127,121.13127,118.61126999999999,116.17126999999999,102.49127,105.51127,117.49127,130.19127,114.65127,134.31127,122.29127,139.29127,136.41127,115.53126999999999,98.23127,116.19126999999999,110.97126999999999,119.87127,109.67126999999999,107.93127,144.99127,108.65127,113.49127,113.69126999999999,97.79127,100.05127,110.17126999999999,120.85127,109.43127,119.41127,100.37127,111.01127,121.83126999999999
224,75,2,101.12342,110.96342,117.48342,115.68342,117.20342,122.78341999999999,110.20342,133.90341999999998,107.62342,125.18342,111.12342,112.84342,122.03027,114.22341999999999,130.40341999999998,106.70342,118.24342,130.62341999999998,108.72341999999999,102.28341999999999,111.66342,119.88342,113.78341999999999,121.72341999999999,119.30341999999999,116.58341999999999,102.90342,105.86341999999999,117.90342,130.60342,115.20342,134.96341999999999,122.74342,139.76342,136.82342,116.10342,98.743424,116.54342,111.38342,120.34342,109.98342,108.34342,145.68341999999998,109.17027,113.98342,114.16342,98.183424,100.38342,110.58341999999999,121.32342,109.84342,119.84342,100.80341999999999,111.42342,122.40342
225,76,0,101.60846,111.40846,118.30846000000001,116.10846000000001,117.82846,123.42846000000002,110.48846,134.52537,108.02846000000001,126.10846000000001,111.54846,113.26846,122.66846000000001,114.68846,131.06846000000002,107.18846,118.86846000000001,131.06949,109.18846,102.78846,112.06846000000002,120.48846,114.28846000000001,122.48846,119.96846000000001,116.94846000000001,103.34962,106.30846000000001,118.48846,131.02962,115.82846,136.30846,123.44846000000001,140.24846000000002,137.34846000000002,116.70846,99.06845799999999,116.98846,111.92846000000002,120.84846,110.30923,108.76846,146.22846,109.72846000000001,114.50846000000001,114.58846000000001,98.668458,100.74846,111.08846000000001,121.86846000000001,110.32846,120.86846000000001,101.32845999999999,112.00846000000001,123.12846
226,76,1,102.45472,112.15472,119.25471999999999,117.15472,118.67472,124.25471999999999,111.23472,135.45472,108.51236000000002,127.15472,112.31472,114.00236000000001,123.43472,115.45472,132.11943,107.95943,119.69471999999999,131.67472,109.95472,103.51472,112.83471999999999,121.25471999999999,115.05471999999999,123.37472,120.95472,117.51472,104.03472,107.11471999999999,119.39471999999999,131.63472,116.69471999999999,137.13472,124.31472,141.01471999999998,138.21472,117.47471999999999,99.77471700000001,117.55471999999999,112.65472,121.61471999999999,110.97471999999999,109.53472,146.99472,110.55471999999999,115.19471999999999,115.31472,99.374717,101.41471999999999,111.71472,122.63472,111.11471999999999,121.71472,101.95472,112.81472,124.17472
227,76,2,103.27322,112.95581000000001,120.07321999999999,117.7336,119.51321999999999,125.07321999999999,111.70243,136.45322,109.00216,128.15322,113.12161,114.77322,124.09081,115.85322,133.03322,108.77211000000001,120.37387,132.21421999999998,110.79211000000001,103.98253000000001,113.63332,122.19322,115.87321999999999,124.07321999999999,122.03322,117.9329,104.7336,107.85032,120.31322,132.05331999999999,117.51321999999999,137.95322,125.09322,141.77333000000002,139.37322,118.39322,100.59031999999999,118.37321999999999,113.43387,122.13322,111.32343999999999,110.19322,147.81322,111.27463999999999,115.87321999999999,116.09581000000001,99.82243199999999,102.05322,112.3536,123.3936,111.69821999999999,122.79321999999999,102.75211,113.46161000000001,124.99322
228,77,0,103.8163,113.4763,120.6363,117.9763,120.1763,125.6363,112.0563,137.3763,109.3163,128.7363,113.6763,115.30315,124.54315,116.4163,133.7363,109.0763,120.76726000000001,132.5363,111.1763,104.2163,114.05877,122.7763,116.4363,124.62315,122.8163,118.33526,104.9563,108.0121,121.1563,132.5163,118.0763,138.5163,125.6963,142.0563,139.9763,119.0763,100.69105,119.17315,113.9163,122.6963,111.66543999999999,110.7563,148.3963,111.7363,116.41877,116.5963,100.04315,102.58315,112.5363,123.7163,112.0763,123.5163,103.0763,114.0163,125.5163
229,77,1,104.40689,114.12066000000002,121.12008999999999,118.64066000000001,120.72266,126.24066,112.68066,138.04066,109.66066000000001,129.44066,114.36066000000001,115.86066000000001,125.10066,116.92688999999999,134.42066,109.62066000000002,121.20066000000001,133.10066,111.64066000000001,104.73844,114.44511000000001,123.38066,117.08066000000001,125.12066000000002,123.48066000000001,118.80689,105.50066000000001,108.46013,121.86066000000001,133.08066000000002,118.68066,139.14066,126.48066000000001,142.70066,140.96066000000002,119.60266000000001,101.13844,119.82066,114.52066,123.34066000000001,112.06066000000001,111.36066000000001,149.06066,112.36066000000001,116.94066000000001,117.18066,100.50066,103.04066,113.04533,124.20066000000001,112.72066000000001,124.42066000000001,103.46066,114.62066000000002,126.00066000000001
230,77,2,104.72828,114.76828,121.42828,119.04828,121.06828,126.72828,113.16828000000001,138.54828,110.04828,130.08828,114.92828,116.32828,125.62828,117.30828000000001,135.06828000000002,110.04828,121.48828,133.60828,112.12828,105.04828,114.78828,123.90828,117.56828,125.58828000000001,124.12828,119.15914,106.02828000000001,108.72828,122.36828,133.58828,119.24828000000001,139.62828000000002,126.96828000000001,143.20828,141.88828,119.94828000000001,101.52828000000001,120.32828,114.82914,123.96828000000001,112.43914,111.90828,149.70828,112.80828000000001,117.28828,117.66828000000001,100.86828,103.42828,113.42828,124.68828,113.24828000000001,124.92828,103.78914,115.00828,126.42828
231,78,0,105.07658,115.13658000000001,121.77658000000001,119.33886000000001,121.43658,127.07658,113.51658,138.90315,110.39658,130.43658,115.27658000000001,116.67658,125.97658,117.77658000000001,135.51658,110.43658,121.83658,133.97658,112.47658,105.39658,115.13658000000001,124.37658,117.91658000000001,125.93658,124.71658000000001,119.49658000000001,106.37658,109.05658000000001,122.71658000000001,133.93658,119.62315,139.97658,127.31658,143.55658,142.35658,120.35658000000001,101.91658000000001,120.67658,115.17658,124.31658,112.75658,112.27658000000001,150.19658,113.15658,117.65658,118.01658,101.23658,103.77658000000001,113.79658,125.07658,113.59658,125.49658000000001,104.07658,115.35658000000001,126.79658
232,78,1,105.45648999999999,115.73648999999999,122.03648999999999,119.6455,121.83649,127.71649,113.89648999999999,139.33649,110.77648,131.05649,115.87648999999999,117.11648999999998,126.47648999999998,118.11648999999998,136.05649,110.87648999999999,122.07648999999999,134.37649,112.82323999999998,105.73648999999999,115.49649,124.77648,118.27648,126.41648,125.19649,119.87648999999999,106.75648999999999,109.41648,123.27648,134.35648,120.07648999999999,140.49649,127.79648999999999,144.31649,142.89649,120.73648999999999,102.23649,121.13648,115.53648999999999,124.97648999999998,113.11648999999998,112.97648999999998,150.73648,113.67648999999999,118.05649,118.37648999999999,101.69649,104.23649,114.27648,125.45648999999999,113.99649,126.09883,104.43649,115.81648999999999,127.31648999999999
233,78,2,105.83961000000001,116.11962,122.42923,120.01961999999999,122.25961000000001,128.09962,114.27962,139.77962,111.15961000000001,131.43962,116.25961000000001,117.51961999999999,126.99962,118.49961,136.80923,111.27962,122.41961,134.77961000000002,113.19961,106.07961999999999,115.87961999999999,125.47962,118.65961999999999,126.89962,125.57961999999999,120.27962,107.27962,109.79961999999999,123.69961,134.75961,120.45962,140.92923000000002,128.17962,145.09962,143.31962,121.13962,102.63961,121.60923000000001,115.91961,125.59962,113.47962,113.45962,151.49962,114.07961,118.49962,118.87961999999999,102.15961,104.65961999999999,114.74923000000001,125.91961,114.45962,126.39962,104.75962,116.19961,127.71961999999999
234,79,0,106.22469,116.58469,122.74468999999999,120.33122,122.60468999999999,128.72468999999998,114.54468999999999,140.14469,111.48468999999999,131.76469,116.72469,117.86469,127.36469,118.82468999999999,137.50468999999998,111.64469,122.75183999999999,135.20469,113.52468999999999,106.34468999999999,116.22469,125.96468999999999,118.98468999999999,127.28469,125.92468999999998,120.68468999999999,107.72469,110.22469,124.10468999999999,135.16468999999998,120.94469,141.28468999999998,128.56468999999998,146.15939,144.16468999999998,121.48468999999999,102.98469,122.30469,116.38468999999999,126.08469,113.82468999999999,114.02468999999999,152.18469,114.48468999999999,118.94469,119.30469,102.82469,105.10468999999999,115.12468999999999,126.28469,115.04468999999999,126.76468999999999,105.08469,116.60468999999999,128.18469
