,measure_number,beat_number,pid1263-19,pid50848-03,pid5667269b-38,pid5667291-15,pid9048-19,pid9049-19,pid9050-19,pid9054-19,pid9055-19,pid9058-19,pid9059-19,pid9060-19,pid9061-19,pid9062-19,pid9063-19,pid9065-14,pid9066-19,pid9067-19,pid9070b-02,pid9072-19,pid9074f-19,pid9075-19,pid9081-10,pid9088-14,pid9093-19,pid9094-19,pid9097-04,pid9099-19,pid9100b-19,pid9101b-01,pid9103-10,pid9104-19,pid9105b-02,pid9111-19,pid9113-15,pid9118-19,pid9122-03,pid9123-02,pid9124-11,pid9129-20,pid9137-11,pid9138-19,pid9139-19,pid9153-19,pid9166f-16,pid9170-19,pid9174-19,pid9186c-19,pid918812-11,pid9192-19
89,31,1,39.100204,27.840203999999996,43.880204,27.753401,43.860203999999996,36.940204,44.480204,29.480203999999997,42.060204,27.960203999999997,40.760203999999995,32.080203999999995,43.060204,39.860203999999996,43.060204,32.560204,42.011701,39.360203999999996,33.560204,34.080203999999995,41.940204,39.780204,36.080203999999995,35.320204,37.140204,38.860203999999996,44.140204,40.960204,30.520204,39.060204,40.980204,39.800204,55.70020400000001,43.860203999999996,27.560204,38.240204,40.145102,31.840203999999996,39.560204,31.380204,26.080204000000002,37.900203999999995,36.040203999999996,31.480203999999997,30.300203999999997,47.040203999999996,34.780204,27.640203999999997,39.765102,36.920204
90,31,2,39.482063000000004,28.142063,44.322063,28.062063000000002,44.222063,37.262063,44.902063,29.862063,42.442063,28.262063,41.126032,32.462063,43.442063,40.222063,43.502063,32.842063,42.302063000000004,39.682063,33.862063,34.402063,42.342063,40.162063,36.382063,35.622063,37.442063,39.182063,44.482063000000004,41.362063,30.782063,39.442063,41.282063,40.122063,56.502063,44.242063,27.862063,38.582063,40.482063000000004,32.122063,39.882063,31.702063,26.402063000000002,38.282063,36.382063,31.782063,30.653015999999997,47.482063000000004,35.122063,27.836032,40.102063,37.302063000000004
91,32,0,39.814059,28.418118,44.778118,28.318118,44.618118,37.618118,45.338118,29.984406,42.758117999999996,28.538118,41.498118,32.778118,43.878118,40.638118,43.918118,33.158118,42.578117999999996,40.058118,34.238118,34.738118,42.758117999999996,40.538118,36.838118,35.978118,37.758117999999996,39.474059000000004,44.798118,41.798118,31.072706,39.898118,41.718118,40.458118,57.05811800000001,44.618118,28.138118,38.958118,40.838118,32.418118,40.238118,31.998117999999998,26.678117999999998,38.638118,36.718118,32.058118,30.938118,47.858118,35.438117999999996,28.098118,40.458118,37.658118
92,32,1,40.198617,28.798617,45.338617,28.691436,45.098617,38.138616999999996,45.878617,30.498617,43.418617,28.898616999999998,42.038616999999995,33.258617,44.298617,41.258617,44.538616999999995,33.598617,43.158617,40.618617,34.658617,35.178616999999996,43.298617,41.098617,37.638616999999996,36.438617,38.198617,40.044308,45.398617,42.458617,31.446206,40.558617,42.378617,41.018617,57.698617000000006,45.258617,28.493577000000002,39.558617,41.618617,32.878617,40.818616999999996,32.478617,27.098616999999997,39.258617,37.198617,32.391723,31.338617,48.498616999999996,35.898617,28.438616999999997,41.038616999999995,38.238617
93,32,2,40.478526,29.022132,45.798526,28.874263,45.678526,38.458526,46.298526,30.818526000000002,43.798526,29.158526000000002,42.478526,33.638526,44.698526,41.738526,44.978526,33.898526000000004,43.518526,41.058526,35.018526,35.498526,43.878526,41.498526,38.138526,36.838526,38.558526,40.414263,45.756066,42.918526,31.819509000000004,40.958526,42.858526,41.418526,58.558526,45.778526,28.694263,39.958526,42.198526,33.178526,41.199509,32.758526,27.298526000000003,39.738526,37.384263,32.602132,31.594263,49.018526,36.134263,28.598526,41.411705,38.658526
94,33,0,40.792245,29.392245000000003,46.272245,29.201121999999998,46.152245,38.812245000000004,46.752245,31.132245,44.252245,29.512245,42.932245,34.092245,45.112245,42.191122,45.391121999999996,34.432245,43.992245000000004,41.492245000000004,35.452245,35.952245,44.532245,41.992245000000004,38.672245000000004,37.232245,39.112245,40.792245,46.092245,43.311122,32.252245,41.412245,43.272245,41.752245,59.132245,46.434490000000004,29.012245,40.312245000000004,42.612245,33.712245,41.452245,33.192245,27.630561,40.172245000000004,37.752245,32.932245,31.912245000000002,49.732245,36.412245,28.852245,41.652245,39.192245
95,33,1,41.318866,29.759621999999997,46.818866,29.558866,46.566289000000005,39.258866,47.318866,31.458865999999997,44.758866,29.898865999999998,43.498866,34.572955,45.678866,42.798866,45.958866,34.958866,44.692955,42.078866,35.819621999999995,36.498866,45.278866,42.618866,39.238865999999994,37.898866,39.718866,41.378865999999995,46.678866,43.878865999999995,32.652955,42.038866,43.878865999999995,42.278866,59.99886600000001,47.478866,29.378866,40.774433,43.058865999999995,34.218866,41.775773,33.678866,27.978865999999996,40.798866,38.178866,33.198865999999995,32.198865999999995,50.498866,36.838865999999996,29.118865999999997,41.975773,39.838865999999996
96,33,2,41.956893,30.416892999999998,47.336892999999996,30.176893,47.156893,39.916893,47.936893,31.956893,45.396893,30.516893,44.236893,35.136893,46.496893,43.596893,46.816893,35.596893,45.436893,42.736893,36.136893,37.316893,46.236893,43.356893,40.003787,38.716893,40.656893,41.776893,47.103446999999996,44.756893,33.403447,42.836892999999996,44.416893,43.116893,61.35689300000001,48.576893,29.976893,41.456893,43.856893,34.876893,42.056893,34.476893,28.376893,41.856893,38.676893,33.717754,32.676893,51.676893,37.456893,29.936892999999998,42.256893,40.796893
97,34,0,42.700658000000004,30.760658000000003,47.840658000000005,31.031315000000003,47.760658,40.660658000000005,48.620658,32.400658,46.160658000000005,30.880658,44.920658,35.720658,46.980658,44.140658,47.640658,36.400658,45.900658,43.660658000000005,36.540658,37.940658,46.760658,44.080658,40.920658,39.380658000000004,41.340658000000005,42.200658000000004,47.373553,45.540658,33.840658000000005,43.460658,45.540658,43.860658,62.240657999999996,49.480658,30.851315000000003,42.240658,44.560658000000004,35.680658,42.680658,34.966885999999995,28.740658000000003,42.680658,39.195329,33.837237,33.100658,52.320658,37.880658000000004,30.600658000000003,42.880658000000004,41.260658
98,34,1,42.948277000000004,31.048277000000002,48.208277,31.768277,48.268277000000005,41.228277,49.008277,32.668277,46.648277,31.168277000000003,45.408277000000005,36.029138,47.408277000000005,44.608277,48.188277,36.928277,46.568277,44.288277,36.768277000000005,38.268277000000005,47.308277000000004,44.496092,41.288277,39.928277,41.788277,42.688277,47.608277,46.068277,34.508277,43.828277,45.988277000000004,44.408277000000005,63.028277,50.148277,31.568277000000002,42.568277,45.028277,36.208277,42.988277000000004,35.228277,29.022759000000004,43.228277,39.548277,34.128277000000004,33.368277,52.848277,38.348277,30.976091999999998,43.188277,41.708277
99,34,2,43.445601,31.385601,48.776803,32.185601,48.6378,41.845601,49.425601,33.025601,47.245601,31.505601000000002,45.865601,36.485601,47.845601,45.185601,48.765601000000004,37.365601,47.125601,44.645601,37.0752,38.585601000000004,47.785601,45.005601,41.8078,40.485601,42.225601,43.085601000000004,48.125601,46.605601,34.985601,44.365601,46.501867,44.845601,63.745601,50.985601,31.985601000000003,42.868534000000004,45.445601,36.645601,43.325601,35.585601000000004,29.265601,43.965601,39.925601,34.4978,33.705601,53.385601,38.845601,31.445601,43.545601,42.285601
100,35,0,43.788095,31.748095000000003,49.168095,32.548095,49.008095000000004,42.188095000000004,49.788095,33.288095,47.628095,31.848095,46.288095,36.828095000000005,48.168095,45.536032,49.148095,37.768095,47.588095,45.028095,37.408095,38.908095,48.188095000000004,45.448095,42.188095000000004,40.868095000000004,42.608095,43.408095,48.508095000000004,46.988095,35.428095,44.748095,46.848095,45.228095,64.46809499999999,51.40619,32.368095000000004,43.179524,45.748095,37.048095,43.748095,35.898299,29.568095,44.468095,40.236032,34.708095,33.988095,53.808094999999994,39.268095,31.722697999999998,43.948095,42.708095
101,35,1,44.353809999999996,32.153754,49.69381,32.993809999999996,49.43381,42.713809999999995,50.253809999999994,33.63381,48.173809999999996,32.271832,46.73381,37.19381,48.55381,45.97381,49.673809999999996,38.173809999999996,48.073809999999995,45.493809999999996,37.713809999999995,39.33381,48.584603,45.87381,42.601905,41.173809999999996,43.033809999999995,43.79381,49.15381,47.45381,35.93381,45.213809999999995,47.27381,45.69381,65.11381,51.893809999999995,32.79381,43.541905,46.11381,37.45381,44.173809999999996,36.204603000000006,29.811905,44.95381,40.59381,34.993809999999996,34.393809999999995,54.27381,39.673809999999996,32.033809999999995,44.393809999999995,43.13381
102,35,2,44.865328999999996,32.287664,50.165329,33.405328999999995,49.765329,43.128832,50.725328999999995,33.952944,48.585328999999994,32.385329,47.266644,37.467664,48.95511,46.325328999999996,50.145329,38.645329,48.545328999999995,45.769533,38.115381,39.725328999999995,48.965329,46.405328999999995,42.925329,41.485329,43.505328999999996,44.125329,49.685328999999996,47.825328999999996,36.345329,45.685328999999996,47.656355,46.125329,65.69730200000001,52.445329,33.211915999999995,43.892944,46.525329,37.925329,44.445329,36.505328999999996,30.049611,45.460658,41.065329,35.415533,34.851915999999996,54.685329,40.045328999999995,32.321095,44.665329,43.545328999999995
103,36,0,45.263968,32.643968,50.543968,33.663968,50.143968,43.463968,51.063968,34.123968,48.963968,32.763968,47.643968,37.843968,49.243968,46.583968,50.643968,38.928794,48.863968,46.123968,38.267989,40.023967999999996,49.303968,46.783968,43.203967999999996,41.763968,43.883967999999996,44.416984,50.023967999999996,48.183968,36.663968,46.063968,47.843968,46.423968,66.503968,52.82396800000001,33.483968,44.083968,46.843968,38.186746,44.703967999999996,36.883967999999996,30.323968,45.903968,41.303968,35.576984,35.056984,55.023968,40.397936,32.523967999999996,44.906746000000005,43.883967999999996
104,36,1,45.459388,32.899388,50.919388,33.959388,50.459388,43.779388,51.399388,34.359388,49.259388,32.999388,48.019388,38.139388000000004,49.499388,46.899388,51.119388,39.179388,49.279388,46.419388,38.492346999999995,40.319388000000004,49.619388,47.119388,43.479388,42.039388,44.179388,44.674694,50.299388,48.499388,36.939388,46.339388,48.099388,46.699388,67.139388,53.159388,33.764694,44.339388,47.099388,38.459388,44.939388,37.119388,30.599388,46.199388,41.599388,35.859388,35.299388,55.399388,40.719388,32.762347,45.159388,44.279388
105,36,2,45.915442,33.162721000000005,51.435442,34.295442,50.852721,44.135442,51.795442,34.662721000000005,49.655442,33.262721,48.355442,38.515442,49.835442,47.355442,51.515442,39.498481,49.635442,46.735442,38.742721,40.595442,49.955442,47.475442,43.795442,42.315442,44.515442,44.975442,50.755441999999995,48.875442,37.315442,46.675442,48.515442,47.035441999999996,67.735442,53.555442000000006,34.095442,44.602721,47.422721,38.762721,45.255441999999995,37.435442,30.832721000000003,46.695442,41.915442,36.175442,35.592721000000004,55.83544200000001,41.071360999999996,33.075441999999995,45.455442,44.835442
106,37,0,46.266327000000004,33.486327,51.906327000000005,34.682653,51.166327,44.466327,52.142653,34.958163,49.986327,33.586327000000004,48.726327000000005,38.838163,50.146327,47.686327,51.846327,39.806327,49.986327,47.022109,38.986327,40.926327,50.286327,47.846327,44.126327,42.638163,44.946327000000004,45.306327,51.086327000000004,49.246327,37.646327,47.006327,48.906327000000005,47.358163,68.38632700000001,53.886327,34.486327,44.878163,47.746327,39.078163,45.622653,37.666327,31.126327000000003,47.006327,42.206327,36.406327000000005,35.906327000000005,56.206327,41.326327,33.358163,45.822653,45.206327
107,37,1,46.799751,33.799972,52.319751000000004,35.099751,51.539751,44.899751,52.579751,35.259751,50.459751000000004,33.881625,49.139751000000004,39.159751,50.539916999999996,48.099751,52.319751000000004,40.099751,50.399751,47.439751,39.342438,41.352438,50.699751,48.299751,44.519751,42.979751,45.319751000000004,45.779751,51.659751,49.699751,37.984875,47.419751,49.339751,47.739751,68.97975100000001,54.299751,34.899751,45.179751,48.139917,39.399916999999995,46.099751,38.01775,31.422438,47.419751,42.519751,36.699751,36.259751,56.619751,41.699751,33.62395,46.319751000000004,45.619751
108,37,2,47.578367,34.024184000000005,52.818367,35.365522999999996,51.958366999999996,45.378367,53.018367000000005,35.486963,50.932837,34.118367,49.688571,39.458366999999996,50.838367,48.418366999999996,52.818367,40.418366999999996,50.707364,47.778366999999996,39.77691,41.644184,51.198367,48.918366999999996,44.838367,43.318366999999995,45.978367,46.237092,52.158367,50.178367,38.358367,47.918366999999996,49.678367,48.038367,69.59836700000001,54.838367000000005,35.258367,45.438367,48.538367,39.698367,46.398367,38.318366999999995,31.638367,47.838367,42.962092,37.119456,36.658367,57.044183999999994,41.985224,33.838367,46.598366999999996,46.058367
109,38,0,47.920068,34.280204,53.20020400000001,35.720203999999995,52.320204,45.760203999999995,53.320204000000004,35.815102,51.160204,34.400203999999995,50.180203999999996,39.840204,51.120204,48.724041,53.380204000000006,40.720203999999995,51.060204,48.140204,39.96085,42.000204,51.640204,49.320204,45.060204,43.605102,46.360203999999996,46.560204,52.475102,50.580203999999995,38.660022999999995,48.300204,49.946276,48.380204,70.240204,55.260204,35.520204,45.700204,48.860203999999996,40.000204,46.660204,38.660204,31.860204,48.160204,43.300204,37.460204,36.908601000000004,57.380204000000006,42.300204,34.060204,46.868601,46.380204
110,38,1,48.191247,34.551247,53.611247,36.051247,52.691247,46.071247,53.691247,36.031247,51.431247,34.671246999999994,50.631246999999995,40.111247,51.451246999999995,49.011247,53.860624,41.091246999999996,51.531247,48.431247,40.111247,42.271246999999995,52.171246999999994,49.731246999999996,45.371247,43.871247,46.671246999999994,46.857082,52.771246999999995,50.931247,38.931247,48.611247,50.211247,48.691247,70.811247,55.651247,35.850623999999996,45.992494,49.091246999999996,40.371247,46.911246999999996,38.900624,32.160624,48.411246999999996,43.611247,37.611247,37.131246999999995,57.731246999999996,42.631246999999995,34.331247,47.111247,46.771246999999995
111,38,2,48.636168,34.876168,54.182336,36.376168,53.036168,46.476168,54.036168,36.396167999999996,51.836168,34.996168,51.196168,40.536167999999996,51.816168,49.516168,54.282336,41.482336,52.136168,48.716167999999996,40.396167999999996,42.676168,52.676168000000004,50.236168,45.696168,44.183084,47.056168,47.236168,53.176168000000004,51.316168,39.196168,49.016168,50.636168,49.016168,71.34850300000001,56.076168,36.196168,46.516168,49.456168,40.780839,47.236168,39.236168,32.436168,48.816168,43.956168,38.016168,37.476168,58.19616800000001,43.036167999999996,34.616168,47.436168,47.322336
112,39,0,48.979932,35.259932,54.53993199999999,36.719932,53.379932,46.819932,54.379932,36.699932000000004,52.179932,35.359932,51.579932,40.799977,52.079932,49.859932,54.659932,41.919932,52.61993199999999,48.999932,40.679932,43.039932,53.059931999999996,50.619932,46.019932,44.499932,47.319932,47.639932,53.519932,51.619932,39.499932,49.359932,50.979932,49.339932,71.859932,56.419931999999996,36.519932,46.839932,49.744966,41.209864,47.579932,39.539986,32.659932,49.099932,44.246644,38.266644,37.779932,58.519932,43.339932,34.899932,47.779932,47.699932000000004
113,39,1,49.504965999999996,35.738741,55.004966,37.124966,53.804966,47.404965999999995,54.784966000000004,37.084965999999994,52.704966000000006,35.861655,52.084965999999994,41.117483,52.464966000000004,50.324965999999996,55.224966,42.544965999999995,53.124966,49.504965999999996,40.957483,43.484966,53.513179,51.044965999999995,46.464966,44.824965999999996,47.864965999999995,48.144966,54.084966,52.064966,39.997483,49.844966,51.404965999999995,49.784966,72.58496600000001,56.84496600000001,36.924966,47.264965999999994,50.184965999999996,41.804966,47.998740999999995,39.904965999999995,32.904965999999995,49.544965999999995,44.684965999999996,38.644966,38.204966,58.964966000000004,43.764965999999994,35.207483,48.257483,48.077483
114,39,2,50.166121999999994,36.246122,55.426122,37.576187,54.179354000000004,47.85516,55.171791000000006,37.366122,53.334031,36.346121999999994,52.538061,41.371612,52.83893199999999,50.664004999999996,55.806121999999995,43.191075,53.535374,50.086121999999996,41.226122,44.112778999999996,53.815374,51.786122,46.723003999999996,45.206122,48.515374,48.634014,54.579269999999994,52.566122,40.206122,50.506122,51.926122,50.292303000000004,73.47449,57.666121999999994,37.373301,47.946121999999995,50.595374,42.412779,48.266121999999996,40.225484,33.142115000000004,49.966122,45.118061,39.037164000000004,38.726122,59.303444999999996,44.142875,35.646122,48.466122,48.538061
115,40,0,50.868322,36.786644,55.926643999999996,37.903288,54.66664399999999,48.346644,55.723288000000004,37.766644,53.746643999999996,36.906644,53.08664399999999,41.746644,53.223288000000004,51.146644,56.44664399999999,43.506644,54.08664399999999,50.806644,41.906644,44.446644,54.246643999999996,52.466643999999995,47.106644,45.786644,49.086644,49.166644,54.846644,53.12664399999999,40.843288,51.106644,52.506643999999994,51.026644,74.66664399999999,58.346644,37.726644,48.606644,51.326644,42.766644,48.606644,40.806644,33.388321999999995,50.526644,45.826644,39.486644,39.306644,59.706644,44.586644,36.026644,48.826644,49.006644
116,40,1,51.200023,37.152004999999996,56.460023,38.460023,54.980022999999996,48.760023,56.320023,38.080023,54.220023,37.265011,53.540023,42.100023,53.700023,51.600023,56.900023,44.060023,54.640023,51.180023,42.160022999999995,44.820023,54.620022999999996,52.900023,47.460023,46.035011,49.680023,49.840022999999995,55.140023,53.700023,41.500023,51.480022999999996,52.840022999999995,51.400023,75.660023,59.060023,38.260023,48.940023,51.700023,43.320023,48.960023,41.100023,33.755010999999996,50.960023,46.120022999999996,39.820023,39.680023,60.100023,45.060023,36.460023,49.180023,49.540023
117,40,2,51.631541999999996,37.511542,56.911542000000004,38.891542,55.331542000000006,49.131541999999996,56.671542,38.371542,54.891542,37.631541999999996,53.93154200000001,42.551542,54.093084,52.014626,57.331542000000006,44.471542,55.051542000000005,51.611542,42.351541999999995,45.111542,54.97154200000001,53.331542000000006,47.811541999999996,46.391542,50.100794,50.211542,55.591542000000004,54.071542,42.051542,51.911542,53.271542000000004,51.851541999999995,76.551542,59.811542,38.691542,49.551542,52.211542,43.731542,49.393084,41.491541999999995,33.951541999999996,51.391542,46.451541999999996,40.251542,39.971542,60.591542000000004,45.611542,36.931542,49.613084,50.151542
118,41,0,52.102857,37.902857,57.562856999999994,39.226428999999996,55.722857,49.462857,57.062856999999994,38.620952,55.32285699999999,38.042857,54.342856999999995,42.866429,54.526429,52.382857,57.762857,44.822857,55.342856999999995,52.262857000000004,42.662857,45.522857,55.342856999999995,53.722857,48.162857,46.782857,50.642857,50.642857,55.982856999999996,54.426429000000006,42.442857000000004,52.342857,53.64285699999999,52.176429,77.262857,60.222857,39.046428999999996,49.842857,52.562856999999994,44.082857000000004,50.022857,41.922857,34.222857,52.162857,46.762857000000004,40.662857,40.282857,61.022856999999995,45.954285999999996,37.302857,50.222857,50.602857
119,41,1,52.77839,38.348341,58.13839,39.60613,56.13839,49.938390000000005,57.57839,38.984195,55.87839,38.478390000000005,54.81839,43.21839,54.99839,52.978390000000005,58.37839,45.17839,55.758390000000006,52.77839,43.21839,46.06613,55.86356,54.27839,48.658390000000004,47.31839,51.23839,51.19839,56.67839,54.91839,42.95839,52.89839,54.03839,52.63839,78.11839,60.71839,39.42613,50.338390000000004,52.99839,44.41839,50.439678,42.338390000000004,34.518390000000004,52.658390000000004,47.158390000000004,41.118390000000005,40.67839,61.59839,46.39839,37.59839,50.655678,51.01977
120,41,2,53.91346899999999,38.957823,58.853469,39.993469,56.880867,50.533339,58.311735,39.353469,56.473468999999994,39.077822999999995,55.393468999999996,43.473469,55.69346899999999,53.751067000000006,59.153468999999994,45.593469,56.433468999999995,53.23703199999999,43.970782,46.814694,56.533469,55.041734999999996,49.221734999999995,48.010694,52.161735,52.090102,57.753468999999996,55.59346899999999,43.633469,53.673469,54.752556999999996,53.191734999999994,79.21346899999999,61.613468999999995,39.813469,50.893469,53.59346899999999,44.853469,50.993469,42.953469,34.793469,53.475867,47.917823,41.897245,41.193469,62.433468999999995,46.913622,37.931499,51.213469,51.721734999999995
121,42,0,54.820816,39.320816,59.560816,40.320816,57.360816,50.860816,58.820816,39.820816,57.020816,39.440816,56.160816000000004,43.900816,56.320816,53.980816000000004,59.960816,46.040816,56.820816,53.400816000000006,44.140816,47.345408,57.300816000000005,55.740816,49.640816,48.540816,52.920816,52.231633,58.740816,56.400816000000006,44.100815999999995,54.440816000000005,55.280816,53.760816000000005,80.480816,62.800816000000005,40.140816,51.780815999999994,54.160816000000004,45.300816,51.540816,43.580816,35.180816,54.060816,48.265408,42.580816,41.780815999999994,63.080816000000006,47.160816,38.098469,51.760816,52.140816
122,42,1,55.14641700000001,39.608209,59.946417000000004,40.606417,57.686417000000006,51.186417,59.186417000000006,40.086417,57.486417,39.728209,56.486417,44.226417,56.64641700000001,54.386417,60.346417,46.314104,57.386417,53.706417,44.306416999999996,47.706417,57.626417000000004,56.082139,50.046417,48.986416999999996,53.266417000000004,52.64641700000001,59.166417,56.78641700000001,44.446417,54.766417000000004,55.666417,54.166417,81.10641700000001,63.126417000000004,40.408209,52.106417,54.329602,45.562139,51.946417,43.709488,35.446417,54.426417,48.546417,42.82607,42.106417,63.566417,47.506417,38.308209000000005,52.166416999999996,52.46641700000001
123,42,2,55.575986,39.975986,60.515986,40.915986,58.115986,51.515986,59.715986,40.395986,58.055986,40.095985999999996,56.915986,44.695986,57.035986,54.915986,60.835986,46.635985999999995,57.775985999999996,54.055986,44.521497,47.995986,58.155986,56.495986,50.515986,49.475986,53.695986,53.055986,60.035986,57.135985999999995,44.835986,55.255986,56.095985999999996,54.575986,81.675986,63.715986,40.735986,52.475986,54.715986,45.875986,52.375986,44.055986,35.755986,55.055986,48.935986,43.295986,42.495986,64.061973,47.915986,38.615986,52.575986,52.935986
124,43,0,55.916463,40.276463,60.976463,41.236463,58.436463,51.816463,60.136463,40.656463,58.456463,40.376463,57.276463,44.983230999999996,57.356463,55.216463,61.216463,46.896463,58.096463,54.356463,44.816463,48.316463,58.596463,56.836463,50.856463,49.773231,54.016463,53.482925,60.576463000000004,57.476463,45.156463,55.576463000000004,56.396463,54.896463,82.182925,64.056463,41.036463,52.74323100000001,54.976463,46.156463,52.796463,44.316463,36.056463,55.476463,49.243231,43.616463,42.816463,64.41646300000001,48.216463,38.916463,52.996463,53.256463000000004
125,43,1,56.588005,40.609334999999994,61.428005000000006,41.648005,58.948005,52.268005,60.66800500000001,40.969002,59.02800500000001,40.718286,57.748005000000006,45.368005,57.748005000000006,55.628005,61.66800500000001,47.228004999999996,58.508005000000004,54.788005000000005,45.188005,48.679666999999995,59.148005000000005,57.328005000000005,51.268005,50.128005,54.368005000000004,54.02800500000001,61.408005,57.908005,45.508005,56.02800500000001,56.988005,55.328005000000005,82.968005,64.488005,41.448005,53.188005000000004,55.38800500000001,46.468005,53.268005,44.678286,36.348005,55.968005000000005,49.588004999999995,43.928005,43.228004999999996,64.888005,48.548004999999996,39.208005,53.448005,53.688005000000004
126,43,2,57.085964000000004,40.865964,61.985964,42.045964,59.345964,52.585964000000004,61.165964,41.195138,59.485964,41.005964,58.145964,45.685964,58.115138,56.025964,62.169819,47.594495,58.805964,55.185964,45.572281,49.005964,59.593855000000005,57.725964000000005,51.605964,50.425964,54.845964,54.425964,62.185964,58.285964,45.905964000000004,56.425964,57.24519300000001,55.645964,84.285964,64.901927,41.835321,53.465964,55.785964,46.851774,53.585964000000004,45.005964,36.645964,56.365964,49.985964,44.425964,43.625964,65.285964,48.865964,39.489327,53.765964000000004,54.085964000000004
127,44,0,57.378949,41.136848,62.316848,42.236847999999995,59.716848,52.916848,61.463423999999996,41.396848,59.796848,41.256848,58.476848,45.976848,58.296848,56.356848,62.536848,47.776848,59.096848,55.536848,45.676848,49.276848,59.936848,58.076848,51.836847999999996,50.656848,55.156848,54.756848,62.516847999999996,58.596848,46.036848,56.756848,57.556847999999995,55.996848,84.616848,65.296848,42.036848,53.716848,56.096848,47.033424,53.876847999999995,45.336847999999996,36.876847999999995,56.696847999999996,50.256848,44.756848,43.856848,65.596848,49.136848,39.656848,54.096848,54.396848
128,44,1,57.613537,41.393537,62.773537,42.493536999999996,60.053537,53.173536999999996,61.733537,41.673536999999996,60.093537,41.493536999999996,58.833537,46.293537,58.653537,56.693537,62.853537,48.041769,59.393537,55.873537,45.877846000000005,49.633537,60.273537,58.393537,52.113537,50.913537,55.433537,55.093537,62.793537,58.913537,46.293537,57.033537,57.953537,56.273537,85.053537,65.580612,42.313537,53.98176899999999,56.293537,47.291769,54.153537,45.501769,37.133537,56.973537,50.533537,45.033537,44.133537,65.973537,49.433537,39.911769,54.353537,54.693537
129,44,2,58.050816000000005,41.700408,63.220408,42.800408000000004,60.400408,53.520407999999996,62.160408,42.000408,60.560407999999995,41.800408000000004,59.220408,46.660408000000004,58.960407999999994,57.060407999999995,63.260408,48.320408,59.740407999999995,56.160408,46.120135999999995,49.980408000000004,60.700407999999996,58.740407999999995,52.440408,51.200408,55.82040799999999,55.440408,63.280407999999994,59.260408,46.620408000000005,57.380407999999996,58.260408,56.600407999999995,85.600408,66.040408,42.620408000000005,54.260135999999996,56.660408,47.580408,54.50040799999999,45.840408000000004,37.380408,57.411632999999995,50.860408,45.340408000000004,44.460408,66.43081600000001,49.780408,40.200408,54.700407999999996,55.120408
130,45,0,58.366916,41.986916,63.766916,43.166916,60.766916,53.826916000000004,62.466916000000005,42.246916,60.88691600000001,42.106916,59.586916,46.986916,59.266916,57.38691600000001,63.62383199999999,48.606916,60.166916,56.466916000000005,46.406915999999995,50.306915999999994,61.063832,59.100747999999996,52.746916000000006,51.486916,56.146916000000004,55.766916,63.640747999999995,59.626916,46.826916,57.686916000000004,58.586916,56.906916,85.90691600000001,66.386916,42.986916,54.526916,56.966916000000005,47.866915999999996,54.846916,46.066916,37.626915999999994,57.746916000000006,51.148458000000005,45.646916,44.766915999999995,66.76691600000001,50.046915999999996,40.486916,55.046916,55.446916
131,45,1,59.017143000000004,42.285714,64.19714300000001,43.557142999999996,61.297143000000005,54.21714300000001,62.843571,42.519683,61.31714300000001,42.393571,60.07714300000001,47.337143,59.637143,57.81714300000001,64.037143,48.877143,60.617143000000006,56.877143000000004,46.773571000000004,50.797143,61.457143,59.49714300000001,53.081786,51.757143,56.49714300000001,56.197143000000004,64.257143,60.057143,47.095238,58.057143,59.157143000000005,57.263571,86.817143,66.817143,43.377143,54.85714300000001,57.35714300000001,48.137143,55.39714300000001,46.399048,37.926786,58.117143000000006,51.457143,45.937143,45.137143,67.19714300000001,50.437143,40.737142999999996,55.597143,55.85714300000001
132,45,2,59.812653000000005,42.512653,64.792653,43.892653,61.672653000000004,54.592653000000006,63.212653,42.752653,61.672653000000004,42.595663,60.732653000000006,47.652653,59.972653,58.192653,64.432653,49.137551,60.952653000000005,57.292653,47.132653000000005,51.232653000000006,61.832653,59.872653,53.341327,52.072653,56.872653,56.672653000000004,64.75265300000001,60.512653,47.312653000000005,58.432653,59.712653,57.572653,88.172653,67.452653,43.704218,55.112653,57.792653,48.384218,55.732653000000006,46.752653,38.132653000000005,58.452653000000005,51.832653,46.292653,45.452653000000005,67.572653,50.741327000000005,40.924475,55.952653000000005,56.272653000000005
133,46,0,60.10798199999999,42.747982,65.087982,44.187982,62.085964000000004,54.867982,63.487981999999995,43.027982,61.987981999999995,42.867982,61.14798199999999,47.967982,60.24798199999999,58.487981999999995,64.807982,49.427982,61.227982,57.56798199999999,47.387982,51.507982,62.267981999999996,60.28798199999999,53.60798199999999,52.367982,57.14798199999999,56.987981999999995,65.027982,60.92798199999999,47.567982,58.707981999999994,59.987981999999995,57.867982,88.447982,67.787982,43.987982,55.367982,58.06798199999999,48.665964,55.96798199999999,47.027982,38.407982000000004,58.74798199999999,52.107982,46.547982,45.727982,67.867982,51.067982,41.127982,56.167981999999995,56.605964
