,measure_number,beat_number,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
216,73,0,95.844898,128.3649,128.7649,146.6049,126.5649,95.724898,117.8049,129.6049,115.4449,141.3249,114.8049,110.3849,134.2449,105.8849,118.4449,127.0449,127.7449,128.5249,107.0449,111.2249,109.1649,142.3249,120.1049,114.2849,151.3849,95.664898,132.2249,110.0049,102.6649,111.4249,131.3649,120.6049,103.6449,111.6249,95.064898,96.944898,115.3249,96.444898,121.2449,120.3249,112.7649
217,73,1,96.34,128.74,129.34,147.2,127.16,96.16,118.32,130.28,116.0,142.06,115.36,111.08,134.76,106.44,118.98,127.6,128.42,129.04,107.54,111.84,109.68,143.1,120.7,114.66,152.16,96.205,132.76,110.52,103.04,111.98,131.92,121.04,104.46,112.28,95.5,97.48,115.86,96.98,121.74,120.92,113.32
218,73,2,96.636429,129.06286,129.70286000000002,147.62286,127.52286000000001,96.462857,118.64286000000001,130.63571000000002,116.34286000000002,142.52286,115.70286000000002,111.50286000000001,135.14286,106.80286000000001,119.30286000000001,127.96286,128.76286000000002,129.36643,107.86286000000001,112.16286000000001,110.00286000000001,143.55571,121.10286,114.98286,152.60286000000002,96.542857,133.10286000000002,110.84286000000002,103.28643000000001,112.38286000000001,132.30286,121.42286000000001,104.82285999999999,112.70286000000002,95.842857,97.882857,116.20286000000002,97.36285699999999,122.08286000000001,121.32286,113.72286000000001
219,74,0,96.89102,129.41102,130.05102,148.09102,127.87102,96.75102,118.99101999999999,131.33102,116.75102,143.01102,116.05051,112.05102,135.53101999999998,107.19102,119.61102,128.37102,129.11051,129.7382,108.23102,112.49101999999999,110.25102,144.01102,121.59102,115.27051000000002,153.05102,96.73102,133.51102,111.21101999999999,103.57034,112.77102,132.71102,121.85101999999999,105.29101999999999,113.17102,96.25102,98.33102,116.63101999999999,97.75102,122.59102,121.75102,114.13203999999999
220,74,1,97.268163,130.02816,130.56816,148.58816000000002,128.38816,97.168163,119.36816,131.92816000000002,117.20816,143.54816,116.52448999999999,112.52816000000001,136.00816,107.70816,120.00816,128.84816,129.58816000000002,130.14816000000002,108.68816000000001,112.92816,110.62816000000001,144.56816,122.10816000000001,115.68816000000001,153.68816,97.068163,134.18816,111.62816000000001,103.90272,113.20816,133.18816,122.32816000000001,105.86816,113.68633,96.828163,98.888163,117.20816,98.188163,123.14816,122.42816,114.68816000000001
221,74,2,97.56653100000001,130.42653,130.88653,148.98653000000002,128.70653000000001,97.448844,119.68653,132.44653,117.52653000000001,143.96653,116.84653,112.96653,136.32653,108.04653,120.32653,129.16653,129.90653,130.54653000000002,109.00653,113.24653,110.94653000000001,144.88653,122.52306000000002,116.00653,154.07612,97.346531,134.50653,111.94653000000001,104.16826999999999,113.54653,133.50653,122.66653000000001,106.26653,114.16653000000001,97.14653100000001,99.36653100000001,117.60653,98.50653100000001,123.46653,122.82653,115.02653000000001
222,75,0,97.822041,131.06204,131.28204,149.54204,129.08203999999998,97.762041,120.02203999999999,133.18204,117.90203999999999,144.68204,117.28204,113.60203999999999,137.00204,108.50204,120.84204,129.55408,130.60204,131.06204,109.45408,113.65816000000001,111.34204,145.39408,123.00204,116.41408,154.76203999999998,97.762041,134.91408,112.44203999999999,104.50204000000001,114.08203999999999,134.38204,123.38203999999999,106.80203999999999,114.65408000000001,97.682041,100.48204,118.18203999999999,99.022041,124.20204,123.46203999999999,115.45408
223,75,1,98.243673,131.54367,131.78367,150.16367,129.60367,98.14367299999999,120.60367,134.12367,118.38367,145.38367,117.94367,114.38367,137.70367,108.98366999999999,121.66367,130.06367,131.36366999999998,131.78367,109.86367,114.16367,111.76366999999999,146.18367,123.70366999999999,117.02367,155.64367,98.323673,135.60367,113.12366999999999,104.87683999999999,114.64367,135.14367,124.30367,107.46367,115.18366999999999,98.223673,101.30367,118.94367,99.663673,125.02367,124.34366999999999,115.98366999999999
224,75,2,98.702823,131.98898,132.44693999999998,150.68694,130.26693999999998,98.546939,121.04693999999999,134.70694,118.94693999999998,146.08694,118.58693999999998,114.96694,138.54693999999998,109.44693999999998,122.14693999999999,130.70694,131.84616,132.31923,110.28693999999999,114.52956,112.30694,146.76693999999998,124.30694,117.62693999999999,156.20694,98.61846899999999,136.50694,113.63847,105.26693999999999,115.14693999999999,135.69565,124.92693999999999,107.99565,115.86693999999999,98.62898,101.79847,119.58693999999998,100.21847,125.56693999999999,124.80694,116.57847
225,76,0,99.039592,132.41959,132.91959,151.23959,130.75959,98.97959200000001,121.43959,135.21958999999998,119.37959,146.57959,119.03958999999999,115.53958999999999,139.09958999999998,109.97958999999999,122.57959,131.17959,132.29959,132.71958999999998,110.63958999999998,114.95958999999999,112.55958999999999,147.27958999999998,124.81958999999999,117.99959,156.73959,99.039592,137.09958999999998,114.03958999999999,105.59958999999999,115.59958999999999,136.07959,125.51959,108.41958999999999,116.29959,98.999592,102.23959,120.14918,100.65959000000001,126.01959,125.23958999999999,116.97958999999999
226,76,1,99.26775500000001,132.74776,133.28776000000002,151.66776000000002,131.12776000000002,99.287755,121.80776000000002,135.62776000000002,119.78776,146.98775,119.40775,116.20776000000001,139.54776,110.38776000000001,122.98776000000001,131.58775,132.72776000000002,133.16776000000002,110.96776000000001,115.30776000000002,112.86776,147.72776000000002,125.26775,118.40775,157.23878,99.367755,137.48775,114.36776,105.86776,115.94776,136.46776,125.98776000000001,108.76775,116.74776000000001,99.287755,102.60776,120.62775,101.02776,126.42776,125.58776,117.28776
227,76,2,99.61265300000001,133.09265,133.65265,152.29265,131.47265,99.652653,122.07265,136.05133,120.21265,147.41265,119.85265,116.73265,139.97265,110.79265,123.41265,131.93265,133.14133,133.55265,111.37265,115.73265,113.23265,148.31265,125.69265,118.81265,157.71265,99.741327,137.89265,114.73265,106.19265,116.39265,136.89265,126.49265,109.19265,117.35265,99.62132700000001,102.99265,121.15265,101.41265,126.83265,126.03265,117.73265
228,77,0,99.962857,133.44286,134.04286000000002,152.92286000000001,131.88286000000002,100.14286,122.50286000000001,136.58286,120.74286000000001,147.92286000000001,120.34286000000002,117.32286,140.60286000000002,111.22286000000001,124.14286000000001,132.34643,133.74286,134.04286000000002,111.72286000000001,116.30286000000001,113.62286,148.82286000000002,126.22286000000001,119.24286000000001,158.24286,100.30286,138.42286000000001,115.22286000000001,106.70286000000002,116.78286000000001,137.38286000000002,127.00286000000001,109.84286000000002,117.94286000000001,99.922857,103.76286,121.56286000000001,101.82285999999999,127.30286000000001,126.50286000000001,118.30286000000001
229,77,1,100.46245,133.84245,134.49622,153.50245,132.32245,100.78245,122.94245,137.16245,121.32245,148.36245,120.98245,117.90245,141.16245,111.78245,124.74245,132.78245,134.32245,134.64245,112.18621999999999,116.88245,114.16245,149.36245,126.84245,119.74245,158.80245,100.78245,138.98245,115.88245,107.18245,117.34245,137.86245,127.56245,110.48245,118.56245,100.36245,104.30245,122.06245,102.42245,127.76245,127.16245,118.84245
230,77,2,100.79347,134.15347,134.83347,153.95346999999998,132.67347,101.13346999999999,123.29347,137.51346999999998,121.67347,148.81347,121.37347,118.39347,141.59347,112.15347,125.09347,133.13347,134.63347,135.05347,112.53347,117.23347,114.45347,149.79346999999999,127.25347,120.07347,159.21347,101.07087,139.35347,116.25347,107.53347,117.71347,138.27347,127.91346999999999,110.83346999999999,118.99347,100.79347,104.69346999999999,122.41346999999999,102.81347,128.21347,127.51347,119.29347
231,78,0,101.05265,134.49265,135.21265,154.39531000000002,133.03265,101.43265,123.65265,137.95265,122.03265,149.23265,121.73265,119.01265,142.01531,112.51265,125.43265,133.51265,134.97265,135.41265,112.93265,117.59265,114.73265,150.19265,127.69265,120.39265,159.61265,101.27265,139.75531,116.61265,107.87265,118.13265,138.63265,128.37265,111.19265,119.43265,101.11265,105.05265,122.79265,103.27265,128.69531,127.87265,119.65265
232,78,1,101.41714,134.87714,135.61713999999998,154.87714,133.45713999999998,101.81714000000001,123.95714,138.39713999999998,122.45714,149.71714,122.17857,119.45714,142.47714,112.93713999999999,125.75713999999999,133.92428999999998,135.37714,135.83713999999998,113.35713999999999,117.99713999999999,115.03714,150.65714,128.15714,120.73714,160.03714,101.57714,140.19714,117.03714,108.27713999999999,118.57143,139.05714,128.85857,111.60428999999999,119.89143,101.68571,105.43713999999999,123.17714,103.70429,129.15714,128.33713999999998,120.10428999999999
233,78,2,101.71092,135.21184,135.99184,155.27184,133.81184,102.09184,124.29184,138.75184,122.79184,150.13183999999998,122.55183999999998,119.89183999999999,142.85183999999998,113.31183999999999,126.09735,134.27184,135.73367,136.17184,113.73183999999999,118.33183999999999,115.29184,150.99184,128.55184,121.07184,160.53184,101.91031,140.53184,117.37183999999999,108.51183999999999,118.95183999999999,139.39367,129.23183999999998,111.99184,120.27367,102.13184,106.17183999999999,123.53183999999999,104.09184,129.57183999999998,128.67184,120.45183999999999
234,79,0,101.99469,135.67469,136.37469,155.71469,134.19468999999998,102.35469,124.63468999999999,139.37469,123.13468999999999,150.61469,122.95468999999999,120.27468999999999,143.33469,113.73468999999999,126.49468999999999,134.65469,136.15469,136.63468999999998,114.07468999999999,118.67468999999998,115.62235,151.47468999999998,128.99469,121.51468999999999,161.13468999999998,102.13469,140.87469,117.71468999999999,108.79468999999999,119.39469,139.85468999999998,129.77469,112.53469,120.81468999999998,102.67939,106.77468999999999,123.93468999999999,104.53469,130.07469,129.11469,120.83469
235,79,1,102.47483000000001,136.21483,136.87483,156.37483,134.69483,102.77483000000001,125.11483,140.05483,123.61483,151.21483,123.79483,120.91483000000001,143.79483000000002,114.23483,127.19483000000001,135.15483,136.79483000000002,137.27483,114.53483,119.17483,116.03483,152.35483,129.67483000000001,122.19483000000001,161.95483000000002,102.63241,141.45483000000002,118.33483000000001,109.17483,120.01483,140.45483000000002,130.75483,113.17483,121.43483,103.47483000000001,107.61483,124.57483,105.23483,130.67483000000001,129.77483,121.33483000000001
236,79,2,103.03429,136.69429,137.59857,156.89428999999998,135.43857,103.23429,125.57428999999999,140.57429,124.11429,151.97429,124.51428999999999,121.61429,144.35429,114.71428999999999,127.81428999999999,135.93429,137.25429,137.87429,114.97429,119.69429,116.51213999999999,152.93429,130.33428999999998,122.75429,162.49428999999998,103.05429000000001,142.21428999999998,118.87428999999999,109.67428999999998,120.59428999999999,140.97214,131.59429,113.87428999999999,121.97429,103.91429000000001,108.15428999999999,125.19429,105.83429,131.13429,130.30476000000002,121.91429
237,80,0,103.29788,136.94326999999998,137.92916,157.32326,135.74327,103.60325999999999,126.02326000000001,140.90327,124.56326999999999,152.58327,124.91663,122.10326,144.68327,115.17663,128.22326999999999,136.24327,137.57663,138.30327,115.32327,120.01663,116.78327,153.38326,130.72326999999999,123.09663,162.94326999999998,103.30327,142.56327,119.14327,109.84326999999999,120.91663,141.28327,132.10326,114.28327,122.46327,104.26326999999999,108.48326999999999,125.54326999999999,106.20326999999999,131.48326,130.74327,122.16327
238,80,1,103.41388,137.21388000000002,138.21388000000002,157.73388,136.01388,103.91129000000001,126.29388,141.21388000000002,125.09388,152.91388,125.27388,122.77388,145.07388,115.55388,128.6077,136.47388,137.98463,138.67388,115.65388,120.23388,117.02096999999999,153.77129,131.19388,123.53388000000001,163.43388000000002,103.54639,143.01388,119.51388,110.13388,121.31388000000001,141.67388,132.53388,114.56438999999999,122.97388000000001,104.55388,108.81388000000001,125.91388,106.61388000000001,131.91388,131.05388,122.39388000000001
239,80,2,103.71469,137.45469,138.55469,158.19468999999998,136.37469,104.27469,126.73468999999999,141.61469,125.53469,153.37469,125.57468999999999,123.31468999999998,145.33469,115.93468999999999,128.97468999999998,136.83469,138.41468999999998,139.05469,115.99468999999999,120.51468999999999,117.33469,154.21469,131.55469,123.89469,163.81468999999998,103.93469,143.41468999999998,119.79893999999999,110.39469,121.63468999999999,141.93469,132.87469,114.93468999999999,123.41469,104.83469000000001,109.21468999999999,126.31468999999998,106.93468999999999,132.25939,131.33469,122.65468999999999
240,81,0,104.22694,138.00694,139.16693999999998,159.06388,137.00694,104.88694,127.24694,142.22693999999998,126.14693999999999,154.12694,126.22693999999998,124.14693999999999,146.08694,116.56693999999999,129.98694,137.46694,138.92694,139.80694,116.52694,121.06693999999999,117.90693999999999,155.02694,132.22693999999998,124.50693999999999,164.48694,104.62694,144.18694,120.34693999999999,110.98693999999999,122.28693999999999,142.52694,133.56694,115.62693999999999,124.16694,105.40693999999999,110.10694,126.84693999999999,107.50693999999999,132.88693999999998,131.88693999999998,123.48693999999999
241,81,1,104.57469,138.45469,139.67469,159.55469,137.49469,105.31468999999998,127.67468999999998,142.71469,126.73468999999999,154.77469,126.71468999999999,124.61469,146.55469,117.11469,130.47468999999998,138.01235,139.37469,140.37469,116.93468999999999,121.57468999999999,118.37468999999999,155.83469,132.83469,124.83469,165.15469,105.09468999999999,144.59468999999999,120.93468999999999,111.35468999999999,122.77468999999999,143.05469,134.05469,116.23468999999999,124.67938999999998,105.89469,110.63468999999999,127.27468999999999,107.89469,133.33469,132.51469,124.01468999999999
242,81,2,104.91388,138.65388000000002,140.01388,159.91388,137.85388,105.65388,128.00463,143.07388,127.09388,155.29388,127.07388,125.01388,146.91388,117.47388000000001,130.83388,138.31388,139.73388,140.77388,117.29388,121.91388,118.67388000000001,156.31388,133.23388,125.15388,165.51388,105.37388,144.97388,121.29194,111.69388000000001,123.17388000000001,143.47388,134.47388,116.59388,125.09388,106.25388000000001,111.05388,127.57388,108.25388000000001,133.73388,132.84194,124.39388000000001
243,82,0,105.20286000000002,139.06286,140.46286,160.38286000000002,138.28286,105.94286000000001,128.44286,143.88286000000002,127.54286,155.84286,127.40286,125.56286000000001,147.34286,117.82286,131.12286,138.78286,140.10286000000002,141.26286000000002,117.74286000000001,122.26286,118.96286,156.76286000000002,133.70286000000002,125.46643,165.96286,105.60286,145.54286000000002,121.66286000000001,111.96286,123.60286,143.92286000000001,134.91643,116.94286000000001,125.68286,106.72286000000001,111.60286,127.96286,108.66286000000001,134.50286,133.21643,124.82286
244,82,1,105.56367,139.60367,140.84367,161.00367,138.68367,106.30367,128.80366999999998,144.42367,127.98366999999999,156.46367,127.80367,126.05735,147.68367,118.26366999999999,131.50367,139.14367,140.56367,141.72367,118.12366999999999,122.64367,119.38367,157.30366999999998,134.16367,125.78367,166.42367,105.88367,146.16367,122.06367,112.26366999999999,124.02367,144.46367,135.32367,117.32366999999999,126.34366999999999,107.32366999999999,112.28367,128.36366999999998,109.10367,135.00367,133.60367,125.26366999999999
245,82,2,105.87551,140.05551,141.26102,161.57551,139.09551000000002,106.61551000000001,129.25551000000002,144.96102,128.37551000000002,157.15551000000002,128.18275,126.71551000000001,148.08102,118.65551,131.91551,139.57551,141.05551,142.14653,118.53551000000002,123.03551000000002,119.71551000000001,157.69551,134.56101999999998,126.13551000000001,166.89551,106.18055,146.64102,122.37551,112.62276000000001,124.43551000000001,145.03551000000002,135.74102,117.71551000000001,126.73551,108.12102,113.43551000000001,128.79551,109.52102,135.46653,133.93551000000002,125.65551
246,83,0,106.17918,140.49918,141.65918,161.95918,139.49918,106.95918,129.63918,145.49918,128.75918000000001,157.71918,128.55918,127.09918,148.55918,119.03918,132.35918,139.95918,141.43918,142.59918000000002,118.91918000000001,123.41918000000001,120.07918000000001,158.07918,135.01918,126.53918,167.27918,106.38458999999999,147.07918,122.73918,112.85918000000001,124.85918000000001,145.79918,136.25918000000001,118.07918000000001,127.11918,108.67918,113.89918,129.21918,110.01918,135.95918,134.27918,126.03918
247,83,1,106.72081999999999,141.16082,142.20082,162.58082,140.00082,107.38082,130.08082,146.04082,129.24081999999999,158.38082,129.02082,127.68082,149.04082,119.48082,132.78082,140.48082,141.86082,143.20082,119.40082,123.90082,120.60082,158.62082,135.66082,127.10082,167.82082,106.72081999999999,147.74081999999999,123.28081999999999,113.24082,125.36081999999999,146.44082,136.78082,118.50081999999999,127.56081999999999,109.42081999999999,114.46082,129.76082,110.62082,136.48082,134.84082,126.52082
248,83,2,107.31714,141.65714,142.65714,163.15714,140.43714,107.81714,130.49714,146.77714,129.65714,158.97714,129.45713999999998,128.11713999999998,149.71714,119.95714,133.17713999999998,140.89713999999998,142.35714,143.61713999999998,119.79713999999998,124.25713999999999,121.13713999999999,159.15714,136.13714,127.43713999999999,168.25714,106.95714,148.27714,123.75713999999999,113.55713999999999,125.79713999999998,146.91714,137.25714,118.93713999999999,128.07713999999999,110.15713999999998,115.11713999999999,130.05714,111.15713999999998,136.93714,135.25714,126.97713999999999
249,84,0,107.69183999999998,141.99184,143.01183999999998,163.57183999999998,140.85183999999998,108.15183999999999,130.83184,147.19183999999998,129.99184,159.49184,129.81184,128.45184,150.13183999999998,120.37183999999999,133.49184,141.31184,142.75184,144.01183999999998,120.13184,124.57184,121.53183999999999,159.57183999999998,136.61184,127.72091999999999,168.69183999999998,107.19183999999998,148.69183999999998,124.11183999999999,113.87183999999999,126.19183999999998,147.27184,137.71184,119.27184,128.45184,110.67183999999999,115.45183999999999,130.37184,111.57184,137.49184,135.55184,127.37183999999999
250,84,1,108.07356999999999,142.41714,143.51713999999998,164.07713999999999,141.31714,108.53714,131.35714,147.75714,130.45713999999998,159.95713999999998,130.23713999999998,128.91714,150.59714,120.83713999999999,133.83905,141.83713999999998,143.17713999999998,144.47714,120.53714,124.87714,122.03714,160.05714,137.13714,128.13714,169.41714,107.55713999999999,149.15714,124.43713999999999,114.27713999999999,126.65713999999998,147.73713999999998,138.20356999999998,119.62357,128.93714,111.23714,115.87714,130.73713999999998,112.01714,138.01713999999998,135.91357,127.81714
251,84,2,108.39633,142.71633,143.89633,164.49633,141.73633,108.89633,131.71633,148.19633000000002,130.81633,160.33633,130.59633,129.27633,150.95633,121.19633,134.17633,142.20265,143.53633,144.83633,120.87633000000001,125.23633000000001,122.37633000000001,160.41633000000002,137.51633,128.45633,169.79531,107.85633,149.51633,124.71633,114.61633,127.05633,148.09633,138.55633,119.93633,129.33633,111.61633,116.23633000000001,131.05633,112.37633000000001,138.39633,136.24316000000002,128.20265
252,85,0,108.76366999999999,143.10367,144.40367,164.92367,142.22367,109.22367,132.08366999999998,148.58366999999998,131.18367,160.80366999999998,131.00367,129.74367,151.36366999999998,121.56367,134.54367,142.68367,143.86366999999998,145.24367,121.26366999999999,125.62366999999999,122.68366999999999,160.74367,137.90367,128.86366999999998,170.30366999999998,108.12366999999999,149.92367,125.08367,114.94367,127.46367,148.52366999999998,138.92367,120.36367,129.70367,112.00367,116.60367,131.38367,112.70366999999999,138.76367,136.54367,128.59735
253,85,1,109.32898,143.70898,144.92898,165.38898,142.74898000000002,109.66898,132.52898000000002,149.04898,131.64898,161.44898,131.46898000000002,130.20898,151.82898,122.02898,134.92949,143.20898,144.28898,145.76898,121.78898000000001,126.10898,123.08948999999998,161.20898,138.54898,129.40898,170.96898000000002,108.46898,150.52898000000002,125.60898,115.38898,127.92898000000001,149.06898,139.34898,120.80898,130.20898,112.50898000000001,116.98898,131.82949,113.14898000000001,139.18898000000002,137.00898,129.08898
254,85,2,109.93633,144.21633,145.35633,165.87633,143.17633,110.01633000000001,132.91633000000002,149.53633,132.01633,161.91633000000002,131.84265,130.57633,152.29633,122.45633000000001,135.25633,143.63633000000002,144.68898000000002,146.13633000000002,122.15633000000001,126.47633,123.45633000000001,161.59633,139.01633,129.75878,171.43633,108.71633,150.89633,126.10265,115.69633,128.41633000000002,149.43633,139.75633,121.07633,130.73633,113.11633,117.35633,132.15633,113.51633000000001,139.59633,137.45633,129.47633000000002
255,86,0,110.34653,144.52653,145.80653,166.30653,143.64653,110.32653,133.32653,150.06653,132.32653,162.40653,132.24653,130.88653,152.74653,122.82653,135.56653,144.10653,145.08653,146.54653000000002,122.46653,126.70653,123.76653,161.92653,139.44653,129.99827,171.80653,108.90653,151.24653,126.44653000000001,116.00653,128.78653,149.78653,140.10653,121.38653000000001,131.08653,113.48653,117.62653,132.46653,113.88653000000001,140.00653,137.76653000000002,129.84653
256,86,1,110.65918,144.87918,146.33918,166.82837,144.17918,110.69918,133.81918000000002,150.55918,132.75918000000001,162.93918,132.61918,131.29918,153.19918,123.25918,135.86459,144.63918,145.49918,147.05918,122.89918,126.99918000000001,124.17918,162.37918,139.97918,130.39918,172.43918,109.25918,151.61918,126.77918000000001,116.37918,129.23918,150.25918000000001,140.53918000000002,121.73918,131.52837,113.99918000000001,117.95918,132.79918,114.31918,140.46837,138.17918,130.29918
257,86,2,110.98546999999999,145.20547,146.76547,167.22547,144.58547,111.02547,134.18546,151.04093,133.12546,163.3964,132.98547,131.60547,153.58093,123.62546999999999,136.18546,145.02546999999998,145.82547,147.38547,123.26547,127.36547,124.44547,162.72547,140.34546,130.76547,172.80546999999999,109.54546,151.98547,127.10547,116.74547,129.62093000000002,150.68093000000002,140.92547,122.06546999999999,131.92547,114.34546999999999,118.26547,133.16547,114.66547,140.88547,138.54547,130.66547
258,87,0,111.37381,145.69381,147.25381000000002,167.75381000000002,145.09381000000002,111.39381000000002,134.57381,151.45381,133.51381,163.85381,133.45381,131.99381,153.99381,124.01381,136.55381,145.55381,146.1446,147.77381,123.70143,127.77381000000001,124.77381000000001,163.11381,140.81381000000002,131.15381000000002,173.83381,109.91381000000001,152.35381,127.51381,117.13381000000001,130.07762,151.09381000000002,141.2646,122.45381,132.31381000000002,114.73381,118.57381000000001,133.63381,115.05381000000001,141.27381,138.99381,131.09381000000002
259,87,1,111.84908999999999,146.18909,147.84909,168.18909,145.66908999999998,111.78908999999999,135.06909,151.86909,133.94908999999998,164.44908999999998,133.98909,132.46909,154.42909,124.46909,136.94477,146.14909,146.52909,148.20909,124.22908999999999,128.20909,125.12908999999999,163.72908999999999,141.34909,131.66908999999998,174.26908999999998,110.34908999999999,152.80909,127.94908999999998,117.56908999999999,130.64909,151.56909,141.62909,122.86182,132.78909,115.14908999999999,118.92908999999999,134.08909,115.48908999999999,141.66908999999998,139.40909,131.64909
260,87,2,112.17837,146.51837,148.21837,168.61837,146.04674,112.09836999999999,135.4951,152.27837,134.31837,165.01837,134.36674,132.83837,154.85837,124.83837,137.29837,146.51837,147.00347,148.57837,124.61837,128.53837,125.47837,164.09837,141.74674,132.03837,174.80674,110.61837,153.1951,128.27837,117.89837,131.03837,152.1551,142.04674,123.15836999999999,133.19836999999998,115.51836999999999,119.25837,134.45837,115.87836999999999,142.03837,139.92674,132.03837
261,88,0,112.58171999999999,146.92172,148.64172,169.02172,146.48172,112.47586000000001,135.94172,152.72172,134.72172,165.62171999999998,134.84172,133.22172,155.40171999999998,125.26172,137.68171999999998,146.94172,147.56172,149.02172,125.08171999999999,128.94172,125.88172,164.48172,142.28172,132.44172,175.28172,110.98172,153.64172,128.64172,118.28171999999999,131.46171999999999,152.66172,142.52172,123.50171999999999,133.64172,115.90172,119.62172,134.90171999999998,116.34172,142.40724,140.38172,132.46171999999999
262,88,1,113.33735,147.40367,149.14367,169.52366999999998,146.98367,112.88367,136.44367,153.14367,135.18367,166.32367,135.38367,133.68367,155.92367,125.74367,138.14367,147.60367,148.02366999999998,149.54367,125.61735,129.30366999999998,126.32366999999999,164.98367,143.04367,133.12367,175.84367,111.62366999999999,154.00367,129.14367,118.66367,132.02366999999998,153.16367,142.94683999999998,123.98366999999999,134.26367,116.38367,120.02367,135.36366999999998,116.92367,142.80366999999998,140.86366999999998,132.96367
263,88,2,113.89714,147.99714,149.71714,169.99714,147.57713999999999,113.39714,136.97714,153.96428999999998,135.65714,166.79713999999998,136.41714,134.19714,156.51713999999998,126.21713999999999,138.73713999999998,148.03714,148.95713999999998,150.01713999999998,126.25713999999999,129.77714,126.85713999999999,165.47714,143.58428999999998,133.89713999999998,176.81714,112.43713999999999,154.49714,129.80428999999998,119.13713999999999,132.57713999999999,153.73143000000002,143.41714,124.53714,134.77714,116.89714,120.49713999999999,136.22429,117.41713999999999,143.31714,141.37714,133.44429
264,89,0,115.33837,149.99837,150.81837,171.29837,148.63837,114.29836999999999,138.81837,155.27837,136.31837,168.21837,138.01837,135.97836999999998,157.71837,127.25837,140.99837,149.11837,152.41836999999998,151.97836999999998,128.73418,132.53837,128.13837,166.55837,146.89837,135.67837,180.33837,114.53837,158.47836999999998,130.61837,120.49837,134.11837,156.19836999999998,145.47836999999998,125.75837,137.75836999999999,117.79836999999999,121.29836999999999,138.57837,118.95837,144.21837,142.59837,135.95837
265,89,1,115.7049,150.5049,151.5049,172.0849,149.3449,114.9649,139.6249,156.1849,137.0449,169.1649,138.9849,136.3649,158.5649,127.8249,141.7849,149.8249,153.1249,152.73745,129.4249,133.3649,130.5249,167.3449,147.9849,136.4449,181.6649,115.21745,159.5049,132.1849,121.0649,134.8249,156.9849,146.4049,126.3849,138.87469,118.2649,121.9049,139.49469,119.7049,144.7449,143.1649,136.8449
266,89,2,116.05388,150.88194,151.97388,172.71388000000002,149.83388,115.39388000000001,140.03388,156.79388,137.49388000000002,169.67775,139.59388,136.71388000000002,159.03388,128.29776,142.39388,150.31388,153.65776,153.17388,129.83388,133.93388000000002,131.07388,167.89388,148.61388,136.95388,182.45388,115.63388,159.97388,132.55388,121.43388,135.29388,157.63388,146.95388,126.81388000000001,139.49388000000002,118.61388000000001,122.35388,139.95388,120.17388000000001,145.17388,143.57388,137.43388000000002
267,90,0,116.39837,151.19836999999998,152.39837,173.31837,150.25836999999999,115.87836999999999,140.45837,157.33837,137.91836999999998,170.15837,140.19836999999998,137.09418,159.47836999999998,128.77837,142.81837,150.71837,154.13837,153.61837,130.27837,134.37837,131.51837,168.33837,149.15837,137.45837,182.91836999999998,115.95837,160.45837,132.94418000000002,121.83837,135.71837,158.29837,147.45837,127.17837,140.03837,118.87836999999999,122.81837,140.43837,120.61837,145.61837,143.93837,137.91836999999998
268,90,1,116.8,151.535,152.9,173.96,150.74,116.46,140.85333,157.98,138.4,170.7,140.88,137.52,159.98,129.28,143.36,151.24,154.74,154.22,130.76,134.88,132.14,168.8,149.74,138.04,183.46,116.315,160.92,133.295,122.32,136.2,159.1,147.94,127.48,140.72,119.13333,123.46,141.0,121.1,146.14,144.38,138.54
269,90,2,117.33592,152.03592,153.64184,174.75592,151.47592,117.31591999999999,141.23592,158.81592,138.99591999999998,171.47592,141.87592,138.03296,160.76183999999998,129.85592,144.15592,151.98183999999998,155.57592,154.95592,131.39296000000002,135.53592,133.09592,169.41592,150.53592,138.93591999999998,184.21591999999998,116.83592,161.49591999999998,133.77296,123.01592,136.87592,160.13592,148.77591999999999,128.01592,141.35592,119.59591999999999,124.49592,141.81592,121.73592,146.81592,144.92296000000002,139.59592
270,91,0,118.17108999999999,152.29172,154.72204,175.54204,152.58203999999998,118.34204,141.79602,160.03041000000002,139.90204,172.62204,143.11408,138.46204,162.03408000000002,130.64602,145.22204,153.06204,156.88204,156.24225,132.05602,136.30203999999998,134.98203999999998,170.02204,151.90204,140.1702,185.66204,117.58203999999999,162.20203999999998,134.46602,123.88203999999999,137.66204,162.18204,149.48602,128.52947,142.16204,119.90203999999999,126.42204,143.18204,122.68203999999999,147.82204,145.60735,140.60204
