,measure_number,beat_number,pid1263-16,pid52932-09,pid9048-16,pid9054-16,pid9055-16,pid9058-16,pid9059-16,pid9061-16,pid9062-16,pid9063-16,pid9065-11,pid9066-16,pid9067-16,pid9072-16,pid9074f-16,pid9075-16,pid9078-08,pid9081-04,pid9088-11,pid9093-16,pid9094-16,pid9097-07,pid9099-16,pid9100b-12,pid9101-16,pid9104-16,pid9105-16,pid9118-16,pid9126-04,pid9128-12,pid9138-16,pid9139-16,pid9153-16,pid9166e-09,pid9170-16,pid9173-21,pid9174-16,pid9186c-16,pid9192-16
116,40,1,58.179184,70.879184,61.039184,60.159183999999996,60.319184,55.499184,60.159183999999996,64.659184,69.499184,66.859184,72.299184,61.639184,47.919184,62.479184,57.439184,60.079184,57.259184,51.799184000000004,50.319184,53.819184,67.659184,74.17918399999999,61.039184,60.619184,67.17918399999999,70.579184,76.239184,63.95918399999999,75.39918399999999,60.639184,53.099183999999994,55.399184,58.079184,61.859184,64.879184,56.519183999999996,57.539184,60.399184,63.619184
117,40,2,58.52449,71.26449000000001,61.504490000000004,60.604490000000006,60.76449,55.84449,60.62449,65.14449,69.84449000000001,67.20449,72.84449000000001,62.004490000000004,48.277245,62.86449,57.84449,60.504490000000004,57.604490000000006,52.157245,50.604490000000006,54.284490000000005,68.057245,74.62449000000001,61.38449,61.08449,67.60449,70.90449,76.72449,64.30449,75.86449,61.04449,53.56449,55.851811,58.424490000000006,62.20449,65.30449,56.84449,57.88449,60.80449,64.00449
118,41,0,58.96,71.74,61.96,61.1,61.1,56.18,61.2,65.62,70.22,67.6,73.46,62.3,48.68,63.2,58.2,60.9,57.96,52.5,51.0,54.58,68.42,75.18,61.72,61.48,67.98,71.3,77.3,64.66,76.39,61.42,53.86,56.02,58.76,62.54,65.66,57.16,58.2,61.3,64.28
119,41,1,59.304898,72.064898,62.324898,61.544897999999996,61.444897999999995,56.50898000000001,61.644898,66.064898,70.644898,68.024898,73.944898,63.118570999999996,48.964898,63.564898,58.544897999999996,61.384898,58.304898,52.884898,51.337449,55.044897999999996,68.784898,75.584898,62.209592,61.864898,68.304898,71.60489799999999,77.79469399999999,65.10489799999999,76.994286,61.804898,54.164898,56.344898,59.127449,62.964898,66.22959200000001,57.50915,58.524898,61.744898,64.607449
120,41,2,59.80857099999999,72.548571,62.80857099999999,62.128570999999994,61.968571,57.028571,62.228570999999995,66.64857099999999,71.408571,68.608571,74.688571,63.529286,49.328571000000004,64.028571,58.968571,61.788571,58.66857099999999,53.468571,51.568571,55.548570999999995,69.128571,76.128571,62.828571,62.388571,68.688571,72.06857099999999,78.368571,65.728571,77.728571,62.228570999999995,54.468571,56.728570999999995,59.688570999999996,63.608571,66.828571,57.908570999999995,59.008570999999996,62.228570999999995,64.988571
121,42,0,60.426939000000004,73.026939,63.146939,62.866939,62.286939000000004,57.346939,62.546939,67.086939,72.166939,69.026939,75.106939,63.786939000000004,49.626939,64.606939,59.286939000000004,62.106939000000004,59.006939,53.766939,51.826939,55.866939,69.546939,76.566939,63.286939000000004,62.926939000000004,69.046939,72.706939,79.086939,66.446939,78.686939,62.526939,54.806939,57.026939,60.026939,64.106939,67.40693900000001,58.306939,59.306939,62.566939,65.306939
122,42,1,61.116327000000005,73.696327,63.636327,63.682653,62.916327,57.916327,63.016327000000004,67.696327,72.956327,69.796327,75.78898000000001,64.296327,50.016327000000004,65.436327,59.676327,62.616327000000005,59.476327000000005,54.316327,52.156327000000005,56.416327,70.336327,77.18163299999999,63.942653,63.576327,69.596327,73.436327,79.896327,66.916327,79.336327,63.196327000000004,55.356327,57.556327,60.456327,64.576327,68.216327,58.979265000000005,59.856327,63.136327,65.893265
123,42,2,61.399184,74.17918399999999,63.999184,64.03918399999999,63.339183999999996,58.259184,63.359184,68.099184,73.25918399999999,70.219184,76.219184,64.499184,50.459184,65.779184,60.179184,62.95918399999999,59.779183999999994,54.619184,52.45918399999999,56.699183999999995,70.779184,77.659184,64.31918399999999,63.879183999999995,69.979184,73.719184,80.419184,67.339184,79.719184,63.639184,55.699183999999995,57.919183999999994,60.799184,64.999184,68.61918399999999,59.239183999999995,60.179184,63.479184,66.379184
124,43,0,61.762041,74.502041,64.282041,64.362041,63.622041,58.582041000000004,63.702041,68.462041,73.642041,70.56204100000001,76.582041,64.742041,50.802040999999996,66.222041,60.582041000000004,63.262041,60.082041000000004,54.862041000000005,52.722041000000004,56.922041,71.102041,78.082041,64.62204100000001,64.20204100000001,70.322041,74.002041,80.882041,67.84204100000001,80.242041,63.982041,55.962041000000006,58.242041,61.194081999999995,65.566122,68.942041,59.522041,60.502041000000006,63.702041,66.70204100000001
125,43,1,62.6,75.38,64.94,64.96,64.54,59.24,64.4,69.24,74.32,71.46,77.34,65.48,51.34,67.52,61.36,64.07,60.76,55.46,53.56,57.5,72.14,78.84,65.36,64.86,71.18,74.95,81.92,68.66,81.02,64.7,56.7,58.8,61.9,66.46,69.76,60.18,61.22,64.36,67.64
126,43,2,63.314285999999996,76.694286,65.714286,65.714286,65.414286,60.214286,65.11428599999999,69.954286,75.434286,72.254286,78.734286,66.254286,52.054286,68.714286,62.074286,64.814286,61.474286,56.171429,54.274286,58.214286,73.154286,80.894286,66.33428599999999,65.574286,72.394286,75.914286,82.734286,69.734286,81.814286,65.414286,57.414286,59.514286,63.054286,67.33428599999999,70.83428599999999,60.814285999999996,62.894286,65.294286,68.514286
127,44,0,64.24449,78.92449,66.58449,66.88449,66.90449,61.04449,65.82449,70.66449,76.64449,73.16449,80.00449,66.90449,52.66449,69.94449,62.784490000000005,65.66449,62.34449,56.784490000000005,55.16449,59.04449,74.70449,81.85898,67.34449000000001,65.80449,73.37898,77.08449,83.92449,70.70449,82.85898,66.06449,58.44449,60.604490000000006,64.64449,68.40449,71.66449,61.70449,63.85898,66.10449,69.32449
128,44,1,64.66571400000001,79.38571400000001,67.085714,67.545714,67.405714,61.405714,66.285714,71.085714,77.38571400000001,73.645714,80.785714,67.305714,53.025714,70.545714,63.245714,66.16571400000001,62.805714,57.145714,55.645714,59.485714,75.185714,82.345714,67.785714,66.16571400000001,73.925714,77.605714,84.545714,71.225714,83.425714,66.465714,58.925714,61.005714000000005,65.125714,69.005714,72.205714,62.125714,64.465714,66.545714,69.785714
129,44,2,65.118776,79.918776,67.538776,67.878776,67.938776,61.818776,66.738776,71.558776,77.77877600000001,73.998776,81.378776,67.618776,53.374388,70.934388,63.678776,66.554388,63.198776,57.478776,55.958776,59.838776,75.538776,82.77877600000001,68.134388,66.578776,74.298776,77.938776,85.018776,71.598776,83.938776,66.858776,59.358776,61.398776,65.474388,69.358776,72.63877600000001,62.438776000000004,65.074388,66.918776,70.13877600000001
130,45,0,65.45836700000001,80.45836700000001,67.95836700000001,68.298367,68.358367,62.198367000000005,67.31836700000001,72.03836700000001,78.218367,74.39836700000001,81.878367,67.918367,53.738367000000004,71.338367,64.078367,66.978367,63.558367000000004,57.818367,56.298367000000006,60.178367,75.89836700000001,83.338367,68.498367,66.984184,74.698367,78.338367,85.53836700000001,72.03836700000001,84.498367,67.258367,59.698367000000005,61.638367,65.858367,69.73836700000001,73.058367,62.778367,65.31836700000001,67.39836700000001,70.418367
131,45,1,65.799184,80.804592,68.25918399999999,68.664592,68.61918399999999,62.519183999999996,67.75918399999999,72.419184,78.599184,74.739184,82.299184,68.439184,54.079184,71.67918399999999,64.344592,67.359184,63.879183999999995,58.12459200000001,56.572295999999994,60.56639499999999,76.204592,83.639184,68.89918399999999,67.279184,75.019184,78.644592,85.979184,72.579184,85.03591800000001,67.61918399999999,59.979184,61.939184,66.199184,70.159184,73.519184,63.079184,65.626395,67.799184,70.704592
132,45,2,66.262449,81.242449,68.622449,69.302449,69.002449,62.842449,68.322449,72.882449,79.274898,75.102449,82.96244899999999,68.811245,54.462830000000004,72.102449,64.722449,67.722449,64.222449,58.642449,56.786224,61.102449,76.522449,84.062449,69.46244899999999,67.642449,75.442449,79.022449,86.482449,73.242449,85.722449,68.062449,60.276224,62.302448999999996,66.642449,70.902449,73.942449,63.422449,65.982449,68.122449,71.002449
133,46,0,66.873878,81.773878,68.951939,69.873878,69.373878,63.213878,68.693878,73.393878,79.933878,75.49387800000001,83.373878,69.013878,54.731939000000004,72.613878,65.07387800000001,68.053878,64.593878,58.933878,57.053878000000005,61.433878,76.913878,84.57387800000001,69.873878,68.153878,75.813878,79.653878,87.033878,73.933878,86.793878,68.373878,60.633878,62.553878000000005,67.013878,71.393878,74.35387800000001,63.913878000000004,66.35387800000001,68.49387800000001,71.35387800000001
134,46,1,67.475944,82.517551,69.517551,70.51377600000001,70.057551,63.637551,69.277551,74.017551,80.637551,76.117551,83.997551,69.508222,55.157551,73.14350999999999,65.577551,68.59551,65.11125899999999,59.434592,57.38094399999999,62.157551,77.657551,85.157551,70.457551,68.817551,76.406888,80.157551,87.917551,74.408222,87.453776,69.03755100000001,61.097551,63.081888,67.48688800000001,72.03755100000001,75.017551,64.46585,66.757551,69.09551,71.997551
135,46,2,67.693061,82.933061,70.053061,70.87306099999999,70.433061,63.913061,69.653061,74.37306099999999,81.133061,76.573061,84.39612199999999,69.713061,55.533061,73.473061,65.993061,68.87306099999999,65.353061,59.673061,57.633061,62.493061,78.133061,85.67612199999999,70.833061,69.133061,76.753061,80.493061,88.433061,74.773061,87.796122,69.53612199999999,61.413061,63.393060999999996,67.773061,72.439184,75.433061,64.773061,67.113061,69.353061,72.313061
136,47,0,68.052653,83.315306,70.312653,71.151327,70.692653,64.212653,70.032653,74.732653,81.512653,76.912653,84.772653,69.931327,55.752653,73.912653,66.492653,69.272653,65.632653,59.872653,57.872653,62.652653,78.412653,86.11265300000001,71.152653,69.452653,77.092653,80.772653,88.812653,75.212653,88.33265300000001,69.992653,61.672653000000004,63.712653,68.132653,72.892653,75.772653,65.072653,67.392653,69.61265300000001,72.61265300000001
137,47,1,68.858639,84.355918,70.935918,71.735918,71.695918,64.995918,70.795918,75.495918,82.295918,77.855918,85.555918,70.382113,56.375918000000006,75.461837,67.415918,70.53591800000001,66.47591800000001,60.48648000000001,58.635918000000004,63.355918,79.235918,86.935918,71.81591800000001,70.215918,77.915918,81.735918,89.915918,75.95591800000001,89.055918,70.995918,62.455918000000004,64.22872,68.81591800000001,73.795918,76.61591800000001,66.055918,68.135918,70.235918,73.655918
138,47,2,69.997959,87.917959,72.037959,73.06591800000001,73.197959,66.457959,72.097959,76.717959,83.977959,79.06591800000001,86.93795899999999,71.472796,57.417958999999996,77.07795899999999,68.497959,71.717959,67.485918,61.617959,59.293980000000005,64.457959,80.29795899999999,88.87795899999999,72.79795899999999,71.037959,79.217959,83.237959,91.233878,77.977959,91.15795899999999,72.07795899999999,63.257959,65.397959,71.057959,75.137959,78.42591800000001,66.957959,69.817959,71.87795899999999,74.997959
139,48,0,70.489796,88.309898,72.569796,73.789796,73.729796,67.109796,72.689796,77.129592,84.429796,79.609898,87.489796,71.715436,57.699898,77.689796,68.829796,72.24979599999999,68.069898,62.179898,59.609795999999996,65.16979599999999,80.94979599999999,89.689796,73.549796,71.52979599999999,79.989796,84.149796,91.869796,78.549796,92.02979599999999,72.689796,64.02979599999999,65.969796,71.61989799999999,75.849796,79.209796,67.30979599999999,70.489796,72.299898,75.729796
140,48,1,70.886939,88.826939,72.966939,74.326939,74.046939,67.466939,73.146939,77.566939,85.066939,80.086939,88.106939,72.018469,58.026939,78.066939,69.166939,72.746939,68.466939,62.566939,59.866939,65.486939,81.326939,90.246939,73.926939,71.806939,80.466939,84.586939,92.646939,78.946939,92.706939,73.26693900000001,64.466939,66.306939,72.026939,76.466939,79.646939,67.646939,70.966939,72.62693900000001,76.12693900000001
141,48,2,71.200408,89.30040799999999,73.340408,74.740408,74.320408,67.86040799999999,73.620408,77.920408,85.480408,80.420408,88.560408,72.400408,58.380407999999996,78.380408,69.49173499999999,73.140408,68.900408,62.840408,60.140407999999994,65.760408,81.66040799999999,90.66040799999999,74.255204,72.08040799999999,80.94040799999999,84.900408,93.135204,79.233469,93.240408,73.640408,64.80040799999999,66.640408,72.44040799999999,76.873469,80.040408,68.02040799999999,71.280408,73.000408,76.58040799999999
142,49,0,71.582041,89.762041,73.75601999999999,75.182041,74.662041,68.042041,74.102041,78.302041,85.92204100000001,80.862041,88.98204100000001,72.762041,58.69602,78.92204100000001,69.822041,73.602041,69.362041,63.122041,60.50068,66.002041,82.142041,91.082041,74.56204100000001,72.522041,81.42204100000001,85.362041,93.602041,79.62204100000001,93.822041,74.042041,65.222041,66.962041,72.92204100000001,77.29602,80.42204100000001,68.462041,71.642041,73.34204100000001,77.162041
143,49,1,72.112245,90.31224499999999,74.371122,75.772245,75.512245,68.657415,74.81224499999999,79.59224499999999,86.652245,81.492245,89.752245,73.67224499999999,59.33224499999999,79.752245,70.252245,74.332245,70.070561,63.661122,61.130449,66.652245,82.932245,91.87224499999999,75.03449,73.132245,82.292245,86.09224499999999,94.23224499999999,80.272245,94.512245,74.59224499999999,65.792245,67.472245,73.561122,77.992245,81.09224499999999,69.23224499999999,72.192245,73.87224499999999,78.17224499999999
144,49,2,72.754694,91.134694,75.17469399999999,76.462347,76.31469399999999,69.274694,75.73469399999999,80.554694,87.59469399999999,82.354694,90.73469399999999,74.59469399999999,59.885587,80.934694,70.854694,75.23469399999999,70.754694,64.37469399999999,61.814693999999996,67.834694,83.742347,92.914694,75.934694,73.58117299999999,83.45469399999999,87.03469399999999,95.282347,81.354694,95.474694,75.232347,66.691565,68.311565,74.198231,78.59469399999999,82.09469399999999,70.15469399999999,72.87469399999999,74.73469399999999,79.51469399999999
145,50,0,73.328571,91.808571,75.768571,76.968571,76.968571,69.868571,76.42857099999999,81.408571,88.028571,83.048571,91.528571,74.92857099999999,60.242856999999994,81.548571,71.368571,75.908571,71.268571,64.908571,62.388571,68.50857099999999,84.188571,93.768571,76.70857099999999,74.028571,83.948571,87.588571,95.907143,81.799286,96.14857099999999,75.70857099999999,67.248571,68.888571,74.84857099999999,79.108571,82.628571,70.84857099999999,73.388571,75.248571,80.248571
146,50,1,73.77714300000001,92.35714300000001,76.27714300000001,77.27714300000001,77.377143,70.403571,77.05714300000001,82.077143,88.477143,83.63714300000001,92.037143,75.35714300000001,60.54357099999999,82.117143,71.83714300000001,76.49714300000001,71.703571,65.237143,62.977143000000005,68.843571,84.577143,94.517143,77.377143,74.457143,84.577143,88.017143,96.55714300000001,82.177143,96.737143,76.05714300000001,67.817143,69.257143,75.35714300000001,79.49714300000001,83.13714300000001,71.437143,73.83714300000001,75.63714300000001,80.797143
147,50,2,74.09836700000001,92.718367,76.718367,77.568837,77.59836700000001,70.73836700000001,77.518367,82.558367,88.814184,84.09836700000001,92.498367,75.978367,60.818367,82.498367,72.298367,76.858367,72.018367,65.574184,63.298367000000006,69.138367,84.94418399999999,95.23836700000001,77.918367,74.838367,85.018367,88.418367,97.09836700000001,82.45836700000001,97.23836700000001,76.378367,68.138367,69.53836700000001,75.714184,79.858367,83.53836700000001,71.778367,74.118367,75.998367,81.138367
148,51,0,74.45051,93.15101999999999,77.19102,77.91102,77.99101999999999,71.07101999999999,77.95102,82.93101999999999,89.21101999999999,84.53102,92.95102,76.59102,61.111019999999996,82.81102,72.75102,77.23102,72.39102,65.83102,63.67102,69.45102,85.25102,95.93101999999999,78.39102,75.05102,85.41102,88.77102,97.59204100000001,82.79101999999999,97.73102,76.79101999999999,68.53102,69.89102,76.05102,80.21101999999999,83.93101999999999,72.07101999999999,74.53102,76.33102,81.55102
149,51,1,74.75846899999999,93.486939,77.586939,78.175646,78.186939,71.40693900000001,78.346939,83.28898000000001,89.546939,84.86846899999999,93.386939,77.066939,61.366939,83.17846899999999,73.086939,77.566939,72.726939,66.086939,63.908469,69.746939,85.606939,96.366939,78.748469,75.348469,85.786939,89.128469,98.046939,83.086939,98.146939,77.106939,68.866939,70.158469,76.346939,80.566939,84.286939,72.426939,74.866939,76.686939,81.946939
150,51,2,75.13632700000001,93.936327,78.076327,78.49632700000001,78.576327,71.63632700000001,78.816327,83.736327,89.85632700000001,85.296327,93.876327,77.416327,61.676327,83.556327,73.456327,77.876327,73.056327,66.376327,64.216327,70.116327,85.93316300000001,96.956327,79.196327,75.696327,86.176327,89.556327,98.576327,83.49632700000001,98.616327,77.49632700000001,69.13632700000001,70.456327,76.63632700000001,80.956327,84.756327,72.756327,75.376327,77.076327,82.516327
151,52,0,75.553878,94.553878,78.653878,78.771939,79.113878,72.07387800000001,79.293878,84.233878,90.313878,85.71387800000001,94.373878,77.753878,62.053878000000005,83.893878,73.813878,78.231939,73.421939,66.771939,64.633878,70.49398000000001,86.233878,97.513878,79.693878,76.133878,86.613878,89.99387800000001,99.153878,83.941939,99.093878,77.99387800000001,69.473878,70.85387800000001,76.973878,81.49387800000001,85.133878,73.253878,75.813878,77.593878,83.273878
152,52,1,75.918776,95.038776,79.098776,79.098776,79.438776,72.378776,79.738776,84.698776,90.798776,86.078776,94.818776,78.13877600000001,62.418776,84.218776,74.298776,78.598776,73.798776,67.098776,64.978776,70.718776,86.598776,98.118776,80.298776,76.458776,87.018776,90.358776,99.838776,84.27877600000001,99.518776,78.498776,69.758776,71.198776,77.27877600000001,81.938776,85.538776,73.618776,76.13877600000001,78.018776,83.818776
153,52,2,76.242449,95.362449,79.547347,79.362449,79.642449,72.662449,80.122449,85.062449,91.142449,86.46244899999999,95.222449,78.46244899999999,62.682449,84.542449,74.682449,78.902449,74.102449,67.362449,65.262449,70.96244899999999,86.902449,98.542449,80.722449,76.802449,87.362449,90.722449,100.32245,84.562449,99.96244899999999,78.96244899999999,70.022449,71.482449,77.522449,82.422449,85.882449,73.902449,76.46244899999999,78.362449,84.242449
154,53,0,76.590204,95.75020400000001,79.950204,79.650204,79.88010200000001,72.930204,80.510204,85.420102,91.490204,86.830102,95.630204,78.83020400000001,62.970204,84.83020400000001,75.030204,79.210204,74.450102,67.590204,65.530204,71.210102,87.210204,99.090204,81.130204,77.030204,87.710204,91.090204,100.7902,84.83020400000001,100.3902,79.350204,70.310204,71.770204,77.770204,82.790204,86.270204,74.200102,76.770204,78.690102,84.61020400000001
155,53,1,76.91020400000001,96.11020400000001,80.350204,79.91020400000001,80.090204,73.260102,80.91020400000001,85.730204,91.83020400000001,87.210204,96.090204,79.350204,63.210204000000004,85.19020400000001,75.370204,79.55020400000001,74.780102,67.850204,65.930204,71.450204,87.55020400000001,99.47020400000001,81.490204,77.310204,88.070204,91.430204,101.2902,85.130204,100.8502,79.69020400000001,70.590204,72.05020400000001,78.070204,83.130204,86.650204,74.510204,77.070204,79.05020400000001,85.070204
156,53,2,77.314286,96.534286,80.894286,80.214286,80.47428599999999,73.47428599999999,81.314286,86.134286,92.274286,87.634286,96.518571,79.754286,63.514286,85.594286,75.754286,79.854286,75.154286,68.094286,66.434286,71.754286,87.954286,99.934286,81.874286,77.634286,88.438571,91.774286,101.81857,85.594286,101.29429,80.094286,70.874286,72.354286,78.33428599999999,83.494286,87.174286,74.894286,77.47428599999999,79.454286,85.674286
157,54,0,77.766122,97.06224499999999,81.486122,80.50612199999999,80.886122,73.78612199999999,81.706122,86.486122,92.726122,88.086122,97.046122,80.14612199999999,63.786122,85.946122,76.126122,80.186122,75.586122,68.386122,66.966122,72.046122,88.386122,100.40224,82.326122,78.00612199999999,88.866122,92.106122,102.36225,85.966122,101.70612,80.486122,71.166122,72.64612199999999,78.586122,83.826122,87.64612199999999,75.266122,77.806122,79.906122,86.266122
158,54,1,78.121633,97.481633,81.881633,80.76163299999999,81.161633,74.021633,82.081633,86.861633,93.201633,88.521633,97.421633,80.60163299999999,64.141633,86.275816,76.481633,80.481633,75.96163299999999,68.575816,67.341633,72.30581600000001,88.701633,100.82163,82.781633,78.275816,89.281633,92.441633,102.94163,86.301633,102.16163,80.861633,71.381633,72.915816,78.845816,84.18163299999999,88.121633,75.581633,78.061633,80.26163299999999,86.741633
159,54,2,78.481633,97.841633,82.301633,81.00832700000001,81.348605,74.301633,82.481633,87.18163299999999,93.60163299999999,88.90163299999999,97.881633,81.40163299999999,64.46721099999999,86.661633,76.96163299999999,80.80581600000001,76.325816,68.808805,67.661633,72.587908,89.001633,101.22163,83.18163299999999,78.621633,89.621633,92.82163299999999,103.42163000000001,86.489303,102.66163,81.221633,71.62907,73.201633,79.075816,84.507211,88.54163299999999,75.848605,78.40163299999999,80.60163299999999,87.081633
160,55,0,78.80979599999999,98.24979599999999,82.769592,81.30979599999999,81.66979599999999,74.639898,82.88979599999999,87.58979599999999,94.009796,89.289796,98.329796,81.80979599999999,64.80979599999999,87.069796,77.489796,81.129796,76.729796,69.08979599999999,67.929796,72.88979599999999,89.339898,101.6498,83.58979599999999,78.88979599999999,90.049796,93.209796,103.9498,86.829796,103.14959,81.609796,71.909796,73.509796,79.349796,84.869796,88.94979599999999,76.189796,78.709796,80.989898,87.489796
161,55,1,79.233878,98.613878,83.233878,81.533878,81.85387800000001,74.873878,83.293878,87.933878,94.393878,89.693878,98.733878,82.613878,65.091939,87.533878,77.973878,81.473878,77.07387800000001,69.373878,68.173878,73.173878,89.673878,101.95388,83.933878,79.201939,90.413878,93.533878,104.45388,87.07387800000001,103.63388,81.99387800000001,72.133878,73.841939,79.593878,85.253878,89.313878,76.553878,79.011939,81.273878,87.913878
162,55,2,79.522857,99.036429,83.702857,81.826429,82.16285699999999,75.18910699999999,83.742857,88.382857,94.842857,90.14285699999999,99.14285699999999,83.062857,65.36285699999999,87.982857,78.402857,81.842857,77.50285699999999,69.742857,68.522857,73.48910699999999,89.982857,102.36286,84.342857,79.58285699999999,90.822857,93.902857,104.94286000000001,87.347619,104.10285999999999,82.387619,72.42761899999999,74.22285699999999,79.822857,85.682857,89.86285699999999,77.00285699999999,79.36642900000001,81.64285699999999,88.422857
163,56,0,79.963673,99.463673,84.203673,82.123673,82.603673,75.543673,84.183673,88.86367299999999,95.463673,90.663673,99.623673,83.50367299999999,65.743673,88.403673,78.776837,82.283673,78.023673,70.243673,68.843673,73.943673,90.423673,102.72367,84.86367299999999,79.983673,91.423673,94.323673,105.56367,87.683673,104.66367,82.783673,72.703673,74.663673,80.123673,86.183673,90.303673,77.423673,79.683673,82.083673,88.963673
164,56,1,80.32898,99.98898,84.66898,82.38898,82.80898,75.914745,84.64898000000001,89.30898,96.10898,91.24898,100.04898,84.00898000000001,66.10949000000001,88.769745,79.16898,82.72898,78.50898000000001,70.68898,69.18898,74.96898,90.88898,103.10898,85.36898000000001,80.40898,91.96898,94.68898,106.28898000000001,88.02898,105.20898000000001,83.26898,72.96898,75.04898,80.44898,86.64898000000001,90.86898000000001,77.72949,80.12898,82.50898000000001,89.50898000000001
165,56,2,80.659184,100.48836999999999,85.219184,82.67918399999999,83.199184,76.379184,85.159184,89.75918399999999,96.67918399999999,91.779184,100.51918,85.11918399999999,66.53918399999999,89.379184,79.659184,83.299184,79.03918399999999,71.159184,69.599184,75.479184,91.339184,103.39918,85.89918399999999,80.779184,92.439184,95.199184,106.85918000000001,88.379184,105.81918,83.879184,73.279184,75.459184,80.75918399999999,87.059184,91.419184,78.099184,80.499184,82.939184,90.168367
166,57,0,81.230612,101.15061,85.930612,83.030612,83.630612,76.830612,85.730612,90.370612,97.390612,92.570612,101.09061,85.810612,67.190612,90.150612,80.270612,83.850612,79.670612,71.790612,70.110612,76.170612,92.010612,103.87061,86.630612,81.350612,93.010612,95.890612,107.71031,88.870612,106.57061000000002,84.670612,73.630612,76.230612,81.170612,87.470612,92.110612,78.610612,81.030612,83.830612,90.870612
167,57,1,81.685102,101.71755,86.557551,83.357551,83.933776,77.277551,86.277551,91.032653,97.965102,93.232653,101.55755,87.03755100000001,67.737551,90.797551,81.057551,84.417551,80.317551,72.317551,70.757551,76.657551,92.737551,104.27755,87.237551,81.837551,93.485102,96.545102,108.23755,89.317551,107.4602,85.497551,74.137551,76.777551,81.597551,87.913776,92.717551,79.497551,81.617551,84.53755100000001,91.276888
168,57,2,82.142041,102.44204,87.06204100000001,83.70204100000001,84.322041,77.682041,86.70204100000001,91.802041,98.48204100000001,93.882041,101.92204,87.822041,68.162041,91.222041,81.722041,84.862041,80.98204100000001,73.142041,71.16601999999999,77.15602,93.162041,104.70204,87.762041,82.282041,94.042041,96.98204100000001,108.98203999999998,89.762041,108.10203999999999,85.92204100000001,74.70204100000001,77.382041,82.002041,88.262041,93.42204100000001,80.042041,82.242041,85.002041,91.45602
169,58,0,82.647347,103.12735,87.647347,84.127347,84.74734699999999,78.127347,87.16734699999999,92.287347,99.007347,94.547347,102.38735,88.307347,68.627347,91.687347,82.207347,85.367347,81.447347,73.567347,71.627347,77.52734699999999,93.647347,105.08867,88.187347,82.787347,94.66734699999999,97.827347,109.60735,90.16734699999999,108.66735,86.467347,75.427347,78.047347,82.447347,88.702449,94.087347,80.947347,82.947347,85.487347,91.907347
170,58,1,83.01550999999999,103.67551,88.05551,84.546531,85.23550999999999,78.49551,87.57551,92.75551,99.63551,94.95551,102.85551,88.71551,68.95551,92.09551,82.61551,85.77551,81.85551,73.91551,71.891837,77.87550999999999,93.97551,105.49551000000001,88.578503,83.13551,95.07551,98.19551,110.01551,90.570689,109.07551000000001,86.93551,75.83551,78.41551,82.85551,88.95551,94.49551,81.23550999999999,83.35551,85.93551,92.31551
171,58,2,83.431837,104.49184,88.611837,85.051837,85.951837,78.891837,87.991837,93.531837,100.31184,95.751837,103.33184,89.571837,69.291837,92.551837,83.031837,86.291837,82.311837,74.231837,72.031837,78.291837,94.391837,105.91183999999998,88.971837,83.518367,95.651837,98.611837,110.43184,90.811837,109.65183999999999,87.351837,76.251837,78.831837,83.651837,89.371837,94.991837,81.511837,83.771837,86.491837,92.711837
172,59,0,83.974694,105.07468999999999,89.23469399999999,85.59469399999999,86.974694,79.434694,88.53469399999999,94.59469399999999,100.95469,96.45469399999999,104.81469,90.994694,69.67469399999999,93.054694,83.494694,86.774694,82.774694,74.694694,72.73469399999999,78.822347,94.974694,106.39469,89.394694,83.994694,96.214694,99.17469399999999,110.96235,91.194694,110.17468999999998,87.934694,76.79469399999999,79.37469399999999,84.754694,89.854694,95.494694,82.054694,84.37469399999999,87.15469399999999,93.238231
173,59,1,84.517551,105.61755,89.777551,86.137551,87.53755100000001,80.017551,89.077551,95.137551,101.49755,96.997551,105.39755,91.797551,70.117551,93.637551,83.957551,87.532653,83.317551,75.237551,73.197551,79.357551,95.517551,106.93755,89.917551,84.53755100000001,96.757551,99.717551,111.49755,91.737551,110.71755,88.477551,77.337551,79.917551,85.297551,90.357551,96.577551,83.317551,84.757551,87.877551,93.757551
174,59,2,85.08449,106.16448999999999,90.92449,87.14449,88.08449,80.68449,89.62449000000001,95.88449,102.04449,97.54449,105.94448999999999,92.34449000000001,70.66449,94.18449,84.50449,88.28449,83.893469,75.78449,73.74449,79.90449,96.16449,107.48449,90.46449,85.18449,97.30449,100.36449,112.04449,92.28449,111.30448999999999,89.02449,78.18449,80.46449,86.04449,90.90449,97.22449,84.06449,85.30449,88.42449,94.30449
175,60,0,85.762041,107.16203999999999,91.602041,87.822041,88.602041,81.362041,90.302041,96.56204100000001,102.76204,98.222041,106.62203999999998,93.022041,71.102041,95.182041,85.182041,88.962041,84.582041,76.462041,74.42204100000001,80.582041,96.84204100000001,108.18203999999999,91.142041,85.862041,98.782041,101.24204,112.72203999999999,92.962041,112.06204,89.70204100000001,78.862041,81.142041,86.722041,91.582041,97.92204100000001,84.742041,85.98204100000001,89.84204100000001,94.98204100000001
