,measure_number,beat_number,pid1263-11,pid5667267b-08,pid9048-11,pid9049-11,pid9050-11,pid9054-11,pid9055-11,pid9058-11,pid9059-11,pid9060-11,pid9061-11,pid9062-11,pid9063-11,pid9065-07,pid9066-11,pid9067-11,pid9068-06,pid9070-19,pid9072-11,pid9074f-11,pid9075-11,pid9087-05,pid9088-06,pid9090-04,pid9093-11,pid9094-11,pid9099-11,pid9100b-15,pid9101-11,pid9103-06,pid9104-11,pid9105-11,pid9111-11,pid9118-11,pid9129-15,pid9130-07,pid9137-07,pid9138-11,pid9139-11,pid9153-11,pid9166d-18,pid9167-11,pid9170-11,pid9173-16,pid9174-11,pid917803b-06,pid917807-06,pid9186c-11,pid918713-17,pid9192-11
90,31,2,56.606712,48.948356,56.346712,52.126712,53.346712,51.826712,50.106712,49.126712,50.426712,49.766712,47.802428000000006,56.853559999999995,55.406712,57.660136,49.726712,50.706711999999996,50.506712,49.686712,52.586712,48.948356,47.086712,53.406712,62.886712,46.946712,49.006712,51.006712,52.546712,54.506712,59.506712,58.566712,48.126712,56.126712,65.686712,57.426712,51.406712,70.656848,48.186712,49.566712,54.446712,53.963423999999996,53.466712,49.686712,53.866712,48.786712,54.086712,50.366712,52.926712,57.206711999999996,53.266712,47.906712
91,32,0,57.232834,49.252834,56.972834,52.492833999999995,53.832834,52.432834,50.552834000000004,49.672834,51.012834000000005,50.232834000000004,48.052834000000004,57.735668999999994,55.77141700000001,58.512834,50.132834,51.212834,51.012834000000005,50.192834000000005,52.972834,49.252834,47.412834000000004,53.872834,63.332834,47.352834,49.391417,51.532834,52.932834,55.112834,59.912834,59.212833999999994,48.632834,56.572834,66.172834,57.89283399999999,51.812834,71.57566899999999,48.672834,49.792834,54.952833999999996,54.912834,54.212833999999994,50.192834000000005,54.212833999999994,49.332834000000005,54.612834,50.852834,53.39283399999999,57.612834,53.872834,48.715669
92,32,1,57.787119999999994,49.62712,57.467119999999994,53.067119999999996,54.581361,52.94712,50.987120000000004,50.167120000000004,51.54712,50.667120000000004,48.527120000000004,58.44712,56.18711999999999,59.261361,51.42712,51.72712,51.50712,50.78712,53.387119999999996,49.64712,47.90712,54.36711999999999,63.84712,47.847120000000004,49.70712,51.96712,53.48424,55.607119999999995,60.44712,59.66712,49.18712,57.064240000000005,66.68424,58.40711999999999,52.32424,72.18712,49.12712,50.26712,55.52424,55.501360999999996,54.887119999999996,50.64712,54.66712,49.88712,55.12712,51.347120000000004,53.80712,57.98712,54.464240000000004,49.361360999999995
93,32,2,58.657323999999996,50.137324,57.997324,53.877324,55.557324,53.457324,51.517324,50.697324,52.237324,51.217324,49.037324,59.497324,56.697324,60.317324,52.837324,52.437324,52.117323999999996,51.597324,53.877324,50.137324,48.417324,55.057324,64.357324,48.297323999999996,50.197324,52.337324,54.117323999999996,56.324649,61.057324,60.331973,49.897324,57.837324,67.417324,59.017324,52.877324,72.877324,49.697324,50.897324,56.117323999999996,56.077324,55.577324,51.117323999999996,55.217324,50.737324,55.797323999999996,51.857324,54.237324,58.517324,55.037324,50.097324
94,33,0,59.310385,50.590385,58.510385,54.530384999999995,56.171156,53.890384999999995,51.770385,51.130385,52.690385,51.890384999999995,49.470385,60.630385,57.230385,61.410385,53.270385,53.010385,52.570384999999995,52.150385,54.370385,50.590385,48.890384999999995,55.570384999999995,64.950385,48.750384999999994,50.570384999999995,52.683462,54.810385,56.790385,61.490384999999996,60.870385,50.410385,58.730385,67.990385,59.530384999999995,53.310385,73.650385,50.190385,51.470385,56.650385,56.610385,56.010385,51.490384999999996,55.750384999999994,51.170384999999996,56.510385,52.250384999999994,54.630385,59.090385,55.610385,50.970385
95,33,1,59.821753,51.147528,59.047528,55.307528000000005,56.867528,54.527528000000004,52.207528,51.627528000000005,53.287528,52.807528000000005,50.027528000000004,61.327528,57.807528000000005,62.127528000000005,54.607528,53.527528000000004,53.267528000000006,52.707528,54.967528,51.167528000000004,49.447528000000005,56.007528,65.707528,49.487528000000005,51.007528,53.167528000000004,55.367528,57.227528,61.987528000000005,61.427528,51.227528,59.367528,68.387528,60.127528000000005,53.847528000000004,74.607528,50.727528,52.127528000000005,57.282585,57.127528000000005,56.527528000000004,52.027528000000004,56.187528,52.167528000000004,57.307528000000005,52.767528000000006,55.127528000000005,59.707528,56.387528,51.667528000000004
96,33,2,60.529977,51.749977,59.709977,56.129977000000004,57.749977,55.329977,52.649977,52.269977000000004,54.109977,53.349977,50.409977000000005,62.349977,58.429977,63.149977,55.489977,54.109977,53.889977,53.329977,55.769977000000004,51.749977,50.109977,56.809977,66.28997700000001,50.029977,51.509977,53.629977000000004,56.209977,58.129977000000004,62.769977000000004,62.129977000000004,51.989977,60.169977,69.169977,60.869977,54.609977,75.749977,51.389977,52.969977,58.049977,57.729977000000005,56.969977,52.649977,56.789977,52.649977,57.869977,53.344997,55.789977,60.609977,57.369977,52.689977
97,34,0,61.521825,52.50151700000001,60.659093000000006,57.233651,58.893651,56.453651,53.041825,53.293651000000004,55.153651,54.195786,50.753651,63.613651000000004,59.353651,64.393651,56.753651,55.053651,54.705913,54.193651,56.853651,52.50151700000001,51.093651,57.473651000000004,67.133651,50.636365000000005,52.160455999999996,54.001825,57.333651,59.033651,63.671217000000006,63.653651,52.453651,61.305913000000004,70.413651,62.033651,55.436971,76.81365100000001,52.061825,54.133651,58.873651,58.713651,57.737072,53.073651,57.353651,53.753651,58.873651,54.305913000000004,56.473651000000004,61.773651,58.573651,53.811689
98,34,1,62.083447,53.003446999999994,61.123447,58.043447,59.643446999999995,57.023447,53.343447,53.997234,55.943447,54.483447,51.043447,64.243447,59.868362,65.043447,57.576893000000005,55.743446999999996,55.183446999999994,55.39034,57.543447,53.003446999999994,51.763447,58.103446999999996,68.02344699999999,51.016723,52.443447,54.463446999999995,57.883447,59.723447,64.08344699999999,64.256893,52.926722999999996,61.997234,71.116893,62.643446999999995,55.783446999999995,77.80344699999999,52.61034,54.81689300000001,59.483447,59.35689300000001,58.243446999999996,53.463446999999995,57.943447,54.123447,59.583447,54.763447,56.903447,62.583447,59.383447,54.088362
99,34,2,62.781518999999996,53.52644,61.62644,58.686440000000005,60.16644,57.506440000000005,53.826440000000005,54.52644,56.62644,55.20644,51.38644,64.968639,60.60644,65.765079,58.48644,56.24644,55.726440000000004,55.966440000000006,58.10644,53.52644,52.48288,58.66644,68.78644,51.44822,52.81822,55.226440000000004,58.40644,60.20644,64.62644,64.86644,53.506440000000005,62.58644,71.98644,63.366440000000004,56.44644,78.7522,53.22288,55.42644,60.08644,60.06644,58.74644,53.826440000000005,58.42644,54.56644,60.322880000000005,55.226440000000004,57.33821999999999,63.226440000000004,60.10644,54.52644
100,35,0,63.334286,54.054286,62.114286,59.154286,60.834286,57.954285999999996,54.194286,55.414286,57.114286,55.874286,51.794286,65.674286,61.294286,66.47428599999999,59.034286,56.734286,56.214286,56.454285999999996,58.614286,54.054286,52.954285999999996,59.071429,69.374286,51.934286,53.182143,55.974286,58.934286,60.612143,65.134286,65.314286,54.054286,63.054286,72.774286,64.054286,57.094286,79.374286,54.254286,55.894286,60.654286,60.794286,59.234286,54.252143000000004,58.834286,55.034286,60.914286,55.694286,57.734286,63.814285999999996,60.714286,54.98214300000001
101,35,1,63.869977,54.509977,62.569977,59.649977,61.369977,58.429977,54.609977,55.989977,57.589977000000005,56.349977,52.109977,66.329977,61.809977,67.129977,59.849977,57.189977,56.749977,56.929977,59.04199499999999,54.509977,53.429977,59.469977,70.029977,52.489977,53.48499399999999,56.629977000000004,59.709977,61.009977,65.56997700000001,65.729977,54.529977,63.549977,73.609977,64.56997700000001,57.569977,80.149977,54.909977000000005,56.369977,61.149977,61.289977,59.709977,54.64999399999999,59.249992000000006,55.338568,61.529977,56.149977,58.129977000000004,64.449977,61.289977,55.349977
102,35,2,64.33283399999999,54.972834,62.992833999999995,60.152834,61.832834,58.852833999999994,55.057611,56.532833999999994,58.072834,56.972834,52.532833999999994,66.83283399999999,62.232834,67.632834,60.272833999999996,57.612834,57.212833999999994,57.372834,59.452833999999996,54.972834,53.89283399999999,59.98141700000001,70.452834,52.912834,53.852833999999994,57.232834,60.212833999999994,61.655668999999996,66.11283399999999,66.172834,55.032833999999994,64.012834,74.092834,64.97283399999999,58.092833999999996,80.97283399999999,55.352833999999994,56.872834,61.812833999999995,61.792834,60.112834,55.072834,59.672833999999995,55.672833999999995,61.952833999999996,56.612834,58.652834,64.992834,62.012834,55.751417000000004
103,36,0,64.970884,55.390884,63.390884,60.690884,62.550883999999996,59.210884,55.35088399999999,57.210884,58.510884,57.510884,52.870884,67.450884,62.790884,68.250884,60.690884,57.930884,57.610884,58.090883999999996,59.810883999999994,55.390884,54.310883999999994,60.290884,70.850884,53.310883999999994,54.130883999999995,57.650884,60.790884,62.03088399999999,66.470884,66.890884,55.510884,64.590884,74.530884,65.370884,58.510884,81.670884,55.730883999999996,57.290884,62.430884,62.650884,60.730883999999996,55.430884,60.03088399999999,55.990883999999994,62.410883999999996,57.130883999999995,59.150884,65.390884,62.610884,56.090126
104,36,1,65.43079399999999,55.93079399999999,63.810793999999994,61.25079399999999,63.11079399999999,59.650794,55.640397,57.75079399999999,58.950793999999995,57.910793999999996,53.310793999999994,68.21079399999999,63.29079399999999,68.990794,61.29079399999999,58.35079399999999,58.03079399999999,58.770793999999995,60.170793999999994,55.93079399999999,54.71079399999999,60.630793999999995,71.250794,53.75079399999999,54.410793999999996,58.230793999999996,61.25079399999999,62.43079399999999,66.830794,67.550794,55.950793999999995,65.350794,75.030794,65.830794,58.990793999999994,82.350794,56.190794,57.650794,62.950793999999995,63.11079399999999,61.370794,55.860397,60.470794,56.320397,62.85079399999999,57.550793999999996,59.61079399999999,65.850794,63.090793999999995,56.39079399999999
105,36,2,65.921406,56.381406000000005,64.221406,61.681406,63.62140600000001,60.08140600000001,56.061406000000005,58.181406,59.365703,58.501406,53.741406000000005,68.68140600000001,63.781406000000004,69.521406,61.832812,58.781406000000004,58.561406000000005,59.201406000000006,60.58140600000001,56.361406,55.125703,61.055703,71.641406,54.075703000000004,54.720468999999994,58.76140600000001,61.681406,62.861406,67.26140600000001,68.001406,56.40140600000001,65.841406,75.521406,66.421406,59.48140600000001,82.781406,56.62140600000001,58.047135,63.40140600000001,63.58140600000001,61.841406000000006,56.22140600000001,60.90140600000001,56.717851,63.461406000000004,57.94140600000001,60.016281000000006,66.281406,63.641406,56.741406000000005
106,37,0,66.439773,56.799772999999995,64.599773,62.039773,64.159773,60.439772999999995,56.419773,58.579772999999996,59.713257999999996,59.079772999999996,53.974887,69.13977299999999,64.239773,69.959773,62.299772999999995,59.179773,58.999773,59.579772999999996,60.974887,56.819773,55.439772999999995,61.359773,72.019773,54.419773,55.019773,59.239773,62.059773,63.219772999999996,67.619773,68.379773,56.899772999999996,66.299773,75.999773,66.979773,60.019773,83.13977299999999,57.439772999999995,58.379773,63.839773,64.019773,62.339773,56.539773,61.179773,57.039773,63.939772999999995,58.359773,60.319773,66.63977299999999,64.119773,57.059773
107,37,1,66.957732,57.27773199999999,64.997732,62.45773199999999,64.717732,60.85773199999999,56.837731999999995,59.017731999999995,60.09773199999999,59.517731999999995,54.377731999999995,69.61773199999999,64.657732,70.417732,63.09773199999999,59.59773199999999,59.49773199999999,59.937732,61.37386600000001,57.27773199999999,55.81773199999999,61.67773199999999,72.417732,54.837731999999995,55.297731999999996,59.67773199999999,62.49773199999999,63.63773199999999,67.997732,68.75773199999999,57.31773199999999,66.75773199999999,76.39773199999999,67.377732,60.45773199999999,83.61773199999999,57.877731999999995,58.77773199999999,63.927983,64.517732,62.757732,56.95773199999999,61.557731999999994,57.433866,64.377732,58.837731999999995,60.657731999999996,67.11773199999999,64.53773199999999,57.45773199999999
108,37,2,67.691859,57.791858999999995,65.471859,62.971858999999995,65.331859,61.331858999999994,57.451859,59.511858999999994,60.651858999999995,60.05185899999999,54.831858999999994,70.091859,65.171859,70.91185899999999,63.771859,60.091859,60.05185899999999,60.411859,61.771859,57.791858999999995,56.231859,62.091859,73.091859,55.331858999999994,55.631859,60.151858999999995,63.011858999999994,64.151859,68.471859,69.243016,57.811859,67.231859,76.85185899999999,68.031859,60.971858999999995,85.191859,58.491859,59.251858999999996,64.371859,65.051859,63.331858999999994,57.451859,62.031859,57.891859,64.951859,59.411859,61.131859,67.791859,65.451859,57.97093
109,38,0,68.443039,58.423039,66.023039,63.523039000000004,66.023039,61.883039000000004,58.243039,60.063039,61.143039,60.523039000000004,55.223039,70.563039,65.723039,71.363039,64.243039,60.623039,60.603039,60.863039,62.163039000000005,58.423039,56.686519,62.506519,73.843039,55.703039000000004,55.943039,60.703039000000004,63.563039,64.743039,68.923039,70.023039,58.343039000000005,67.783039,77.343039,68.643039,61.47826,86.083039,59.223039,59.623039,65.703039,65.723039,63.983039,57.883039000000004,62.363039,58.443039,65.483039,60.003039,61.683039,68.32651899999999,66.18303900000001,58.324608
110,38,1,69.10263,59.18263,66.48263,64.16263000000001,66.88263,62.54263,58.882630000000006,60.602630000000005,61.72263,61.142630000000004,55.702630000000006,71.00263000000001,66.28263000000001,71.80263000000001,65.22263000000001,61.282630000000005,61.102630000000005,61.435261,62.50263,59.22263,57.22263,62.86263,74.60263,56.30263000000001,56.242630000000005,61.34263000000001,64.18789100000001,65.40263,69.48263,70.58263000000001,58.955261,68.46263,78.02263,69.28263000000001,62.027891000000004,86.78263000000001,59.822630000000004,60.056315000000005,66.44263000000001,66.615261,64.56263,58.282630000000005,62.742630000000005,59.102630000000005,65.92263,60.562630000000006,62.12263000000001,68.90263,66.84263,58.86263
111,38,2,69.460998,59.600998,66.920998,64.600998,67.33199499999999,62.940998,59.280998,61.000997999999996,62.160998,61.720998,56.120998,71.480998,66.700998,72.30099799999999,65.980998,61.680997999999995,61.500997999999996,61.840998,62.880998,59.620998,57.580998,63.200998,75.02099799999999,56.680997999999995,56.540997999999995,61.800998,64.600998,65.860998,69.820998,70.980998,59.360997999999995,68.88099799999999,78.540998,69.700998,62.500997999999996,87.400998,60.180997999999995,60.400998,66.88099799999999,67.060998,65.02099799999999,58.680997999999995,63.140997999999996,59.500997999999996,66.460998,60.960998,62.560998,69.38099799999999,67.320998,59.180997999999995
112,39,0,70.145351,60.145351,67.465351,65.085351,67.925351,63.365351000000004,59.705351,61.405351,62.665351,62.185351000000004,56.545351000000004,72.085351,67.185351,72.865351,66.665351,62.205351,61.905351,62.285351,63.245351,60.165351,57.985351,63.625351,75.585351,57.205351,56.925351,62.445351,65.125351,66.465351,70.225351,71.725351,59.785351,69.745351,79.445351,70.285351,63.125351,88.065351,60.765351,60.745351,67.405351,67.645351,65.625351,59.047676,63.505351,60.025351,67.065351,61.405351,63.125351,69.805351,67.945351,59.645351
113,39,1,70.678141,60.738141000000006,68.03814100000001,65.678141,68.998141,63.898141,60.078141,61.818141000000004,63.238141000000006,62.718141,57.038141,72.798141,67.778141,73.598141,67.498141,62.858141,62.358141,62.938141,63.618141,60.738141000000006,58.518141,63.958141000000005,76.158141,57.738141000000006,57.29407,63.058141000000006,65.738141,66.998141,70.658141,72.25814100000001,60.37814100000001,70.498141,80.33814100000001,70.83814100000001,63.658141,88.798141,61.218141,61.178141000000004,68.138141,68.298141,66.138141,59.498141000000004,63.858141,60.558141000000006,67.738141,61.938141,63.658141,70.298141,68.558141,60.298141
114,39,2,71.090385,61.170384999999996,68.470385,66.030385,69.630385,64.250385,60.430385,62.230385,63.610385,63.210384999999995,57.410385,73.430385,68.170385,74.230385,67.990385,63.250384999999994,62.710384999999995,63.330385,63.970385,61.170384999999996,58.870385,64.290385,76.530385,58.090385,57.610385,63.410385,66.130385,67.350385,70.990385,72.610385,60.730385,71.05038499999999,80.750385,71.19038499999999,64.010385,89.430385,61.570384999999995,61.510385,68.55038499999999,68.810385,66.490385,59.850384999999996,64.19038499999999,60.870385,68.650385,62.290385,64.010385,70.710385,69.010385,60.750384999999994
115,40,0,71.46263,61.54263,68.88263,66.40263,70.00263000000001,64.62263,60.742630000000005,62.642630000000004,63.98263000000001,63.702630000000006,57.782630000000005,73.86263000000001,68.60263,74.68263,68.44263000000001,63.62263000000001,63.08263,63.742630000000005,64.34263,61.54263,59.142630000000004,64.58263000000001,76.82263,58.44263,57.84263000000001,64.04263,66.52263,67.82263,71.34263,72.98263,61.102630000000005,71.42263,81.40263,71.56263,65.30263000000001,90.02263,61.90263,61.84263000000001,69.02263,69.18263,66.90263,60.22263,64.54263,61.196315000000006,69.06263,62.702630000000006,64.38263,71.20263,69.44263000000001,61.12263000000001
116,40,1,72.046712,62.046712,69.426712,66.86671199999999,70.606712,65.126712,61.326712,63.13835600000001,64.406712,64.426712,58.246712,74.686712,69.126712,75.486712,68.946712,64.106712,63.586712,64.283424,64.906712,62.046712,59.546712,65.046712,77.286712,58.866712,58.166712,64.586712,67.106712,68.446712,71.826712,73.786712,61.526711999999996,71.906712,82.106712,72.146712,65.826712,90.766712,62.406712,62.386712,69.646712,69.686712,67.406712,60.646712,64.986712,61.566712,69.826712,63.146712,65.006712,71.906712,70.146712,61.806712
117,40,2,72.630385,62.710384999999995,70.010385,67.310385,71.19038499999999,65.750385,61.890384999999995,63.540193,64.83038499999999,64.990385,58.610385,75.450385,69.570385,76.250385,69.390385,64.510385,64.030385,64.990385,65.41038499999999,62.710384999999995,59.910385,65.430385,77.69038499999999,59.370385,58.450385,65.150385,67.610385,68.850385,72.19038499999999,74.110385,61.930385,72.350385,82.650385,72.650385,66.270385,91.55038499999999,62.750384999999994,62.770385,70.250385,70.130385,67.83038499999999,61.090385,65.370385,62.010385,70.390385,63.530384999999995,65.540193,72.390385,70.650385,62.330385
118,41,0,73.08834499999999,63.208344999999994,70.528345,67.72834499999999,71.628345,66.208345,62.24834499999999,63.96834499999999,65.22834499999999,65.428345,58.948344999999996,75.94834499999999,70.108345,76.748345,69.829172,64.94834499999999,64.44834499999999,65.428345,65.78834499999999,63.228345,60.228345,65.72834499999999,78.22834499999999,59.768345,58.768345,65.548345,68.048345,69.30834499999999,72.548345,74.688345,62.348344999999995,72.828345,83.108345,73.00917199999999,66.668345,92.28834499999999,63.168344999999995,63.128344999999996,70.748345,70.58834499999999,68.22834499999999,61.508345,65.689172,62.508345,70.80834499999999,63.949172,65.908345,72.908345,71.14834499999999,62.728345
119,41,1,73.772018,63.692018000000004,71.09201800000001,68.192018,72.132018,66.712018,62.632018,64.412018,65.652018,65.912018,59.372018000000004,76.39201800000001,70.59201800000001,77.212018,70.31201800000001,65.37201800000001,64.972018,65.912018,66.132018,63.692018000000004,60.612018000000006,66.072018,78.81201800000001,60.112018000000006,59.03201800000001,65.992018,68.51201800000001,69.652018,72.89201800000001,75.352018,62.85201800000001,73.412018,83.612018,73.432018,67.17201800000001,93.09201800000001,63.67201800000001,63.452018,71.212018,71.152018,68.67201800000001,61.952018,66.052018,63.03201800000001,71.31201800000001,64.412018,66.272018,73.472018,71.67201800000001,63.192018000000004
120,41,2,74.66875300000001,64.128753,71.588753,68.688753,72.628753,67.128753,63.008753000000006,64.828753,66.148753,66.348753,59.779376,76.848753,71.048753,77.66875300000001,70.768753,65.868753,65.468753,66.328753,66.548753,64.148753,61.048753000000005,66.429376,79.228753,60.428753,59.409376,66.448753,68.988753,70.068753,73.308753,75.768753,63.268753000000004,73.948753,84.24875300000001,73.948753,67.588753,93.868753,64.268753,63.908753000000004,71.74875300000001,71.88875300000001,69.188753,62.428753,66.38875300000001,63.422918,71.828753,64.948753,66.688753,74.008753,72.208753,63.668753
121,42,0,75.491202,64.891202,72.091202,69.191202,73.091202,67.551202,63.43015,65.331202,66.67120200000001,66.791202,60.191202000000004,77.511202,71.571202,78.331202,71.191202,66.431202,66.011202,66.911202,66.991202,64.891202,61.531202,66.851202,79.911202,60.791202,59.780601000000004,66.991202,69.67120200000001,70.711202,73.771202,76.331202,63.791202,74.750601,85.131202,74.551202,68.03120200000001,94.840601,64.791202,64.731202,72.411202,72.831202,69.711202,63.071202,66.711202,63.791202,72.291202,65.551202,67.231202,74.691202,72.751202,64.231202
122,42,1,76.209977,65.689977,72.669989,69.92997700000001,73.829977,68.329977,63.803326,65.92997700000001,67.34998900000001,67.449977,60.689977,78.249977,72.229977,79.06997700000001,72.049977,67.229977,66.556659,67.56997700000001,67.509977,65.689977,62.189992000000004,67.349977,80.729977,61.349977,60.209989,67.719989,70.42997700000001,71.249977,74.389989,76.909977,64.409977,75.269977,86.089977,75.209977,68.529977,95.609977,65.349977,65.549977,73.229977,73.849977,70.369977,63.629977000000004,67.143326,64.289989,72.849977,66.109977,67.729989,75.129977,73.409977,64.889977
123,42,2,76.627937,66.227937,73.087937,70.33896800000001,74.367937,68.747937,64.187937,66.347937,67.712562,67.908968,61.127937,78.727937,72.60793699999999,79.547937,72.527937,67.647937,66.927937,67.987937,67.827937,66.22896800000001,62.568968000000005,67.767937,81.04264599999999,61.647937,60.51579399999999,68.10793699999999,70.887937,71.767937,74.687937,77.447937,64.827937,75.747937,86.60793699999999,75.627937,68.947937,96.187937,65.687937,66.007937,73.667937,74.547937,70.885873,64.047937,67.527937,64.667937,73.287937,66.547937,68.147937,75.567937,73.887937,65.267937
124,43,0,77.24029499999999,66.820295,73.60029499999999,70.88029499999999,74.960295,69.340295,64.572059,66.94029499999999,68.200295,68.340295,61.520295,79.30029499999999,73.140295,80.120295,72.94029499999999,68.220295,67.360295,68.460295,68.16029499999999,66.820295,63.04029499999999,68.320295,81.60029499999999,62.060294999999996,60.76029499999999,68.560295,71.400295,72.360295,75.08029499999999,78.060295,65.38029499999999,76.44029499999999,87.340295,76.16029499999999,69.38029499999999,96.920295,66.213432,66.44029499999999,74.155147,75.360295,71.540295,64.480295,67.900295,65.251144,73.860295,67.060295,68.66029499999999,76.10029499999999,74.60029499999999,65.740098
125,43,1,77.625896,67.485896,74.08589599999999,71.685896,75.905896,70.065896,64.94589599999999,67.66589599999999,68.905896,68.94589599999999,62.00589599999999,79.94589599999999,73.80589599999999,80.765896,73.565896,69.065896,67.765896,68.985896,68.565896,67.485896,63.705895999999996,68.877948,82.285896,62.625896,61.265896,69.16589599999999,71.985896,73.08589599999999,75.565896,78.645896,65.925896,76.965896,88.285896,76.825896,69.885896,97.645896,66.80589599999999,67.00589599999999,74.765896,76.44589599999999,72.145896,64.965896,68.285896,65.605896,74.565896,67.58589599999999,69.16589599999999,76.545896,75.30589599999999,66.405896
126,43,2,77.96305600000001,67.92222199999999,74.446111,72.182222,76.42222199999999,70.482222,65.20222199999999,67.983056,69.31611099999999,69.327407,62.322222,80.502222,74.182222,81.302222,73.95611099999999,69.440741,68.11805600000001,69.402222,68.860741,67.92222199999999,64.046111,69.187407,82.56222199999999,62.942221999999994,61.502221999999996,69.696111,72.34222199999999,73.442222,75.802222,78.962222,66.26074100000001,77.34222199999999,88.722222,77.17611099999999,70.322222,98.182222,67.09407399999999,67.322222,75.136111,77.06222199999999,72.56222199999999,65.302222,68.582222,65.838704,75.082222,67.934074,69.502222,76.882222,75.742222,66.796111
127,44,0,78.41029499999999,68.390295,74.91029499999999,72.790295,76.970295,70.970295,65.530295,68.370295,69.730295,69.790295,62.750294999999994,81.01059000000001,74.610295,81.83029499999999,74.33029499999999,69.83029499999999,68.49029499999999,69.870295,69.230295,68.41029499999999,64.470295,69.69029499999999,82.85029499999999,63.310294999999996,61.850294999999996,70.110295,72.77029499999999,73.950295,76.13029499999999,79.450295,66.670295,77.750295,89.310295,77.570295,70.85029499999999,98.77029499999999,67.41029499999999,67.790295,75.55029499999999,77.610295,72.99029499999999,65.730295,68.950295,66.27029499999999,75.570295,68.35029499999999,69.950295,77.41029499999999,76.250295,67.170295
128,44,1,78.956916,68.996916,75.436916,73.396916,77.49345799999999,71.576916,66.036916,68.916916,70.143458,70.476916,63.116916,81.856916,75.176916,82.676916,74.756916,70.23691600000001,68.936916,70.333458,69.576916,68.996916,64.843458,70.245639,83.256916,63.716916000000005,62.316916000000006,70.536916,73.323832,74.543458,76.543458,80.036916,67.253458,78.23691600000001,89.956916,78.09691600000001,71.293458,99.496916,67.976916,68.345639,76.15691600000001,78.216916,73.41345799999999,66.212305,69.323458,66.676916,76.116916,68.756916,70.496916,78.056916,77.09691600000001,67.65691600000001
129,44,2,79.49161,69.63161,75.93160999999999,73.97161,78.05161,72.23161,66.43160999999999,69.41161,70.57160999999999,71.05161,63.55161,82.59161,75.67161,83.41161,75.19161,70.65160999999999,69.39161,70.77161,69.93160999999999,69.63161,65.25161,70.71161,83.61161,64.19161,62.631609999999995,71.13161,73.81161,74.99161,76.93160999999999,80.43160999999999,67.63161,78.67161,90.45161,78.55161,71.71161,100.31161,68.33161,68.81161,76.81161,78.75161,73.85161,66.67161,69.71161,67.03161,76.71161,69.19161,70.94080500000001,78.63161,77.79160999999999,68.17161
130,45,0,80.000091,70.140091,76.420091,74.420091,78.500091,72.66009100000001,66.780091,69.840091,71.000091,71.480091,63.900091,83.100091,76.120091,83.94009100000001,75.58009100000001,71.040091,69.820091,71.140091,70.30009100000001,70.140091,65.58009100000001,71.02504499999999,84.140091,64.560091,62.940091,71.560091,74.260091,75.38009100000001,77.240091,80.900091,68.02009100000001,79.100091,90.88009100000001,78.925045,72.086697,101.06009,68.740091,69.175045,77.320091,79.240091,74.30009100000001,67.100091,70.040091,67.460091,77.08009100000001,69.560091,71.320091,79.060091,78.30009100000001,68.560091
131,45,1,80.56059,70.66059,76.90059000000001,74.82059,78.98059,73.14059,67.18059000000001,70.14059,71.38059,71.96059,64.34059,83.56059,76.58059,84.40059000000001,75.96059,71.40059000000001,70.26059000000001,71.58059,70.66059,70.66059,65.94059,71.40059000000001,84.62059,65.06059,63.200196999999996,72.00059,74.78059,75.72059,77.62059,81.46059,68.46059,79.68059000000001,91.30059,79.34059,72.52059,101.86059,69.22059,69.50059,77.82059,79.70059,74.80059,67.56059,70.40059000000001,67.90059000000001,77.54059000000001,70.02059,71.66059,79.54059000000001,78.78059,69.00059
132,45,2,81.265079,71.125079,77.345079,75.265079,79.405079,73.565079,67.56836,70.545079,71.845079,72.405079,64.66754,83.985079,77.045079,84.805079,76.345079,71.765079,70.685079,72.00507900000001,71.00507900000001,71.125079,66.36507900000001,71.73584699999999,84.96169300000001,65.43754,63.501693,72.385079,75.22507900000001,76.105079,77.985079,81.885079,68.905079,80.09754000000001,91.78507900000001,79.78507900000001,72.91754,102.56508000000001,69.685079,69.845079,78.305079,80.125079,75.22507900000001,67.965079,70.71754,68.22754,77.985079,70.465079,72.045079,79.985079,79.28507900000001,69.425079
133,46,0,82.116508,71.556508,77.796508,75.696508,79.896508,73.99650799999999,67.976508,70.956508,72.27650799999999,72.836508,65.033254,84.456508,77.476508,85.27650799999999,76.736508,72.111085,71.176508,72.456508,71.373254,71.556508,66.696508,72.096508,85.336508,65.756508,63.790723,72.836508,75.656508,76.536508,78.396508,82.316508,69.296508,80.49650799999999,92.21650799999999,80.296508,73.316508,103.33651,70.156508,70.196508,78.756508,80.616508,75.71650799999999,68.396508,71.05325400000001,68.513254,78.433254,70.956508,72.476508,80.536508,79.916508,69.85650799999999
134,46,1,82.65160999999999,71.99161,78.35161,76.21161,80.35161,74.57160999999999,68.47161,71.47161,72.71161,73.400805,65.49161,85.25161,77.977203,86.07160999999999,77.13161,72.47161,71.640805,72.95161,71.77161,71.99161,67.07160999999999,72.53161,85.91161,66.07160999999999,64.09161,73.41161,76.15160999999999,77.09161,78.93160999999999,82.69161,69.89161,80.89161,92.67161,80.99161,73.73161,104.13161,70.640805,70.75161,79.31161,81.03161,76.23161,68.840805,71.39161,68.87161,78.83161,71.33161,73.03161,81.11161,80.59161,70.39161
