,measure_number,beat_number,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
162,55,0,52.395102,65.775102,56.875102000000005,62.455102000000004,62.975102,72.135102,74.39510200000001,70.415102,61.055102000000005,61.275102000000004,72.11510200000001,63.392551,83.780204,74.695102,75.515102,73.055102,76.155102,57.055102000000005,61.295102,68.635102,73.30020400000001,65.815102,57.835102,72.175102,73.635102,79.995102,66.062551,58.395102,63.215102,76.675102,76.595102,61.075102,73.435102,63.955102000000004,75.095102,73.855102,85.475102,60.440204,70.335102,63.275102000000004,63.155102,61.975102,66.355102,63.675102,56.575102,56.795102,61.915102000000005,71.415102,77.175102,71.480204,57.795102,61.695102,55.515102,75.555102,56.295102,68.655102,74.135102,77.075102
163,55,1,52.670204000000005,66.19020400000001,57.390204000000004,62.950407999999996,63.390204000000004,72.730204,74.930204,70.97020400000001,61.410204,61.660102,72.770204,63.710204000000004,84.370204,75.19020400000001,75.930204,73.570204,76.570204,57.390204000000004,61.670204000000005,69.030204,73.890204,66.290204,58.150204,72.710204,74.290204,80.710204,66.47020400000001,58.870204,63.610204,77.19020400000001,77.19020400000001,61.410204,74.070204,64.390204,75.810204,74.310204,86.11020400000001,61.110204,71.070204,63.670204000000005,63.550204,62.390204000000004,66.770204,64.230204,56.910204,57.09020400000001,62.310204000000006,71.870204,77.770204,71.950204,58.290204,62.09020400000001,55.870204,76.05020400000001,56.610204,69.19020400000001,74.770204,77.590408
164,55,2,53.007346999999996,66.642041,57.802041,63.342041,63.762041,73.206122,75.402041,71.462041,61.762041,62.022041,73.48204100000001,64.08601999999999,84.84204100000001,75.822041,76.462041,74.142041,77.022041,57.942041,62.082041000000004,69.462041,74.502041,66.822041,58.482041,73.162041,74.682041,81.182041,66.862041,59.382041,64.002041,77.682041,77.682041,61.822041000000006,74.522041,64.742041,76.262041,74.882041,86.882041,61.642041000000006,71.42204100000001,64.082041,64.06204100000001,62.802041,67.162041,64.942041,57.242041,57.462041000000006,62.702041,72.34204100000001,78.282041,72.34204100000001,58.742041,62.522041,56.182041000000005,76.462041,57.002041000000006,69.62204100000001,75.182041,78.322041
165,56,0,53.212653,67.072653,58.092653000000006,63.672653000000004,64.092653,73.572653,75.83265300000001,71.912653,62.132653000000005,62.352653000000004,73.892653,64.412653,85.272653,76.25265300000001,76.852653,74.572653,77.412653,58.332653,62.411327,69.792653,74.83265300000001,67.272653,58.812653000000005,73.452653,75.47265300000001,81.532653,67.172653,59.692653,64.352653,78.012653,78.072653,62.172653000000004,74.97265300000001,65.092653,76.672653,75.412653,87.292653,62.112653,71.83265300000001,64.452653,64.33265300000001,63.152653,67.492653,65.272653,57.532653,57.792653,63.032653,72.75265300000001,78.692653,72.872653,59.072653,62.852653000000004,56.432653,76.912653,57.312653000000005,70.072653,75.592653,78.872653
166,56,1,53.512653,67.524218,58.552653,64.092653,64.532653,73.992653,76.392653,72.532653,62.632653000000005,62.652653,74.33265300000001,64.732653,85.75265300000001,76.732653,77.412653,75.092653,77.812653,58.972653,62.892653,70.212653,75.432653,67.792653,59.232653000000006,73.872653,75.952653,82.152653,67.652653,60.352653000000004,64.692653,78.732653,78.61265300000001,62.652653,75.492653,65.61265300000001,77.372653,75.97265300000001,88.072653,62.772653000000005,72.457551,64.912653,64.812653,63.492653000000004,67.97265300000001,66.012653,57.892653,58.152653,63.512653,73.232653,79.272653,73.372653,59.532653,63.272653000000005,56.872653,77.412653,57.692653,70.712653,76.272653,79.372653
167,56,2,53.853818999999994,68.176735,59.036735,64.716735,65.076735,74.576735,76.97673499999999,73.216735,63.316734999999994,63.003367000000004,74.936735,65.236735,86.436735,77.376735,78.096735,75.916735,78.39673499999999,59.616735,63.616735,70.736735,76.11673499999999,68.47673499999999,59.816734999999994,74.376735,76.776735,82.816735,68.216735,60.956734999999995,65.076735,79.436735,79.336735,63.416734999999996,76.196735,66.356735,78.156735,76.75673499999999,89.016735,63.676735,73.076735,65.356735,65.376735,64.076735,68.636735,66.656735,58.316734999999994,58.396735,64.036735,73.676735,79.97673499999999,74.276735,60.096734999999995,63.796735,57.216735,78.016735,58.371347,71.376735,76.956735,79.97673499999999
168,57,0,54.248673,68.647347,59.747347,65.507347,65.88734699999999,75.16734699999999,77.647347,73.74734699999999,63.907346999999994,63.547346999999995,75.707347,65.947347,87.087347,77.867347,78.807347,76.607347,79.007347,60.347347,64.487347,71.427347,76.787347,69.127347,60.367346999999995,74.88734699999999,77.427347,83.515782,68.707347,61.447347,65.547347,80.047347,80.107347,64.24734699999999,76.767347,66.88734699999999,78.827347,77.24734699999999,89.827347,64.547347,73.568673,65.947347,65.767347,64.647347,69.327347,67.467347,58.807347,58.887347,64.607347,74.347347,80.727347,75.207347,60.667347,64.307347,57.798673,78.627347,58.727346999999995,71.907347,77.567347,80.787347
169,57,1,54.62449,69.32449,60.20449,66.40449,66.72449,75.74449,78.30449,74.56449,64.49483000000001,64.00449,76.42449,66.588163,87.68449,78.56449,79.64449,77.22449,79.64449,61.04449,65.20449,72.34449000000001,77.58449,69.86449,61.26449,75.42449,78.16449,84.147245,69.26449000000001,62.02449,66.08449,80.72449,80.70449,64.96449,77.44449,67.52449,79.68449,77.90449,90.48449000000001,65.24449,74.04449,66.72449,66.45161,65.26724499999999,70.02449,68.18724499999999,59.284490000000005,59.31483000000001,65.02449,74.92449,81.42449,75.877245,61.36449,65.00449,58.157784,79.26449000000001,59.184490000000004,72.52449,77.96449,81.44449
170,57,2,54.93285,69.887098,60.547098,66.987098,67.207098,76.147098,78.747098,75.127098,64.907098,64.368549,76.927098,67.007098,88.127098,79.007098,80.247098,77.68709799999999,80.167098,61.487097999999996,65.747098,72.947098,78.18709799999999,70.387098,61.707097999999995,75.867098,78.667098,84.587098,69.707098,62.467098,66.507098,81.18709799999999,81.18709799999999,65.487098,77.907098,67.987098,80.227098,78.387098,91.007098,65.787098,74.567098,67.227098,66.72236600000001,65.667098,70.467098,68.627098,59.687098,59.667097999999996,65.427098,75.587098,81.907098,76.288549,61.827098,65.227098,58.458549,79.707098,59.307097999999996,72.967098,78.347098,81.82709799999999
171,58,0,55.117143000000006,70.19714300000001,60.85714300000001,67.517143,67.517143,76.597143,79.117143,75.437143,65.21714300000001,64.657143,77.35714300000001,67.377143,88.437143,79.35714300000001,80.597143,78.017143,80.55714300000001,61.757143000000006,66.097143,73.257143,78.537143,70.69714300000001,62.017143000000004,76.157143,79.077143,84.91714300000001,70.037143,62.777143,66.83714300000001,81.517143,81.577143,65.85714300000001,78.237143,68.317143,80.55714300000001,78.69714300000001,91.477143,66.19714300000001,74.877143,67.537143,67.017143,65.977143,70.77714300000001,68.91714300000001,59.99714300000001,59.977143000000005,65.737143,75.977143,82.27714300000001,76.579048,62.157143000000005,65.597143,58.737143,80.017143,59.593571,73.35714300000001,78.657143,82.19714300000001
172,58,1,55.47602,70.48204100000001,61.162041,67.92204100000001,67.92204100000001,77.002041,79.402041,75.84204100000001,65.56204100000001,65.05601999999999,77.722041,67.782041,88.802041,79.762041,80.98204100000001,78.42204100000001,80.962041,62.03601999999999,66.502041,73.56204100000001,78.942041,71.12204100000001,62.382041,76.56204100000001,79.48204100000001,85.302041,70.382041,63.142041000000006,67.20204100000001,81.902041,82.002041,66.262041,78.662041,68.62801,80.962041,79.12204100000001,91.966122,66.602041,75.282041,68.002041,67.42204100000001,66.322041,71.182041,69.282041,60.402041000000004,60.280680000000004,66.102041,76.382041,82.762041,76.962041,62.422041,65.98204100000001,59.082041000000004,80.42204100000001,59.882041,73.742041,78.98301,82.62204100000001
173,58,2,55.762687,70.89903100000001,61.546122,68.366122,68.42612199999999,77.346122,79.846122,76.346122,66.066122,65.36403100000001,78.166122,68.226122,89.28612199999999,80.346122,81.42612199999999,78.746122,81.406122,62.426122,66.946122,74.026122,79.446122,71.566122,62.806121999999995,77.106122,80.05449,85.766122,70.826122,63.506122,67.626122,82.306122,82.446122,66.686122,79.206122,69.086122,81.686122,79.666122,92.546122,67.026122,75.726122,68.446122,67.946122,66.746122,71.626122,69.548061,60.782687,60.606122,66.518061,76.806122,83.206122,77.42612199999999,62.786122,66.42612199999999,59.426122,80.806122,60.126121999999995,74.186122,79.306122,83.14612199999999
174,59,0,55.976327000000005,71.116327,61.836327000000004,68.756327,68.756327,77.696327,80.13632700000001,76.656327,66.596327,65.603163,78.676327,68.498776,89.716327,80.816327,81.85632700000001,79.076327,81.776327,62.703163,67.49632700000001,74.316327,79.936327,71.976327,63.416327,77.576327,80.556327,86.196327,71.116327,63.916327,67.896327,82.696327,82.896327,67.236327,79.49632700000001,69.296327,82.156327,80.016327,93.176327,67.516327,76.016327,68.716327,68.196327,67.056327,71.916327,69.836327,61.056327,60.896327,66.756327,77.336327,83.49632700000001,77.956327,63.056327,66.716327,59.656327000000005,81.13632700000001,60.416327,74.676327,79.536327,83.436327
175,59,1,56.424898,71.564898,62.304898,69.284898,69.304898,78.144898,80.74489799999999,77.38489799999999,67.044898,66.004898,79.164898,68.924898,90.224898,81.284898,82.344898,79.644898,82.24489799999999,63.144898,68.084898,74.764898,80.404898,72.424898,63.864898,77.984898,81.24489799999999,86.684898,71.564898,64.364898,68.264898,83.24489799999999,83.484898,67.824898,80.05979599999999,69.734966,82.624898,80.504898,94.024898,68.10489799999999,76.484898,69.124898,68.664898,67.504898,72.364898,70.404898,61.444897999999995,61.324898,67.164898,77.784898,83.984898,78.544898,63.504898,67.204898,60.084897999999995,81.644898,60.804898,75.24489799999999,80.024898,84.044898
176,59,2,56.643673,71.943673,62.683673,69.783673,69.683673,78.50367299999999,81.123673,77.803673,67.423673,66.303673,79.583673,69.223673,90.603673,81.763673,82.803673,80.14367299999999,82.64367299999999,63.543673,68.723673,75.14367299999999,80.783673,72.86367299999999,64.200735,78.323673,81.783673,87.063673,71.86367299999999,64.683673,68.64367299999999,83.64367299999999,83.843673,68.463673,80.583673,70.083673,83.00367299999999,80.843673,94.443673,68.50367299999999,76.86367299999999,69.50367299999999,68.983673,67.883673,72.743673,70.843673,61.763673,61.643673,67.50367299999999,78.163673,84.50367299999999,78.916837,63.763673,67.583673,60.454558,82.023673,61.163672999999996,75.623673,80.463673,84.423673
177,60,0,56.90898000000001,72.36898000000001,63.02949,70.12898,70.04898,78.81949,81.48898,78.16898,67.74898,66.61949,79.92898000000001,69.56898000000001,91.02898,82.10898,83.22898,80.50898000000001,83.10898,63.92898,69.08898,75.56898000000001,81.10898,73.22898,64.52898,78.66898,82.14898000000001,87.42898000000001,72.14898000000001,65.00898000000001,68.94949,83.98898,84.20898000000001,68.82898,80.94898,70.38898,83.30898,81.18898,94.80898,68.86898000000001,77.26898,69.81949,69.30898,68.14898000000001,73.10898,71.20898000000001,62.028980000000004,61.90898000000001,67.76898,78.60898,84.90898,79.25949,64.10949000000001,67.94898,60.74949,82.40898,61.42898,75.98898,80.82898,84.80898
178,60,1,57.232653000000006,72.852653,63.372653,70.572653,70.432653,79.212653,81.952653,78.632653,68.040663,66.97265300000001,80.351327,69.952653,91.492653,82.471327,83.692653,80.97265300000001,83.592653,64.352653,69.492653,76.032653,81.592653,73.652653,64.892653,78.960663,82.672653,87.992653,72.47265300000001,65.492653,69.292653,84.412653,84.892653,69.232653,81.33265300000001,70.664218,83.912653,81.544218,95.652653,69.240663,77.692653,70.141327,69.680663,68.532653,73.532653,71.632653,62.312653000000005,62.284218,68.14421800000001,79.052653,85.552653,79.672653,64.432653,68.321327,60.972653,82.812653,61.732653000000006,76.452653,81.33265300000001,85.212653
179,60,2,57.696735,73.432245,63.876735,71.156735,70.936735,79.636735,82.39673499999999,79.076735,68.436735,67.338912,80.996735,70.316735,92.156684,83.056735,84.276735,81.456735,84.063367,64.996735,69.996735,76.72336700000001,82.11673499999999,74.216735,65.276735,79.316684,83.293367,88.596735,72.796735,65.959347,69.683367,84.856735,85.536735,69.676735,81.876735,71.063367,84.276735,82.016735,96.736735,69.641684,78.296735,70.578912,70.25673499999999,68.939347,74.196735,72.076735,62.696735,62.776734999999995,68.46168399999999,79.61673499999999,86.216735,80.061684,65.276735,68.816735,61.319347,83.22336700000001,62.096734999999995,76.876735,81.876735,85.736735
180,61,0,58.377823,74.013469,64.57346899999999,71.593469,71.813469,80.153469,82.85346899999999,79.55346899999999,68.93346899999999,67.79346899999999,81.673469,70.79346899999999,92.71346899999999,83.513469,84.753469,82.193469,84.733469,65.671735,70.393469,77.153469,82.893469,74.813469,65.753469,79.79346899999999,83.85346899999999,89.05346899999999,73.21346899999999,66.593469,70.093469,85.35346899999999,86.013469,70.233469,82.453469,71.593469,84.79346899999999,82.63346899999999,97.873469,70.093469,78.873469,71.093469,70.833469,69.473469,74.873469,72.653469,63.19346899999999,63.293468999999995,68.99346899999999,80.13346899999999,86.93346899999999,80.693469,66.07346899999999,69.55346899999999,62.01346899999999,83.733469,62.461735,77.35346899999999,82.253469,86.29346899999999
181,61,1,58.460177,74.478163,65.064082,72.498163,72.24408199999999,80.644082,83.338163,79.96408199999999,69.38408199999999,68.10408199999999,82.264082,71.204082,93.344082,84.026327,85.198163,82.698163,85.264082,66.02408199999999,70.864082,77.564082,83.304082,75.318163,66.164082,80.304082,84.284082,89.618163,73.644082,66.97426,70.424082,85.74408199999999,86.478163,70.624082,83.084082,72.10408199999999,85.284082,83.31224499999999,98.60408199999999,70.504082,79.32408199999999,71.504082,71.298163,70.02408199999999,75.284082,73.004082,63.567041,63.70408199999999,69.40408199999999,80.54408199999999,87.458163,81.344082,66.189545,69.789408,62.217645999999995,84.144082,62.864081999999996,77.82408199999999,82.644082,86.818163
182,61,2,58.597143,74.85714300000001,65.437143,72.937143,72.657143,81.13714300000001,83.83714300000001,80.177143,69.69714300000001,68.399048,82.677143,71.537143,93.77714300000001,84.41714300000001,85.757143,83.157143,85.797143,66.28678599999999,71.313571,77.977143,83.597143,75.69714300000001,66.537143,80.71714300000001,84.71714300000001,89.99714300000001,74.017143,67.237143,70.77714300000001,86.043571,87.13714300000001,71.037143,83.517143,72.49714300000001,85.69714300000001,83.77714300000001,99.177143,70.85714300000001,79.69714300000001,71.85714300000001,71.641786,70.397143,75.657143,73.237143,63.89714300000001,63.963570999999995,69.797143,81.13714300000001,87.91714300000001,81.877143,66.297143,70.097143,62.253570999999994,84.617143,63.031786,78.297143,82.99714300000001,87.27714300000001
183,62,0,58.88,75.2,65.78,73.4,73.04,81.48,84.18,80.52,70.04,68.72,83.02,71.88,94.12,84.78,86.18,83.48,86.26,66.62,71.62,78.5,83.96,76.04,66.88,81.08,85.08,90.34,74.3,67.54,71.12,86.36,87.52,71.38,83.88,72.8,86.04,84.14,99.62,71.18,80.04,72.18,71.96,70.74,76.0,73.58,64.18,64.28,70.16,81.58,88.32,82.22,66.64,70.45,62.56,85.0,63.32,78.72,83.325,87.7
184,62,1,59.144898,75.524898,66.124898,73.784898,73.424898,81.824898,84.464898,80.864898,70.304898,68.988299,83.38489799999999,72.264898,94.464898,85.124898,86.60489799999999,83.864898,86.60489799999999,66.944898,71.964898,78.88489799999999,84.284898,76.404898,67.224898,81.444898,85.464898,90.664898,74.607449,67.864898,71.424898,86.704898,87.864898,71.707449,84.24489799999999,73.097449,86.364898,84.517449,100.00959,71.524898,80.38489799999999,72.444898,72.304898,71.084898,76.344898,73.924898,64.464898,64.584898,70.46163299999999,81.964898,88.724898,82.544898,66.88489799999999,70.804898,62.824898,85.364898,63.597449,79.064898,83.624898,88.10489799999999
185,62,2,59.389388000000004,75.869388,66.529388,74.149388,73.769388,82.169388,84.789388,81.269388,70.709388,69.349388,83.769388,72.629388,94.809388,85.569388,87.009388,84.189388,87.029388,67.289388,72.349388,79.309388,84.629388,76.809388,67.609388,81.809388,85.969388,91.069388,74.909388,68.169388,71.769388,87.029388,88.289388,72.109388,84.669388,73.409388,86.789388,84.929388,100.48939,71.869388,80.769388,72.769388,72.729388,71.489388,76.769388,74.349388,64.753878,64.929388,70.809388,82.389388,89.189388,82.969388,67.165939,71.229388,63.189388,85.769388,63.809388,79.508776,83.929388,88.629388
186,63,0,59.799184,76.239184,66.839184,74.559184,74.279184,82.579184,85.159184,81.67918399999999,71.279184,69.639184,84.164592,72.939184,95.239184,85.999184,87.419184,84.559184,87.439184,67.67918399999999,72.859184,79.719184,85.059184,77.219184,68.31918399999999,82.299184,86.419184,91.479184,75.286395,68.559184,72.03918399999999,87.459184,88.739184,72.599184,85.059184,73.719184,87.199184,85.31918399999999,101.01918,72.339184,81.17918399999999,73.139184,73.139184,71.884592,77.17918399999999,74.75918399999999,65.079184,65.279184,71.139184,83.03918399999999,89.61918399999999,83.579184,67.53918399999999,71.659184,63.599183999999994,86.199184,64.099184,79.959184,84.299184,89.03918399999999
187,63,1,60.24163299999999,76.641633,67.26163299999999,75.141633,74.721633,83.001633,85.621633,82.161633,71.641633,70.081633,84.60163299999999,73.381633,95.741633,86.421633,87.921633,85.061633,87.90163299999999,68.121633,73.32163299999999,80.161633,85.481633,77.661633,68.781633,82.741633,87.141633,91.981633,75.721633,69.021633,72.481633,87.96163299999999,89.32163299999999,73.081633,85.481633,74.141633,87.60163299999999,85.76163299999999,101.64163,72.781633,81.621633,73.501633,73.581633,72.32163299999999,77.621633,75.32163299999999,65.421633,65.665816,71.54163299999999,83.501633,90.10163299999999,84.021633,67.941633,72.04163299999999,64.04163299999999,86.68163299999999,64.521633,80.501633,84.76163299999999,89.641633
188,63,2,60.305204,76.93081600000001,67.650816,75.650816,75.090068,83.35081600000001,85.950816,82.550816,72.030816,70.35081600000001,84.870816,73.650816,96.150816,86.870816,88.310816,85.410816,88.290816,68.510816,73.970816,80.510816,85.770816,78.030816,69.110816,83.050816,87.530816,92.270816,76.090816,69.336735,72.810816,88.270816,89.750816,73.71081600000001,85.910816,74.510816,87.93081600000001,86.190816,102.15082,73.170816,81.93081600000001,73.880408,73.970816,72.683605,78.010816,75.71081600000001,65.690816,65.970816,71.830816,83.842163,90.49081600000001,84.362163,68.290816,72.43081600000001,64.342163,87.07081600000001,64.810816,80.85081600000001,85.150816,90.050816
189,64,0,60.56530600000001,77.445306,68.12530600000001,76.085306,75.40530600000001,83.68530600000001,86.305306,83.005306,72.425306,70.785306,85.40530600000001,74.165306,96.70530600000001,87.26530600000001,88.865306,85.805306,88.785306,68.84530600000001,74.365306,80.885306,86.285306,78.40530600000001,69.46530600000001,83.585306,87.96530600000001,92.725306,76.48530600000001,69.62530600000001,73.165306,88.70530600000001,90.285306,74.105306,86.365306,75.005306,88.26530600000001,86.76530600000001,102.56531,73.48530600000001,82.365306,74.165306,74.34530600000001,72.945306,78.54530600000001,76.105306,66.065306,66.32530600000001,72.145306,84.18530600000001,91.025306,84.725306,68.805306,72.84530600000001,64.605306,87.505306,65.245306,81.285306,85.70530600000001,90.585306
190,64,1,60.982449,77.882449,68.602449,76.742449,76.102449,84.122449,86.762449,83.542449,72.902449,71.322449,85.922449,74.602449,97.262449,87.702449,89.402449,86.342449,89.282449,69.176224,74.842449,81.49415,86.602449,78.782449,70.042449,84.062449,88.46244899999999,93.202449,76.942449,70.082449,73.562449,89.182449,90.942449,74.562449,86.782449,75.422449,88.762449,87.182449,103.04245,73.942449,82.782449,74.562449,74.782449,73.322449,79.022449,76.562449,66.422449,66.722449,72.542449,84.642449,91.622449,85.202449,69.382449,73.222449,64.922449,88.042449,65.602449,81.762449,86.182449,91.122449
191,64,2,61.297551,78.337551,69.117551,77.317551,76.557551,84.471888,87.077551,83.977551,73.357551,71.70585,86.517551,75.057551,97.857551,88.15151,90.097551,86.805102,89.737551,69.461888,75.277551,81.797551,87.057551,79.217551,70.317551,84.677551,88.857551,93.697551,77.457551,70.377551,74.277551,89.557551,91.457551,74.993776,87.353776,76.03755100000001,89.277551,87.81918399999999,103.44189,74.297551,83.237551,74.90377600000001,75.177551,73.837551,79.477551,76.877551,66.777551,67.057551,72.817551,85.117551,92.257551,85.597551,69.68585,73.577551,65.173776,88.497551,65.937551,82.217551,86.577551,91.697551
192,65,0,61.724731999999996,78.85419499999999,69.85419499999999,78.194195,77.13419499999999,84.99419499999999,87.754195,84.85419499999999,73.93419499999999,72.35419499999999,87.294195,75.754195,98.60258499999999,88.55419499999999,90.85419499999999,87.41419499999999,90.43419499999999,69.85419499999999,76.05419499999999,82.394195,87.77419499999999,79.754195,71.014195,85.654195,89.474195,94.43419499999999,77.974195,70.918065,74.754195,90.27419499999999,92.27419499999999,75.794195,88.034195,76.614195,90.014195,88.314195,104.2342,74.99419499999999,83.91419499999999,75.514195,75.734195,74.49419499999999,80.194195,77.534195,67.334195,67.58473199999999,73.314195,85.71419499999999,92.954195,86.314195,70.27419499999999,74.21419499999999,65.534195,89.194195,66.294195,82.894195,86.99419499999999,92.614195
193,65,1,62.044081999999996,79.264082,70.53224499999999,78.704082,77.54408199999999,85.337041,88.304082,85.60408199999999,74.344082,72.88408199999999,87.764082,76.164082,99.144082,88.96408199999999,91.304082,87.938163,91.04408199999999,70.24408199999999,76.724082,83.144082,88.177041,80.304082,71.424082,86.04408199999999,89.96408199999999,95.04408199999999,78.484082,71.304082,75.18408199999999,90.90408199999999,92.68408199999999,76.46408199999999,88.706327,77.18408199999999,90.504082,88.724082,104.66408,75.484082,84.364082,76.144082,76.424082,75.02408199999999,80.60408199999999,77.927041,67.724082,67.96408199999999,73.724082,86.18408199999999,93.458163,86.68408199999999,70.724082,74.624082,65.82408199999999,89.60408199999999,66.446122,83.304082,87.32408199999999,93.02408199999999
194,65,2,62.448163,79.748163,70.968163,79.408163,78.206327,85.748163,88.788163,86.188163,74.828163,73.348163,88.288163,76.668163,99.588163,89.448163,92.348163,88.448163,91.548163,70.588163,77.348163,83.688163,88.568163,80.788163,71.988163,87.128163,90.588163,95.508163,78.968163,71.68454100000001,75.608163,91.30816300000001,93.688163,77.088163,89.168163,77.768163,91.30816300000001,89.128163,105.20816,75.928163,84.948163,76.608163,76.868163,75.648163,81.028163,78.348163,68.128163,68.368163,74.148163,86.828163,93.948163,87.108163,71.228163,75.028163,66.128163,90.30816300000001,66.788163,84.028163,87.748163,93.528163
195,66,0,62.753060999999995,80.133061,71.333061,79.893061,78.693061,86.09306099999999,89.23306099999999,86.693061,75.213061,73.693061,88.73306099999999,77.053061,100.01306,89.833061,92.813061,88.833061,91.993061,70.933061,77.813061,84.073061,88.933061,81.173061,72.453061,87.59306099999999,91.033061,95.953061,79.353061,72.053061,75.993061,91.693061,94.153061,77.553061,89.613061,78.153061,91.693061,89.533061,105.65306000000001,76.333061,85.353061,76.973061,77.273061,76.053061,81.413061,78.693061,68.533061,68.673061,74.533061,87.333061,94.37306099999999,87.473061,71.633061,75.413061,66.47102,90.73306099999999,67.133061,84.453061,88.09306099999999,93.913061
196,66,1,63.047295999999996,80.454592,71.639184,80.239184,79.03918399999999,86.419184,89.579184,87.03918399999999,75.499184,73.999184,89.019184,77.327837,100.35918000000001,90.159184,93.139184,89.17918399999999,92.339184,71.274592,78.139184,84.39918399999999,89.219184,81.499184,72.773061,87.999184,91.359184,96.239184,79.61918399999999,72.334592,76.299184,91.959184,94.519184,77.893061,89.959184,78.414592,92.019184,89.879184,106.01918,76.67918399999999,85.608197,77.227837,77.559184,76.39918399999999,81.75918399999999,79.03918399999999,68.879184,68.89918399999999,74.819728,87.67918399999999,94.739184,87.79459200000001,71.919728,75.75918399999999,66.739184,91.139184,67.31918399999999,84.779184,88.38729599999999,94.25918399999999
197,66,2,63.183673,80.763673,71.963673,80.563673,79.463673,86.743673,89.943673,87.443673,75.923673,74.263673,89.383673,77.743673,100.76366999999999,90.623673,93.563673,89.50367299999999,92.743673,71.623673,78.50367299999999,84.837347,89.543673,81.823673,73.163673,88.517347,91.783673,96.623673,79.923673,72.543673,76.603673,92.383673,95.063673,78.263673,90.41102,78.649297,92.443673,90.343673,106.49735,77.00367299999999,86.00367299999999,77.614558,78.052041,76.864694,82.183673,79.243673,69.183673,69.24789100000001,75.123673,88.043673,95.14367299999999,88.123673,72.123673,76.124735,67.06683699999999,91.563673,67.563673,85.183673,88.64367299999999,94.683673
198,67,0,63.528163,81.088163,72.30816300000001,80.968163,79.848163,87.128163,90.30816300000001,87.908163,76.508163,74.548163,89.828163,78.128163,101.18816,91.088163,93.948163,89.888163,93.128163,72.088163,79.088163,85.328163,89.948163,82.208163,73.428163,89.088163,92.348163,97.008163,80.30816300000001,72.928163,76.908163,92.80816300000001,95.528163,78.848163,90.868163,78.948163,92.988163,90.848163,107.06816,77.608163,86.408163,77.968163,78.508163,77.328163,82.568163,79.688163,69.548163,69.599082,75.482721,88.688163,95.568163,88.668163,72.496054,76.488163,67.30977,91.968163,67.868163,85.608163,89.008163,95.108163
199,67,1,63.868730000000006,81.38873000000001,72.66873000000001,81.50873,80.22873,87.52873000000001,90.72873,88.40873,76.90873,74.92873,90.22873,78.50873,101.62873,91.48873,94.46873000000001,90.40873,93.60873000000001,72.64873,79.60873000000001,85.72873,90.36873,82.64873,73.92873,89.48873,92.96873000000001,97.44873,80.68873,73.32873000000001,77.199365,93.20873,96.00873,79.34873,91.22873,79.34873,93.38873000000001,91.24873000000001,107.78873,78.16873000000001,86.80873000000001,78.28873,78.92873,77.72873,82.96873000000001,80.24873000000001,69.84873,69.92873,75.82873000000001,89.10873000000001,95.98873,89.12873,72.84873,76.90873,67.70873,92.44873,68.26873,86.14873,89.40873,95.50873
200,67,2,64.15074,81.75648000000001,73.075918,81.935918,80.652959,87.855918,91.155918,88.95591800000001,77.275918,75.275918,90.61591800000001,78.855918,102.05592,91.97591800000001,94.89591800000001,90.97591800000001,94.03591800000001,73.17591800000001,80.11591800000001,86.11591800000001,90.70148,83.03591800000001,74.375918,89.835918,93.53591800000001,97.875918,81.09591800000001,73.66324,77.61591800000001,93.635918,96.435918,79.855918,91.635918,79.775918,93.735918,91.67295899999999,108.39591999999999,78.695918,87.195918,78.67591800000001,79.275918,78.09591800000001,83.39591800000001,80.67591800000001,70.275918,70.295918,76.162959,89.515918,96.415918,89.555918,73.275918,77.295918,68.02148000000001,92.855918,68.59591800000001,86.53591800000001,89.835918,95.878639
201,68,0,64.306939,82.246939,73.446939,82.426939,80.966939,88.286939,91.546939,89.423878,77.646939,75.646939,91.146939,79.278469,102.52694,92.41846899999999,95.486939,91.466939,94.466939,73.666939,80.646939,86.606939,91.166939,83.426939,74.89846899999999,90.206939,94.066939,98.306939,81.378469,74.086939,77.938469,94.066939,96.966939,80.378469,92.006939,80.12693900000001,94.046939,92.048469,108.80694,79.12693900000001,87.62693900000001,79.026939,79.606939,78.506939,83.926939,81.166939,70.586939,70.606939,76.486939,89.943878,96.886939,89.946939,73.806939,77.69846899999999,68.30846899999999,93.306939,68.866939,86.946939,90.386939,96.26693900000001
