,measure_number,beat_number,pid1263b-19,pid5667285b-10,pid9048b-22,pid9049b-19,pid9050b-21,pid9054b-21,pid9055b-19,pid9058b-19,pid9059b-23,pid9060b-17,pid9061b-16,pid9062b-22,pid9063b-25,pid9064-02,pid9066b-19,pid9067-27,pid9069-19,pid9070b-31,pid9072b-23,pid9074g-19,pid9075b-19,pid9088-25,pid9090-26,pid9094b-27,pid9097-15,pid9098-07,pid9099b-25,pid9100b-08,pid9104b-19,pid9111b-21,pid9112-11,pid9114-34,pid9118b-25,pid9137-22,pid9139b-21,pid9153b-21,pid9166b-09,pid9170b-21,pid9172-12,pid9174b-19,pid9190-11,pid9192b-21
108,37,0,72.218594,50.798594,59.064766000000006,50.078594,62.87859399999999,52.55859399999999,65.658594,43.658594,50.218594,64.862149,65.73859399999999,70.418594,73.778594,57.367188,100.09859,51.338594,53.69859399999999,46.898594,54.626197999999995,57.658593999999994,41.00651,71.25859399999999,61.898593999999996,55.938593999999995,81.278594,57.258593999999995,60.998594,54.146074,58.578593999999995,57.618593999999995,46.058594,49.958594,81.698594,79.906074,48.774297,59.898593999999996,65.09859399999999,61.27859399999999,42.842656,52.058594,45.946197999999995,56.444297
109,37,1,72.512698,51.195397,59.372698,50.412698,63.212697999999996,52.912698,66.05269799999999,43.974540000000005,50.552698,65.155675,66.072698,70.752698,74.192698,57.772698,100.6127,51.661349,54.112697999999995,47.192698,54.932697999999995,58.052698,41.292698,71.592698,62.232698,56.572697999999995,81.612698,57.592698,61.492698,54.370899,58.912698,57.941349,46.392697999999996,50.252697999999995,82.072698,80.212698,49.052698,60.232698,65.340337,61.612697999999995,43.132698,52.392697999999996,46.192698,56.712697999999996
110,37,2,72.745533,51.505533,59.64553299999999,50.665533,63.447766,53.205532999999996,66.287766,44.165533,50.905533,65.34553299999999,66.325533,70.945533,74.605533,58.007766000000004,100.90553,51.907765999999995,54.405533,47.325533,55.18553299999999,58.365533,41.527766,71.98553299999999,62.46553299999999,56.865533,81.945533,57.905533,61.785532999999994,54.585533,59.165532999999996,58.165532999999996,46.545533,50.505533,82.34553299999999,80.387766,49.305533000000004,60.46553299999999,65.48776600000001,61.885532999999995,43.348511,52.627766,46.365533,56.925532999999994
111,38,0,73.104376,51.838594,59.958594,50.938594,63.718593999999996,53.55859399999999,66.53859399999999,44.378594,51.238594,65.607188,66.59859399999999,71.198594,75.03859399999999,58.258593999999995,101.21859,52.138594,54.798593999999994,47.558594,55.458594,58.718593999999996,41.778594,72.25859399999999,62.626197999999995,57.178594,82.287188,58.19859399999999,62.107188,54.818594,59.41859399999999,58.398593999999996,46.818594,50.758594,82.61859399999999,80.59859399999999,49.538594,60.758593999999995,65.73859399999999,62.138594,43.618594,52.907188,46.558594,57.158593999999994
112,38,1,73.42603199999999,52.106032,60.226032,51.266032,64.00603199999999,53.866032,66.78603199999999,44.646032,51.506032,65.906032,66.92603199999999,71.44603199999999,75.42603199999999,58.486031999999994,101.48603,52.418015999999994,55.10603199999999,47.786032,55.718016000000006,59.026031999999994,42.086032,72.546032,62.866032,57.446031999999995,82.666032,58.478016000000004,62.446031999999995,55.046032,59.686032,58.666031999999994,47.086032,51.026032,82.886032,80.86603199999999,49.806032,61.126031999999995,65.92603199999999,62.446031999999995,43.866032000000004,53.186032,46.774008,57.38603199999999
113,38,2,73.718866,52.478866000000004,60.578866000000005,51.538866,64.298866,54.178866000000006,67.05886600000001,44.838865999999996,51.898866,66.134433,67.178866,71.718866,75.798866,58.698866,101.69887,52.678866000000006,55.458866,47.998866,55.978866000000004,59.358866000000006,42.338865999999996,72.77886600000001,63.118866000000004,57.778866,83.038866,58.738866,62.778866,55.278866,59.958866,58.898866000000005,47.338865999999996,51.238865999999994,83.178866,81.078866,50.038866,61.458866,66.13886600000001,62.758866000000005,44.106289000000004,53.404433,46.958866,57.584433
114,39,0,74.074853,52.914853,60.914853,51.874853,64.654853,54.574853000000004,67.434853,45.154142,52.374853,66.439705,67.519705,72.034853,76.27485300000001,58.974853,102.01485,52.954853,55.834853,48.274853,56.314853,59.734853,42.694853,73.074853,63.414853,58.134853,83.474853,59.154853,63.274853,55.554853,60.294853,59.274853,47.634853,51.494853000000006,83.599705,81.374853,50.354853000000006,61.894853000000005,66.374853,63.114853000000004,44.374853,53.674853000000006,47.186213,57.814853
115,39,1,74.443855,53.243855,61.183855,52.143855,64.943855,54.923855,67.703855,45.343855,52.663855000000005,66.723855,67.803855,72.283855,76.663855,59.22385500000001,102.29462,53.22385500000001,56.203855000000004,48.496771,56.58385500000001,60.08385500000001,42.983855,73.343855,63.683855,58.40385500000001,83.783855,59.443855000000006,63.563855000000004,55.783855,60.563855000000004,59.556927,47.863855,51.763855,83.863855,81.643855,50.623855,62.22385500000001,66.60385500000001,63.36385500000001,44.643855,53.943855000000006,47.423854999999996,58.063855000000004
116,39,2,74.674104,53.534104000000006,61.474104000000004,52.374103999999996,65.174104,55.214104000000006,67.894104,45.534104,52.958209,66.954104,68.05410400000001,72.514104,77.034104,59.414104,102.4541,53.474104000000004,56.474104000000004,48.654104,56.814104,60.374104,43.194103999999996,73.55410400000001,63.914104,58.67410400000001,84.13410400000001,59.714104000000006,63.85410400000001,55.99410400000001,60.794104000000004,59.714104000000006,48.094103999999994,51.974104,84.094104,81.83410400000001,50.834103999999996,62.474104000000004,66.794104,63.614104000000005,44.874103999999996,54.154104000000004,47.594103999999994,58.274104
117,40,0,75.115964,53.935964,61.855964,52.675964,65.475964,55.615964,68.17596400000001,45.815964,53.355964,67.275964,68.355964,72.795964,77.555964,59.715964,102.73595999999999,53.755964,56.875964,48.955964,57.135964,60.755964,43.495964,73.855964,64.195964,59.035964,84.575964,60.015964000000004,64.215964,56.275964,61.095964,60.035964,48.375964,52.235964,84.395964,82.135964,51.135964,62.835964000000004,67.065321,63.995964,45.175964,54.455964,47.871193,58.535964
118,40,1,75.417188,54.217188,62.117188,52.937188,65.737188,55.937188,68.397188,46.037188,53.644376,67.537188,68.637188,73.064376,77.877188,60.017188,102.9524,53.997188,57.177188,49.157188,57.397188,61.057188000000004,43.777188,74.117188,64.457188,59.297188,84.857188,60.277188,64.517188,56.437188,61.357188,60.317188,48.617188,52.477188,84.677188,82.397188,51.372396,63.157188,67.237188,64.237188,45.397188,54.717188,48.017188,58.757188
119,40,2,75.71002299999999,54.610023,62.430023,53.230022999999996,66.050023,56.270022999999995,68.670023,46.290023,54.010023,67.810023,68.950023,73.370023,78.350023,60.370022999999996,103.17002,54.250023,57.530023,49.450023,57.690023,61.470023,44.070023,74.370023,64.730023,59.710023,85.230023,60.570023,64.890023,56.690023,61.650023,60.610023,48.850023,52.730022999999996,85.07002299999999,82.630023,51.630023,63.510023,67.450023,64.550023,45.650023,54.970023,48.270022999999995,59.050022999999996
120,41,0,76.128639,55.17966,62.839659999999995,53.55966,66.37966,56.659659999999995,69.11898000000001,46.57966,54.57966,68.13965999999999,69.29898,73.67966,78.81966,60.699659999999994,103.49965999999999,54.57966,57.95966,49.73966,58.004830000000005,61.828639,44.35966,74.83966,65.07966,60.149319999999996,85.69966,61.13966,65.44932,57.019659999999995,61.979659999999996,60.95966,49.17966,53.05966,85.45966,82.95966,51.95966,63.95966,67.71966,64.89966,45.979659999999996,55.23966,48.479659999999996,59.37966
121,41,1,76.44657600000001,55.532880000000006,63.126576,53.846576,66.666576,56.979728,69.44657600000001,46.846576,54.932880000000004,68.426576,69.606576,73.866096,79.106576,61.05288,103.78658,54.846576,58.266576,49.899144,58.286576000000004,62.146576,44.646576,75.126576,65.366576,60.586576,86.023152,61.426576000000004,65.779728,57.186576,62.266576,61.286576000000004,49.466576,53.245315000000005,85.746576,83.246576,52.246576,64.326576,67.926576,65.186576,46.266576,55.468858999999995,48.721315000000004,59.586576
122,41,2,76.828435,55.888435,63.448434999999996,54.128434999999996,66.948435,57.308434999999996,69.728435,47.068435,55.288435,68.64843499999999,69.888435,74.128435,79.628435,61.339218,103.93921999999999,55.068435,58.608435,50.028434999999995,58.588435,62.468435,44.908435,75.528435,65.708435,60.868435,86.408435,61.728435,66.088435,57.428435,62.548435,61.568435,49.708434999999994,53.508435,86.048435,83.399218,52.448434999999996,64.64843499999999,68.168435,65.488435,46.419218,55.708434999999994,48.948434999999996,59.828435
123,42,0,77.143061,56.203061,63.763061,54.403061,67.223061,57.643060999999996,69.98306099999999,47.323060999999996,55.603061,68.943061,70.163061,74.383061,80.043061,61.603061,104.16306,55.323060999999996,58.943061,50.283061,58.863061,62.803061,45.203061,75.823061,65.84306099999999,61.183061,86.783061,62.036122,66.416122,57.683061,62.823060999999996,61.843061,49.923061,53.763061,86.323061,83.62306099999999,52.723061,64.963061,68.383061,65.783061,46.683061,55.976122,49.143060999999996,60.063061
124,42,1,77.472154,56.512154,64.032154,54.672154000000006,67.492154,57.992154000000006,70.192154,47.552153999999994,55.912154,69.23215400000001,70.45215400000001,74.632154,80.45215400000001,61.832154,104.43215,55.592154,59.272154,50.532154,59.13215400000001,63.112154000000004,45.512153999999995,76.072154,66.072154,61.45215400000001,87.15215400000001,62.332154,66.73215400000001,57.930718000000006,63.092154,62.112154000000004,50.172154,54.012154,86.59215400000001,83.932154,52.992154000000006,65.352154,68.59215400000001,66.072154,46.892154,56.252154000000004,49.352154,60.292154000000004
125,42,2,77.709161,56.849160999999995,64.289161,54.88958,67.768322,58.308322,70.449161,47.72972,56.249161,69.449161,70.709161,74.869161,80.829161,62.049161,104.58915999999999,55.849160999999995,59.58580500000001,50.669160999999995,59.388321999999995,63.469161,45.749161,76.309161,66.309161,61.749161,87.50916099999999,62.589161,67.066644,58.08971999999999,63.329161,62.329161,50.369161,54.229161,86.849161,84.089161,53.189161,65.64916099999999,68.789161,66.36832199999999,47.089161,56.469161,49.529161,60.489580000000004
126,43,0,78.15195,57.3739,64.71195,55.25195,68.13195,58.7139,70.81195,48.01195,56.7739,69.81585,71.07195,75.19195,81.27195,62.39195,104.91195,56.17195,59.9539,50.97195,59.77195,63.81195,46.11195,76.650975,66.63195,62.07195,87.879751,62.979751,67.45585,58.39195,63.67195,62.67195,50.73195,54.51195,87.2339,84.435488,53.53195,66.07195,69.03195,66.71195,47.41195,56.75195,49.81195,60.75195
127,43,1,78.546077,57.806077,65.04215400000001,55.546077000000004,68.446077,59.126077,71.086077,48.286077,57.206077,70.146077,71.366077,75.466077,81.746077,62.706077,105.16608000000001,56.466077,60.346077,51.266077,60.126077,64.166077,46.466077,76.946077,66.908039,62.366077000000004,88.286077,63.426077,67.806077,58.646077000000005,63.966077,63.006077000000005,50.946077,54.795359,87.546077,84.70607700000001,53.826077000000005,66.426077,69.286077,67.04215400000001,47.706077,57.086077,50.066077,61.026077
128,43,2,78.80644000000001,58.16644,65.36644,55.826440000000005,68.70644,59.48644,71.32644,48.506440000000005,57.56644,70.46644,71.64644,75.76644,82.14644,63.046440000000004,105.34643999999999,56.76644,60.62644,51.42822,60.38644,64.48644,46.74644,77.22644,67.14644,62.686440000000005,88.62644,63.88644,68.12644,58.88644,64.18644,63.226440000000004,51.146440000000005,54.98644,87.82644,84.98644,54.06644,66.74644,69.48644,67.32644,47.966440000000006,57.326440000000005,50.26644,61.20644
129,44,0,79.137687,58.637687,65.737687,56.177687,69.017687,59.897687,71.717687,48.777687,58.057687,70.876122,71.917687,76.045374,82.657687,63.497687,105.59768999999999,57.037687,60.937687,51.677687,60.717687,64.833061,47.137687,77.537687,67.417687,62.997687,89.017687,64.317687,68.497687,59.157687,64.45768699999999,63.577687,51.437687,55.257687,88.117687,85.257687,54.337687,67.037687,69.777687,67.657687,48.237687,57.637687,50.537687,61.497687
130,44,1,79.591701,59.111701000000004,66.151701,56.811701,69.393401,60.511701,72.135102,49.151701,58.511701,71.611701,72.353401,76.511701,83.311701,64.131701,106.2117,57.531701,61.411701,52.051701,61.311701,65.331701,47.611701000000004,78.071701,67.77170100000001,63.471701,89.571701,64.975102,68.951701,59.511701,64.791701,64.031701,51.671701,55.571701000000004,88.451701,85.77170100000001,54.771701,67.591701,70.111701,68.135102,48.611701000000004,58.131701,50.931701000000004,61.871701
131,44,2,80.061882,59.76188199999999,66.761882,57.341882,69.861882,61.26188199999999,72.561882,49.461882,59.181881999999995,72.60188199999999,72.793764,77.041882,84.02188199999999,64.993764,107.36565,58.181881999999995,61.90188199999999,52.421882000000004,62.08188199999999,65.901882,48.221882,78.88188199999999,68.181882,63.921882,90.201882,66.121882,69.501882,60.041881999999994,65.10188199999999,64.66188199999999,51.941882,55.80188199999999,88.82188199999999,86.721882,55.12188199999999,68.10188199999999,70.52188199999999,68.861882,48.921882000000004,58.733764,51.481882,62.281881999999996
132,45,0,81.156689,60.956689000000004,67.696689,58.156689,70.516689,61.916689,73.11668900000001,49.876689,60.436689,74.196689,73.336689,77.816689,84.876689,65.936689,108.61668999999999,58.956689000000004,62.556689,52.976689,62.816689000000004,66.496689,48.996689,80.296689,68.816689,64.536689,91.696689,67.396689,70.276689,60.936689,65.576689,65.896689,52.376689,56.176689,89.536689,87.956689,55.696689,68.716689,71.096689,69.716689,49.276689000000005,59.676689,52.456689000000004,62.756689
133,45,1,81.934558,61.514557999999994,68.354558,59.014557999999994,71.17455799999999,62.514557999999994,73.702279,50.274558,60.934557999999996,75.014558,73.994558,78.574558,85.53455799999999,67.214558,109.57456,59.574557999999996,63.254557999999996,53.594558,63.674558,66.994558,49.614558,81.114558,69.53455799999999,65.114558,92.414558,68.194558,70.874558,61.694557999999994,66.23455799999999,66.53455799999999,52.894557999999996,56.694557999999994,90.419116,88.874558,56.258186,69.294558,71.714558,70.574558,49.714558000000004,60.354558,53.182279,63.334557999999994
134,45,2,82.574127,62.014127,68.854127,59.494127,71.714127,62.974127,74.134127,50.694127,61.414127,75.654127,74.55412700000001,79.27412700000001,86.154127,67.714127,110.61413,60.054127,63.734127,54.034127000000005,64.114127,67.494127,50.014127,81.69412700000001,70.114127,65.514127,92.974127,68.69412700000001,71.354127,62.174127,66.734127,67.074127,53.314127,57.174127,91.094127,89.534127,56.734127,69.754127,72.254127,71.19412700000001,50.074127000000004,60.914127,53.594127,63.772063
135,46,0,83.216961,62.416961,69.336961,59.976960999999996,72.256961,63.396961,74.496961,51.076961,61.836960999999995,76.116961,75.096961,79.996961,86.736961,68.376961,111.57696000000001,60.456961,64.176961,54.456961,64.556961,67.916961,50.416961,82.356961,70.616961,65.896961,93.556961,69.176961,71.81696099999999,62.536961,67.236961,67.576961,53.696961,57.636961,91.81696099999999,90.236961,57.216961,70.196961,72.81696099999999,71.656961,50.396961,61.356961,53.993481,64.176961
136,46,1,83.89224499999999,62.992245,70.052245,60.572244999999995,72.81224499999999,63.852244999999996,75.052245,51.452245,62.392244999999996,76.632245,75.712245,80.712245,87.33449,69.45224499999999,112.61225,60.912245,64.692245,54.852244999999996,64.972245,68.332245,50.872245,83.09224499999999,71.192245,66.412245,94.17224499999999,69.73224499999999,72.37224499999999,63.032244999999996,67.792245,68.23449000000001,54.092245,58.092245,92.652245,90.912245,57.632245,70.752245,73.39224499999999,72.352245,50.812245000000004,61.712244999999996,54.412245,64.572245
137,46,2,84.670952,63.510158999999994,70.610159,61.070159,73.470159,64.310159,75.650159,51.910159,62.910159,77.250159,76.470159,81.730159,88.21015899999999,70.110159,113.73016000000001,61.370158999999994,65.150159,55.310159,65.430159,68.790159,51.230159,83.750159,71.870317,66.870159,94.750159,70.250159,72.830159,63.530159,68.250159,68.930159,54.550158999999994,58.550158999999994,93.330159,91.370159,58.090159,71.35015899999999,73.930159,72.810159,51.270159,62.170159,54.870158999999994,65.030159
138,47,0,85.231973,63.971973,71.331973,61.53394599999999,73.93394599999999,64.711973,76.11197299999999,52.251973,63.371973,77.711973,76.951973,82.191973,88.711973,71.071973,114.83197,61.831973,65.97197299999999,55.731972999999996,65.851973,69.25197299999999,51.691973,84.631973,72.371973,67.291973,95.491973,70.75197299999999,73.291973,63.991973,68.711973,69.551973,54.991973,59.031973,94.11197299999999,92.191973,58.551973,71.811973,74.511973,73.291973,51.511973,62.531973,55.391973,65.451973
139,47,1,85.925397,64.385397,71.84539699999999,62.085397,74.545397,65.145397,76.567698,52.605396999999996,63.765397,78.225397,77.465397,82.925397,89.285397,71.725397,115.7254,62.285396999999996,66.445397,56.185396999999995,66.265397,69.665397,52.045396999999994,85.34539699999999,72.940794,67.685397,96.06539699999999,71.245397,73.687698,64.445397,69.225397,70.06539699999999,55.385397,59.485397,94.865397,92.765397,58.985397,72.265397,75.04079399999999,73.805397,51.845397,62.945397,55.755131999999996,65.805397
140,47,2,86.527846,64.76784599999999,72.34784599999999,62.507845999999994,75.12784599999999,65.587846,76.98784599999999,53.04784599999999,64.187846,78.98784599999999,77.927846,83.685692,89.927846,72.247846,116.66785,62.747845999999996,66.90784599999999,56.647845999999994,66.70784599999999,70.12784599999999,52.407846,85.887846,73.447846,68.04784599999999,96.685692,71.747846,74.12784599999999,64.947846,69.687846,70.507846,55.827845999999994,59.987846,95.48784599999999,93.40784599999999,59.407846,72.70784599999999,75.647846,74.247846,52.207846,63.347846,56.18784599999999,66.247846
141,48,0,87.16644000000001,65.16644000000001,72.80644000000001,62.84644,75.72644,66.02644000000001,77.44644,53.42644,64.56644,79.48644,78.42288,84.46644,90.52644000000001,72.76644,117.76643999999999,63.146440000000005,67.36644,57.10644,67.12644,70.58644,52.74644,86.38644000000001,73.96644,68.40644,97.30644000000001,72.20644,74.58644,65.38644000000001,70.14644,71.02288,56.20644,60.42644,96.22644,93.98644,59.78644,73.18644,76.28644,74.68644,52.56644,63.74644,56.56644,66.58644
142,48,1,87.862449,65.762449,73.482449,63.402449,76.502449,66.482449,78.042449,53.782449,65.182449,79.982449,79.022449,85.242449,91.162449,73.554898,118.84735,63.662449,67.902449,57.542449,67.562449,71.062449,53.206224,87.002449,74.522449,68.922449,97.982449,72.702449,75.142449,65.822449,70.702449,71.622449,56.682449,60.882449,97.094898,94.687347,60.222449,73.802449,77.042449,75.322449,52.962449,64.142449,57.022449,67.022449
143,48,2,88.326803,66.186803,73.903605,63.746803,76.966803,66.848401,78.446803,54.186803000000005,65.586803,80.386803,79.686803,85.686803,91.726803,74.446803,119.2668,64.086803,68.306803,57.946803,67.966803,71.48680300000001,53.486803,87.426803,75.006803,69.306803,98.386803,73.12680300000001,75.726803,66.186803,71.106803,72.026803,57.046803000000004,61.286803000000006,97.98680300000001,95.506803,60.626803,74.20680300000001,77.686803,75.726803,53.18968,64.546803,57.426803,67.366803
144,49,0,89.299002,66.819002,74.559002,64.179002,77.779002,67.279002,79.19900200000001,54.614501000000004,66.219002,80.999002,80.11900200000001,86.779002,92.419002,75.019002,120.859,64.519002,68.999002,58.379002,68.399002,71.919002,53.919002,88.419002,75.579002,69.719002,99.19900200000001,73.579002,76.159002,66.61900200000001,71.539002,72.80800500000001,57.479002,61.759002,98.58800500000001,95.939002,61.039002,74.879002,78.219002,76.47900200000001,53.619002,64.97900200000001,57.899002,67.759002
145,49,1,90.075125,67.315125,75.055125,64.615125,78.275125,67.755125,79.755125,55.075125,66.715125,81.515125,80.615125,87.575125,93.035125,75.575125,121.79513,64.955125,69.435125,58.858375,68.815125,72.375125,54.295125,89.215125,76.075125,70.095125,99.795125,73.975125,76.575125,67.095125,72.035125,73.215125,57.875125,62.135125,99.375125,96.500249,61.435125,75.335125,78.715125,76.915125,53.981281,65.355125,58.275125,68.135125
146,49,2,90.60081600000001,67.73360500000001,75.59360500000001,65.044535,78.95360500000001,68.113605,80.293605,55.453605,67.133605,82.273605,81.113605,88.31360500000001,93.653605,76.193605,122.69361,65.433605,69.89360500000001,59.273605,69.31360500000001,72.793605,54.693605000000005,89.75360500000001,76.633605,70.491202,100.35361,74.513605,77.073605,67.59360500000001,72.53360500000001,73.693605,58.373605000000005,62.633605,99.973605,97.133605,61.871803,75.833605,79.413605,77.413605,54.333605000000006,65.933605,58.713605,68.633605
147,50,0,91.12059,68.08059,76.02059,65.36059,79.46059,68.52059,80.70059,55.84059,67.48059,82.76059000000001,81.52059,89.02059,94.20059,76.54019699999999,123.52058999999998,65.82059,70.28059,59.68059,69.72529499999999,73.20059,55.00059,90.16059,77.10059,70.76019699999999,100.86059,74.94059,77.46059,68.02059,72.98059,74.08059,58.675295,63.04059,100.64059,97.68059000000001,62.26059,76.26059000000001,79.92059,77.80059,54.600590000000004,66.295295,59.08059,68.96059
148,50,1,91.758549,68.478549,76.518549,65.818549,80.018549,68.918549,81.178549,56.178549,67.858549,83.258549,81.938549,89.738549,94.747098,77.018549,124.33855,66.258549,70.718549,60.118549,70.138549,73.618549,55.358549,90.618549,77.618549,71.218549,101.41855,75.338549,77.838549,68.37854899999999,73.478549,74.518549,59.078549,63.458549,101.39855,98.458549,62.638549,76.738549,80.498549,78.218549,54.958549,66.678549,59.504274,69.318549
149,50,2,92.292608,68.84130400000001,77.032608,66.15130400000001,80.672608,69.372608,81.610652,56.612607999999994,68.241304,83.872608,82.437536,90.532608,95.35260799999999,77.441304,125.27261000000001,66.69260799999999,71.19260799999999,60.552608,70.557536,74.072608,55.691304,91.13260799999999,78.172608,71.574522,101.97261,75.85260799999999,78.271304,68.797536,73.932608,75.071304,59.531304000000006,63.894521999999995,102.07261,99.032608,63.091304,77.181304,81.152608,78.672608,55.297536,67.112608,59.892607999999996,69.771304
150,51,0,92.947982,69.247982,77.507982,66.46798199999999,81.227982,69.76798199999999,81.98798199999999,57.027981999999994,68.647982,84.387982,82.887982,91.307982,95.927982,77.90798199999999,126.16798,67.10798199999999,71.647982,60.987981999999995,71.007982,74.527982,56.047982,91.68798199999999,78.68798199999999,71.86899100000001,102.48798000000001,76.32798199999999,78.68798199999999,69.167982,74.40798199999999,75.527982,59.907982,64.247982,102.80798,99.60798199999999,63.487981999999995,77.647982,81.76798199999999,79.04798199999999,55.627981999999996,67.54798199999999,60.267981999999996,70.147982
151,51,1,93.634331,69.654331,77.994331,66.95433100000001,81.81433100000001,70.214331,82.37433100000001,57.414331000000004,69.054331,84.914331,83.398662,92.09433100000001,96.53433100000001,78.574331,127.11433000000001,67.574331,72.154331,61.454331,71.514331,74.934331,56.43433100000001,92.23433100000001,79.294331,72.294331,103.05433000000001,76.75433100000001,79.194331,69.62477700000001,74.914331,76.03433100000001,60.35433100000001,64.654331,103.57433,100.31433,63.89433100000001,78.154331,82.334331,79.53433100000001,55.97433100000001,67.934331,60.694331000000005,70.53433100000001
152,51,2,94.084535,70.024535,78.484535,67.36726800000001,82.324535,70.624535,82.804535,57.844535,69.42453499999999,85.484535,83.944535,92.91906999999999,97.184535,79.144535,128.10454,67.984535,72.724535,61.804534999999994,71.964535,75.364535,56.764534999999995,92.864535,79.85906999999999,72.65690699999999,103.54454,77.20453499999999,79.624535,69.984535,75.344535,76.504535,60.704535,65.084535,104.16454,100.94454,64.304535,78.644535,83.104535,80.084535,56.324535,68.364535,61.104535,70.944535
153,52,0,94.816689,70.45223,79.056689,67.576689,83.036689,71.136689,83.316689,58.313345,69.83223000000001,86.056689,84.456689,93.783447,97.996689,80.076689,129.33669,68.516689,73.256689,62.276689000000005,72.596689,75.876689,57.136689000000004,93.636689,80.47668900000001,73.096689,104.13669,77.61668900000001,80.216689,70.596689,75.856689,77.216689,61.216689,65.576689,104.93668999999998,101.63669,64.68334499999999,79.196689,83.776689,80.716689,56.856689,68.876689,61.516689,71.456689
154,52,1,95.629456,71.059728,79.799728,68.239728,83.83972800000001,71.75972800000001,83.999728,58.839728,70.439728,86.83972800000001,85.299728,94.629456,98.899728,81.059728,130.55973,69.19972800000001,73.999728,62.699728,73.25972800000001,76.519728,57.639728000000005,94.719728,81.25972800000001,73.819728,104.87973000000001,78.379728,80.919728,71.459728,76.519728,78.059728,61.659728,66.239728,105.9581,102.45973000000001,65.159728,79.919728,84.439728,81.559728,57.399728,69.499728,62.099728000000006,72.219728
155,52,2,96.23449000000001,71.47449,80.49449,68.77449,84.37449000000001,72.29449,84.51149699999999,59.37449,70.91449,88.002245,85.83449,95.57449,99.65449,81.74714300000001,131.11449,69.73449000000001,74.53449,63.19449,73.83449,77.15449,58.074490000000004,95.99489799999999,81.79449,74.35449,105.41448999999999,79.47898,81.71449,71.99449,77.05449,78.961021,62.09449,66.91449,106.86633,103.19449,65.69449,80.55449,85.07449,82.05449,57.87449,70.625918,62.63449,72.93449
156,53,0,97.534286,72.574286,81.554286,69.434286,85.554286,73.254286,86.094286,59.934286,71.954286,89.034286,86.97428599999999,96.254286,101.19429000000001,82.994286,133.19429,70.862143,75.094286,63.734286,74.594286,77.894286,58.734286,97.014286,82.83428599999999,75.034286,107.31428999999999,80.154286,82.954286,73.154286,77.714286,80.394286,62.454285999999996,67.594286,108.59428999999999,105.15428999999999,66.33428599999999,81.734286,86.054286,83.274286,58.274286,71.394286,63.234286,73.854286
157,53,1,98.189048,73.00986400000001,82.189048,69.989048,86.149048,73.689048,86.72904799999999,60.389047999999995,72.389048,89.72904799999999,87.649048,97.149048,101.84905,83.769048,134.22905,71.309048,75.649048,64.209048,75.109048,78.36904799999999,59.129048,98.349048,83.549048,75.58904799999999,107.94905,80.72904799999999,83.50904799999999,73.86904799999999,78.349048,81.029048,62.909048,68.08904799999999,109.42905,105.94905,66.929048,82.349048,86.689048,83.989048,58.609809999999996,72.049048,63.769048,74.489048
158,53,2,98.726122,73.466122,82.626122,70.418061,86.766122,74.106122,87.186122,60.826122,72.846122,90.586122,88.186122,97.826122,102.44612,84.226122,135.28611999999998,71.726122,76.088061,64.578061,75.50612199999999,78.78612199999999,59.526121999999994,98.846122,84.00612199999999,76.046122,108.56612,81.166122,83.966122,74.368061,78.806122,81.50612199999999,63.298061,68.695374,109.94612,106.60611999999999,67.226122,82.806122,87.266122,84.546122,59.026121999999994,72.606122,64.078061,74.906122
159,54,0,99.356961,73.896961,83.116961,70.836961,87.296961,74.516961,87.856961,61.27231999999999,73.296961,91.176961,88.756961,98.596961,103.11695999999999,84.876961,136.29696,72.14348100000001,76.576961,65.016961,75.936961,79.216961,59.856961,99.576961,84.516961,76.416961,109.23696000000001,81.676961,84.376961,74.756961,79.31696099999999,82.016961,63.676961,69.116961,110.71696000000001,107.47696,67.64348100000001,83.276961,87.936961,85.036961,59.356961,73.036961,64.45696099999999,75.396961
160,54,1,100.16131999999999,74.56131500000001,83.741315,71.441315,88.01263,75.001315,88.441315,61.741315,73.941315,91.781315,89.461315,99.421315,103.74132,85.881315,137.45263,72.641315,77.121315,65.461315,76.361315,79.681315,60.341315,100.82132,85.161315,77.001315,109.98132,82.301315,85.041315,75.321315,79.901315,82.723946,64.221315,69.621315,111.67526000000001,108.50131999999999,68.041315,83.941315,88.781315,85.721315,59.801315,73.42282900000001,64.921315,76.20131500000001
161,54,2,100.99732,75.13732399999999,84.397324,71.917324,88.577324,75.477324,88.937324,62.179465,74.537324,92.517324,90.13732399999999,100.37732,104.67732,86.797324,138.85732,73.027465,77.697324,65.937324,76.757324,80.157324,60.77338,101.31732,85.817324,77.477324,111.15732,82.777324,85.597324,75.697324,80.377324,83.457324,64.508416,70.097324,113.05731999999999,109.05731999999999,68.458416,84.537324,89.437324,86.277324,60.277324,73.817324,65.357324,76.677324
162,55,0,101.50494,75.624943,84.884943,72.464943,89.344943,75.94494300000001,89.824943,62.617472,75.02494300000001,93.00494300000001,90.624943,100.86494,105.16493999999999,87.324943,139.82494,73.484943,78.184943,66.344943,77.244943,80.564943,61.044943,102.98494000000001,86.30494300000001,77.86494300000001,111.64493999999999,83.264943,86.08494300000001,76.184943,80.86494300000001,83.964943,64.984943,70.66494300000001,113.58493999999999,110.22493999999999,68.844943,85.16494300000001,89.984943,86.764943,60.464943000000005,74.244943,65.80494300000001,77.16494300000001
