,measure_number,beat_number,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
238,81,0,92.42898000000001,73.70898000000001,86.06898000000001,93.62898,98.32898,86.06898000000001,87.34898000000001,98.34898000000001,97.08898,89.66898,100.72898,92.02898,95.20898000000001,87.90898,86.34898000000001,103.16898,92.80898,108.44898,108.88898,94.00898000000001,94.62898,132.82898,98.26898,133.38898,88.46898,82.24898,100.96694000000001,96.16898,95.08898,96.68898,106.64898000000001,88.54898,92.06898000000001,92.72898,105.20898000000001,99.42898000000001,112.78898000000001,106.76898,87.60898,111.14898000000001,88.58898,81.64898000000001,84.16898,92.16898,84.72898,96.527959,91.06898000000001,87.427959,94.44898,93.24898,80.98898,94.787959,96.52898,84.80898,95.96898,103.64796
239,81,1,92.766531,73.986531,86.20653100000001,93.906531,98.666531,86.56653100000001,87.666531,98.626531,97.406531,89.94653100000001,101.12653,92.326531,95.486531,88.326531,86.626531,103.48653,93.08653100000001,108.92653,109.18653,94.28653100000001,94.986531,133.48653000000002,98.546531,133.70653000000001,88.746531,82.526531,101.32653,96.546531,95.36653100000001,96.966531,106.92653,88.886531,92.346531,93.00653100000001,105.46653,99.70653100000001,113.14653,107.34653,87.886531,111.44653000000001,88.86653100000001,82.026531,84.486531,92.50653100000001,85.00653100000001,96.826531,91.346531,87.94653100000001,94.72653100000001,93.58653100000001,81.28653100000001,95.06653100000001,96.886531,84.989306,96.266531,104.00653
240,81,2,93.11673499999999,74.174673,86.516735,94.276735,98.97673499999999,86.876735,87.936735,98.936735,97.916735,90.236735,101.43674,92.636735,95.916735,88.716735,86.936735,103.79674,93.39673499999999,109.23674,109.69673999999999,94.58336700000001,95.293367,133.81673,98.856735,134.19673,89.076735,82.836735,101.63674,96.996735,95.676735,97.25673499999999,107.23674,89.196735,92.636735,93.356735,105.77673999999999,100.01674,113.45673000000001,107.73674,88.196735,111.87673999999998,89.216735,82.356735,84.796735,92.816735,85.313367,97.156735,91.656735,88.296735,95.036735,93.89673499999999,81.656735,95.376735,97.25673499999999,85.296735,96.576735,104.41674
241,82,0,93.418776,74.338776,86.818776,94.558776,99.307551,87.178776,88.218776,99.238776,98.498776,90.538776,101.81878,92.918776,96.418776,89.298776,87.258776,104.09878,93.698776,109.75878,110.15878000000001,94.858776,95.578776,134.25878,99.158776,134.83878,89.958776,83.13877600000001,102.01878,97.398776,95.978776,97.558776,107.95878,89.498776,92.938776,93.658776,106.49878000000001,100.61878,113.75878,108.17878,88.618776,112.19878,89.518776,82.678776,85.118776,93.118776,85.578776,97.478776,91.958776,88.598776,95.338776,94.198776,82.098776,95.678776,97.698776,85.618776,96.958776,104.89878
242,82,1,93.745306,74.665306,87.145306,94.885306,99.805306,87.54530600000001,88.54530600000001,99.68530600000001,98.980612,90.865306,102.28531,93.305306,96.76530600000001,89.665306,87.585306,104.48531,94.505306,110.08531,110.50531000000001,95.18530600000001,96.245306,134.66531,99.48530600000001,135.16531,90.400612,83.46530600000001,102.54531,97.84530600000001,96.365306,97.98530600000001,108.52531,89.90530600000001,93.305306,94.065306,106.86531000000001,101.20531,114.26531000000001,108.54531000000001,89.025306,112.62531000000001,89.98530600000001,83.005306,85.585306,93.565306,85.90530600000001,97.82530600000001,92.285306,89.246531,95.665306,94.84530600000001,82.725306,96.12530600000001,98.065306,86.085306,97.365306,105.48531000000001
243,82,2,94.08285699999999,74.94285699999999,87.422857,95.16285699999999,100.16286,88.062857,88.80285699999999,100.02286,99.382857,91.126429,102.64286,93.562857,97.30285699999999,89.94285699999999,87.842857,104.78286,94.882857,111.02286000000001,111.26286,95.44642900000001,96.842857,135.46286,99.94285699999999,135.98286000000002,90.762857,83.72285699999999,102.84286,98.202857,96.64285699999999,98.256429,108.94286000000001,90.176429,93.622857,94.382857,107.74286000000001,101.56286,114.84286000000002,108.92286000000001,89.30285699999999,113.10286,90.242857,83.28285699999999,85.922857,93.902857,86.202857,98.242857,92.682857,89.64285699999999,95.94285699999999,95.422857,83.042857,96.462857,98.36285699999999,86.36285699999999,97.64285699999999,105.84286000000002
244,83,0,94.424898,75.184898,87.687449,95.444898,100.4649,88.364898,89.064898,100.3249,99.724898,91.368724,102.9449,93.824898,97.581633,90.224898,88.08744899999999,105.04745,95.204898,111.3649,111.5649,95.724898,97.159796,135.7849,100.2449,136.3649,91.164898,83.981633,103.1249,98.504898,96.924898,98.487449,109.2649,90.444898,93.924898,94.684898,108.2049,101.8649,115.1649,109.2049,89.544898,113.4049,90.504898,83.584898,86.204898,94.204898,86.504898,98.527449,92.964898,89.959796,96.24489799999999,95.764898,83.307449,96.764898,98.664898,86.644898,97.924898,106.1449
245,83,1,94.706939,75.42138800000001,87.986939,95.704235,100.80694,88.666939,89.355646,100.59846999999999,100.16082,91.706939,103.26694,94.12693900000001,97.879235,90.526939,88.386939,105.36388000000001,95.526939,111.84693999999999,111.86693999999999,96.026939,97.486939,136.28694,100.50898000000001,136.89163,91.466939,84.224235,103.46694000000001,98.826939,97.226939,98.76693900000001,109.66388,90.70898000000001,94.226939,94.986939,108.62693999999999,102.18694,115.50693999999999,109.54693999999999,89.78898000000001,113.66898,90.764235,83.886939,86.486939,94.546939,86.76693900000001,98.826939,93.306939,90.246939,96.546939,96.066939,83.586939,97.03846899999999,98.97846899999999,86.889235,98.206939,106.52694
246,83,2,95.00898000000001,75.662993,88.176327,95.942993,101.10898,88.87949,89.54898,100.86898000000001,100.46898,91.924745,103.56898000000001,94.40299300000001,98.14898000000001,90.76474499999999,88.63949000000001,105.68898,95.84898000000001,112.16898,112.22898,96.282993,97.776327,136.80898,100.80898,137.26898,91.76898,84.50898000000001,103.76898,99.12898,97.51949,98.98949,110.10898,90.98898,94.50949,95.34898000000001,109.08898,102.48898,115.84898000000001,109.82898,90.05974499999999,113.95948999999999,91.002993,84.24898,86.78898000000001,94.88898,87.06898000000001,99.07949,93.582993,90.56898000000001,96.84898000000001,96.35949000000001,83.83983,97.32898,99.22949,87.14898000000001,98.42898000000001,106.88898
247,84,0,95.352041,75.89034000000001,88.43101999999999,96.19102,101.41102,89.15101999999999,89.79101999999999,101.15101999999999,100.81102,92.17102,103.89102,94.69102,98.41102,91.05102,88.83102,105.99101999999999,96.19102,112.57101999999999,112.59102,96.57101999999999,98.05102,137.57102,101.11102,137.67102,92.07101999999999,84.77102,104.09102,99.43101999999999,97.79101999999999,99.29101999999999,110.45102,91.21101999999999,94.81102,95.67102,109.49101999999999,102.79101999999999,116.17102,110.15101999999999,90.303673,114.25102,91.18051,84.55102,87.01102,95.23102,87.35101999999999,99.37102,93.85101999999999,90.914082,97.15101999999999,96.65101999999999,84.09102,97.57101999999999,99.53102,87.41102,98.73102,107.21203999999999
248,84,1,95.696735,76.136735,88.716735,96.418912,101.71674,89.436735,90.036735,101.43674,101.15674,92.456735,104.19674,94.97673499999999,98.676735,91.316735,89.11673499999999,106.29673999999999,96.516735,112.99673999999999,112.89674,96.856735,98.336735,138.14347,101.39674000000001,138.09673999999998,92.356735,85.056735,104.39674000000001,99.736735,98.076735,99.576735,110.83673999999999,91.496735,95.096735,96.016735,109.89674,103.09674,116.51673999999998,110.45673000000001,90.576735,114.53673,91.456735,84.836735,87.276735,95.576735,87.636735,99.636735,94.136735,91.296735,97.436735,96.936735,84.376735,97.856735,99.836735,87.676735,98.97673499999999,107.56347
249,84,2,95.998776,76.324388,88.938776,96.664388,101.99878000000001,89.678776,90.257194,101.65878000000001,101.45878,92.678776,104.46439000000001,95.27877600000001,98.978776,91.578776,89.298776,106.59878,96.818776,113.33878,113.19878,97.084388,98.578776,138.49878,101.67878,138.47878,92.618776,85.284388,104.66439,100.03878,98.358776,99.774388,111.17878,91.738776,95.358776,96.318776,110.19878,103.39878,116.83878,110.75878,90.799592,114.81878,91.678776,85.098776,87.538776,95.878776,87.92438800000001,99.90625899999999,94.398776,91.598776,97.738776,97.178776,84.618776,98.078776,100.09878,87.918776,99.198776,107.85878000000001
250,85,0,96.40898,76.58898,89.18898,96.92898000000001,102.24898,89.93949,90.50898000000001,101.96898,101.78898000000001,92.94898,104.76898,95.52898,99.18898,91.85949000000001,89.53949,106.90898,97.14898000000001,113.68898,113.50898000000001,97.38898,98.84898000000001,138.84898,101.94898,138.92898,92.92898000000001,85.56898000000001,104.96898,100.32898,98.62898,100.02898,111.52898,92.00898000000001,95.70898000000001,96.60898,110.54898,103.66898,117.16898,111.02898,91.076327,115.06898000000001,91.91949,85.40898,87.80898,96.20898000000001,88.22898,100.18898,94.70898000000001,91.86898000000001,98.04898,97.44898,84.84898000000001,98.38898,100.36898000000001,88.17949,99.46898,108.14898000000001
251,85,1,96.68051,76.81102,89.45051,97.123673,102.53102,90.15101999999999,90.726837,102.18684,102.13101999999999,93.23102,105.07101999999999,95.81102,99.45051,92.07101999999999,89.810204,107.17102,97.47102,114.01102,113.77102,97.626204,99.13101999999999,139.18123,102.21101999999999,139.35612,93.19102,85.786204,105.27203999999999,100.62051,98.87102,100.2742,111.85101999999999,92.23820400000001,96.09102,96.852041,110.85203999999999,103.93101999999999,117.51102,111.31102,91.25102,115.35101999999999,92.106204,85.71101999999999,88.05102,96.51102,88.45051,100.47102,95.02051,92.17102,98.35101999999999,97.71101999999999,85.05102,98.60051,100.63101999999999,88.39102,99.682204,108.45102
252,85,2,97.04449,77.037449,89.688299,97.344898,102.8449,90.388724,90.924898,102.4449,102.5049,93.404898,105.3798,96.10489799999999,99.724898,92.33744899999999,90.024898,107.4849,97.784898,114.4049,114.0649,97.897449,99.404898,139.9049,102.5049,139.9049,93.484898,86.008724,105.6049,100.9049,99.144898,100.49372,112.2849,92.484898,96.38489799999999,97.164898,111.2649,104.2249,117.8049,111.6049,91.537449,115.6249,92.377449,86.004898,88.284898,96.824898,88.704898,100.7649,95.304898,92.464898,98.644898,98.004898,85.33298,98.88489799999999,100.91298,88.684898,99.927449,108.8049
253,86,0,97.39510200000001,77.195102,89.935102,97.595102,103.0951,90.595102,91.11510200000001,102.6551,102.8151,93.655102,105.6951,96.355102,99.995102,92.575102,90.235102,107.8151,98.095102,114.7751,114.3751,98.195102,99.635102,140.6151,102.7951,140.5151,93.775102,86.25510200000001,105.9151,101.1551,99.435102,100.7151,112.6751,92.715102,96.735102,97.475102,111.66531,104.4951,118.1351,111.8751,91.795102,115.8751,92.575102,86.315102,88.532551,97.175102,88.995102,101.0751,95.575102,92.775102,98.955102,98.235102,85.575102,99.095102,101.1551,88.872551,100.15836999999999,109.0951
254,86,1,97.71714300000001,77.425714,90.177143,97.807429,103.37714,90.82742900000001,91.343571,102.95714,103.11714,93.91714300000001,105.99713999999999,96.623571,100.26357,92.793571,90.423571,108.08357,98.377143,115.09714,114.67714,98.423571,99.923571,141.21714,103.04356999999999,140.93714,94.045714,86.537143,106.19713999999999,101.47714,99.685714,100.93714,112.97713999999999,92.957143,97.077143,97.77714300000001,112.05713999999999,104.73714,118.43713999999999,112.15357,91.977143,116.13713999999999,92.813571,86.617143,88.757143,97.477143,89.243571,101.36357,95.831786,93.05714300000001,99.257143,98.533571,85.806786,99.38357099999999,101.45357,89.117143,100.38356999999999,109.38356999999999
255,86,2,98.019184,77.599184,90.399728,97.999184,103.59918,91.019184,91.499837,103.15918,103.41918000000001,94.139184,106.29918,96.879184,100.48459,92.979184,90.699184,108.35918000000001,98.67918399999999,115.39918,114.94458999999999,98.664592,100.18459,141.55918,103.29918,141.23918,94.304592,86.784592,106.49918000000001,101.71918000000001,99.93459200000001,101.07918000000001,113.31918,93.159184,97.379184,98.059184,112.37918,104.98459,118.73918,112.39918,92.204592,116.3464,92.999184,86.919184,89.004592,97.779184,89.459184,101.61918,96.079184,93.339184,99.559184,98.75918399999999,86.043837,99.60639499999999,101.71918000000001,89.367296,100.57918000000001,109.67918
256,87,0,98.309388,77.849796,90.65969399999999,98.269694,103.90939,91.269847,91.729796,103.46939,103.78939,94.369388,106.58939,97.149388,100.70939,93.289388,91.009388,108.66938999999999,98.989388,115.72939,115.24938999999999,98.929388,100.45969000000001,142.14938999999998,103.55969,141.78878,94.609388,87.02979599999999,106.78939,101.9898,100.20939,101.38939,113.72939,93.379694,97.709388,98.349388,112.76938999999999,105.24938999999999,119.02938999999999,112.66938999999999,92.449388,116.60938999999999,93.249847,87.189388,89.259694,98.129388,89.729388,101.88939,96.329388,93.609388,99.869388,99.059694,86.27969399999999,99.883129,102.02939,89.569388,100.84939,109.98938999999999
257,87,1,98.61285699999999,78.105357,90.93142900000001,98.531429,104.19143000000001,91.471429,91.971429,103.71143000000001,104.11143,94.631429,106.89143,97.451429,100.93143,93.511429,91.191429,108.97143,99.29142900000001,116.05143000000001,115.55143000000001,99.171429,100.73143,142.45143000000002,103.81143,142.15143,94.911429,87.280714,107.07143,102.29071,100.47143,101.61143,114.05143000000001,93.611429,97.951429,98.65142900000001,113.09143,105.51143,119.33143000000001,112.93143,92.691429,116.85143000000001,93.511429,87.49142900000001,89.50535699999999,98.43142900000001,90.011429,102.15143,96.591429,93.871429,100.17143,99.331429,86.520714,100.15143,102.31143,89.811429,101.09143,110.27143000000001
258,87,2,98.96163299999999,78.381633,91.161633,98.76163299999999,104.45581999999999,91.701633,92.281633,104.02163,104.44163,94.861633,107.20163000000001,97.76163299999999,101.16163,93.781633,91.501633,109.26163000000001,99.561633,116.42163000000001,115.88163,99.481633,101.02163,142.82163,104.06163000000001,142.58163000000002,95.221633,87.501633,107.40163000000001,102.56163000000001,100.72163,101.88163,114.48163000000001,93.825948,98.241633,98.941633,113.46163,105.76163000000001,119.70163000000001,113.20163000000001,92.90163299999999,117.14163,93.801633,87.741633,89.735816,98.781633,90.26163299999999,102.44163,96.841633,94.18163299999999,100.48163000000001,99.621633,86.741633,100.46163,102.60163,90.081633,101.38163,110.66163
259,88,0,99.29551,78.59551,91.47551,99.03551,104.73550999999999,91.92275500000001,92.67551,104.33551,104.81551,95.13551,107.49551000000001,98.05551,101.37276,94.05551,91.77551,109.59551,99.85551,116.81551,116.29551000000001,99.75551,101.43551,143.21551000000002,104.35551,143.03551000000002,95.51550999999999,87.77551,107.69551000000001,102.83551,101.01550999999999,102.14275,114.79551000000001,94.09551,98.51550999999999,99.23550999999999,113.93551000000001,106.05551000000001,120.19551000000001,113.49551000000001,93.15550999999999,117.39551000000002,93.99551,88.03551,89.99551,99.07551,90.49551,102.73550999999999,97.13551,94.51550999999999,100.77551,99.99551,87.01550999999999,100.75551,102.85551,90.31551,101.59551,110.95551
260,88,1,99.62204100000001,78.882041,91.862041,99.29602,105.04203999999999,92.142041,92.994014,104.68204,105.18203999999999,95.382041,107.84204,98.382041,101.63602,94.382041,92.09602,109.92204,100.18204,117.60203999999999,116.72203999999999,100.08204,101.80204,143.82204,104.62735,143.66204,95.84204100000001,88.067347,108.06204,103.12204,101.34204,102.45602,115.28204,94.33601999999999,98.81602,99.534014,114.34204,106.38203999999999,120.66203999999999,113.82203999999999,93.442041,117.66041000000001,94.31602,88.34204100000001,90.27601999999999,99.402041,90.81602,103.05601999999999,97.38801,94.89602,101.10204,100.38602,87.28301,101.12204,103.17602,90.642041,101.83601999999999,111.36204
261,88,2,99.984082,79.124082,92.10408199999999,99.54408199999999,105.34408,92.40408199999999,93.24408199999999,105.00408,105.54408000000001,95.68408199999999,108.12408,98.74408199999999,101.87704000000001,94.664082,92.38408199999999,110.26408,100.48408,117.95816,117.10408000000001,100.40408000000001,102.08408,144.21225,104.90408000000001,144.14408,96.164082,88.344082,108.36408,103.44408,101.62408,102.76408,115.68408000000001,94.54408199999999,99.10408199999999,99.804082,114.77816000000001,106.66408,121.02408,114.12408,93.664082,117.86136,94.54408199999999,88.624082,90.54408199999999,99.74408199999999,91.084082,103.34408,97.68408199999999,95.18408199999999,101.40408000000001,100.68408000000001,87.564082,101.42408,103.46408000000001,90.844082,102.12408,111.72408
262,89,0,100.28612,79.378061,92.386122,99.822041,105.64612,92.626122,93.518061,105.34612,105.88611999999999,95.946122,108.48612,99.126122,102.12612,94.966122,92.666122,110.58612,100.76612,118.32611999999999,117.44612,100.70612,102.38611999999999,144.52612,105.18611999999999,144.60612,96.486122,88.606122,108.68224,103.78612,101.92612,103.06612,116.10611999999999,94.818061,99.366122,100.08806,115.20612,106.96611999999999,121.34612,114.44612,93.946122,118.12612,94.846122,88.906122,90.806122,100.06612,91.366122,103.62612,97.946122,95.486122,101.70612,100.98612,87.906122,101.78612,103.76612,91.126122,102.38611999999999,112.08612
263,89,1,100.72816,79.668163,92.688163,100.10816,105.98816000000001,92.86908199999999,93.80816300000001,105.64816,106.26816000000001,96.208163,108.78816,99.548163,102.42815999999999,95.268163,92.908163,110.94816000000002,101.06815999999999,118.66816000000001,117.86816,101.02816,102.68816,144.82816,105.44816000000002,145.06816,96.848163,88.862721,108.98816000000001,104.08816,102.24816,103.38816,116.46633,95.108163,99.708163,100.36816,115.68449,107.24816000000001,121.74816000000001,114.78816,94.188163,118.38453999999999,95.148163,89.208163,91.048163,100.36816,91.688163,103.92815999999999,98.22908199999999,95.788163,102.00816,101.26816,88.208163,102.08816,104.10816,91.36908199999999,102.68816,112.42816
264,89,2,101.05469000000001,79.994694,93.03469399999999,100.43469,106.33469,93.194694,94.194694,106.01468999999999,106.59468999999999,96.53469399999999,109.19469,100.07469,102.75469,95.634694,93.274694,111.33469,101.38235,119.17468999999998,118.39469,101.47469,103.01469,145.25468999999998,105.73468999999999,145.63468999999998,97.214694,89.17469399999999,109.37468999999999,104.43469,102.59469,103.73469,116.97469,95.394694,100.25469,100.67469,116.23468999999999,107.69469,122.13468999999999,115.23468999999999,94.51469399999999,118.63468999999999,95.474694,89.53469399999999,91.334694,100.71469,91.994694,104.15469,98.531565,96.054694,102.33469000000001,101.59469,88.714694,102.45469,104.43469,91.65469399999999,103.01469,112.87468999999999
265,90,0,101.77346999999999,80.43346899999999,93.71346899999999,100.97346999999999,106.89347,93.833469,94.79346899999999,106.73347,107.55346999999999,96.973469,109.83346999999999,100.81347,103.45347,96.313469,94.13346899999999,111.89347,101.81347,119.89347,119.47693999999998,102.01347,103.43347,146.31347,106.23347,146.71347,97.85346899999999,89.653469,110.05346999999999,105.13346999999999,103.15347,104.71347,117.51347,96.033469,100.91346999999999,101.09347,117.41346999999999,108.23347,123.19346999999999,116.25347,95.093469,119.11346999999999,96.153469,89.973469,91.873469,101.31347,92.653469,104.65347,98.973469,96.596939,102.87347,102.03347,89.873469,103.17347,105.19346999999999,92.393469,103.73347,113.91346999999999
266,90,1,102.56081999999999,80.795408,94.160816,101.52082,107.30082,94.640816,95.520816,107.46082,107.96245,97.340816,110.52082,101.22081999999999,103.82082,96.720816,94.60081600000001,112.38082,102.18082,120.64081999999999,120.44082,102.54082,103.72081999999999,147.02082,106.84082,147.08082,98.360816,90.053265,110.5149,105.62082,103.52082,105.20082,118.15163000000001,96.400816,101.36081999999999,101.64081999999999,117.96571000000002,108.66082,123.88082,116.76082,95.46081600000001,119.58571,96.88081600000001,90.400816,92.24081600000001,101.78081999999999,93.015408,105.02082,99.340816,97.020816,103.24082,102.40082,90.24081600000001,103.90082,106.30082,92.760816,104.41449,114.46082
267,90,2,102.89551,80.93551,94.49551,101.93551,107.61551000000001,94.97551,95.87550999999999,107.79551000000001,108.87551,97.73550999999999,110.85551000000001,101.89551,104.15550999999999,97.23550999999999,95.05551,112.71551000000001,102.49551,120.97551000000001,120.77551000000001,102.87550999999999,104.05551,147.43551000000002,107.17551,148.71551000000002,98.85551,90.41551,111.01551,105.95551,103.89551,105.53551000000002,118.67551,96.87550999999999,101.83551,102.05551,118.65551,108.99551000000001,124.21551000000001,117.09551,95.79551,119.97551000000001,97.21551,90.73550999999999,92.57551,102.13551,93.33551,105.35551000000001,99.692041,97.43551,103.57551,102.65550999999999,90.65550999999999,104.23550999999999,106.63551000000001,93.09551,105.01551,114.83551000000001
268,91,0,103.1649,81.204898,94.764898,102.2049,107.8649,95.24489799999999,96.364898,108.1649,109.3049,98.004898,111.1249,102.2049,104.8649,97.504898,95.324898,112.9849,102.7649,121.3449,121.0449,103.1649,104.3249,148.2449,107.5249,149.1649,99.184898,90.704898,111.2849,106.3249,104.14745,106.0449,119.0849,97.144898,102.3649,102.4449,119.2649,109.3649,124.5449,117.4049,96.064898,120.3049,97.524898,91.004898,92.844898,102.4049,93.584898,105.6249,100.4049,97.724898,103.8449,102.9249,90.944898,104.6049,106.9449,93.364898,105.3249,115.2449
269,91,1,103.49143000000001,81.531429,95.091429,102.49143000000001,108.15143,95.57142900000001,96.691429,108.49143000000001,109.63143000000001,98.331429,111.45143,102.53143,105.21143000000001,97.831429,95.631429,113.31143,103.09143,121.63143000000001,121.37143,103.49143000000001,104.65143,148.57143,107.89143,149.49143,99.49142900000001,91.031429,111.65143,106.65143,104.47143,106.37143,119.45143,97.471429,102.69143000000001,102.77143000000001,119.61143,109.73143,125.09143,117.73143,96.231429,120.63143000000001,97.85142900000001,91.331429,93.15142900000001,102.73143,93.891429,105.91143000000001,100.73143,98.051429,104.17143,103.23143,91.21142900000001,104.93143,107.27143000000001,93.65142900000001,105.65143,115.63143000000001
270,91,2,103.99429,81.774286,95.434286,103.04214,108.49428999999999,96.094286,97.054286,108.93428999999999,110.03428999999998,98.694286,111.81428999999999,102.89856999999999,105.57428999999999,98.174286,96.11428599999999,113.77429,103.43429,122.13429,122.05429,103.8181,104.99428999999999,149.03429,108.25429,150.09429,99.914286,91.314286,112.01428999999999,107.01428999999999,104.83429,106.87428999999999,119.89428999999998,97.83428599999999,103.07429,103.11429,120.25429,110.07143,125.57428999999999,118.13429,96.554048,121.05429,98.194286,91.674286,93.494286,103.09429,94.33428599999999,106.2381,101.09429,98.394286,104.51429,103.57429,91.574286,105.27429,107.85428999999999,93.994286,106.03428999999998,116.19429
271,92,0,104.9049,82.264898,96.024898,103.5649,108.9849,96.724898,97.844898,109.3649,110.6849,99.204898,112.5249,103.7049,106.1449,98.704898,96.664898,114.3849,103.9449,122.8049,122.8649,104.32745,105.5849,149.6049,108.8849,150.9849,100.5449,91.624898,112.8049,107.5449,105.3649,107.6249,120.7449,98.38489799999999,103.6049,103.7049,120.8449,110.54745,126.3249,118.7449,96.968299,121.5849,98.864898,92.204898,93.927449,103.6649,94.848299,106.7249,101.6049,98.944898,105.0449,104.1249,92.068299,105.7849,108.7249,94.567449,106.8249,116.9449
272,92,1,105.2351,82.53451,96.22787199999999,103.8751,109.22418,97.075102,98.155102,109.6751,111.2951,99.435102,112.9351,104.0151,106.4551,98.995102,96.975102,114.6951,104.2551,123.1151,123.1751,104.56215999999999,105.8751,149.9151,109.1951,151.4551,100.8551,91.935102,113.1551,107.8551,105.60701999999999,107.9351,121.1951,98.715102,103.9151,104.1751,121.2351,110.7951,126.6151,119.1151,97.275102,122.0751,99.335102,92.502551,94.21627600000001,103.9751,95.155102,107.0351,101.9117,99.25510200000001,105.3551,104.3751,92.375102,106.0951,109.1351,94.875102,107.3351,117.2602
273,92,2,105.57796,82.637959,96.54398,104.23796,109.51796000000002,97.497959,98.57795899999999,110.01796000000002,111.67796000000001,99.777959,113.27796000000001,104.43796,106.79796,99.337959,97.337959,115.03796000000001,104.59796,123.51796000000002,123.67796000000001,104.85796,106.11796000000001,150.61796,109.57796,151.81388,101.19796,92.277959,113.49796,108.18398,105.93796,108.35796,121.53796000000001,99.057959,104.27796,104.67796,121.79796,111.06398,126.95796000000001,119.35796,97.521327,122.41796000000001,99.685918,92.737959,94.51795899999999,104.41796,95.497959,107.37796000000002,102.20398,99.597959,105.69796000000001,104.69796,92.717959,106.43796,109.49796,95.15795899999999,107.71796,117.86591999999999
274,93,0,105.88367,82.883674,96.803674,104.46367,109.76366999999999,97.783674,98.863674,110.30367,112.02367,100.06367,113.58367,104.70366999999999,107.08367,99.623674,97.663673,115.32366999999999,104.92367,123.86367,124.18366999999999,105.16367,106.36367,151.16367,109.92367,153.08366999999998,101.50367,92.563674,113.78367,108.52367,106.16684,108.68366999999999,121.88367,99.343674,104.56367,105.04366999999999,122.18366999999999,111.36367,127.34366999999999,119.64367,97.683674,122.72367,99.983673,93.023673,94.783674,104.72367,95.763674,107.64367,102.46367,99.86367299999999,105.98366999999999,104.94367,93.003674,106.72367,109.78367,95.443674,108.00367,118.19735
275,93,1,106.2502,83.17804100000001,97.11020400000001,104.7102,110.07505,98.11020400000001,99.170204,110.6302,112.3702,100.3702,113.9102,105.0302,107.4102,99.91020400000001,97.990204,115.6702,105.23007,124.1502,124.6302,105.4701,106.6302,151.5302,110.2902,153.5102,101.8302,92.810204,114.1102,108.7902,106.4502,108.9902,122.2702,99.570204,104.8702,105.3702,122.5302,111.6702,127.6502,119.9702,97.91020400000001,123.0502,100.2102,93.270204,95.030204,105.01007,96.030204,107.9302,102.7801,100.1502,106.3102,105.2302,93.270204,107.0502,110.1102,95.710204,108.3302,118.6102
276,93,2,106.62571000000001,83.505714,97.485714,105.08571,110.36571,98.485714,99.365714,111.04571000000001,112.74571,100.74571,114.30571,105.48428999999999,107.78571000000001,100.28571,98.365714,116.04571000000001,105.56571000000001,124.52571,125.00571000000001,105.74571,107.00571000000001,152.26571,110.66571,153.88571000000002,102.24571,93.11619,114.50571000000001,109.16571,106.82571000000002,109.36571,123.06571000000001,99.96142900000001,105.14571000000001,105.74571,122.90571000000001,111.94571,128.02571,120.54571000000001,98.285714,123.42571000000001,100.62571,93.645714,95.405714,105.34571000000001,96.405714,108.20571000000001,103.14571,100.52571,106.68571000000001,105.60571000000002,93.645714,107.42571000000001,110.48571000000001,96.065714,108.78571000000001,119.00571000000001
277,94,0,107.25551000000002,83.99551,97.99551,105.57551000000001,110.85551000000001,99.37550999999999,99.85551,111.53551000000002,113.47551000000001,101.33551,114.79551000000001,105.99551000000001,108.29551000000001,100.84102,98.85551,116.69551000000001,106.06102,125.37551,125.99551000000001,106.23551,107.53551000000002,152.79551,111.33551000000001,154.57551,102.73550999999999,93.49551,114.99551000000001,109.67551,107.31551,110.03551000000002,123.71551000000001,100.45551,105.63551000000001,106.33551000000001,123.81551,112.43551000000001,128.61551,121.05551000000001,98.71551,124.23551,101.17551,94.13551,95.81551,105.83551000000001,97.03551,108.69551000000001,103.65550999999999,101.11551,107.17551,106.13551000000001,94.19551,107.95551,111.19551000000001,96.55551,109.33551000000001,119.75551000000002
278,94,1,107.62571000000001,84.277857,98.305714,105.88571,111.18571000000001,99.685714,100.20571,111.84571000000001,113.78571000000001,101.64571,115.12571000000001,106.30571,108.60571000000002,101.26571,99.16571400000001,117.00571000000001,106.38571,125.64571000000001,126.40571000000001,106.54571000000001,107.84571000000001,153.06786,111.66571,154.88571000000002,103.04571,93.78785699999999,115.34571000000001,109.98571000000001,107.62571000000001,110.36571,124.02571,100.76571,105.94571,106.78571000000001,124.18571000000001,112.74571,128.94571000000002,121.36571,99.02571400000001,124.54571000000001,101.50571,94.38261899999999,96.125714,106.14571000000001,97.345714,109.02571,103.96571,101.48571,107.48571000000001,106.42571000000001,94.505714,108.26571000000001,111.68571000000001,96.825714,109.64571000000001,120.08571
