,measure_number,beat_number,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
107,36,2,41.797551,42.757551,44.277551,42.873776,40.057551000000004,42.137551,40.757551,41.013776,41.897551,45.757551,39.211888,42.997551,41.597551,47.337551,39.457551,43.977551,47.392517,47.593776,46.897551,60.357551,46.873776,40.617551,41.277551,48.413776,42.737551,41.137551,47.377551000000004,44.177551,41.157551,47.697551000000004,46.617551,47.277551,50.497551,38.471259,50.417551,40.797551,46.017551,45.477551,42.237551,49.897551,43.417551,45.557551000000004
108,37,0,42.18229,43.36229,44.662290000000006,43.203072999999996,40.44229,42.522290000000005,41.202290000000005,41.347429999999996,42.30229,46.162290000000006,39.522290000000005,43.40229,41.98229,47.72229,39.842290000000006,44.342290000000006,47.702290000000005,47.96229,47.28229,60.78229,47.236145,40.974613,41.60229,48.78229,43.04743,41.48229,47.76229,44.58229,41.468458,48.18229,47.022290000000005,47.68229,51.162290000000006,38.76229,50.82229,41.08229,46.522290000000005,45.882290000000005,42.64229,50.22229,43.82229,45.98229
109,37,1,42.477075,43.877075,44.977075,43.517075,40.797075,42.951223999999996,41.577075,41.66415,42.70415,46.557075,39.977075,43.717075,42.297075,48.077075,40.137075,44.725374,48.017075,48.337075,47.637075,61.237075,47.537075,41.197075,41.957075,49.157075,43.377075,41.777075,48.12415,44.937075,41.777075,48.537075,47.377075,48.097075,51.657075,39.077075,51.177075,41.397075,46.991224,46.32415,43.04415,50.597075,44.217075,46.337075
110,37,2,42.855102,44.255102,45.355102,43.875102000000005,41.235102000000005,43.435102,41.885034000000005,42.055102000000005,43.120204,46.935102,40.355102,44.220203999999995,42.675102,48.580203999999995,40.515102,45.170408,48.315102,48.715102,48.015102,61.615102,47.915102000000005,41.515102,42.295102,49.535102,43.715102,42.051701,48.535102,45.315102,42.115102,48.915102000000005,47.715102,48.435102,52.035102,39.395102,51.535102,41.755102,47.415102000000005,46.795102,43.455102000000004,50.975102,44.555102000000005,46.735102000000005
111,38,0,43.354195000000004,44.814195,45.694195,44.214195000000004,41.594195,43.782585,42.214195000000004,42.39839,43.474195,47.274195,40.72678,44.794195,43.014195,49.014195,40.914195,45.554195,48.602098,49.094195,48.354195000000004,61.954195,48.274195,41.762097999999995,42.642585,49.874195,44.054195,42.342098,48.954195,45.654195,42.434195,49.254195,48.054195,48.894195,52.45839,39.674195000000005,51.874195,42.074195,47.834195,47.434195,43.814195,51.334195,44.91839,47.094195
112,38,1,43.651837,45.131837,45.991837,44.531837,41.871837,44.193673,42.511837,42.711837,43.751837,47.571837,41.071837,45.091837,43.331837,49.331837,41.191837,45.771837,48.851836999999996,49.431837,48.671837,62.311837,48.591837,42.051837,42.971837,50.231837,44.331837,42.631837,49.411837,45.991837,42.731837,49.571837,48.351836999999996,49.231837,52.811837,39.970918,52.171837,42.371837,48.191837,47.871837,44.091837,51.671837,45.231837,47.413672999999996
113,38,2,44.03102,45.65102,46.35102,44.931020000000004,42.233061,44.71102,42.95102,43.09102,44.15102,48.071020000000004,41.61102,45.45102,43.751020000000004,49.87102,41.571020000000004,46.13102,49.232040999999995,49.91102,49.11102,62.791019999999996,48.95102,42.37102,43.35102,50.63102,44.71102,42.97102,49.77102,46.431020000000004,43.15102,50.05102,48.77102,49.65102,53.291019999999996,40.33102,52.63101999999999,42.751020000000004,48.65102,48.51102,44.532041,52.05102,45.67102,47.87102
114,39,0,44.424898,46.244898,46.644898,45.244898,42.624897999999995,45.224897999999996,43.404897999999996,43.384898,44.444897999999995,48.444897999999995,41.999796,45.964898,44.264897999999995,50.264897999999995,41.924490000000006,46.387449,49.544897999999996,50.219796,49.404897999999996,63.084897999999995,49.244898,42.644898,43.664898,50.984898,45.044897999999996,43.264897999999995,50.064898,46.724897999999996,43.604898,50.524898,49.064898,50.124897999999995,53.584897999999995,40.624897999999995,53.104898,43.044897999999996,49.034694,49.154694,45.024898,52.344898,46.084897999999995,48.164898
115,39,1,44.781587,46.621587,47.001587,45.601587,43.001587,45.741587,43.861587,43.781587,44.761587,48.781587,42.441587,46.301587,44.621587,50.621587,42.261587,46.721587,49.792896999999996,50.573862,49.761587,63.465793999999995,49.632897,42.961587,44.081587,51.373175,45.381586999999996,43.601587,50.481587,47.101587,43.961587,50.921587,49.341587,50.461587,53.981587,40.881586999999996,53.481587,43.321587,49.481587,49.909048,45.421587,52.741587,46.461587,48.461587
116,39,2,45.192245,47.272245,47.412245,45.952245,43.320561,46.172245000000004,44.251121999999995,44.092245,45.172245000000004,49.192245,42.972245,46.712245,45.052245,51.112245,42.612245,47.132245000000005,50.132245000000005,50.933178000000005,50.172245000000004,63.861121999999995,49.877415,43.152245,44.335561,51.912245,45.810280999999996,43.952022,50.824082000000004,47.512245,44.372245,51.292245,49.752245,50.872245,54.373706999999996,41.230561,53.972244999999994,43.712245,49.912245,51.032245,45.872245,53.092245,46.892245,48.872245
117,40,0,45.665714,47.745714,47.885714,46.297857,43.685714000000004,46.625714,44.687857,44.441905,45.405714,49.665714,43.365714000000004,47.153143,45.525714,51.585714,43.035102,47.595238,50.485714,51.305714,50.593928999999996,64.185714,50.205714,43.545714000000004,44.735238,52.385714,46.145714,44.245714,51.285714,47.957857000000004,44.785714,51.705714,50.085714,51.287857,54.685714000000004,41.573143,54.485714,44.005714000000005,50.485714,51.525714,46.317857000000004,53.405714,47.365714000000004,49.225714
118,40,1,45.963265,48.083265000000004,48.163265,46.583265000000004,44.023265,46.923265,45.003265,44.723265000000005,45.763265000000004,49.963265,43.703265,47.363265000000006,45.883265,51.943265000000004,43.223265000000005,47.803265,50.783265,51.703265,50.843265,64.60326500000001,50.543265000000005,43.803265,45.003265,52.903265000000005,46.443265000000004,44.503265,51.683265000000006,48.243265,45.163265,52.023265,50.363265000000006,51.603265,55.063265,41.766633,54.783265,44.263265000000004,50.843265,51.843265,46.623265,53.763265000000004,47.703265,49.483265
119,40,2,46.321633,48.521633,48.481633,46.941633,44.401633000000004,47.261633,45.321633,45.093265,46.101633,50.361633000000005,44.041633000000004,47.821633,46.201633,52.301633,43.641633,48.181633000000005,51.141633,52.081633000000004,51.201633,64.941633,50.861633000000005,44.061633,45.381633,53.381632999999994,46.761633,44.821633,52.061633,48.581633000000004,45.661633,52.381633,50.761633,52.001633,55.401633,42.081633000000004,55.161632999999995,44.581633000000004,51.181633000000005,52.301633,47.001633,54.121632999999996,48.161633,49.821633
120,41,0,46.627347,48.907346999999994,48.767346999999994,47.304694,44.847347,47.547346999999995,45.607347,45.427347,46.387347,50.707347,44.407346999999994,48.224694,46.527347,52.627347,43.987347,48.567347,51.507346999999996,52.467347,51.564694,65.307347,51.187346999999995,44.347347,45.742041,53.767346999999994,47.067347,45.087346999999994,52.447347,48.964694,46.044694,52.727346999999995,51.107347,52.384694,55.744693999999996,42.407346999999994,55.487347,44.907346999999994,51.567347,52.687346999999995,47.387347,54.447347,48.584694,50.107347
121,41,1,46.892245,49.15449,49.012245,47.592245,45.112245,47.792245,45.854490000000006,45.752245,46.712245,50.97449,44.732245,48.472245,46.79449,52.972244999999994,44.232245,48.812245000000004,51.792245,52.83224499999999,51.872245,65.67224499999999,51.472245,44.552245,46.112245,54.092245,47.33449,45.332245,52.81898,49.212245,46.392245,53.032244999999996,51.392245,52.672245,56.05224499999999,42.652245,55.752244999999995,45.152245,51.892245,52.932244999999995,47.692245,54.754490000000004,48.852245,50.352245
122,41,2,47.406939,49.626939,49.346939,47.986939,45.523878,48.146939,46.206939,46.166939,47.086939,51.366939,45.206939,48.966939,47.166939,53.386939,44.626939,49.266939,52.206939,53.266939,52.206939,66.186939,51.866939,44.866939,46.446939,54.526939,47.686939,45.686939,53.306939,49.606939000000004,46.763878000000005,53.446939,51.866939,53.066939,56.503878,43.006939,56.146939,45.526939,52.286939000000004,53.406939,48.086939,55.186939,49.266939,50.746939000000005
123,42,0,47.766327000000004,49.968163,49.608163,48.328163,45.888163,48.408163,46.429388,46.468163,47.408163,51.688163,45.608163,49.288163,47.428163,53.668163,44.948163,49.588163,52.628163,53.608163,52.588163,66.688163,52.188163,45.148163000000004,46.748163,54.908163,47.948163,45.948163,53.668163,49.888163,47.126327,53.848163,52.128163,53.428163,56.788163,43.308163,56.466327,45.788163,52.688163,53.808163,48.448163,55.488163,49.588163,51.08449
124,42,1,48.037551,50.237551,49.877551000000004,48.597551,46.157551,48.657551,46.697551000000004,46.737551,47.757551,51.937551,45.977551,49.557551000000004,47.717551,53.977551,45.217551,49.857551,52.917551,54.057551000000004,52.857551,67.097551,52.517551,45.377551000000004,47.017551,55.317551,48.237551,46.277551,54.037551,50.237551,47.497551,54.157551,52.417551,53.697551000000004,57.117551,43.577551,56.737551,46.057551000000004,53.037551,54.077551,48.737551,55.777551,49.877551000000004,51.357551
125,42,2,48.454694,50.734694,50.334694,48.994694,46.654694,49.054694,47.114694,47.134694,48.194694,52.374694,46.594694,50.074694,48.174694,54.414694,45.674694,50.274694000000004,53.37469399999999,54.634693999999996,53.25469399999999,67.574694,52.97469399999999,45.774694000000004,47.454694,55.83469399999999,48.634694,46.814694,54.494693999999996,50.674694,48.114694,54.634693999999996,52.87469399999999,54.15469399999999,57.534693999999995,43.922346999999995,57.19469399999999,46.434694,53.574693999999994,54.61469399999999,49.194694,56.234694,50.314694,51.934694
126,43,0,48.907993,51.433878,51.093878000000004,49.583134,47.433878,49.533878,47.653878000000006,47.641939,48.673878,53.273878,47.333878000000006,50.873878000000005,48.933878,55.013878000000005,46.213878,50.774776,53.993878,55.213878,53.76759200000001,68.293878,53.553878000000005,46.341939,48.023592,56.533878,49.233878000000004,47.693878000000005,55.233878000000004,51.393878,48.693878000000005,55.413878000000004,53.493878,54.713878,58.073878,44.241939,57.877959,46.793878,54.293878,55.373878000000005,49.900969,56.613878,50.873878000000005,52.413878000000004
127,43,1,49.159591999999996,51.789184000000006,51.379591999999995,49.779592,47.719592,49.839591999999996,48.099592,47.919592,49.099592,53.579592000000005,47.719592,51.289184000000006,49.219592,55.479592000000004,46.479592,50.999592,54.279592,55.559592,53.959592,68.759592,53.899592000000005,46.619592,48.219592,56.939592000000005,49.599592,48.059591999999995,55.579592000000005,51.799592,48.979592,55.779592,53.779592,54.99959200000001,58.439592000000005,44.499592,58.13959200000001,47.079592,54.739592,55.789184,50.159591999999996,56.899592000000005,51.219592,52.67959200000001
128,43,2,49.502041,52.442041,51.902041,50.142041,48.122040999999996,50.302040999999996,48.622040999999996,48.282041,49.528673,53.922041,48.242041,51.902041,49.742041,56.082041000000004,47.002041,51.362041,54.628673,55.947347,54.302041,69.282041,54.222041000000004,47.002041,48.582041,57.342041,50.06602,48.582041,56.102041,52.282041,49.41602,56.28204100000001,54.222041000000004,55.502041000000006,58.808673,44.808408,58.662041,47.422041,55.22068,56.342041,50.562041,57.268407999999994,51.609004999999996,53.14801
129,44,0,50.025408,53.140816,52.440816000000005,50.520815999999996,48.545408,50.780815999999994,49.180816,48.675408000000004,49.960815999999994,54.400816000000006,48.660816,52.620816000000005,50.140816,56.700816,47.497704,51.875136,55.013605000000005,56.380272,54.685407999999995,69.840816,54.760816000000005,47.365408,48.960815999999994,57.820816,50.565408000000005,49.097704,56.605408,52.900816000000006,49.920815999999995,56.800816000000005,54.680816,56.04081600000001,59.200816,45.125408,58.960816,47.780272,55.705408,57.000816,50.980816,57.665408,52.120816,53.605408
130,44,1,50.326735,53.426735,52.718367,50.806734999999996,48.818366999999995,51.118367,49.575102,48.978367,50.258367,54.678367,49.026734999999995,52.958367,50.418366999999996,57.086735,47.738367,52.058367,55.25836700000001,56.658367000000005,54.958367,70.17836700000001,55.038367,47.618367,49.238367,58.098367,50.875102000000005,49.346734999999995,56.958367,53.186735,50.198367,57.07836700000001,54.998367,56.326735,59.478367000000006,45.398367,59.238367000000004,48.038367,56.018367000000005,57.618367000000006,51.266735,57.93836700000001,52.658367000000005,53.878367000000004
131,44,2,50.741224,54.121224,53.061223999999996,51.181224,49.281224,51.521224,50.132449,49.321224,50.661224,55.101224,49.501224,53.741224,50.781224,57.683673,48.312449,52.401224,55.601224,57.121224,55.401224,70.72122399999999,55.381223999999996,47.961224,49.581224,58.721224,51.361224,49.801224,57.441224,53.741224,50.581224,57.663672999999996,55.401224,56.901224,59.941224,45.741224,59.801224,48.381223999999996,56.574898,58.361224,51.772449,58.341224,53.021224,54.601224
132,45,0,51.132245000000005,54.73224499999999,53.412245,51.532245,49.652245,51.912245,50.492245000000004,49.672245000000004,51.012245,55.592245,49.852245,54.272245,51.232245,58.05224499999999,48.672245000000004,52.752244999999995,55.932244999999995,57.472244999999994,55.752244999999995,71.192245,55.73224499999999,48.272245,49.932245,59.072244999999995,51.712245,50.191122,57.792244999999994,54.092245,50.932245,58.05224499999999,55.752244999999995,57.252244999999995,60.292244999999994,46.035561,60.15224499999999,48.712245,56.952245,59.032244999999996,52.132245000000005,58.69224499999999,53.37224499999999,55.032244999999996
133,45,1,51.417142999999996,55.07714300000001,53.657143000000005,51.777143,49.977143,52.217143,50.757143,49.917142999999996,51.257143,55.837143000000005,50.237142999999996,54.53714300000001,51.477143,58.377143000000004,48.917142999999996,52.99714300000001,56.137143,57.71714300000001,56.017143000000004,71.55714300000001,55.99714300000001,48.537143,50.237142999999996,59.35714300000001,51.997143,50.437143,58.31714300000001,54.484286,51.197143,58.417143,55.99714300000001,57.557143,60.57714300000001,46.237142999999996,60.457143,48.957143,57.297143000000005,59.49714300000001,52.377143,58.977143000000005,53.697143000000004,55.35714300000001
134,45,2,51.78966,55.62966,54.06966,52.129915000000004,50.32966,52.62966,51.089915000000005,50.30966,51.66966,56.24966,50.64966,54.98966,51.88966,58.84966,49.32966,53.409659999999995,56.549659999999996,58.12966,56.409659999999995,71.96966,56.369659999999996,48.949659999999994,50.56966,59.78966,52.38966,50.78966,58.64966,54.96966,51.60966,58.82966,56.409659999999995,57.96966,60.98966,46.520742999999996,60.88966,49.369659999999996,57.70966,60.189659999999996,52.78966,59.369659999999996,54.089659999999995,55.769659999999995
135,46,0,52.252245,56.33224499999999,54.612244999999994,52.572244999999995,50.732245,53.092245,51.532245,50.692245,52.032245,56.69224499999999,51.092245,55.55224499999999,52.352245,59.412245,49.752245,53.752244999999995,56.892244999999996,58.65224499999999,56.852244999999996,72.39224499999999,56.812245,49.272245,51.012245,60.272245,52.772245,51.252245,59.01224499999999,55.51224499999999,52.012245,59.23224499999999,56.932244999999995,58.51224499999999,61.51224499999999,46.952245,61.412245,49.752245,58.23224499999999,60.73224499999999,53.33224499999999,59.752244999999995,54.592245,56.312245
136,46,1,52.56163299999999,56.661632999999995,54.881632999999994,52.861633,51.041633000000004,53.361633,51.821633,51.001633,52.341633,56.981632999999995,51.361633000000005,56.081633,52.621632999999996,59.713265,50.061633,54.021632999999994,57.121632999999996,58.92163299999999,57.121632999999996,72.661633,57.141633,49.521633,51.281633,60.701632999999994,53.06163299999999,51.561633,59.381632999999994,55.881632999999994,52.341633,59.501633,57.24163299999999,58.881632999999994,61.781633,47.221633000000004,61.681633,49.981633,58.501633,61.181633,53.641633,60.021632999999994,54.896531,56.581633
137,46,2,52.923673,57.177347,55.183673,53.21102,51.437346999999995,53.683673,52.183673,51.35102,52.703672999999995,57.343672999999995,51.817347,56.703672999999995,53.143673,60.237347,50.403673,54.323673,57.423673,59.283673,57.463673,73.063673,57.483672999999996,49.823673,51.63102,61.343672999999995,53.463673,52.023672999999995,59.783673,56.243673,52.797346999999995,59.917347,57.603673,59.263673,62.323673,47.523672999999995,62.063673,50.323673,58.883672999999995,61.743673,54.017346999999994,60.343672999999995,55.317347,57.023672999999995
138,47,0,53.299184,57.666734999999996,55.559183999999995,53.599183999999994,51.819184,54.019183999999996,52.519183999999996,51.739184,53.039184,57.719184,52.199184,57.157551,53.479184,60.659183999999996,50.788367,54.659183999999996,57.719184,59.659183999999996,57.819184,73.579184,57.799184,50.139184,52.019184,61.719184,53.799184,52.399184000000005,60.159183999999996,56.679184,53.319184,60.339183999999996,57.988367000000004,59.715918,62.779183999999994,47.808197,62.50836700000001,50.647296000000004,59.419183999999994,62.466735,54.448367000000005,60.704592000000005,55.699183999999995,57.479184
139,47,1,53.604898,58.004898,55.844898,53.924898,52.104898,54.364898,52.864898,52.064898,53.364898,58.104898,52.624897999999995,57.504898,53.824898,61.124897999999995,51.084897999999995,54.944897999999995,58.044897999999996,60.024898,58.164898,73.984898,58.124897999999995,50.424898,52.344898,62.084897999999995,54.119795999999994,52.604898,60.564898,57.024898,53.684898,60.724897999999996,58.324898,60.124897999999995,63.264897999999995,48.104898,62.864898,50.904897999999996,59.864898,62.984898,54.804898,61.024898,56.084897999999995,57.784898
140,47,2,53.96520400000001,58.560407999999995,56.220408,54.251301,52.480408,54.71520400000001,53.14520400000001,52.391735,53.720408,58.480408,53.00040799999999,57.980408,54.200407999999996,61.640407999999994,51.540408,55.300408,58.32040799999999,60.420407999999995,58.50040799999999,74.340408,58.445204000000004,50.785204,52.665204,62.440408,54.480136,52.920407999999995,60.940408,57.400408,54.035204,61.100407999999995,58.720408,60.50040799999999,63.720408,48.431041,63.18040799999999,51.280408,60.300408,63.440408,55.160408,61.36040799999999,56.460407999999994,58.200407999999996
141,48,0,54.454693999999996,59.11469399999999,56.734694,54.574693999999994,52.954693999999996,55.11469399999999,53.454693999999996,52.714693999999994,54.054694,58.87469399999999,53.43469399999999,58.494693999999996,54.522346999999996,62.094694,51.902347,55.794939,58.661173,60.782346999999994,58.842347,74.694694,58.83469399999999,51.154694,52.994693999999996,62.894693999999994,54.782346999999994,53.276173,61.382346999999996,57.894693999999994,54.354693999999995,61.51469399999999,59.234694,61.01469399999999,64.334694,48.742346999999995,63.61469399999999,51.598231,60.662347,63.954693999999996,55.594694,61.722347,56.79469399999999,58.61469399999999
142,48,1,54.724081999999996,59.38408199999999,57.004082,54.84408199999999,53.224081999999996,55.412245,53.766327000000004,53.02408199999999,54.352244999999996,59.172245,53.760408,58.862653,54.840408,62.448570999999994,52.164082,56.004082,58.904081999999995,61.044081999999996,59.104082,75.006327,59.104082,51.424082,53.284082,63.16408199999999,55.11449,53.560407999999995,61.686327,58.16408199999999,54.624081999999994,61.784082,59.504082,61.284082,64.678163,49.004082000000004,63.898163000000004,51.886327,60.972244999999994,64.284082,55.940408,61.984081999999994,57.138163,58.88408199999999
143,48,2,55.134285999999996,59.954285999999996,57.314285999999996,55.234286,53.634285999999996,55.874286,54.118570999999996,53.354286,54.754286,59.574286,54.274286,59.294286,55.254286,63.054286,52.574286,56.314285999999996,59.314285999999996,61.434286,59.514286,75.514286,59.434286,51.731429,53.674285999999995,63.634285999999996,55.494285999999995,53.994285999999995,62.154286,58.578571,55.074286,62.274286,59.834286,61.754286,65.14285699999999,49.314285999999996,64.327143,52.214286,61.454285999999996,65.134286,56.354286,62.394286,57.554286,59.314285999999996
144,49,0,55.517959,60.577959,57.697959,55.597958999999996,54.057959,56.257959,54.537958999999994,53.737959,55.077959,59.997958999999994,54.857958999999994,59.777958999999996,55.797959,63.577959,52.937959,56.617959,59.677958999999994,61.817958999999995,59.87931999999999,76.01795899999999,59.817958999999995,52.037959,53.997958999999994,64.117959,55.897959,54.333980000000004,62.537958999999994,59.017959,55.637958999999995,62.71795899999999,60.237959,62.277958999999996,65.57795899999999,49.59398,64.837959,52.517959,61.917958999999996,65.997959,56.917958999999996,62.737959,57.985918000000005,59.777958999999996
145,49,1,55.859184,60.999184,57.95918399999999,55.859184,54.359184,56.739183999999995,54.919183999999994,54.019183999999996,55.306394999999995,60.279183999999994,55.279183999999994,60.039184,56.379183999999995,63.919183999999994,53.199183999999995,56.879183999999995,59.939184,62.079184,60.119184,76.339184,60.079184,52.299184000000004,54.319184,64.39918399999999,56.199183999999995,54.579184,62.94346899999999,59.279183999999994,55.999184,63.059183999999995,60.479184,62.559183999999995,65.859184,49.839184,65.239184,52.759184,62.259184,66.479184,57.219184,63.019183999999996,58.319184,60.039184
146,49,2,56.32,61.7,58.4,56.26,54.78,57.18,55.34,54.4,55.74,60.74,55.78,60.48,57.06,64.56,53.6,57.32,60.38,62.5,60.565,76.83,60.46,52.62,54.66,64.86,56.68,54.99333299999999,63.34,59.7,56.44,63.51,60.9,63.03,66.34,50.2175,65.72,53.12,62.86,67.66,57.74,63.38,58.82,60.46
147,50,0,56.69551,62.11551,58.77551,56.622755000000005,55.15551,57.55551,55.69551,54.762755000000006,55.995509999999996,61.15551,56.175509999999996,60.855509999999995,57.43551,64.93551,53.995509999999996,57.69551,60.75551,62.87551,60.93551,77.33551,60.815509999999996,52.97551,55.035509999999995,65.27551,57.05551,55.29551,63.715509999999995,60.09551,56.815509999999996,63.91551,61.25551,63.41551,66.69551,50.495509999999996,66.23550999999999,53.41551,63.37551,68.03551,58.215509999999995,63.715509999999995,59.25551,60.79551
148,50,1,57.004898,62.424898,59.044897999999996,56.904897999999996,55.524898,57.844898,55.944897999999995,55.064898,56.344898,61.464898,56.504898,61.124897999999995,57.704898,65.304898,54.244898,57.944897999999995,61.044897999999996,63.264897999999995,61.204898,77.764898,61.124897999999995,53.204898,55.324898,65.664898,57.344898,55.564898,64.10489799999999,60.364898,57.164898,64.204898,61.524898,63.724897999999996,67.064898,50.764897999999995,66.544898,53.684898,63.704898,68.364898,58.504898,64.004898,59.61469399999999,61.084897999999995
149,50,2,57.335102,62.835102,59.355102,57.235102000000005,55.975102,58.155102,56.255102,55.375102000000005,56.655102,61.815102,56.835102,61.575102,58.035102,65.72020400000001,54.635102,58.335102,61.395102,63.575102,61.555102000000005,78.155102,61.435102,53.455102000000004,55.695102,66.095102,57.675102,55.915102000000005,64.495102,60.70020400000001,57.635102,64.575102,61.875102000000005,64.075102,67.39510200000001,51.072551000000004,66.915102,53.995102,64.055102,68.75510200000001,58.855102,64.355102,60.035102,61.395102
150,51,0,57.68898000000001,63.22898000000001,59.64898,57.60898,56.40898000000001,58.46898,56.54898000000001,55.74898,56.948980000000006,62.208980000000004,57.268980000000006,61.92898,58.40898000000001,66.06898000000001,55.028980000000004,58.68898000000001,61.848980000000005,63.96898,61.92898,78.68898,61.768980000000006,53.72898000000001,56.028980000000004,66.56898000000001,57.96898,56.208980000000004,64.86898000000001,61.06898,58.08898000000001,64.96898,62.22898000000001,64.50898000000001,67.70898000000001,51.34898,67.28898000000001,54.348980000000005,64.46898,69.18898,59.28898,64.68898,60.46898,61.708980000000004
151,51,1,57.985714,63.505714000000005,59.885714,57.89714300000001,56.725714,58.685714000000004,56.765714,56.017143000000004,57.245714,62.445714,57.565714,62.165714,58.665714,66.365714,55.265714,58.925714,62.085714,64.285714,62.185714000000004,79.02571400000001,62.005714000000005,53.965714,56.365714000000004,66.861429,58.205714,56.405714,65.205714,61.325714000000005,58.445714,65.265714,62.521429000000005,64.781429,68.005714,51.585714,67.501429,54.577856999999995,64.745714,69.425714,59.565714,64.965714,60.745714,61.965714
152,51,2,58.428571,63.908570999999995,60.228570999999995,58.268570999999994,57.188570999999996,59.028571,57.088570999999995,56.428571,57.628570999999994,62.828571,57.968571,62.588570999999995,59.008570999999996,66.78857099999999,55.688570999999996,59.288571,62.548570999999995,64.688571,62.528571,79.468571,62.408570999999995,54.268570999999994,56.708571,67.308571,58.548570999999995,56.748571,65.687143,61.688570999999996,58.908570999999995,65.64857099999999,62.868570999999996,65.168571,68.42857099999999,51.928571000000005,67.868571,54.908570999999995,65.168571,69.888571,59.968571,65.368571,61.128570999999994,62.348571
153,52,0,58.806121999999995,64.226122,60.506122,58.586121999999996,57.602244999999996,59.306121999999995,57.366122,56.746122,57.906121999999996,63.186122,58.486121999999995,62.926122,59.326122,67.086122,56.026121999999994,59.646122,62.866122,65.066122,62.906121999999996,79.806122,62.726122,54.546122,57.026121999999994,67.766122,58.826122,57.026121999999994,66.046122,62.07836700000001,59.26224499999999,65.98224499999999,63.246122,65.546122,68.726122,52.206122,68.206122,55.186122,65.546122,70.266122,60.306121999999995,65.666122,61.486121999999995,62.646122
154,52,1,59.11551,64.53551,60.77551,58.895509999999994,57.97551,59.535509999999995,57.59551,57.035509999999995,58.25551,63.43551,58.87551,63.23551,59.63551,67.41551,56.29551,59.91551,63.15551,65.49551,63.175509999999996,80.19551,63.075509999999994,54.77551,57.29551,68.13551,59.09551,57.315509999999996,66.47551,62.37551,59.65551,66.25551,63.575509999999994,65.81551,69.05551,52.45551,68.51550999999999,55.43551,65.91551,70.53551,60.63551,65.97551,61.75551,62.91551
155,52,2,59.531837,64.911837,61.191837,59.211837,58.511837,59.851836999999996,57.871837,57.371837,58.611837,63.811837,59.410918,63.651837,60.011837,67.811837,56.691837,60.291837,63.631837,65.931837,63.491837,80.651837,63.471837,55.051837,57.631837,68.711837,59.431837,57.731837,66.891837,62.791837,60.231837,66.69183699999999,64.011837,66.231837,69.451837,52.751837,68.851837,55.711837,66.431837,70.951837,61.011837,66.371837,62.151837,63.251837
156,53,0,60.178367,65.59836700000001,61.918367,59.738367000000004,59.478367000000006,60.378367000000004,58.25836700000001,57.878367000000004,59.238367000000004,64.73836700000001,60.098367,64.53836700000001,60.618367000000006,68.23836700000001,57.318367,60.738367000000004,64.45836700000001,66.418367,63.904183999999994,81.298367,63.878367000000004,55.698367000000005,58.158367000000005,69.618367,59.918367,58.498367,67.698367,63.658367000000005,60.878367000000004,67.418367,64.59836700000001,66.81836700000001,70.166735,53.598367,69.358367,56.058367000000004,67.138367,71.64673499999999,61.738367000000004,66.838367,62.718367,63.958367
157,53,1,60.574693999999994,66.134694,62.33469399999999,60.094694,59.914694,60.734694,58.61469399999999,58.234694,59.69469399999999,65.15469399999999,60.774694,65.054694,61.11469399999999,68.634694,57.79469399999999,61.15469399999999,64.974694,66.854694,64.29469399999999,81.73469399999999,64.23469399999999,56.094694,58.534693999999995,70.09469399999999,60.274694,59.074693999999994,68.15469399999999,64.074694,61.47469399999999,67.894694,65.01469399999999,67.23469399999999,70.854694,54.01469399999999,69.774694,56.394693999999994,67.614694,72.09469399999999,62.15469399999999,67.254694,63.134693999999996,64.434694
158,53,2,60.925714,66.545714,62.685714000000004,60.465714,60.465714,61.085714,58.925714,58.605714,60.145714,65.52571400000001,61.125714,65.405714,61.465714,68.985714,58.165714,61.565714,65.345714,67.285714,64.725714,82.085714,64.585714,56.445714,58.885714,70.505714,60.625714,59.425714,68.625714,64.465714,61.825714000000005,68.325714,65.365714,67.625714,71.265714,54.445714,70.125714,56.745714,67.985714,72.465714,62.463929,67.645714,63.485714,64.88571400000001
159,54,0,61.20408199999999,66.96408199999999,63.004082,60.784082,60.824082,61.404081999999995,59.237041000000005,58.92408199999999,60.544081999999996,66.004082,61.724081999999996,65.88408199999999,61.804081999999994,69.304082,58.644082,61.88408199999999,65.664082,67.724082,65.04408199999999,82.584082,64.804082,56.687041,59.20408199999999,70.984082,60.964082,59.864081999999996,68.984082,64.804082,62.224081999999996,68.68408199999999,65.644082,67.96408199999999,71.644082,54.764081999999995,70.444082,57.004082,68.424082,72.844082,62.74408199999999,67.96408199999999,63.804081999999994,65.484082
