,measure_number,beat_number,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
99,34,2,44.235065999999996,44.925465,47.725465,41.185465,44.225465,47.385465,37.761821999999995,47.087732,39.785465,44.005465,51.445465000000006,46.865465,46.825465,38.485465000000005,43.185465,43.365465,44.765465,40.565465,39.835155,41.905465,44.345465000000004,41.408488,46.045465,46.205465000000004,45.065465,45.841822,45.505465,49.465465,51.325465,37.655155,51.565465,38.425465,40.925465,48.265465,42.005465,44.125465000000005,46.645465,43.825465,51.145465,38.765465,44.985465000000005,44.205465000000004,33.245465,47.405465,50.465465
100,35,0,44.634481,45.452404,48.252404,41.652404,44.712404,47.861202,38.112404,47.532404,40.252404,44.472404,52.032404,47.252404,47.352404,38.872403999999996,44.052403999999996,43.812404,45.292404,40.892404,40.252404,42.432404,44.5624,41.792404,46.452404,46.752404,45.592403999999995,46.272403999999995,45.972404,49.872403999999996,51.812404,38.081202000000005,52.070481,38.852404,41.332404,48.752404,42.492404,44.572404,46.9176,44.352404,51.752404,39.292404,45.432404,44.664134999999995,33.712404,47.872403999999996,50.932404
101,35,1,44.965465,45.925465,48.605465,42.225465,45.145465,48.325465,38.465465,48.005465,40.585465,44.845465000000004,52.565465,47.665465000000005,47.825465,39.285465,44.625465000000005,44.225465,45.765465,41.305465000000005,40.605465,43.045465,44.725465,42.325465,46.985465000000005,47.205465000000004,46.025465000000004,46.725465,46.525465000000004,50.345465000000004,52.325465,38.425465,52.445465000000006,39.165465000000005,41.765465,49.205465000000004,42.865465,45.045465,47.097732,44.705465000000004,52.265465,39.665465000000005,45.925465,45.025465000000004,33.885465,48.305465000000005,51.545465
102,35,2,45.389546,46.309546000000005,49.029546,42.727732,45.589546,48.729546,38.849546000000004,48.449546000000005,41.089546,45.249546,53.069545999999995,48.149546,48.449546000000005,39.908639,45.009546,44.629546000000005,46.149546,41.649546,40.989546000000004,43.449546000000005,45.069546,42.689546,47.409546,47.709546,46.429546,47.269546000000005,46.869546,50.789546,53.089546,38.809546000000005,52.82954599999999,39.509546,42.189546,49.649546,43.249093,45.569546,47.389546,45.089546,52.669546,40.049546,46.329546,45.369772999999995,34.209546,48.709546,52.109546
103,36,0,45.925283,46.705283,49.445283,43.185283,46.080566999999995,49.125283,39.37585,48.925283,41.505283,45.685283,53.46528299999999,48.59585,48.880567,40.325283,45.405283000000004,45.025283,46.545283000000005,42.120567,41.485283,43.965283,45.545283000000005,43.065283,47.885283,48.245283,46.865283000000005,47.745283,47.265283000000004,51.245283,53.485282999999995,39.205283,53.24528299999999,39.925283,42.545283000000005,50.125283,43.740567,46.060567,47.765283000000004,45.525283,53.10528299999999,40.405283000000004,46.880567,45.765283000000004,34.525283,49.160567,52.645283
104,36,1,46.352812,47.092812,49.932812,43.612812,46.532812,49.752812,39.952812,49.435306,41.892812,46.092812,53.912812,49.112812,49.546871,40.712812,45.818435,45.412812,46.932812,42.592812,41.932812,44.452812,46.032812,43.452812,48.412812,48.712812,47.272812,48.152812,47.832812,51.752812,53.872811999999996,39.612812,53.672812,40.312812,42.932812,50.612812,44.172812,46.492812,48.152812,45.912812,53.518435,40.812812,47.332812,46.152812,34.852812,49.672812,53.052812
105,36,2,46.695261,47.415261,50.355261,43.935261,46.935261,50.135261,40.295260999999996,49.895261,42.255261,46.475260999999996,54.535261,49.575261,49.955261,40.995261,46.415261,45.755261,47.255261,42.895261,42.255261,44.795260999999996,46.335260999999996,43.855261,48.775261,49.035261,47.635261,48.515260999999995,48.195261,52.195261,54.320522,39.935261,54.055261,40.675261,43.235261,51.040521999999996,44.535261,46.975260999999996,48.555261,46.260521999999995,53.935261,41.155260999999996,47.715261,46.535261,35.175261,50.160522,53.405781999999995
106,37,0,47.025465000000004,47.725465,50.765465,44.291859,47.325465,50.465465,40.605465,50.245465,42.565465,46.805465000000005,55.005465,49.905465,50.265465,41.305465000000005,46.765465,46.285465,47.565465,43.185465,42.665465000000005,45.165465000000005,46.625465000000005,44.165465000000005,49.125465000000005,49.425465,47.985465000000005,48.865465,48.505465,52.625465000000005,54.705465000000004,40.225465,54.505465,40.985465000000005,43.525465000000004,51.425465,44.885465,47.525465000000004,48.885465,46.605465,54.445465000000006,41.425465,48.085465,46.925465,35.445465000000006,50.565465,53.81639499999999
107,37,1,47.427211,48.067211,51.107211,44.707211,47.727211,50.787211,40.947210999999996,50.647211,42.907211,47.147211,55.507211,50.287211,50.647211,41.627210999999996,47.107211,46.627210999999996,47.907211,43.527211,43.007211,45.527211,46.987211,44.507211,49.487211,49.767210999999996,48.347211,49.267210999999996,49.041633000000004,53.127210999999996,55.087210999999996,40.507211,54.967211,41.307210999999995,43.867211,51.827211,45.247211,47.907211,49.347211,47.027211,54.867211,41.767210999999996,48.547211,47.367211,35.787211,50.967211,54.347211
108,37,2,47.823423999999996,48.403424,51.563424,45.023424,48.123424,51.143423999999996,41.283424,51.123424,43.363424,47.483424,55.983424,50.683424,51.063424,41.983424,47.443424,47.103424,48.243424,43.903424,43.423424,45.923424,47.443424,44.786712,49.903424,50.283424,48.723424,49.843424,49.383424,53.603424,55.683424,40.843424,55.303424,41.603424,44.203424,52.323423999999996,45.583424,48.363424,49.683424,47.403424,55.223424,42.103424,49.023424,47.856848,36.103424,51.383424,54.903424
109,38,0,48.3822,48.9622,52.1622,45.6022,48.6022,51.6422,41.8822,51.6022,43.7822,47.9822,56.5822,51.2422,51.4822,42.4022,47.9422,47.774399,48.8022,44.3422,43.9822,46.5822,48.0022,45.3261,50.4622,50.8822,49.3422,50.6222,49.9822,54.2022,56.1822,41.3022,55.7222,42.0622,44.6622,52.9622,46.0061,48.9822,50.0422,47.9622,55.7822,42.5222,49.6422,48.4222,36.5422,51.9222,55.5622
110,38,1,48.839751,49.419751,52.699751,46.179751,49.119751,52.219751,42.339751,52.079751,44.199751,48.379751,57.199751,51.739751,52.039751,42.639917,48.419751,48.319751000000004,49.259751,44.819751000000004,44.399751,47.179751,48.659751,45.739751,50.899751,51.559751,49.919751,51.079751,50.559751,54.879751,56.659751,41.939751,56.199751,42.559751,45.159751,53.659751,46.439751,49.449501,50.429501,48.479751,56.379751,43.079751,50.179751,48.859751,36.771625,52.489501000000004,56.019751
111,38,2,49.210068,49.750068,53.150068000000005,46.530068,49.570068,52.590068,42.670023,52.450068,44.530068,48.650068,57.750068000000006,52.190068,52.550068,42.950068,48.890068,48.670068,49.590068,45.150068,44.680034,47.550067999999996,48.970068,46.056689,51.180034,51.970068,50.350068,51.410068,50.890068,55.270068,57.050068,42.394014,56.550068,42.950068,45.570068,54.070068000000006,46.790068,49.890068,50.770068,48.810068,56.790068000000005,43.370067999999996,50.630068,49.180034,37.010068,53.13006800000001,56.470068000000005
112,39,0,49.552403999999996,50.272403999999995,53.672404,46.932404,49.952404,52.932404000000005,42.953734000000004,52.872404,45.012404,49.092403999999995,58.332404000000004,52.592404,53.072404000000006,43.332404,49.332404,49.092403999999995,50.112404,45.492404,45.070601,47.992404,49.452404,46.450801,51.581202000000005,52.452404,50.712404,51.852404,51.352404,55.792404000000005,57.552404,42.852404,56.952404,43.330801,45.912403999999995,54.552404,47.192403999999996,50.372403999999996,51.1414,49.372403999999996,57.35240400000001,43.812404,50.992404,49.672404,37.412403999999995,53.572404000000006,57.03240400000001
113,39,1,49.906281,50.766281,54.126281000000006,47.406281,50.326281,53.346281000000005,43.306281,53.446281000000006,45.286281,49.398140999999995,58.82628100000001,53.00628100000001,53.846281000000005,43.686281,50.166281,49.466281,50.606281,45.926281,45.442094,48.526281,49.826281,46.826281,52.006281,52.926281,51.086281,52.386281,51.786281,56.458141000000005,57.946281000000006,43.126281,57.386281000000004,43.686281,46.286281,54.966281,47.566281,50.81407,51.506281,49.746281,57.90628100000001,44.206281,51.418141,50.022094,37.726281,54.066281000000004,57.846281000000005
114,39,2,50.405465,51.305465000000005,54.645465,47.865465,50.807732,53.765465,43.685465,54.065465,45.785465,49.825465,59.345465000000004,53.425465,54.645465,44.105465,50.541821999999996,49.865465,51.145465,46.445465000000006,46.045465,49.185465,50.265465,47.145465,52.425465,53.525465000000004,51.525465000000004,53.025465000000004,52.185465,56.965465,58.665465000000005,43.537732,57.725465,44.065465,46.685465,55.425465,47.985465000000005,51.225465,51.837732,50.385465,58.345465000000004,44.565465,51.845465000000004,50.407732,38.065465,54.505465,58.525465000000004
115,40,0,50.866281,51.746281,55.206281000000004,48.506281,51.246281,54.266281000000006,44.266281,54.746281,46.146281,50.246281,59.90628100000001,53.86628100000001,55.08628100000001,44.486281,50.886281,50.286281,51.586281,47.006281,46.566281,49.626281,50.686281,47.546281,52.926281,54.106281,52.066281,53.806281000000006,52.578141,57.446281000000006,58.966281,43.886281,58.166281000000005,44.466281,47.026281,55.90628100000001,48.526281,51.666281,52.206281,50.826281,58.806281000000006,45.006281,52.346281,50.788140999999996,38.446281,54.946281000000006,59.14628100000001
116,40,1,51.334036,52.154036,55.714036,48.994036,51.714036,54.814036,44.654036,55.354036,46.614036,50.674036,60.534036,54.334036,55.814036,44.874036,51.214036,50.734035999999996,51.994036,47.514036,46.994036,50.074036,51.254036,48.054035999999996,53.434036,54.534036,52.474036,54.254036,53.094035999999996,58.094035999999996,59.414035999999996,44.294036,58.614036,44.834036,47.418012,56.494036,49.114036,52.294036,52.634036,51.234035999999996,59.294036,45.474036,52.874036,51.194036,38.778012,55.434036,59.614036
117,40,2,51.685057,52.505056999999994,56.40505699999999,49.345057000000004,52.145057,55.44505699999999,44.945057,55.76505699999999,46.965057,51.045057,61.08505699999999,54.72505699999999,56.26505699999999,45.205057000000004,51.505057,51.105057,52.345057000000004,47.785057,47.325057,50.445057,51.725057,48.445057,53.785056999999995,54.885056999999996,52.807528000000005,54.58505699999999,53.54505699999999,58.68505699999999,59.86505699999999,44.645057,58.985057,45.185057,47.705057000000004,57.005056999999994,49.525057000000004,52.965056999999995,53.08505699999999,51.585057,59.925056999999995,45.865057,53.245056999999996,51.565057,39.065057,55.90505699999999,60.065056999999996
118,41,0,51.956485,52.876484999999995,56.796485,49.636485,52.536485,55.756485,45.256485,56.116485,47.296485,51.436485,61.476485,55.076485,56.576485,45.456485,51.816485,51.436485,52.716485,48.056484999999995,47.676485,50.811296999999996,52.036485,48.736484999999995,54.136485,55.256485,53.156484999999996,54.976485,53.856485,59.116485,60.336484999999996,44.936485,59.356485,45.476485,47.996485,57.396485,49.896485,53.416484999999994,53.516484999999996,51.936485,60.396485,46.116485,53.616485,51.936485,39.316485,56.276485,60.436485
119,41,1,52.360566999999996,53.280567000000005,57.20056700000001,50.020567,52.940567,56.16056700000001,45.620567,56.580567,47.680566999999996,51.800567,61.940567,55.52056700000001,57.040567,45.860566999999996,52.160567,51.840567,53.120567,48.420567,48.000567,51.120567,52.380567,49.140567,54.600567000000005,55.600567000000005,53.600567000000005,55.360567,54.260567,59.760567,60.880567000000006,45.280567,59.860567,45.820567,48.320567,57.860567,50.320567,53.820567000000004,54.040567,52.360566999999996,61.000567000000004,46.460567,54.02056700000001,52.340567,39.660567,56.760567,60.900567
120,41,2,52.87771,53.937709999999996,57.797709999999995,50.45771,53.39771,56.757709999999996,46.023855,57.13771,48.19771,52.31771,62.577709999999996,56.05771,57.477709999999995,46.37771,52.51771,52.31771,53.77771,48.823855,48.45771,51.657709999999994,52.81771,49.69771,55.17771,56.157709999999994,54.23771,55.87771,54.81771,60.49771,61.55771,45.69771,60.45771,46.23771,48.81771,58.45771,50.91771,54.257709999999996,54.81771,52.937709999999996,61.63771,46.87771,54.53771,52.91771,40.49771,57.23771,61.49771
121,42,0,53.678649,55.676485,58.936485,51.836484999999996,54.896485,58.036485,46.979609,58.636485,50.316485,53.636485,63.816485,57.496485,58.416484999999994,48.076485,53.536485,54.076485,55.516484999999996,49.956485,49.463243,53.036485,53.876484999999995,50.516484999999996,56.416484999999994,57.356485,55.476485,57.936485,56.516484999999996,62.436485,63.322970999999995,46.876484999999995,61.916484999999994,46.716485,49.756485,59.776485,52.356485,55.336484999999996,56.416484999999994,54.516484999999996,62.896485,48.376484999999995,56.056484999999995,53.876484999999995,42.256485,57.913311,63.736484999999995
122,42,1,54.086689,56.186689,59.386689000000004,52.266689,55.266689,58.466689,47.386689000000004,59.106689,50.906689,54.118345,64.466689,57.906689,58.926689,48.598098,53.846689000000005,54.626689,56.026689000000005,50.44223,49.826689,53.666689,54.296391,51.006689,56.926689,57.755669,55.986689,58.426689,56.946689,62.906689,64.006689,47.282782,62.566689000000004,47.066689000000004,50.346689000000005,60.246689,52.886689000000004,55.726689,56.946689,54.966689,63.926689,48.866689,56.446689,54.326689,42.626689,58.266689,64.286689
123,42,2,54.482608,56.58260799999999,59.855215,52.682607999999995,55.76260799999999,58.842608,47.722608,59.502607999999995,51.302608,54.44260799999999,64.88260799999999,58.362607999999994,59.402607999999994,48.862608,54.191576,55.022608,56.422608,50.822608,50.100237,53.940201,54.542607999999994,51.482608,57.322607999999995,57.94260799999999,56.44260799999999,58.922608,57.44260799999999,63.302608,64.402608,47.642608,62.922608,47.402608,50.822608,60.682607999999995,53.382608,56.12260799999999,57.228522,55.354203000000005,64.562608,49.188522,56.756174,54.602608,42.942608,58.702608,64.702608
124,43,0,54.975260999999996,57.015260999999995,60.315261,53.115261,56.195261,59.12263000000001,48.155260999999996,59.996315,51.697542999999996,54.795260999999996,65.31526099999999,58.775261,59.935261,49.255261,54.415261,55.421315,56.855261,51.194115000000004,50.375261,54.235261,54.975260999999996,51.915261,57.615261,58.275261,56.855261,59.155260999999996,57.858419999999995,63.655260999999996,64.695261,47.95263,63.355261,47.720521999999995,51.255261,61.115261,53.815261,56.395261,57.635261,55.435261,64.976315,49.555658,56.995261,54.855261,43.195261,59.095261,65.215261
125,43,1,55.305873,57.345873,60.645872999999995,53.445873,56.525873,59.445873,48.485873,60.285872999999995,51.905873,55.125873,65.665873,59.125873,60.265873,49.585873,54.725873,55.625873,57.185873,51.365873,50.632759,54.465872999999995,55.265873,52.165873,57.945873,58.605872999999995,57.205873,59.485873,58.145872999999995,63.985873,65.005873,48.125873,63.685873,48.065872999999996,51.585873,61.425872999999996,54.002989,56.725873,57.925872999999996,55.785872999999995,65.265873,49.785872999999995,57.325873,55.165873,43.505873,59.345873,65.545873
126,43,2,55.99771,57.937709999999996,60.977709999999995,53.976771,57.09771,59.73771,49.077709999999996,61.37771,52.41771,55.67771,66.231542,59.85771,60.59771,50.297709999999995,55.05771,56.19771,57.77771,51.685903,51.01771,54.767516,55.85771,52.39771,58.337709999999994,58.89771,57.55771,60.077709999999996,58.51771,64.55771,65.583855,48.63771,64.47771,48.39771,52.17771,61.81771,54.437709999999996,57.077709999999996,58.31771,56.437709999999996,65.73770999999999,50.17771,57.619237,55.405903,43.837709999999994,59.69771,65.87771
127,44,0,56.441382999999995,58.321383,61.501383,54.181383,57.401382999999996,60.121382999999994,49.441383,61.821383,52.921383,55.88138299999999,66.541383,60.34138299999999,61.141383,50.701383,55.397845999999994,56.581382999999995,58.161382999999994,52.041383,51.401383,55.121382999999994,56.221382999999996,52.84138299999999,58.721382999999996,59.281383,58.001383,60.761382999999995,58.981382999999994,65.081383,65.92138299999999,48.961383000000005,64.881383,48.761383,52.561383,62.241383,54.84138299999999,57.421383,58.741383,56.821383,66.301383,50.521383,57.961383,55.761382999999995,44.141383000000005,60.121382999999994,66.36138299999999
128,44,1,56.777415000000005,58.677415,61.857415,54.537415,57.697415,60.397415,49.797415,62.177415,53.279138,56.223707,66.89741500000001,60.657415,61.537415,51.057415,55.637415000000004,56.937415,58.517415,52.373046,51.677490999999996,55.417415000000005,56.543707,53.167483,59.057415,59.518494,58.337415,61.117415,59.357415,65.47741500000001,66.277415,49.237415000000006,65.237415,49.037415,52.917415000000005,62.593706999999995,55.197415,57.757415,59.097415000000005,57.137415000000004,66.61741500000001,50.857415,58.237415000000006,56.036724,44.434569,60.477415,66.697415
129,44,2,57.101994999999995,59.04199499999999,62.22199499999999,54.781994999999995,58.025998,60.741994999999996,50.105333,62.521995,53.621995,56.521995,67.261995,60.981995,61.921994999999995,51.421995,55.947331999999996,57.301995,58.881994999999996,52.58199499999999,51.941995,55.665997999999995,56.90199499999999,53.521995,59.381994999999996,59.58199499999999,58.701995,61.54199499999999,59.761995,65.861995,66.72199499999999,49.601995,65.601995,49.201995000000004,53.281994999999995,62.921994999999995,55.501994999999994,58.141994999999994,59.461994999999995,57.501994999999994,66.981995,51.221995,58.601994999999995,56.201995,44.721995,60.86199499999999,67.061995
130,45,0,57.384021999999995,59.464240000000004,62.64424,55.100848,58.30424,61.16424,50.48424,62.94424,53.961780000000005,56.90424,67.68424,61.40424,62.34424,51.82424,55.961835,57.744240000000005,59.30424,53.00424,52.36424,55.884240000000005,57.26424,53.98424,59.68424,60.00424,59.104240000000004,61.92808,60.18424,66.32424,67.50424,50.02424,66.02424,49.62424,53.68424,63.34424,55.90424,58.596027,59.902373,57.924240000000005,67.30424000000001,51.48452,58.98424,56.62424,44.982372999999995,61.284240000000004,67.80424000000001
131,45,1,57.570363,59.770363,62.950363,55.370363,58.610363,61.450363,50.770363,63.143374,54.190363,56.999581000000006,67.990363,61.630363,62.650363,52.090363,55.990363,58.050363,59.610363,53.310363,52.470363,55.994643,57.470363,54.270363,59.990363,60.290363,59.390363,62.110363,60.470363,66.630363,67.810363,50.272523,66.330363,49.930363,53.990363,63.650363,56.190091,58.770363,60.090363,58.170363,67.610363,51.690363,59.290363,56.730363,45.250363,61.530363,68.110363
132,45,2,57.969138,60.309138,63.529138,55.909138,59.169138000000004,61.909138,50.822174,63.509138,54.729138,57.229138,68.569138,62.189138,63.029892000000004,52.609138,56.429138,58.589138,60.149138,53.889138,52.879569,56.11239200000001,57.889138,54.789138,60.529138,60.829138,60.069138,62.709138,61.009138,66.969138,68.609138,50.329138,66.869138,50.439569,54.319568999999994,64.069138,56.569138,59.089785,60.749138,58.40773000000001,68.469138,52.189138,59.829138,57.169138000000004,45.559946000000004,62.089138,68.709138
133,46,0,58.397415,60.877415,64.11741500000001,56.377415,59.80483,62.457415000000005,50.933951,63.957415000000005,55.197415,57.857415,69.47741500000001,62.733387,63.63449,52.957415000000005,56.713387,59.197415,60.717415,54.39526800000001,53.157415,56.677415,58.637415000000004,55.357415,61.10483000000001,61.357415,60.717415,63.217415,61.48931999999999,67.17195799999999,69.47741500000001,50.837415,67.077415,50.772492,55.077415,64.637415,57.137415000000004,59.377415,61.197902,58.797415,69.11741500000001,52.637415000000004,60.397415,57.557415,45.937415,62.537415,69.237415
134,46,1,58.859342000000005,61.399342000000004,64.759342,56.839342,60.619342,62.77934200000001,51.388684999999995,64.488685,55.678027,58.219342000000005,70.208685,62.999342000000006,64.23934200000001,53.23934200000001,56.939342,59.859342000000005,61.23934200000001,54.799342,53.59934200000001,57.139342000000006,59.199342,55.939342,61.759342000000004,61.879342,61.27934200000001,63.819342000000006,62.139342000000006,67.419342,70.319342,51.359342,67.679342,51.059342,55.868685,65.148685,57.619342,59.859342000000005,61.579342000000004,59.138027,69.839342,53.159342,60.979342,58.019342,46.219342,63.039342000000005,69.928685
135,46,2,59.277873,61.868730000000006,65.16968299999999,57.60873,61.10873,63.20873,51.888729999999995,65.04873,56.24746,58.588730000000005,70.98873,63.46873000000001,64.88873000000001,53.70873,57.228730000000006,60.408730000000006,61.70873,55.28873000000001,53.948730000000005,57.548730000000006,59.68873000000001,56.408730000000006,62.268730000000005,62.228730000000006,61.728730000000006,64.198975,62.668730000000004,67.88873000000001,70.84873,51.789577,68.046171,51.28873,56.38873,65.62873,58.033745999999994,60.312676,61.94645500000001,59.584683,70.30873000000001,53.628730000000004,61.38873,58.336243,46.559872999999996,63.488730000000004,70.46873000000001
136,47,0,59.467098,62.187098,65.447098,57.907098,61.447098,63.447098,52.167097999999996,65.427098,56.567098,58.867098,71.307098,63.787098,65.207098,53.987097999999996,57.467098,60.707097999999995,62.027097999999995,55.567098,54.189032999999995,57.807097999999996,59.987097999999996,56.687098,62.587098,62.487097999999996,62.027097999999995,64.407098,62.967098,68.18709799999999,71.247098,51.907098,68.298549,51.527097999999995,56.867098,65.967098,58.247098,60.467098,62.207097999999995,59.807097999999996,70.627098,53.887097999999995,61.647098,58.587098,46.747098,63.807097999999996,70.787098
137,47,1,59.732404,62.452404,65.712404,58.272404,61.871202000000004,63.71240400000001,52.412403999999995,65.77240400000001,56.872404,59.132404,71.712404,64.112404,65.55240400000001,54.232404,57.732404,61.072404000000006,62.292404000000005,55.872404,54.452404,58.072404000000006,60.252404000000006,56.992404,62.912404,62.752404000000006,62.312404,64.672404,63.332404000000004,68.55240400000001,71.63240400000001,52.261202000000004,68.63240400000001,51.812404,57.272404,66.292404,58.551202,60.752404000000006,62.452404,60.112404000000005,70.972404,54.152404000000004,61.912404,58.832404000000004,47.012404,64.112404,71.172404
138,47,2,60.23771,62.937709999999996,66.17771,58.81771,62.35771,64.11771,52.87771,66.35771,57.35771,59.55771,72.31770999999999,64.53771,65.951101,54.617709999999995,58.03771,61.69771,62.77771,56.35256999999999,54.873464,58.533855,60.63771,57.343855000000005,63.39771,63.193855000000006,62.937709999999996,65.21771,63.67771,69.09770999999999,72.29771,52.657709999999994,69.013129,52.157709999999994,57.81771,66.77771,59.01771,61.117709999999995,62.87771,60.477709999999995,71.33771,54.67771,62.31771,59.21771,47.27771,64.61771,71.73770999999999
139,48,0,60.751994999999994,63.451995,66.693991,59.351994999999995,62.773991,64.63199499999999,53.213991,66.91399100000001,57.871995,59.9522,72.995986,65.111995,66.355986,54.951995,58.370284999999996,62.135985999999995,63.29199499999999,56.711994999999995,55.231995,58.891994999999994,61.15199499999999,57.779977,63.83199499999999,63.531994999999995,63.551995,65.711995,64.119977,69.733991,73.159977,53.055636,69.591995,52.503997999999996,58.351994999999995,67.251995,59.391994999999994,61.600998,63.33199499999999,60.811994999999996,71.851995,55.071994999999994,62.751994999999994,59.591995,47.560998,65.111995,72.49399100000001
140,48,1,61.108277,63.909138,67.209138,59.929138,63.269138,64.989138,53.709138,67.489138,58.289138,60.229138,73.649138,65.549138,66.829138,55.309138,58.669138000000004,62.689138,63.749138,57.189138,55.689138,59.369138,61.629138,58.569138,64.549138,63.889138,64.129138,66.229138,64.709138,70.329138,73.969138,53.309138,70.169138,52.769569,58.868277,67.669138,59.809138,61.969138,63.889138,61.149138,72.389138,55.449138,63.249138,60.009138,47.909138,65.529138,73.189138
141,48,2,61.484649,64.284649,67.564649,60.384648999999996,63.724649,65.384649,54.084649,67.864649,58.704648999999996,60.584649,74.40464899999999,65.924649,67.40464899999999,55.684649,58.987324,63.104649,64.124649,57.624649,56.024649,59.704648999999996,62.179297,58.944649,64.924649,64.224649,64.524649,66.604649,65.244649,70.704649,74.364649,53.684649,70.784649,53.024649,59.244649,68.059297,60.204648999999996,62.344649,64.214883,61.524649,72.884649,55.864649,63.624649,60.384648999999996,48.184649,65.90464899999999,73.624649
142,49,0,61.674443999999994,64.55444399999999,67.814444,60.65444399999999,63.994443999999994,65.69444399999999,54.25444399999999,68.174444,59.03444399999999,60.814443999999995,74.67222199999999,66.174444,67.794444,55.854443999999994,59.194444,63.53444399999999,64.394444,57.89444399999999,56.252221999999996,59.914443999999996,62.454443999999995,59.174443999999994,65.19444399999999,64.434444,64.77444399999999,66.814444,65.47444399999999,71.014444,74.63444399999999,53.914443999999996,71.25444399999999,53.274443999999995,59.514444,68.354444,60.43444399999999,62.594443999999996,64.434444,61.774443999999995,73.31222199999999,56.15444399999999,63.854443999999994,60.61444399999999,48.374444,66.234444,74.014444
143,49,1,62.126281000000006,65.16628100000001,68.24628100000001,61.32628100000001,64.646281,66.16628100000001,54.72628100000001,68.74628100000001,59.526281000000004,61.22628100000001,75.24628100000001,66.66628100000001,68.506281,56.266281000000006,59.526281000000004,64.04628100000001,65.006281,58.446281000000006,56.666281000000005,60.246281,62.90628100000001,59.58628100000001,65.68628100000001,64.786281,65.346281,67.46628100000001,65.946281,71.49884399999999,75.266281,54.286281,71.786281,53.626281000000006,60.04628100000001,68.74628100000001,60.90628100000001,63.066281000000004,64.80875999999999,62.206281000000004,73.906281,56.626281000000006,64.38628100000001,61.18628100000001,48.706281,66.74628100000001,74.742562
144,49,2,62.58424,65.66424,68.60424,61.73848100000001,65.15848100000001,66.52424,55.174891,69.14424,59.90711999999999,61.564240000000005,75.92424,67.038481,69.08424000000001,56.52424,59.884240000000005,64.481413,65.50424,58.72424,56.98424,60.564240000000005,63.18424,59.924240000000005,66.02424,65.20424,65.86424,67.88424,66.29848100000001,72.04424,76.258481,54.604240000000004,72.28424,53.884240000000005,60.384240000000005,69.12424,61.28808000000001,63.30424,65.22424000000001,62.464240000000004,74.28424,57.104240000000004,64.698481,61.58424,49.02424,67.26424,75.318481
145,50,0,62.923424,66.023424,69.16342399999999,62.223424,65.690272,67.023424,55.443424,69.770544,60.323423999999996,61.923424,76.323424,67.623424,69.483424,56.863424,60.196678000000006,64.823424,65.863424,59.103424,57.423424,60.983424,63.543424,60.343424,66.476848,65.523424,66.523424,68.343424,66.703424,72.543424,76.883424,54.946712,72.856848,54.203424,60.743424,69.523424,61.643423999999996,63.663424,65.73711999999999,62.803424,74.723424,57.463423999999996,65.223424,62.156848,49.263424,67.66342399999999,76.083424
146,50,1,63.234853,66.394853,69.674853,62.594853,66.134853,67.394853,55.794853,70.234853,60.694853,62.314853,76.77485300000001,67.994853,70.114853,57.154853,60.454853,65.214853,66.234853,59.534853000000005,57.914853,61.434853000000004,63.979705,60.774853,67.014853,65.854853,67.014853,68.754853,67.05485300000001,73.174853,77.42455799999999,55.294853,73.374853,54.514853,61.174853000000006,69.994853,62.034853000000005,64.099705,66.114853,63.154853,75.234853,57.794853,65.69485300000001,62.574853000000004,49.574853000000004,68.114853,76.654853
147,50,2,63.59771,66.73770999999999,70.01771,63.05771,66.61771,67.74542,56.157709999999994,70.81770999999999,61.05771,62.71771,77.25771,68.33771,70.333855,57.49771,60.79385500000001,65.59770999999999,66.57771,59.89771,58.31771,61.77771,64.33771,61.21771,67.37771,66.17771,67.45770999999999,69.15385500000001,67.59770999999999,73.69771,77.85771,55.632569999999994,73.696927,54.797709999999995,61.55771,70.47771,62.41771,64.436927,66.45770999999999,63.53771,75.59770999999999,58.19771,66.13771,62.91771,49.879542,68.51771,77.133129
148,51,0,63.847097999999995,66.987098,70.267098,63.307097999999996,66.867098,68.04709799999999,56.347097999999995,71.087098,61.367098,62.927098,77.507098,68.667098,70.584195,57.727098,61.027097999999995,65.847098,66.82709799999999,60.147098,58.567098,61.968548999999996,64.527098,61.467098,67.627098,66.427098,67.707098,69.367098,67.847098,73.987098,78.127098,55.827098,73.907098,55.027097999999995,61.827098,70.787098,62.647098,64.607098,66.68709799999999,63.787098,75.887098,58.407098,66.387098,63.167097999999996,50.047098,68.82709799999999,77.447098
